id,air,alarm,avg,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,cmd,co2,connRef,cool,cooling,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,flow,gas,gasMeterLoad,groupRef,heatWheel,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,pump,quantityID,return,run,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4d749-878dbc1e Ponderosa East FC-413 PON_EAST_FC413_RT_SP,✓,"","",@p:ubcv:r:23d12dc1-1ec17e06 PondE PON_EAST_FC413_CP720213 (720213),TL6,✓,PON_EAST_FC413_RT_SP,"","","","","",@p:ubcv:r:23d12dc1-1ec17e06 PondE PON_EAST_FC413_CP720213 (720213),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:25b1095f-d78a7e64 Ponderosa East FC-413,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","",2020-05-12T15:50:58-07:00 Los_Angeles,"",339652,2019-01-18T05:33:57-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:51:08.548-07:00 Los_Angeles,2019-01-23T16:53:05.858-08:00 Los_Angeles,"",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,PON_EAST_FC413_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:37.619Z UTC
@p:ubcv:r:23d4d592-6c41253a Ponderosa East FC-208 PON_EAST_FC208_FS_BV,"","","",@p:ubcv:r:23d12cc2-c2dcf562 PondE PON_EAST_FC208_CP720117 (720117),TL13,✓,PON_EAST_FC208_FS_BV,"","","","","",@p:ubcv:r:23d12cc2-c2dcf562 PondE PON_EAST_FC208_CP720117 (720117),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25b10389-da75008d Ponderosa East FC-208,✓,"","","","","","",@p:ubcv:r:25b102db-179a8a2d Ponderosa East Floor 2,"","",✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"",20090,2019-01-13T21:59:34-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:49:28.688-07:00 Los_Angeles,"","",PON_EAST_FC208_FS_BV,✓,BV4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_FS_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:46.86Z UTC
@p:ubcv:r:25b104f3-ca62bc99 Ponderosa East FC-210 PON_EAST_FC210_FS_BV,"","","",@p:ubcv:r:23d12cc2-027ca1a2 PondE PON_EAST_FC210_CP720119 (720119),TL13,✓,PON_EAST_FC210_FS_BV,"","","","","",@p:ubcv:r:23d12cc2-027ca1a2 PondE PON_EAST_FC210_CP720119 (720119),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25b1038f-5a8b88ca Ponderosa East FC-210,✓,"","","","","","",@p:ubcv:r:25b102db-179a8a2d Ponderosa East Floor 2,"","",✓,"","","","","","","",ok,"","","",Bool,2020-05-12T15:48:01.864-07:00 Los_Angeles,"","",PON_EAST_FC210_FS_BV,✓,BV4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","","",Los_Angeles,"","","","","","",2020-04-08T18:53:46.854Z UTC
@p:ubcv:r:23d4d46b-5c655628 Ponderosa East Unsorted Points PON_EAST_LAG_BLR_ISO_VLV_BV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL32,✓,PON_EAST_LAG_BLR_ISO_VLV_BV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-11T09:03:00-07:00 Los_Angeles,"",3406,2019-08-08T13:28:02-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:18.932-07:00 Los_Angeles,"","",PON_EAST_LAG_BLR_ISO_VLV_BV,✓,BV67,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_LAG_BLR_ISO_VLV_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:09.024Z UTC
@p:ubcv:r:23d4d46a-e78d520d Ponderosa East Unsorted Points PON_EAST_DHW_T_4_P24C,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL2,✓,PON_EAST_DHW_T_4_P24C,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON",P24,@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-02-13T10:40:39-08:00 Los_Angeles,"",15636,2019-08-02T01:33:21-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:18.18-07:00 Los_Angeles,2019-01-23T16:53:28.663-08:00 Los_Angeles,"",PON_EAST_DHW_T_4_P24C,✓,BO3604,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_DHW_TNK_4_PREHT_P24C_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:51:19.514Z UTC
@p:ubcv:r:23d4d6ba-7824ac94 Ponderosa East HRV-2 PON_EAST_HRV2_HCV,"","","",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),TL31,✓,PON_EAST_HRV2_HCV,"","","",✓,"",@p:ubcv:r:23d120cc-f789c9b5 PondE POND_EAST_HRV2_MUA1_MUA2 (720200),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b0fc77-97fbfc96 Ponderosa East HRV-2,✓,"","","","","","",@p:ubcv:r:2203b248-7242dcea Ponderosa East Air Systems,"",✓,✓,"","","",2020-05-12T15:53:15-07:00 Los_Angeles,"",39924,2019-01-15T21:48:27-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:56:38.664-07:00 Los_Angeles,2019-01-23T16:52:57.456-08:00 Los_Angeles,"",Heating Valve Cmd,"",AO5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"","",Los_Angeles,%,"",✓,"",✓,"",2020-04-14T16:50:01.354Z UTC
@p:ubcv:r:23d4d71a-a32993e2 Ponderosa East FC-409 PON_EAST_FC409_RT_AV,✓,"","",@p:ubcv:r:23d12dc1-76686ec1 PondE PON_EAST_FC409_CP720209 (720209),TL5,✓,PON_EAST_FC409_RT_AV,"","","","","",@p:ubcv:r:23d12dc1-76686ec1 PondE PON_EAST_FC409_CP720209 (720209),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b10949-230236e4 Ponderosa East FC-409,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","",2020-05-12T15:34:58-07:00 Los_Angeles,"",292656,2019-01-18T05:34:36-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:52.897-07:00 Los_Angeles,2019-01-23T16:52:51.075-08:00 Los_Angeles,"",Zone Temp,"",AV10,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,PON_EAST_FC409_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:37.593Z UTC
@p:ubcv:r:23d4d75a-01c2dfbe Ponderosa East HRV-1 BTU_HRV1_CLG_SWT_MUX,"","","",@p:ubcv:r:23d120cc-5ac0dc21 PondE PON_EAST_HRV1_DC01_CP720300 (720300),TL617,✓,BTU_HRV1_CLG_SWT_MUX,"","","","","",@p:ubcv:r:23d120cc-5ac0dc21 PondE PON_EAST_HRV1_DC01_CP720300 (720300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b0fc20-877e3363 Ponderosa East HRV-1,✓,"","","","","","",@p:ubcv:r:2203b248-7242dcea Ponderosa East Air Systems,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"",39864,2019-01-16T10:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:51.207-07:00 Los_Angeles,"","",BTU_HRV1_CLG_SWT_MUX,✓,AV1000,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",MV_Pond-East_EM-E09-LWT,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.631Z UTC
@p:ubcv:r:23d4d5a4-6fbf495b Ponderosa East FC-209 PON_EAST_FC209_RT_AV,✓,"","",@p:ubcv:r:23d12cc2-d5c6a883 PondE PON_EAST_FC209_CP720118 (720118),TL5,✓,PON_EAST_FC209_RT_AV,"","","","","",@p:ubcv:r:23d12cc2-d5c6a883 PondE PON_EAST_FC209_CP720118 (720118),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b1038f-12bb194f Ponderosa East FC-209,✓,"","","","","","",@p:ubcv:r:25b102db-179a8a2d Ponderosa East Floor 2,"","",✓,"","","",2020-05-12T15:52:56-07:00 Los_Angeles,"",337684,2019-01-18T05:29:03-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:33.315-07:00 Los_Angeles,2019-01-23T16:52:58.864-08:00 Los_Angeles,"",Zone Temp,"",AV10,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,PON_EAST_FC209_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:37.426Z UTC
@p:ubcv:r:23d12e3c-b570ced4 Ponderosa East Unsorted Points BTU_E_CHW_KW_MUX,"","","",@p:ubcv:r:23d1205b-faea93de PondE 903.0 PONDEROSA EAST SPRUCE (720000),TL14,✓,BTU_E_CHW_KW_MUX,"","","","","",@p:ubcv:r:23d1205b-faea93de PondE 903.0 PONDEROSA EAST SPRUCE (720000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:50:00-07:00 Los_Angeles,"",138977,2019-01-14T06:35:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:51:44.429-07:00 Los_Angeles,"","",BTU_E_CHW_KW_MUX,✓,AV1017,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",BTU_E_CHW_KW_MUX_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:37.128Z UTC
@p:ubcv:r:23d4d5a4-f271f63a Ponderosa East FC-209 PON_EAST_FC209_RT_SP,✓,"","",@p:ubcv:r:23d12cc2-d5c6a883 PondE PON_EAST_FC209_CP720118 (720118),TL6,✓,PON_EAST_FC209_RT_SP,"","","","","",@p:ubcv:r:23d12cc2-d5c6a883 PondE PON_EAST_FC209_CP720118 (720118),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:25b1038f-12bb194f Ponderosa East FC-209,✓,"","","","","","",@p:ubcv:r:25b102db-179a8a2d Ponderosa East Floor 2,"","",✓,"","","",2020-05-12T15:52:56-07:00 Los_Angeles,"",337682,2019-01-18T05:29:03-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:33.649-07:00 Los_Angeles,2019-01-23T16:52:58.581-08:00 Los_Angeles,"",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,PON_EAST_FC209_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:37.427Z UTC
@p:ubcv:r:23d4d46b-1a51a34f Ponderosa East Unsorted Points PON_EAST_WSUP_NEPT_METER_TOTAL_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL5001,✓,PON_EAST_WSUP_NEPT_METER_TOTAL_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:53:27-07:00 Los_Angeles,"",26914,2019-08-01T23:33:20-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:18.959-07:00 Los_Angeles,"","",PON_EAST_WSUP_NEPT_METER_TOTAL_AV,✓,AV5002,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_WSUP_NEPT_METER_TOTAL_AV_POLL_TL,Los_Angeles,L,"","","","","",2020-04-09T19:02:37.169Z UTC
@p:ubcv:r:23d4d46b-eb0e0430 Ponderosa East B-2 PON_EAST_BLR_B2_RESET,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL557,✓,PON_EAST_BLR_B2_RESET,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b0fae9-06835f0b Ponderosa East B-2,✓,"","","","","",@p:ubcv:r:20a65d1f-c3c59955 Ponderosa East Gas Main Meter,@p:ubcv:r:21dff50a-a633fb00 Ponderosa East Hydronic Systems,"","",✓,"","","",2020-05-12T15:53:52-07:00 Los_Angeles,"",81295,2019-08-01T13:34:32-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:18.966-07:00 Los_Angeles,"","",PON_EAST_BLR_B2_RESET,✓,AO1202,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_BLR_B2_RESET_POLL_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:37.17Z UTC
@p:ubcv:r:23d4d46a-6ad9d1d4 Ponderosa East Unsorted Points PON_EAST_HWRT_SP_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL164,✓,PON_EAST_HWRT_SP_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:53:25-07:00 Los_Angeles,"",27515,2019-07-31T02:32:55-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:18.977-07:00 Los_Angeles,"","",PON_EAST_HWRT_SP_AV,✓,AV26,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_HWRT_SP_AV_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.171Z UTC
@p:ubcv:r:23d4d547-5298c22c Ponderosa East FC-204 PON_EAST_FC204_FC,"","","",@p:ubcv:r:23d12cc2-170f7886 PondE PON_EAST_FC204_CP720113 (720113),TL12,✓,PON_EAST_FC204_FC,"","","","","",@p:ubcv:r:23d12cc2-170f7886 PondE PON_EAST_FC204_CP720113 (720113),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25b10389-ac5802a2 Ponderosa East FC-204,✓,"","","","","","",@p:ubcv:r:25b102db-179a8a2d Ponderosa East Floor 2,"","",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"",26276,2019-01-15T13:03:47-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:56:39.612-07:00 Los_Angeles,"","",PON_EAST_FC204_FC,✓,BO1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","","",Los_Angeles,"","","","","","",2020-04-08T18:53:52.303Z UTC
@p:ubcv:r:23d4d4c1-adf574cd Ponderosa East FC-105 PON_EAST_FC105_FS_BV,"","","",@p:ubcv:r:23d12cc2-358d8a46 PondE PON_EAST_FC105_CP720105 (720105),TL14,✓,PON_EAST_FC105_FS_BV,"","","","","",@p:ubcv:r:23d12cc2-358d8a46 PondE PON_EAST_FC105_CP720105 (720105),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25b10064-3393ec93 Ponderosa East FC-105,✓,"","","","","","",@p:ubcv:r:25b0ff04-bca0e2b7 Ponderosa East Floor 1,"","",✓,"","","",2020-05-09T19:35:28-07:00 Los_Angeles,"",62,2019-02-26T21:42:19-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:54:19.606-07:00 Los_Angeles,"","",PON_EAST_FC105_FS_BV,✓,BV4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_FS_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:36.469Z UTC
@p:ubcv:r:23d4d5ef-fe875144 Ponderosa East FC-303 PON_EAST_FC303_RT_SP,✓,"","",@p:ubcv:r:23d12cc2-45ae0963 PondE PON_EAST_FC303_CP720122 (720122),TL6,✓,PON_EAST_FC303_RT_SP,"","","","","",@p:ubcv:r:23d12cc2-45ae0963 PondE PON_EAST_FC303_CP720122 (720122),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:25b104f0-12b0f053 Ponderosa East FC-303,✓,"","","","","","",@p:ubcv:r:25b104cc-a6b9bb85 Ponderosa East Floor 3,"","",✓,"","","",2020-05-12T15:50:56-07:00 Los_Angeles,"",337794,2019-01-18T05:32:43-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:51:40.198-07:00 Los_Angeles,2019-01-23T16:52:50.743-08:00 Los_Angeles,"",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,PON_EAST_FC303_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:37.444Z UTC
@p:ubcv:r:23d4d6b1-0363c0e3 Ponderosa East FC-110 PON_EAST_FC110_RT_SP,✓,"","",@p:ubcv:r:23d12cc2-8db3f0dc PondE PON_EAST_FC110_CP720131 (720131),TL6,✓,PON_EAST_FC110_RT_SP,"","","","","",@p:ubcv:r:23d12cc2-8db3f0dc PondE PON_EAST_FC110_CP720131 (720131),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:25b10154-6b0fc9c8 Ponderosa East FC-110,✓,"","","","","","",@p:ubcv:r:25b0ff04-bca0e2b7 Ponderosa East Floor 1,"","",✓,"","","",2020-05-12T15:56:57-07:00 Los_Angeles,"",337781,2019-01-18T05:33:43-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:56:39.102-07:00 Los_Angeles,2019-01-23T16:52:51.613-08:00 Los_Angeles,"",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,PON_EAST_FC110_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:37.499Z UTC
@p:ubcv:r:23d4d558-3e9f98a3 Ponderosa East FC-205 PON_EAST_FC205_HCV,"","","",@p:ubcv:r:23d12cc2-75f77a6c PondE PON_EAST_FC205_CP720114 (720114),TL3,✓,PON_EAST_FC205_HCV,"","","",✓,"",@p:ubcv:r:23d12cc2-75f77a6c PondE PON_EAST_FC205_CP720114 (720114),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25b10385-ade45260 Ponderosa East FC-205,✓,"","","","","","",@p:ubcv:r:25b102db-179a8a2d Ponderosa East Floor 2,"",✓,✓,"","","",2020-05-12T15:44:56-07:00 Los_Angeles,"",309962,2019-01-18T05:29:42-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:46:22.55-07:00 Los_Angeles,2019-01-23T16:53:24.634-08:00 Los_Angeles,"",Heating Valve Cmd,"",AO4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"","",Los_Angeles,%,"",✓,"",✓,"",2020-04-14T16:49:59.771Z UTC
@p:ubcv:r:23d4d46b-2774e388 Ponderosa East Unsorted Points PON_EAST_SUPPLY_HW_EM_BTU_TL_AV,"","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),TL603,✓,PON_EAST_SUPPLY_HW_EM_BTU_TL_AV,"","","","","",@p:ubcv:r:23d120cc-1e6ba3b7 PondE PON_EAST_MECHANICAL_RM1017A (720100),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d12e3b-a975e4fc Ponderosa East Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d12e3b-a4d3984b Ponderosa East Unsorted Points,"","",✓,"","","",2020-05-12T15:53:27-07:00 Los_Angeles,"",27448,2019-07-31T12:32:59-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:19.099-07:00 Los_Angeles,"","",PON_EAST_SUPPLY_HW_EM_BTU_TL_AV,✓,AV603,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",MV_PON_EAST_SUPPLY_HW_EM_BTU_W05_TL,Los_Angeles,kWh,"","","","","",2020-04-09T19:02:37.175Z UTC
@p:ubcv:r:23d4d6b1-2cbb0354 Ponderosa East FC-110 PON_EAST_FC110_FC,"","","",@p:ubcv:r:23d12cc2-8db3f0dc PondE PON_EAST_FC110_CP720131 (720131),TL13,✓,PON_EAST_FC110_FC,"","","","","",@p:ubcv:r:23d12cc2-8db3f0dc PondE PON_EAST_FC110_CP720131 (720131),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25b10154-6b0fc9c8 Ponderosa East FC-110,✓,"","","","","","",@p:ubcv:r:25b0ff04-bca0e2b7 Ponderosa East Floor 1,"","",✓,"","","",2020-05-12T15:54:57-07:00 Los_Angeles,"",136623,2019-01-17T15:24:47-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:56:39.377-07:00 Los_Angeles,"","",PON_EAST_FC110_FC,✓,BO1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_FC110_FC_COV_BV,Los_Angeles,"","","","","","",2020-04-08T18:53:46.955Z UTC
@p:ubcv:r:23d4d730-02fa4931 Ponderosa East FC-411 PON_EAST_FC411_MODE,"","","",@p:ubcv:r:23d12dc1-37aa38be PondE PON_EAST_FC411_CP720211 (720211),TL9,✓,PON_EAST_FC411_MODE,"","","","","",@p:ubcv:r:23d12dc1-37aa38be PondE PON_EAST_FC411_CP720211 (720211),"","","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:25b1095f-cdd70bbd Ponderosa East FC-411,✓,"","","","","","",@p:ubcv:r:25b1090f-b5ad2446 Ponderosa East Floor 4,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T11:00:01-07:00 Los_Angeles,"",26312,2019-01-13T22:01:34-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:46:51.761-07:00 Los_Angeles,"","",PON_EAST_FC411_MODE,✓,MSV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","",PON_EAST_FC411_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:23.607Z UTC
@p:ubcv:r:23d4d525-1e83e7f3 Ponderosa East FC-202 PON_EAST_FC202_MODE,"","","",@p:ubcv:r:23d12cc2-314dce07 PondE PON_EAST_FC202_CP720111 (720111),TL9,✓,PON_EAST_FC202_MODE,"","","","","",@p:ubcv:r:23d12cc2-314dce07 PondE PON_EAST_FC202_CP720111 (720111),"","","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:25b10382-33c80c45 Ponderosa East FC-202,✓,"","","","","","",@p:ubcv:r:25b102db-179a8a2d Ponderosa East Floor 2,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T11:00:00-07:00 Los_Angeles,"",29896,2019-01-15T13:03:47-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:53:33.111-07:00 Los_Angeles,"","",PON_EAST_FC202_MODE,✓,MSV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65d1f-a0c744e1 Ponderosa East,"","","","","","","","",Los_Angeles,"","","","","","",2020-04-08T18:52:23.618Z UTC
