id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,low,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,preheat,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,water,zone,mod
@p:ubcv:r:23d51440-4d5880c5 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-08.DHWT DHWT1-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004538,✓,JCL-NAE11/FC-A.FEC-11A-08.DHWT DHWT1-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68635,2019-01-17T14:50:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:32.509-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-08.DHWT DHWT1-T,✓,AI3003842,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-08.DHWT DHWT1-T.Trend1,Los_Angeles,°C,"","","","",2020-04-09T19:01:58.882Z UTC
@p:ubcv:r:23d51441-a27deb1b Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-23.HTG-O,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3009866,✓,JCL-NAE11/FC-A.VMA-11A-23.HTG-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,✓,✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:14:17.22-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO3009865,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE11/FC-A.VMA-11A-23.HTG-O.Trend1,Los_Angeles,%,"",✓,✓,"",2020-04-14T16:50:00.312Z UTC
@p:ubcv:r:23d5143f-7e79c265 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-15.DA-VP,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004119,✓,JCL-NAE11/FC-A.VMA-11A-15.DA-VP,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.228-07:00 Los_Angeles,"","","",Discharge Air Pressure Cmd,"",AI3003213,"","","","",✓,"","","",✓,"","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-7f24f88c .+(\.|-| )(SA|DA)-VP,"","",JCL-NAE11/FC-A.VMA-11A-15.DA-VP.Trend1,Los_Angeles,Pa,"","","","",2020-04-09T19:01:58.886Z UTC
@p:ubcv:r:23d5143f-38c64be7 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-19.ZN-T,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004256,✓,JCL-NAE11/FC-A.VMA-11A-19.ZN-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.237-07:00 Los_Angeles,"","","",Zone Temp,"",AI3003253,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE11/FC-A.VMA-11A-19.ZN-T.Trend1,Los_Angeles,°C,"","","",✓,2020-04-09T19:01:58.887Z UTC
@p:ubcv:r:23d51440-15edcc91 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-07.Parameters.HW-DP-A,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004643,✓,JCL-NAE11/FC-A.FEC-11A-07.Parameters.HW-DP-A,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","Normal,Alarm","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)",2020-04-09T13:04:33-07:00 Los_Angeles,"","",142,2019-01-25T11:58:17-08:00 Los_Angeles,ok,"","","",✓,Str,2020-05-12T14:14:16.404-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-07.Parameters.HW-DP-A,✓,MSV3004527,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-07.Parameters.HW-DP-A.Trend1,Los_Angeles,"","","","","",2020-04-08T18:55:14.098Z UTC
@p:ubcv:r:23d51440-86a7038b Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-24.FA-S,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004601,✓,JCL-NAE11/FC-A.FEC-11A-24.FA-S,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","Normal,Alarm","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68634,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:32.517-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-24.FA-S,✓,BI3003888,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-24.FA-S.Trend1,Los_Angeles,"","","","","",2020-04-08T18:55:14.881Z UTC
@p:ubcv:r:23d5143f-533f6cb7 Brock Hall Unsorted Points JCL-NAE11/FC-A.VND-11A-43.AV-1008,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004413,✓,JCL-NAE11/FC-A.VND-11A-43.AV-1008,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.245-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VND-11A-43.AV-1008,✓,AV3003324,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.VND-11A-43.AV-1008.Trend1,Los_Angeles,°F,"","","","",2020-04-09T19:01:58.888Z UTC
@p:ubcv:r:23d51440-91b5040a Brock Hall Unsorted Points JCL-NAE11/Programming.M&V.ELEVATOR-2_EM_kwh,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3007325,✓,JCL-NAE11/Programming.M&V.ELEVATOR-2_EM_kwh,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",45919,2019-01-17T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.332-07:00 Los_Angeles,"","","",JCL-NAE11/Programming.M&V.ELEVATOR-2_EM_kwh,✓,AV3007324,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/Programming.M&V.ELEVATOR-2_EM_kwh.Trend1,Los_Angeles,kWh,"","","","",2020-04-09T19:01:58.891Z UTC
@p:ubcv:r:23d5143f-24658096 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-20.DA-T,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004292,✓,JCL-NAE11/FC-A.VMA-11A-20.DA-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.288-07:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3003265,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE11/FC-A.VMA-11A-20.DA-T.Trend1,Los_Angeles,°C,"","","","",2020-04-09T19:01:58.899Z UTC
@p:ubcv:r:23d5143f-d1c47d08 Brock Hall Unsorted Points JCL-NAE11/Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3001186,✓,JCL-NAE11/Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",26776,2019-08-02T04:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.367-07:00 Los_Angeles,"","","",JCL-NAE11/Trend1,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","",✓,"","",Los_Angeles,_,"","","","",2020-04-09T19:15:03.628Z UTC
@p:ubcv:r:23d51440-4efd3677 Brock Hall Unsorted Points JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 1.Accumulator-5.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3007283,✓,JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 1.Accumulator-5.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",27116,2019-08-01T04:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.421-07:00 Los_Angeles,"","","",JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 1.Accumulator-5.Trend1,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","",✓,"","",Los_Angeles,_,"","","","",2020-04-09T19:15:03.63Z UTC
@p:ubcv:r:23d51440-2efdc52d Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-06.RF-C,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004480,✓,JCL-NAE11/FC-A.FEC-11A-06.RF-C,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"",✓,"",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-04-17T12:15:32-07:00 Los_Angeles,"","",257,2018-08-30T22:21:57-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:16.584-07:00 Los_Angeles,"","","",Return Fan Enable Cmd,"","","","","","",✓,"","","","","","",✓,"","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-da30c357 .+(\.|-| )RF(\d?)-C,"","",JCL-NAE11/FC-A.FEC-11A-06.RF-C.Trend1,Los_Angeles,"","","","","",2020-04-08T18:50:18.63Z UTC
@p:ubcv:r:23d51440-20813f7c Brock Hall Unsorted Points JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 1.Accumulator-0.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3007278,✓,JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 1.Accumulator-0.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",27116,2019-08-01T04:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.435-07:00 Los_Angeles,"","","",JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 1.Accumulator-0.Trend1,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","",✓,"","",Los_Angeles,_,"","","","",2020-04-09T19:15:03.631Z UTC
@p:ubcv:r:23d51440-653e1266 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-24.NETWORK-PFS,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004593,✓,JCL-NAE11/FC-A.FEC-11A-24.NETWORK-PFS,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","Shutdown,Enable","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)",2020-04-16T14:13:18-07:00 Los_Angeles,"","",200,2018-06-08T12:49:59-07:00 Los_Angeles,ok,"","","",✓,Str,2020-05-12T14:14:16.534-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-24.NETWORK-PFS,✓,MSV3003877,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-24.NETWORK-PFS.Trend1,Los_Angeles,"","","","","",2020-04-08T18:55:04.88Z UTC
@p:ubcv:r:23d51440-e47cf40b Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-08.Lower Zone HWR-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004553,✓,JCL-NAE11/FC-A.FEC-11A-08.Lower Zone HWR-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",64433,2019-01-17T14:50:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:14:32.578-07:00 Los_Angeles,"","","",Entering Hot Water Temp,"",AI3003859,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-5ed87758 .+(\.|-| |_)HWR\d?-T,"",✓,JCL-NAE11/FC-A.FEC-11A-08.Lower Zone HWR-T.Trend1,Los_Angeles,°C,"","",✓,"",2020-04-09T19:01:58.919Z UTC
@p:ubcv:r:23d51440-3f81a847 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-06.MAD-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004468,✓,JCL-NAE11/FC-A.FEC-11A-06.MAD-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",42846,2019-01-17T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:25.298-07:00 Los_Angeles,"","",✓,Mixed Air Damper Cmd,"",AO3003788,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-7228537e .+(\.|-| )MAD-O,"","",JCL-NAE11/FC-A.FEC-11A-06.MAD-O.Trend1,Los_Angeles,%,"","","","",2020-04-09T19:01:58.922Z UTC
@p:ubcv:r:23d51440-b5cb88f2 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-22.Parameters.CLG-MAXFLOW,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004655,✓,JCL-NAE11/FC-A.VMA-11A-22.Parameters.CLG-MAXFLOW,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68633,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:32.59-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VMA-11A-22.Parameters.CLG-MAXFLOW,✓,AV3004629,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.VMA-11A-22.Parameters.CLG-MAXFLOW.Trend1,Los_Angeles,L/s,"","","","",2020-04-09T19:01:58.923Z UTC
@p:ubcv:r:23d5143f-50ae3792 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-10.ZN-T,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3003945,✓,JCL-NAE11/FC-A.VMA-11A-10.ZN-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.399-07:00 Los_Angeles,"","","",Zone Temp,"",AI3003154,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE11/FC-A.VMA-11A-10.ZN-T.Trend1,Los_Angeles,°C,"","","",✓,2020-04-09T19:01:58.927Z UTC
@p:ubcv:r:23d51440-d7f8dfd7 Brock Hall Unsorted Points JCL-NAE11/FC-A.VND-11A-47.AI-4,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004440,✓,JCL-NAE11/FC-A.VND-11A-47.AI-4,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.409-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VND-11A-47.AI-4,✓,AI3003489,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.VND-11A-47.AI-4.Trend1,Los_Angeles,°C,"","","","",2020-04-09T19:01:58.929Z UTC
@p:ubcv:r:23d5143f-673f3c84 Brock Hall Unsorted Points JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-4,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3002873,✓,JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-4,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",45919,2019-01-17T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:25.315-07:00 Los_Angeles,"","","",JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-4,✓,AI3002107,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/BACnet IP integration interface.BroCom Kamstrup DES Meter.AI-4.Trend1,Los_Angeles,m³/h,"","","","",2020-04-09T19:01:58.93Z UTC
@p:ubcv:r:23d51440-517ab1c9 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-22.BBHN-C,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004622,✓,JCL-NAE11/FC-A.VMA-11A-22.BBHN-C,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-08T10:53:26-07:00 Los_Angeles,"","",3025,2019-01-18T13:02:24-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:16.698-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VMA-11A-22.BBHN-C,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.VMA-11A-22.BBHN-C.Trend1,Los_Angeles,"","","","","",2020-04-08T18:55:14.492Z UTC
@p:ubcv:r:23d5143f-9434610d Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-11.SA-F,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3003983,✓,JCL-NAE11/FC-A.VMA-11A-11.SA-F,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","",✓,@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",21539,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.431-07:00 Los_Angeles,"","","",Discharge Air Flow,"",AV3003169,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE11/FC-A.VMA-11A-11.SA-F.Trend1,Los_Angeles,L/s,"","","","",2020-04-09T19:01:58.932Z UTC
@p:ubcv:r:23d5143f-816b10d9 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-12.ZN-T,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004016,✓,JCL-NAE11/FC-A.VMA-11A-12.ZN-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.441-07:00 Los_Angeles,"","","",Zone Temp,"",AI3003177,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE11/FC-A.VMA-11A-12.ZN-T.Trend1,Los_Angeles,°C,"","","",✓,2020-04-09T19:01:58.933Z UTC
