id,air,alarm,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,covTest,current,damper,delta,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,filter,flow,gas,groupRef,heating,highLim,his,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,lowLim,max,min,mode,navName,noTagMatch,objectId,occ,outside,point,pointType,power,pressure,ptTest,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,tags,temp,testUnits,tlName,tz,unit,utilityPoint,volt,voltage,volume,water,zone,mod
@p:ubcv:r:245f5de2-d14d9962 NSDC Unsorted Points NSDC_VAV226_RM213_RT_AV,✓,"",@p:ubcv:r:245f5c92-f0aa9f50 NSDC_VAV226_RM213 (780246),TL1,✓,NSDC_VAV226_RM213_RT_AV,"","",@p:ubcv:r:245f5c92-f0aa9f50 NSDC_VAV226_RM213 (780246),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:39-07:00 Los_Angeles,"","",33271,2019-05-01T11:18:47-07:00 Los_Angeles,ok,"","",Number,2020-05-12T15:50:40.006-07:00 Los_Angeles,"","","","","","",Zone Temp,"",AV24,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",NSDC_VAV226_RM213_RT_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:45.1Z UTC
@p:ubcv:r:23d11a9f-a8d71415 NSDC Unsorted Points NSDC_VAV106_RM113_DMP_CL,"","",@p:ubcv:r:23d10ea4-2306735e NSDC NSDC_VAV106_RM113 (780101),TL91,✓,NSDC_VAV106_RM113_DMP_CL,"","",@p:ubcv:r:23d10ea4-2306735e NSDC NSDC_VAV106_RM113 (780101),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T09:20:03-07:00 Los_Angeles,"","",107193,2019-01-15T05:03:04-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:49:36.269-07:00 Los_Angeles,"","","","","","",NSDC_VAV106_RM113_DMP_CL,✓,BO5,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV106_RM113_Dmp_Close_TL*,Los_Angeles,"","","","","","","",2020-04-08T18:54:53.839Z UTC
@p:ubcv:r:23d11a8f-c950bc65 NSDC Unsorted Points NSDC_HWS_P2_VFD_SPD_FB,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL2,✓,NSDC_HWS_P2_VFD_SPD_FB,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:39-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:13-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:43.424-07:00 Los_Angeles,2019-01-23T16:53:08.16-08:00 Los_Angeles,"","","","","",NSDC_HWS_P2_VFD_SPD_FB,✓,AI1102,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_HWS_P2_VFD_SPD_FB_POLL_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:43.81Z UTC
@p:ubcv:r:23d11c12-983fb17b NSDC Unsorted Points NSDC_VAV304_RM316_SOUTH_H,"","",@p:ubcv:r:23d10ff4-82a30d9c NSDC NSDC_VAV304_RM316S (780204),TL99,✓,NSDC_VAV304_RM316_SOUTH_H,"","",@p:ubcv:r:23d10ff4-82a30d9c NSDC NSDC_VAV304_RM316S (780204),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:56-07:00 Los_Angeles,"","",44818,2019-01-12T14:50:38-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:46:57.089-07:00 Los_Angeles,"","","","","","",NSDC_VAV304_RM316_SOUTH_H,✓,AI103,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV304_RM316_SOUTH_H_POLL_TL,Los_Angeles,%RH,"","","","","","",2020-04-09T19:02:44.762Z UTC
@p:ubcv:r:23d11f38-cad996a9 NSDC Unsorted Points NSDC_VAV214_RM214_OperationMode,"","",@p:ubcv:r:23d10ff4-dba67c8c NSDC NSDC_VAV214_RM214 (780234),TL13,✓,NSDC_VAV214_RM214_OperationMode,"","",@p:ubcv:r:23d10ff4-dba67c8c NSDC NSDC_VAV214_RM214 (780234),"","","","","",$equipRef $bmsName,"","","","","","","OS,OCCUPIED,NSB HEATING,NSB UNOCCUPIED,OVERRIDE","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"-1 enumNumberToStr(self, false)",2020-05-12T05:00:15-07:00 Los_Angeles,"","",947,2019-01-10T22:00:08-08:00 Los_Angeles,ok,"","",Str,2020-05-12T15:49:29.024-07:00 Los_Angeles,2019-01-23T16:53:25.571-08:00 Los_Angeles,"","","","",✓,Operation Mode,"",MSV3,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","","",NSDC_VAV214_RM214_OperationMode_TL,Los_Angeles,"","","","","","","",2020-04-08T18:53:40.597Z UTC
@p:ubcv:r:23d11d4e-a5f41d3e NSDC Unsorted Points NSDC_VAV314_RM301B_RT_SP,✓,"",@p:ubcv:r:23d10ff4-7e08a962 NSDC NSDC_VAV314_RM301B (780214),TL2,✓,NSDC_VAV314_RM301B_RT_SP,"","",@p:ubcv:r:23d10ff4-7e08a962 NSDC NSDC_VAV314_RM301B (780214),"","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:43:19-07:00 Los_Angeles,"","",34212,2019-01-13T13:06:02-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:25.395-07:00 Los_Angeles,2019-01-23T16:53:08.585-08:00 Los_Angeles,"","","","","",Zone Temp Effective Sp,"",AV6,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",NSDC_VAV314_RM301B_RT_SP_TL,Los_Angeles,°C,"","","","","",✓,2020-04-30T13:10:18.793Z UTC
@p:ubcv:r:23d11b9e-801610e8 NSDC Unsorted Points NSDC_AHU2_SAT_SP,✓,"",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),TL74,✓,NSDC_AHU2_SAT_SP,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),"","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:45:28-07:00 Los_Angeles,"","",44841,2019-01-13T12:37:27-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:53.763-07:00 Los_Angeles,2019-01-23T16:52:51.435-08:00 Los_Angeles,"","","","","",Discharge Air Temp Sp,"",AV44,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,"",✓,"",NSDC_AHU2_SAT_SP_POLL_TL,Los_Angeles,°C,"","","","","","",2020-04-09T19:02:44.513Z UTC
@p:ubcv:r:23d11a8e-e6066b42 NSDC Unsorted Points NSDC_P2_VFD_MOTOR_VOLTAGE,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1425,✓,NSDC_P2_VFD_MOTOR_VOLTAGE,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","",✓,"","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:39-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:17-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:44.243-07:00 Los_Angeles,2019-01-23T16:53:02.486-08:00 Los_Angeles,"","","","","",Voltage,"",AV1399,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:2441263b-bcbf367c .+_MOTOR_VOLTAGE(_TL)?,"","","",NSDC_P2_VFD_MOTOR_VOLTAGE_POLL_TL,Los_Angeles,V,"",✓,✓,"","","",2020-04-09T19:02:43.822Z UTC
@p:ubcv:r:23d12034-ddbe7fd2 NSDC Unsorted Points NSDC_VAV222_RM212NW_RT_AV,✓,"",@p:ubcv:r:23d10ff4-31d23f1d NSDC NSDC_VAV222_RM212NW (780242),TL1,✓,NSDC_VAV222_RM212NW_RT_AV,"","",@p:ubcv:r:23d10ff4-31d23f1d NSDC NSDC_VAV222_RM212NW (780242),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:55-07:00 Los_Angeles,"","",43625,2019-01-13T13:05:39-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:17.313-07:00 Los_Angeles,2019-01-23T16:53:05.509-08:00 Los_Angeles,"","","","","",Zone Temp,"",AV24,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",NSDC_VAV222_RM212NW_RT_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:45.068Z UTC
@p:ubcv:r:23d11bcf-f382e8ca NSDC Unsorted Points NSDC_VAV302_RM318_EAST_DP,✓,"",@p:ubcv:r:23d10ff4-306f9d7b NSDC NSDC_VAV302_RM318E (780202),TL5,✓,NSDC_VAV302_RM318_EAST_DP,"","",@p:ubcv:r:23d10ff4-306f9d7b NSDC NSDC_VAV302_RM318E (780202),"","","",✓,✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:28-07:00 Los_Angeles,"","",43628,2019-01-13T12:50:28-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:50:42.028-07:00 Los_Angeles,2019-01-23T16:53:26.028-08:00 Los_Angeles,"","","","","",Discharge Air Differential Pressure,"",AI5,"","",✓,"","",✓,"","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","","",NSDC_VAV302_RM318E_DP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:44.741Z UTC
@p:ubcv:r:23d11b5d-47eb8d8b NSDC Unsorted Points NSDC_HRV7_EF_S_BV,✓,"",@p:ubcv:r:23d10ea4-9ca186a7 NSDC NSDC_HRV7_Rm162 (780113),TL26,✓,NSDC_HRV7_EF_S_BV,"","",@p:ubcv:r:23d10ea4-9ca186a7 NSDC NSDC_HRV7_Rm162 (780113),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,✓,✓,"","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T05:00:01-07:00 Los_Angeles,"","",943,2019-01-10T23:00:03-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:41:22.385-07:00 Los_Angeles,"","","","","","","Exhaust Fan Run ","",BV8,"","",✓,"","","","","","","",✓,"",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"","","",NSDC_HRV7_EF_S_BV_COV_TL,Los_Angeles,"","","","","","","",2020-04-08T18:53:10.324Z UTC
@p:ubcv:r:23d11a8f-e8f67a2b NSDC Unsorted Points NSDC_2N1P_PWR_MTR_THIS_AUG_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1495,✓,NSDC_2N1P_PWR_MTR_THIS_AUG_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:49-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:14-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:48-07:00 Los_Angeles,"","","","","","",NSDC_2N1P_PWR_MTR_THIS_AUG_PEAK_DEMAND,✓,AV1464,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_2N1P_PWR_MTR_THIS_AUG_PEAK_DEMAND_POLL_TL,Los_Angeles,Wh,"","","","","","",2020-04-09T19:02:43.826Z UTC
@p:ubcv:r:23d11a8f-dc1faad1 NSDC Unsorted Points NSDC_GM8_MTR_CURRENT_DEMAND_M3_PER_MIN,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL383,✓,NSDC_GM8_MTR_CURRENT_DEMAND_M3_PER_MIN,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:41-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:16-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:45.492-07:00 Los_Angeles,"","","","","","",NSDC_GM8_MTR_CURRENT_DEMAND_M3_PER_MIN,✓,AV327,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_GM8_MTR_CURRENT_DEMAND_M3_PER_MIN_POLL_TL,Los_Angeles,m³/min,"","","","","","",2020-04-09T19:02:43.827Z UTC
@p:ubcv:r:23d11b3d-fd1cd24e NSDC Unsorted Points NSDC_HRV6_EF_S_BV,✓,"",@p:ubcv:r:23d10ea4-0b416085 NSDC NSDC_HRV6_Rm163 (780112),TL25,✓,NSDC_HRV6_EF_S_BV,"","",@p:ubcv:r:23d10ea4-0b416085 NSDC NSDC_HRV6_Rm163 (780112),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,✓,✓,"","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-09T06:16:02-07:00 Los_Angeles,"","",44139,2019-01-15T07:12:47-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:41:22.284-07:00 Los_Angeles,"","","","","","","Exhaust Fan Run ","",BV8,"","",✓,"","","","","","","",✓,"",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"","","",NSDC_HRV6_EF_S_BV_COV_TL,Los_Angeles,"","","","","","","",2020-04-08T18:53:11.86Z UTC
@p:ubcv:r:23d11a8f-d224b2dc NSDC Unsorted Points NSDC_6N1M_PWR_MTR_THIS_JUL_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1518,✓,NSDC_6N1M_PWR_MTR_THIS_JUL_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:50-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:16-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:48.598-07:00 Los_Angeles,"","","","","","",NSDC_6N1M_PWR_MTR_THIS_JUL_PEAK_DEMAND,✓,AV1487,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_6N1M_PWR_MTR_THIS_JUL_PEAK_DEMAND_POLL_TL,Los_Angeles,Wh,"","","","","","",2020-04-09T19:02:43.829Z UTC
@p:ubcv:r:23d11f17-bb749012 NSDC Unsorted Points NSDC_VAV213_RM221_RT,✓,"",@p:ubcv:r:23d10ff4-e6610e2a NSDC NSDC_VAV213_RM221_221B (780233),TL99,✓,NSDC_VAV213_RM221_RT,"","",@p:ubcv:r:23d10ff4-e6610e2a NSDC NSDC_VAV213_RM221_221B (780233),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:43:54-07:00 Los_Angeles,"","",42100,2019-01-13T12:51:19-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:51:45.798-07:00 Los_Angeles,2019-01-23T16:53:08.988-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI101,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",NSDC_VAV213_RM221_RT_POLL_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:44.987Z UTC
@p:ubcv:r:23d11a8e-fdd256cc NSDC Unsorted Points NSDC_TXN_13_2N1H_PWR_MTR_THIS_SEP_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1460,✓,NSDC_TXN_13_2N1H_PWR_MTR_THIS_SEP_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:40-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:12-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:44.262-07:00 Los_Angeles,"","","","","","",NSDC_TXN_13_2N1H_PWR_MTR_THIS_SEP_PEAK_DEMAND,✓,AV1429,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_TXN_13_2N1H_PWR_MTR_THIS_SEP_PEAK_DEMAND_POLL_TL,Los_Angeles,Wh,"","","","","","",2020-04-09T19:02:43.831Z UTC
@p:ubcv:r:23d11ce8-9800f386 NSDC Unsorted Points NSDC_VAV312_RM301E_FLW,✓,"",@p:ubcv:r:23d10ff4-c09af91b NSDC NSDC_VAV312_RM301E (780212),TL3,✓,NSDC_VAV312_RM301E_FLW,"","",@p:ubcv:r:23d10ff4-c09af91b NSDC NSDC_VAV312_RM301E (780212),"","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","",✓,"",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:28:55-07:00 Los_Angeles,"","",43623,2019-01-13T12:51:21-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:43.606-07:00 Los_Angeles,2019-01-23T16:53:03.641-08:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AV18,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV312_RM301E_FLW_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:44.826Z UTC
@p:ubcv:r:23d11c12-fd4de61e NSDC Unsorted Points NSDC_VAV304_RM316_SOUTH_CO2,✓,"",@p:ubcv:r:23d10ff4-82a30d9c NSDC NSDC_VAV304_RM316S (780204),TL95,✓,NSDC_VAV304_RM316_SOUTH_CO2,"",✓,@p:ubcv:r:23d10ff4-82a30d9c NSDC NSDC_VAV304_RM316S (780204),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:51-07:00 Los_Angeles,"","",44611,2019-01-13T12:50:36-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:46:57.375-07:00 Los_Angeles,2019-01-23T16:52:49.697-08:00 Los_Angeles,"","","","","",Zone Co2,"",AI104,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:23e65d0f-a2d8d959 .+_CO2(\(RM\d+[A-Z]\))?(-\d)?(_TL)?,"","","",NSDC_VAV304_RM316_SOUTH_CO2_POLL_TL,Los_Angeles,ppm,"","","","","",✓,2020-04-09T19:02:44.763Z UTC
@p:ubcv:r:23d11e2f-3d18c609 NSDC Unsorted Points NSDC_VAV204_RM208_FLW_SP,✓,"",@p:ubcv:r:23d10ff4-d5d23052 NSDC NSDC_VAV204_RM208 (780224),TL4,✓,NSDC_VAV204_RM208_FLW_SP,"","",@p:ubcv:r:23d10ff4-d5d23052 NSDC NSDC_VAV204_RM208 (780224),"","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","",✓,"",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:20-07:00 Los_Angeles,"","",44612,2019-01-13T12:50:14-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:30.523-07:00 Los_Angeles,2019-01-23T16:53:03.097-08:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AV5,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"",✓,"","","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","","",NSDC_VAV204_RM208_FLW_SP_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:44.904Z UTC
@p:ubcv:r:23d11ec8-5cf4904d NSDC Unsorted Points NSDC_VAV210_RM222_VLV_AV,"","",@p:ubcv:r:23d10ff4-b1af6622 NSDC NSDC_VAV210_RM222 (780230),TL93,✓,NSDC_VAV210_RM222_VLV_AV,"","",@p:ubcv:r:23d10ff4-b1af6622 NSDC NSDC_VAV210_RM222 (780230),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:54-07:00 Los_Angeles,"","",43623,2019-01-13T13:05:34-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:44:35.139-07:00 Los_Angeles,"","","","","","",NSDC_VAV210_RM222_VLV_AV,✓,AV49,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV210_RM222_VLV_AV_POLL_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:44.957Z UTC
@p:ubcv:r:23d11b9d-f41b2e6e NSDC Unsorted Points NSDC_GM7_MTR_THIS_DEC,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),TL477,✓,NSDC_GM7_MTR_THIS_DEC,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:45:23-07:00 Los_Angeles,"","",44842,2019-01-13T12:37:26-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:51.936-07:00 Los_Angeles,"","","","","","",NSDC_GM7_MTR_THIS_DEC,✓,AV326,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_GM7_MTR_THIS_DEC_POLL_TL,Los_Angeles,m³,"","","","","","",2020-04-09T19:02:44.523Z UTC
