id,air,average,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,cur,curConvert,curErr,curStatus,damper,delta,deltaTempPoint,demand,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,pump,quantityID,return,run,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:25a3571f-2485c566 Cunningham Unsorted Points CUNNINGHAM_FC_RM282_CLG_C,"","",@p:ubcv:r:25a260a8-b6cd8e38 CUNN FC Rm 282 (790011),"",TL2,"",CUNNINGHAM_FC_RM282_CLG_C,"","",@p:ubcv:r:25a260a8-b6cd8e38 CUNN FC Rm 282 (790011),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","","",conn fault,"","","","",fault,"","",Bool,2020-05-05T16:02:25.425-07:00 Los_Angeles,"","",CUNNINGHAM_FC_RM282_CLG_C,✓,BO1,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",CUNNINGHAM_FC_RM282_CLG_C_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:51:25.992Z UTC
@p:ubcv:r:25a35719-2c51ee9b Cunningham Unsorted Points 625_AHU_02_C,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL68,"",625_AHU_02_C,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",625_AHU_02_C,✓,BO1201,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",625_AHU_02_C_POLL_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:24.565Z UTC
@p:ubcv:r:25a35718-d6828f8d Cunningham HX-1 CUNNINGHAM_HX1_LOAD_SWT_SP,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL77,"",CUNNINGHAM_HX1_LOAD_SWT_SP,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2634be7d-99da72ee Cunningham HX-1,✓,"","","",@p:ubcv:r:2634bdcd-e8e5ae85 Cunningham Hydronic Systems,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"",✓,Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,✓,"",Leaving Hot Water Temp Sp,"",AV53,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"",✓,"","","","",@p:ubcv:r:23e65d0e-8ea199af .+_(L|S)WT_SP(_TL)?,✓,CUNNINGHAM_HX1_LOAD_SWT_SP_TL,Los_Angeles,°C,"","","",✓,"",2020-04-23T21:02:30.797Z UTC
@p:ubcv:r:25a35716-83ff0e5f Cunningham Unsorted Points F03_01_HC12_SAT,✓,"",@p:ubcv:r:25a267df-27090c71 CUNN Penthouse 1 (790100),"",TL10,"",F03_01_HC12_SAT,"","",@p:ubcv:r:25a267df-27090c71 CUNN Penthouse 1 (790100),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:09:01-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:07:27-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI1201,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,F03_01_HC12_SAT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.164Z UTC
@p:ubcv:r:25a35719-5c545605 Cunningham Unsorted Points 625_CML_AIR_AL,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL62,"",625_CML_AIR_AL,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-01-08T08:04:05-08:00 Los_Angeles,conn fault,"","",1,2020-01-08T08:04:05-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:57:31.995-07:00 Los_Angeles,"","",625_CML_AIR_AL,✓,BI1707,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",625_CML_AIR_AL_POLL_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:22.23Z UTC
@p:ubcv:r:25a3571f-62359bf9 Cunningham Unsorted Points CUNNINGHAM_FC_RM282_RT_SP,✓,"",@p:ubcv:r:25a260a8-b6cd8e38 CUNN FC Rm 282 (790011),"",TL5,"",CUNNINGHAM_FC_RM282_RT_SP,"","",@p:ubcv:r:25a260a8-b6cd8e38 CUNN FC Rm 282 (790011),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9664,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T16:02:25.425-07:00 Los_Angeles,"","",Zone Temp Effective Sp,"",AV11,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,CUNNINGHAM_FC_RM282_RT_SP_POLL_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:45.144Z UTC
@p:ubcv:r:263b7687-e4338cac Cunningham Water Main Meter Consumption,"","","","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",opc::OpcErr: Status Code 0x40000000,fault,"","","","",$equipRef $navName,"","","","","","","","",@p:ubcv:r:215fd39e-306f3e63 Cunningham Water Main Meter,"","","","",@p:ubcv:r:21697fca-2b8e529c Cunningham Utilities,"",✓,"",15min,2020-04-09T03:30:00-07:00 Los_Angeles,"","",consumption,325141,2010-12-31T16:00:00-08:00 Los_Angeles,ok,✓,"",Number,"","","",Consumption,"","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Cunningham_624.Water_Volume,✓,"",✓,"","","",10394,"","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,88,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","","",Los_Angeles,m³,✓,"",✓,✓,"",2020-05-04T19:39:54.985Z UTC
@p:ubcv:r:25a35718-8d6b3a9c Cunningham DHX-1 625_DHX1_DHW_SWT,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL1,"",625_DHX1_DHW_SWT,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2634bf37-c0127d78 Cunningham DHX-1,✓,"","","",@p:ubcv:r:2634bdcd-e8e5ae85 Cunningham Hydronic Systems,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9664,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"",✓,Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,✓,"",Leaving Hot Water Temp,"",AI1404,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:241405e5-786bad4c .+_DHW_SWT(_TL)?,✓,625_DHX1_DHW_SWT_TL,Los_Angeles,°C,"","","",✓,"",2020-04-23T21:04:52.852Z UTC
@p:ubcv:r:25a35719-bc28cccd Cunningham Unsorted Points 625_AHU_02_EF_S,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL58,"",625_AHU_02_EF_S,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,✓,✓,"",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","","Exhaust Fan Run ","",BI1401,"","","","",✓,"","","","","",✓,✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"",625_AHU_02_EF_FB_BI1401_POLL_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:30.143Z UTC
@p:ubcv:r:25a35719-3466a53c Cunningham DHX-1 625_DHX1_RECIRC_PUMP_C,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL4,"",625_DHX1_RECIRC_PUMP_C,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2634bf37-c0127d78 Cunningham DHX-1,✓,"","","",@p:ubcv:r:2634bdcd-e8e5ae85 Cunningham Hydronic Systems,"",✓,"","",2020-04-08T20:00:00-07:00 Los_Angeles,conn fault,"","",209,2019-12-30T08:00:00-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:57:31.995-07:00 Los_Angeles,"","",625_DHX1_RECIRC_PUMP_C,✓,BO1202,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",625_DHX1_RECIRC_PUMP_C_TL,Los_Angeles,"","","","","","",2020-04-23T21:04:52.852Z UTC
@p:ubcv:r:25a3574d-de2b51d8 Cunningham Unsorted Points CUNNINGHAM_HC04_HCV,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL30,"",CUNNINGHAM_HC04_HCV,✓,"",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,✓,✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"",✓,Number,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO1302,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",CUNNINGHAM_HC04_HCV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:45.129Z UTC
@p:ubcv:r:25a3574d-9fbad27b Cunningham Unsorted Points CUNNINGHAM_AHU03_RA_CO2,✓,"",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL17,"",CUNNINGHAM_AHU03_RA_CO2,"",✓,@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",Zone Co2,"",AI1202,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",CUNNINGHAM_AHU03_RA_CO2_POLL_TL,Los_Angeles,ppm,"","","","",✓,2020-04-09T19:02:45.13Z UTC
@p:ubcv:r:25a35718-ac4caaf4 Cunningham Unsorted Points 625_AHU_01_SAT,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL26,"",625_AHU_01_SAT,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9664,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI1103,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,625_AHU_01_SAT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.2Z UTC
@p:ubcv:r:25a35719-5abf664d Cunningham Unsorted Points 625_AHU_02_EF_C,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL67,"",625_AHU_02_EF_C,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,✓,✓,"",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Exhaust Fan Run Cmd,"",BO1104,"","","","",✓,"","","","","",✓,"",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:23e65d0f-fd222d43 (.+_)?EF_?(\d+)?(_A_\d+)?_F?C(_TL)?,"",625_AHU_02_EF_C_POLL_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:24.975Z UTC
@p:ubcv:r:215fd39e-91b26827 Cunningham HW Main Meter Power,"","",@p:ubcv:r:21cacade-81dcf7f7 CUNN DES Meter,AI5,"",✓,"","","",@p:ubcv:r:21cacade-81dcf7f7 CUNN DES Meter,✓,"",conn fault,fault,"","","","",$equipRef $navName,"","","","","","","","",@p:ubcv:r:215fd39e-2437f29b Cunningham HW Main Meter,"","","","",@p:ubcv:r:21697fca-2b8e529c Cunningham Utilities,"",✓,5kW,15min,2020-04-09T03:30:00-07:00 Los_Angeles,"","","",509283,2017-09-27T10:45:00-07:00 Los_Angeles,ok,"",✓,Number,"","","",Power,"","","","","","",✓,✓,"","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","","",Los_Angeles,kW,✓,"","",✓,"",2020-05-12T08:00:09.785Z UTC
@p:ubcv:r:25a3574e-500ba910 Cunningham Unsorted Points CUNNINGHAM_HE_04_SWT_SP,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL35,"",CUNNINGHAM_HE_04_SWT_SP,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"",✓,Number,2020-05-05T15:59:44.374-07:00 Los_Angeles,✓,"",Leaving Hot Water Temp Sp,"",AV105,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"",✓,"","","","",@p:ubcv:r:23e65d0e-8ea199af .+_(L|S)WT_SP(_TL)?,✓,CUNNINGHAM_HE_04_SWT_SP_POLL_TL,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:02:45.131Z UTC
@p:ubcv:r:25a35718-c97df554 Cunningham HX-1 625_HX1_HWS_SRC_VLV,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL52,"",625_HX1_HWS_SRC_VLV,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2634be7d-99da72ee Cunningham HX-1,✓,"","","",@p:ubcv:r:2634bdcd-e8e5ae85 Cunningham Hydronic Systems,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",625_HX1_HWS_SRC_VLV,✓,AO1501,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",625_HX1_HWS_SRC_VLV_POLL_TL,Los_Angeles,%,"","","","","",2020-04-23T21:02:30.797Z UTC
@p:ubcv:r:25a35718-aaa3d819 Cunningham Unsorted Points 625_AHU_01_HC01_HCV,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL49,"",625_AHU_01_HC01_HCV,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,✓,✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"",✓,Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO1302,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",625_AHU_01_HC01_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:45.202Z UTC
@p:ubcv:r:25a35719-33ff9fb9 Cunningham HX-1 CUNNINGHAM_HX1_P01_S_BV,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL83,"",CUNNINGHAM_HX1_P01_S_BV,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2634be7d-99da72ee Cunningham HX-1,✓,"","","",@p:ubcv:r:2634bdcd-e8e5ae85 Cunningham Hydronic Systems,"",✓,"","",2020-04-06T06:17:26-07:00 Los_Angeles,conn fault,"","",176,2020-01-08T08:04:07-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:57:31.995-07:00 Los_Angeles,"","",CUNNINGHAM_HX1_P01_S_BV,✓,BV17,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",CUNNINGHAM_HX1_P01_S_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-23T21:02:30.797Z UTC
@p:ubcv:r:25a35719-6f16c7a6 Cunningham Unsorted Points CUNNINGHAM_AHU_02_FREE_CLG_BV,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL85,"",CUNNINGHAM_AHU_02_FREE_CLG_BV,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T18:38:44-07:00 Los_Angeles,conn fault,"","",14,2020-03-18T18:56:28-07:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:57:31.995-07:00 Los_Angeles,"","",CUNNINGHAM_AHU_02_FREE_CLG_BV,✓,BV22,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",CUNNINGHAM_AHU_02_FREE_CLG_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:33.296Z UTC
@p:ubcv:r:25a3574e-87d3fd0b Cunningham Unsorted Points CUNNINGHAM_HE_04_P_C,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL6,"",CUNNINGHAM_HE_04_P_C,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-01-31T10:13:10-08:00 Los_Angeles,conn fault,"","",2,2020-01-29T12:57:26-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",CUNNINGHAM_HE_04_P_C,✓,BO1402,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",CUNNINGHAM_HE_04_P_C_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:18.52Z UTC
@p:ubcv:r:25a3574d-1cbb15c4 Cunningham Unsorted Points P04 CUNNINGHAM_AHU03_HC03_P04_S,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL19,"",CUNNINGHAM_AHU03_HC03_P04_S,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","",P04,@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"",✓,Number,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",Run Status,"",AI1301,"","","","",✓,"","",✓,"","",✓,✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:2401fc01-30caa756 .+_PC?H?\d+[A-Z]?_P?S(_\d+)?(_TL)?,"",CUNNINGHAM_AHU03_HC03_P04_S_POLL_TL,Los_Angeles,A,"","","",✓,"",2020-05-12T11:03:27.107Z UTC
@p:ubcv:r:25a3574e-ef9f4d6b Cunningham Unsorted Points CUNNINGHAM_AHU03_S_BV,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL50,"",CUNNINGHAM_AHU03_S_BV,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T14:00:06-07:00 Los_Angeles,conn fault,"","",1198,2020-01-16T11:52:09-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",CUNNINGHAM_AHU03_S_BV,✓,BV30,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",CUNNINGHAM_AHU03_S_BV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:29.018Z UTC
@p:ubcv:r:25a35718-97d65f61 Cunningham Unsorted Points 625_AHU_02_SAT,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL29,"",625_AHU_02_SAT,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9664,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI1204,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,625_AHU_02_SAT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.203Z UTC
@p:ubcv:r:25a35716-09fa269f Cunningham Unsorted Points F03_01_SAT_SP,✓,"",@p:ubcv:r:25a267df-27090c71 CUNN Penthouse 1 (790100),"",TL20,"",F03_01_SAT_SP,"","",@p:ubcv:r:25a267df-27090c71 CUNN Penthouse 1 (790100),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:09:01-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:07:27-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV11,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,F03_01_SAT_SP_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.165Z UTC
