id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,boiler,bridgeName,bypass,chilled,cmd,co2,condenser,connRef,cooling,coolingTower,count,cur,curErr,curStatus,curVal,damper,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,gas,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pump,quantityID,reliability,return,reversing,roomRef,run,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:25beec57-42508ee4 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-004.HP02-EN,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006989,"","",JCL-NAE23/BACnet IP1.FAC-004.HP02-EN,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-03-06T10:58:51-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [10] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",27,2020-01-20T20:16:48-08:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T00:31:14.163-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-004.HP02-EN,✓,BO3005910,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-004.HP02-EN.Trend1,Los_Angeles,"","","","","","","",9010.HPS.HP02-EN,"",2020-04-08T18:50:16.22Z UTC
@p:ubcv:r:224ec3ea-dd651ef1 Swing Space Rm 309 Zone JCL-NAE23/N2-1.Room 309.ZN-T,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3004881,"",✓,JCL-NAE23/N2-1.Room 309.ZN-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:224eba6c-ecb5c806 Swing Space Rm 309 Zone,"","","",@p:ubcv:r:224e8dea-cbe33e01 Swing Space Floor 3,"","",✓,"","","",2020-01-28T12:30:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [129] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",63719,2018-03-28T02:30:00-07:00 Los_Angeles,fault,"","","",✓,✓,Number,2020-05-11T05:22:39.874-07:00 Los_Angeles,2018-12-07T09:45:38.164-08:00 Los_Angeles,"","","","",Zone Temp,"",AI3004707,"","","","","","",✓,"","","","","","","",@p:ubcv:r:224e8dea-cefdb99e Swing Space Rm 309,"","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,"",Los_Angeles,°C,"","","","","","",Zone temperature,✓,2020-04-14T16:50:00.571Z UTC
@p:ubcv:r:224ec0d1-d91cce4b Swing Space Heating Plant JCL-NAE23/N2-1.BOILER.Binary Outputs.5th light,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3001173,"",✓,JCL-NAE23/N2-1.BOILER.Binary Outputs.5th light,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:224eba6c-0f5a18a9 Swing Space Heating Plant,"","","",@p:ubcv:r:224e8dea-ef28a181 Swing Space Hydronic Systems,"","",✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [136] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100137,2018-03-27T14:20:00-07:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T05:22:40.018-07:00 Los_Angeles,2018-07-30T13:54:04.927-07:00 Los_Angeles,"","","","",JCL-NAE23/N2-1.BOILER.Binary Outputs.5th light,✓,BO3001172,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/N2-1.BOILER.Binary Outputs.5th light.Trend1,Los_Angeles,"","","","","","","",5th light,"",2020-04-08T18:52:49.951Z UTC
@p:ubcv:r:224ec3e9-857fc668 Swing Space Rm 120 RAD-101 JCL-NAE23/N2-1.RAD HEATER1015.UNOCC-CLG-SP,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3000508,"",✓,JCL-NAE23/N2-1.RAD HEATER1015.UNOCC-CLG-SP,"","","",✓,"","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),✓,"","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:224eba6c-bd42d479 Swing Space Rm 120 RAD-101,"","","",@p:ubcv:r:2169862d-ff4cb82b Swing Space Floor 1,"","",✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [187] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100101,2018-03-27T14:30:00-07:00 Los_Angeles,fault,"","","",✓,✓,Number,2020-05-11T05:22:40.02-07:00 Los_Angeles,2018-12-07T09:45:28.896-08:00 Los_Angeles,"","","","",Zone Temp Unoccupied Cooling Sp,"",AO3000507,"","","","","","",✓,"","","","","","","",@p:ubcv:r:224fe145-142ef703 Swing Space Rm 120,"","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:23e65d3d-f77bd3a9 .+(\.|-| )UNOCC-CLG-SP,"",✓,JCL-NAE23/N2-1.RAD HEATER1015.UNOCC-CLG-SP.Trend1,Los_Angeles,°C,"","","",✓,"","",UNOCC-CLG-SP,✓,2020-04-14T16:50:02.73Z UTC
@p:ubcv:r:25beec57-19d62c8c Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-007.HTG3-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006844,"","",JCL-NAE23/BACnet IP1.FAC-007.HTG3-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Close,Open","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-03-08T15:35:22-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [53] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",536,2020-01-20T20:16:48-08:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T00:31:14.282-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-007.HTG3-C,✓,BO3005859,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-007.HTG3-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-410.HTG3-C,"",2020-04-08T18:50:26.971Z UTC
@p:ubcv:r:25beec53-21478126 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-014.SF-AMPS,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006174,"","",JCL-NAE23/BACnet IP1.FAC-014.SF-AMPS,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.742-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-014.SF-AMPS,✓,AI3005601,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-014.SF-AMPS.Trend1,Los_Angeles,A,"","","","","","",9010.ZN-207.FCU-2-03.SF-AMPS,"",2020-05-11T11:07:41.261Z UTC
@p:ubcv:r:224ec3e9-9622b2c8 Swing Space Rm 221 Zone JCL-NAE23/N2-1.LECTURE RM 2213.Binary Outputs.Fx-E,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3003823,"",✓,JCL-NAE23/N2-1.LECTURE RM 2213.Binary Outputs.Fx-E,"","","","",✓,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","Off,On","",@p:ubcv:r:224eba6c-fe29f299 Swing Space Rm 221 Zone,"",✓,"",@p:ubcv:r:224e8dea-cf102c8c Swing Space Floor 2,"","",✓,"","","",2020-02-13T08:31:53-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [93] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",1236,2018-03-02T22:00:09-08:00 Los_Angeles,fault,"","","",✓,✓,Bool,2020-05-11T00:31:14.085-07:00 Los_Angeles,2018-12-07T09:45:28.889-08:00 Los_Angeles,"","","","",Discharge Fan Run Cmd,"",BO3000959,"","","","","","",✓,"","","","","","","",@p:ubcv:r:224e8dea-06412f58 Swing Space Rm 221,✓,"","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:2512c1a5-cadbf3e5 .+(\.|-| )Fxx?-E,"","",JCL-NAE23/N2-1.LECTURE RM 2213.Binary Outputs.Fx-E.Trend1,Los_Angeles,"","","","","","","",F4_CMD,"",2020-04-08T18:50:45.141Z UTC
@p:ubcv:r:25beec57-c458129c Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-018.SF-S,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006343,"","",JCL-NAE23/BACnet IP1.FAC-018.SF-S,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","Off,On","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"",✓,"",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","",toStr(),2020-05-12T10:18:19-07:00 Los_Angeles,"","",42,2020-01-20T20:16:48-08:00 Los_Angeles,ok,"","","",✓,"",Str,2020-05-12T20:25:21.49-07:00 Los_Angeles,"","","","","",Discharge Fan Run Status,"",MSV3005650,"","","","","","",✓,"","","","","","","","",✓,"","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE23/BACnet IP1.FAC-018.SF-S.Trend1,Los_Angeles,"","","","","","","",9010.ZN-209B.FCU-2-07.SF-S,"",2020-05-11T11:07:41.658Z UTC
@p:ubcv:r:224ec3e9-6484e596 Swing Space Rm 222 Zone JCL-NAE23/N2-1.LECTURE RM 2224.Analog Inputs.Tx-1,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3000996,"",✓,JCL-NAE23/N2-1.LECTURE RM 2224.Analog Inputs.Tx-1,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:224eba6c-03d1c12e Swing Space Rm 222 Zone,"","","",@p:ubcv:r:224e8dea-cf102c8c Swing Space Floor 2,"","",✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [232] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100184,2018-03-27T14:30:00-07:00 Los_Angeles,fault,"","","",✓,✓,Number,2020-05-11T00:31:14.142-07:00 Los_Angeles,2018-12-07T09:45:28.888-08:00 Los_Angeles,"","","","",Zone Temp,"",AI3000995,"","","","","","",✓,"","","","","","","",@p:ubcv:r:224e8dea-40bc43a5 Swing Space Rm 222,"","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3e-54c167f7 .+(\.|-| )Tx-\d,"",✓,JCL-NAE23/N2-1.LECTURE RM 2224.Analog Inputs.Tx-1.Trend1,Los_Angeles,°C,"","","","","","",RM222_T1,✓,2020-04-14T16:50:01.111Z UTC
@p:ubcv:r:25beec57-18caae65 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-021.HTG1-C,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006532,"","",JCL-NAE23/BACnet IP1.FAC-021.HTG1-C,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Close,Open","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-03-06T19:54:53-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [58] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",425,2020-01-20T20:16:48-08:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T00:31:14.218-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-021.HTG1-C,✓,BO3005710,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-021.HTG1-C.Trend1,Los_Angeles,"","","","","","","",9010.ZN-106.RAD-C,"",2020-04-08T18:50:28.54Z UTC
@p:ubcv:r:25beec54-41846491 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-021.ZN1-T,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006525,"","",JCL-NAE23/BACnet IP1.FAC-021.ZN1-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.747-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3005704,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE23/BACnet IP1.FAC-021.ZN1-T.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-106.ZN-T,✓,2020-05-11T11:07:41.293Z UTC
@p:ubcv:r:25f3a81c-2bb20121 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-022.Parameters.EFFCLG-SP3,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007464,"","",JCL-NAE23/BACnet IP1.FAC-022.Parameters.EFFCLG-SP3,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.748-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-022.Parameters.EFFCLG-SP3,✓,AV3006647,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-022.Parameters.EFFCLG-SP3.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-109.EFFCLG-SP3,"",2020-05-11T11:07:41.389Z UTC
@p:ubcv:r:25beec53-e3414643 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-008.ZN1-T,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006383,"","",JCL-NAE23/BACnet IP1.FAC-008.ZN1-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",15677,2020-01-24T04:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T20:25:21.752-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3005660,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE23/BACnet IP1.FAC-008.ZN1-T.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-405.ZN1-T,✓,2020-05-11T11:07:41.233Z UTC
@p:ubcv:r:25beec53-302b983d Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-004.ZN-T,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007014,"","",JCL-NAE23/BACnet IP1.FAC-004.ZN-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-03-07T15:30:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [222] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",6257,2020-01-24T04:10:00-08:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:14.241-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3005929,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE23/BACnet IP1.FAC-004.ZN-T.Trend1,Los_Angeles,°C,"","","","","","",9010.Stairwell.ZN-T,✓,2020-04-14T16:50:02.234Z UTC
@p:ubcv:r:25f3a81c-d03c6aa5 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-005.Parameters.OCC-SCHEDULE,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007499,"","",JCL-NAE23/BACnet IP1.FAC-005.Parameters.OCC-SCHEDULE,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Occupied,UnOccupied,Standby,Not Set","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","",toStr(),2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Str,2020-05-12T20:25:21.753-07:00 Los_Angeles,"","","","","",Scheduled Occupancy,"",MSV3005982,✓,"","","","","",✓,"","","","","","","","","","",✓,"",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"",✓,"","","",@p:ubcv:r:23e65d3d-446b0e76 .+(\.|-| )OCC-SCHEDU(LE)?,"","",JCL-NAE23/BACnet IP1.FAC-005.Parameters.OCC-SCHEDULE.Trend1,Los_Angeles,"","","","","","","",9010.RTU-01.OCC-SCHEDULE,"",2020-05-11T11:07:41.611Z UTC
@p:ubcv:r:25beec54-307e09bc Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-022.ZN4-T,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3006671,"","",JCL-NAE23/BACnet IP1.FAC-022.ZN4-T,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-03-07T16:30:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [46] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",6263,2020-01-24T04:10:00-08:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:14.263-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3005754,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE23/BACnet IP1.FAC-022.ZN4-T.Trend1,Los_Angeles,°C,"","","","","","",9010.ZN-111.FFZN-T,✓,2020-04-14T16:50:00.579Z UTC
@p:ubcv:r:224ec3e9-585eafe1 Swing Space Rm 222 Zone JCL-NAE23/N2-1.LECTURE RM 2224.Binary Inputs.FCx-S,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3001610,"",✓,JCL-NAE23/N2-1.LECTURE RM 2224.Binary Inputs.FCx-S,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","Off,On","",@p:ubcv:r:224eba6c-03d1c12e Swing Space Rm 222 Zone,"",✓,"",@p:ubcv:r:224e8dea-cf102c8c Swing Space Floor 2,"","",✓,"","","",2020-02-26T08:10:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [213] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",100062,2018-03-27T14:30:00-07:00 Los_Angeles,fault,"","","",✓,✓,Bool,2020-05-11T05:22:40.023-07:00 Los_Angeles,2018-12-07T09:45:28.887-08:00 Los_Angeles,"","","","",Discharge Fan Run Status,"",BI3001002,"","","","","","",✓,"","","","","","","",@p:ubcv:r:224e8dea-40bc43a5 Swing Space Rm 222,✓,"","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3d-38c9065b .+(\.|-| |_)FC?(x+)?-S,"","",JCL-NAE23/N2-1.LECTURE RM 2224.Binary Inputs.FCx-S.Trend1,Los_Angeles,"","","","","","","",FCU1_STATUS,"",2020-04-08T18:55:35.959Z UTC
@p:ubcv:r:25f3a81c-41714085 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-010.Parameters.EFF-OCC1,"","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007431,"","",JCL-NAE23/BACnet IP1.FAC-010.Parameters.EFF-OCC1,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","Occupied,UnOccupied,Bypass,Standby","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","",toStr(),2020-05-12T20:20:00-07:00 Los_Angeles,"","",9729,2020-03-04T20:10:00-08:00 Los_Angeles,ok,"","","",✓,"",Str,2020-05-12T20:25:21.758-07:00 Los_Angeles,"","","","","",JCL-NAE23/BACnet IP1.FAC-010.Parameters.EFF-OCC1,✓,MSV3006515,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","","","","",JCL-NAE23/BACnet IP1.FAC-010.Parameters.EFF-OCC1.Trend1,Los_Angeles,"","","","","","","",9010.ZN-305.EFF-OCC1,"",2020-05-11T11:07:41.632Z UTC
@p:ubcv:r:25f3a81c-8eabd5c5 Swing Space Unsorted Points JCL-NAE23/BACnet IP1.FAC-006.ZN-H,✓,"",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"",TL3007402,"","",JCL-NAE23/BACnet IP1.FAC-006.ZN-H,"","","","","","","",@p:ubcv:r:1fcb4c9c-a9766685 Swing Space (NAE-23),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22a9cd36-df9e2c64 Swing Space Unsorted Points,"","","",@p:ubcv:r:22a9cd36-89ea798f Swing Space Unsorted Points,"","",✓,"","","",2020-05-12T20:20:00-07:00 Los_Angeles,"","",9899,2020-03-04T07:50:00-08:00 Los_Angeles,ok,"","",✓,✓,"",Number,2020-05-12T20:25:21.759-07:00 Los_Angeles,"","","","","",Zone Humidity,"",AI3007333,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2062def3-f3a31d62 Swing Space,"","","","","",@p:ubcv:r:23e65d3e-0f1acace .+(\.|-| )ZN(LL)?(\d+)?\w?-H,"","",JCL-NAE23/BACnet IP1.FAC-006.ZN-H.Trend1,Los_Angeles,%RH,"","","","","","",9010.RTU-02.ZN-H,✓,2020-05-11T11:07:41.223Z UTC
