id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetDesc,bacnetHis,bacnetObjectId,bacnetPoint,bacnetWriteLevel,bmsName,bridgeName,chilled,chiller,cmd,co2,comp,condenser,connRef,cool,cooling,coolingTower,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,flow,fsc3W2WConversion1830,fscVAVsetback1815,groupRef,heat,heatRecovery,heating,high,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,scheduled,secondaryLoop,sensor,siteRef,sourceID,sp,speed,spray,sqlConnRef,sqlPoint,static,submeterAdd,tagTableRef,tank,temp,tlName,tt0724,tz,unit,utilityPoint,valve,vfd,volume,water,wifi,wifiId,writable,writeLevel,writeStatus,zachName,zone,mod
@p:ubcv:r:251c1d13-58fe0002 Forest Sci Rm 4100 VAV-4-812 JCL-NAE46/N2-A.DC-812.OCCCMD,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014430,"",✓,"",JCL-NAE46/N2-A.DC-812.OCCCMD,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Unoccupied,Occupied","",@p:ubcv:r:2530fa2f-4595a79a Forest Sci Rm 4100 VAV-4-812,"","","","","","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:33:18.217-07:00 Los_Angeles,"","","","",✓,Zone Occupancy Mode,"",BO3000905,✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:251d6751-71c1219f Forest Sci Rm 4100,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3e-a87ebc9b .+(\.|-| )OCCC?M?D,"","",JCL-NAE46/N2-A.DC-812.OCCCMD.Trend1,"",Los_Angeles,"","","","","","","","","","","","",✓,2020-04-08T18:52:51.057Z UTC
@p:ubcv:r:24d5d000-5be30460 Forest Sci Rm 2202 VAV-2-122 JCL-NAE45/N2-A.DC-122.BXHTCMD,"","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031000,"",✓,"",JCL-NAE45/N2-A.DC-122.BXHTCMD,"","","",✓,"","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa26-d137fa26 Forest Sci Rm 2202 VAV-2-122,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","",✓,"",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:45.912-07:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3000451,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6747-5a0d1299 Forest Sci Rm 2202,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:24f073e3-d5637f59 .+(\.|-| )BXHTCMD,"","",JCL-NAE45/N2-A.DC-122.BXHTCMD.Trend1,"",Los_Angeles,%,"",✓,"","","","","","","","",FS.VAV122.BXHTCMD,"",2020-04-30T11:10:42.807Z UTC
@p:ubcv:r:24d5d000-e0bacb6b Forest Sci Rm 2211 VAV-2-125 JCL-NAE45/N2-A.DC-125.ACTCLGSP,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031183,"",✓,"",JCL-NAE45/N2-A.DC-125.ACTCLGSP,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"",✓,"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:2530fa29-d3ab8933 Forest Sci Rm 2211 VAV-2-125,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:45.913-07:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AI3000509,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674a-81f6f83d Forest Sci Rm 2211,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,"",✓,JCL-NAE45/N2-A.DC-125.ACTCLGSP.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV125.ACTCLGSP,✓,2020-04-30T11:10:42.811Z UTC
@p:ubcv:r:251c1d13-f8ef7b7b Forest Sci Rm 3042 VAV-3-711 JCL-NAE46/N2-A.DC-711.SPFLOWSP,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014539,"",✓,"",JCL-NAE46/N2-A.DC-711.SPFLOWSP,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa26-b0790dd4 Forest Sci Rm 3042 VAV-3-711,"","","",✓,"","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.223-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3000616,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6746-3d960052 Forest Sci Rm 3042,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE46/N2-A.DC-711.SPFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","","","",2020-04-09T19:02:13.688Z UTC
@p:ubcv:r:2422e64a-d603f565 Forest Sci Rm 1715 RHC-003 JCL-NAE47/N2-A.DC-901.RHC003-SP,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3011400,"",✓,"",JCL-NAE47/N2-A.DC-901.RHC003-SP,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:2530f6be-5590a47d Forest Sci Rm 1715 RHC-003,"","","","","","",@p:ubcv:r:25142b65-a20d3e4b Forest Sci Floor-01,"","","","",✓,"","","",2019-11-19T08:14:47-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [38] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",63,2019-04-03T07:51:36-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-12T10:09:44.516-07:00 Los_Angeles,"","","","","",Zone Temp Effective Sp,"",AO3011163,"","","","","",✓,"","","","","","","","",@p:ubcv:r:2530f6be-f55fc9cf Forest Sci Rm 1715,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:23e65d3e-08e44d4c .+(\.|-| )RHC\d+-SP,"",✓,"","",Los_Angeles,°C,"","","","","","","","","","","",✓,2020-04-14T16:49:59.596Z UTC
@p:ubcv:r:24d5d000-b1f3171c Forest Sci Rm 2402 VAV-2-150 JCL-NAE45/N2-A.DC-150.SBOXCMD,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031320,"",✓,"",JCL-NAE45/N2-A.DC-150.SBOXCMD,"","","",✓,"","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa2e-fc832432 Forest Sci Rm 2402 VAV-2-150,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:45.92-07:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"",AO3000887,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6750-6c2fa698 Forest Sci Rm 2402,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2538b61b-b2bb6db7 .+(\.|-| )SBOXCMD,"","",JCL-NAE45/N2-A.DC-150.SBOXCMD.Trend1,"",Los_Angeles,_,"","","","","","","","","","",FS.VAV150.SBOXCMD,"",2020-04-30T11:10:42.822Z UTC
@p:ubcv:r:24d5d001-a081d5dc Forest Sci Rm 2226 VAV-2-137 JCL-NAE45/N2-A.DC-137.SUPFLOW,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031464,"",✓,"",JCL-NAE45/N2-A.DC-137.SUPFLOW,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa36-376fa2b6 Forest Sci Rm 2226 VAV-2-137,"","","",✓,"","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:45.926-07:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AI3000690,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6759-bb6dd405 Forest Sci Rm 2226,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2573299e-4bf282a5 .+(\.|-| )SUPFLOW,"","",JCL-NAE45/N2-A.DC-137.SUPFLOW.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV137.SUPFLOW,"",2020-04-30T11:10:42.833Z UTC
@p:ubcv:r:251c1d13-06157f6f Forest Sci Rm 2609 VAV-2-614 JCL-NAE46/N2-A.DC-614.SPFLOWSP,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014518,"",✓,"",JCL-NAE46/N2-A.DC-614.SPFLOWSP,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa32-fba10fa5 Forest Sci Rm 2609 VAV-2-614,"","","",✓,"","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.228-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3000365,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6754-8f9a333f Forest Sci Rm 2609,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE46/N2-A.DC-614.SPFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","","","",2020-04-09T19:02:13.69Z UTC
@p:ubcv:r:24662580-4d630540 Forest Sci Rm 3410 VAV-184 JCL-NAE44/N2-A.DC-184.BXHTCMD,"","","","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","",TL3003596,"",✓,"",JCL-NAE44/N2-A.DC-184.BXHTCMD,"","","",✓,"","","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa26-68a9b828 Forest Sci Rm 3410 VAV-184,"","","","","","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","",✓,"",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",35034,2019-05-08T11:15:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:31:59.216-07:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3000550,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6747-0e868602 Forest Sci Rm 3410,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:24f073e3-d5637f59 .+(\.|-| )BXHTCMD,"","",JCL-NAE44/N2-A.DC-184.BXHTCMD.Trend1,"",Los_Angeles,_,"",✓,"","","","","","","","",FS.VAV184.BXHTCMD,"",2020-04-30T11:11:15.608Z UTC
@p:ubcv:r:24662581-0f31f203 Forest Sci Rm 3324 VAV-193 JCL-NAE44/N2-A.DC-193.ACTHTGSP,"",✓,"","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","",TL3003640,"",✓,"",JCL-NAE44/N2-A.DC-193.ACTHTGSP,"","","","","","","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:2530fa2d-a05ee1d2 Forest Sci Rm 3324 VAV-193,"","","","","","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","",✓,"",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",35034,2019-05-08T11:15:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:31:59.222-07:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AI3003411,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674f-8adb38a0 Forest Sci Rm 3324,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE44/N2-A.DC-193.ACTHTGSP.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",ACTHTGSP,✓,2020-04-30T11:11:15.611Z UTC
@p:ubcv:r:24662580-2b9fb884 Forest Sci Rm 3232A VAV-166 JCL-NAE44/N2-A.DC-166.ZN-T,"",✓,"","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","",TL3001301,"",✓,"",JCL-NAE44/N2-A.DC-166.ZN-T,"","","","","","","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa30-2c769079 Forest Sci Rm 3232A VAV-166,"","","","","","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",35034,2019-05-08T11:15:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:31:59.263-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3000536,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6752-4668de6e Forest Sci Rm 3232A,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE44/N2-A.DC-166.ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV166.ZN-T,✓,2020-04-30T11:11:15.631Z UTC
@p:ubcv:r:24d5d000-dede83af Forest Sci Rm 2226 VAV-2-137 JCL-NAE45/N2-A.DC-137.OCCCMD,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031065,"",✓,"",JCL-NAE45/N2-A.DC-137.OCCCMD,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Unoccupied,Occupied","",@p:ubcv:r:2530fa36-376fa2b6 Forest Sci Rm 2226 VAV-2-137,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:35:45.936-07:00 Los_Angeles,"","","","",✓,Zone Occupancy Mode,"",BO3000693,✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:251d6759-bb6dd405 Forest Sci Rm 2226,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3e-a87ebc9b .+(\.|-| )OCCC?M?D,"","",JCL-NAE45/N2-A.DC-137.OCCCMD.Trend1,"",Los_Angeles,"","","","","","","","","","","",FS.VAV137.OCCCMD,✓,2020-04-30T11:10:42.864Z UTC
@p:ubcv:r:2422e664-808ef911 Forest Sci AHU-01-02 Supply Air JCL-NAE45/Programming.AHU-01 and AHU-02.Pressure reset.Minimum DAS-P set point,"","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3027261,"",✓,"",JCL-NAE45/Programming.AHU-01 and AHU-02.Pressure reset.Minimum DAS-P set point,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:252f6aee-35bdd8c2 Forest Sci AHU-01-02 Supply Air,"","","","","","",@p:ubcv:r:2203b248-cd40d352 Forest Sci Air Systems,"","","","",✓,"","","",2020-04-28T13:33:19-07:00 Los_Angeles,"","","",20,2019-05-02T14:39:56-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:45.27-07:00 Los_Angeles,"","","","","",JCL-NAE45/Programming.AHU-01 and AHU-02.Pressure reset.Minimum DAS-P set point,✓,AV3024496,"","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","","","","",JCL-NAE45/Programming.AHU-01 and AHU-02.Pressure reset.Minimum DAS-P set point.Trend1,"",Los_Angeles,Pa,"","","","","","","","","","",Minimum DAS-P set point,"",2020-04-30T11:10:42.869Z UTC
@p:ubcv:r:251c1d14-488bddff Forest Sci Rm 2049 VAV-2-611 JCL-NAE46/N2-A.DC-611.ACTHTGSP,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014777,"",✓,"",JCL-NAE46/N2-A.DC-611.ACTHTGSP,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:2530fa25-c078411d Forest Sci Rm 2049 VAV-2-611,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","",✓,"",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.235-07:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AI3000335,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6745-b31b90a7 Forest Sci Rm 2049,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE46/N2-A.DC-611.ACTHTGSP.Trend1,"",Los_Angeles,°C,"","","","","","","","","","","",✓,2020-04-09T19:02:13.694Z UTC
@p:ubcv:r:24d5cf89-a0d2a6a8 Forest Sci Rm 1602 VAV-1-314 JCL-NAE47/N2-A.DC-314.OCCCMD,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3013630,"",✓,"",JCL-NAE47/N2-A.DC-314.OCCCMD,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Unoccupied,Occupied","",@p:ubcv:r:2530fa29-81a61ade Forest Sci Rm 1602 VAV-1-314,"","","","","","",@p:ubcv:r:25142b65-a20d3e4b Forest Sci Floor-01,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26952,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:37:08.212-07:00 Los_Angeles,"","","","",✓,Zone Occupancy Mode,"",BO3000605,✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:251d6749-eb82c128 Forest Sci Rm 1602,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3e-a87ebc9b .+(\.|-| )OCCC?M?D,"","",JCL-NAE47/N2-A.DC-314.OCCCMD.Trend1,"",Los_Angeles,"","","","","","","","","","","",FS.VAV314.OCCCMD,✓,2020-04-08T18:55:34.577Z UTC
@p:ubcv:r:251c1d14-7de94b8b Forest Sci Rm 2046 VAV-2-609 JCL-NAE46/N2-A.DC-609.BXHTCMD,"","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014644,"",✓,"",JCL-NAE46/N2-A.DC-609.BXHTCMD,"","","",✓,"","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa2d-e698bc1b Forest Sci Rm 2046 VAV-2-609,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","",✓,"",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.239-07:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3000303,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674f-a4c2216c Forest Sci Rm 2046,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:24f073e3-d5637f59 .+(\.|-| )BXHTCMD,"","",JCL-NAE46/N2-A.DC-609.BXHTCMD.Trend1,"",Los_Angeles,%,"",✓,"","","","","","","","","","",2020-04-14T16:50:01.744Z UTC
@p:ubcv:r:2422e656-76f85dfb Forest Sci AHU-08 JCL-NAE46/N2-A.DC-8.Parameters.SMKEXHST,"","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3011444,"",✓,"",JCL-NAE46/N2-A.DC-8.Parameters.SMKEXHST,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:252f6ae9-978bb614 Forest Sci AHU-08,"","","","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-04-28T11:21:59-07:00 Los_Angeles,"","","",13,2019-05-14T15:09:07-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:33:17.739-07:00 Los_Angeles,"","","","","",JCL-NAE46/N2-A.DC-8.Parameters.SMKEXHST,✓,BI3001201,"","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","","","","",JCL-NAE46/N2-A.DC-8.Parameters.SMKEXHST.Trend1,"",Los_Angeles,"","","","","","","","","","","","","",2020-04-08T18:55:17.127Z UTC
@p:ubcv:r:2422e655-f01c1d2f Forest Sci Unsorted Points JCL-NAE46/Programming.FS.HVAC.FS-AHU7.WARMEST2.Lowest_T,"","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3011503,"",✓,"",JCL-NAE46/Programming.FS.HVAC.FS-AHU7.WARMEST2.Lowest_T,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22bc2023-23490bd7 Forest Sci Unsorted Points,"","","","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-05-12T14:33:15-07:00 Los_Angeles,"","","",894622,2019-03-18T16:00:46-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:18.243-07:00 Los_Angeles,"","","","","",JCL-NAE46/Programming.FS.HVAC.FS-AHU7.WARMEST2.Lowest_T,✓,AV3003112,"","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","","","","",JCL-NAE46/Programming.FS.HVAC.FS-AHU7.WARMEST2.Lowest_T.Trend1,"",Los_Angeles,°C,"","","","","","","","","","","","",2020-04-09T19:02:13.698Z UTC
@p:ubcv:r:24662580-5e7c8718 Forest Sci Rm 3401 VAV-182 JCL-NAE44/N2-A.DC-182.SPFLOWSP,"",✓,"","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","",TL3003434,"",✓,"",JCL-NAE44/N2-A.DC-182.SPFLOWSP,"","","","","","","",@p:ubcv:r:2465e590-2523377f FSC (NAE-44),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa26-4adbe3e8 Forest Sci Rm 3401 VAV-182,"","","",✓,"","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",35034,2019-05-08T11:15:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:31:59.333-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3000185,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6746-19f75f07 Forest Sci Rm 3401,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE44/N2-A.DC-182.SPFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV182.SPFLOWSP,"",2020-04-30T11:11:15.669Z UTC
