id,ahu,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chemN_1809_FHOpt,chemN_CPP,chilled,chiller,cmd,co2,condenser,connRef,coolingTower,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mixing,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,preFilter,pressure,proj_1830_3W2W,pump,quantityID,rad,return,roomRef,run,runtime,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:238a0dc3-56916a6f Chem North Rm E315 FC-E315 JCL-NAE19/N2-A.UNT-129.ZN-T,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3005473,✓,JCL-NAE19/N2-A.UNT-129.ZN-T,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:248034ca-24b23f24 Chem North Rm E315 FC-E315,"","","","",@p:ubcv:r:248034ca-f3b563ef Chem North Floor 2,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",25667,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.55-07:00 Los_Angeles,2018-12-07T09:45:31.699-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AO3005472,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:248034ca-72121ff7 Chem North Rm E315,"","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE19/N2-A.UNT-129.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:01.152Z UTC
@p:ubcv:r:238a0dc3-ebceab37 Chem North Unsorted Points JCL-NAE19/Programming.HVAC.AHU-E2.OAT-HW-ENA,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3006289,✓,JCL-NAE19/Programming.HVAC.AHU-E2.OAT-HW-ENA,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:2347bb51-be9dbfce Chem North Unsorted Points,"","","","",@p:ubcv:r:2347bb51-3ed5edcb Chem North Unsorted Points,"","",✓,"","","",2020-05-12T10:53:29-07:00 Los_Angeles,"","",282,2018-12-20T12:41:09-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.388-07:00 Los_Angeles,2018-11-25T13:45:23.973-08:00 Los_Angeles,"","","","","","",JCL-NAE19/Programming.HVAC.AHU-E2.OAT-HW-ENA,✓,BV3006288,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/Programming.HVAC.AHU-E2.OAT-HW-ENA.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:50:37.581Z UTC
@p:ubcv:r:238a0dc3-46725b37 Chem North Rm E313A VAV-E313A JCL-NAE19/N2-A.19A119VM.ZN-T,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3008051,✓,JCL-NAE19/N2-A.19A119VM.ZN-T,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:248034ca-fe25e12b Chem North Rm E313A VAV-E313A,"","","","",@p:ubcv:r:248034ca-f3b563ef Chem North Floor 2,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",25975,2018-11-17T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.552-07:00 Los_Angeles,2018-12-07T09:45:31.156-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3001636,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:248034ca-e771a65e Chem North Rm E313A,"","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE19/N2-A.19A119VM.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:01.153Z UTC
@p:ubcv:r:238a0dc3-b293f8db Chem North Lab E413 EV-11 JCL-NAE19/N2-A.19A126DX.EV-E11-A,"",✓,✓,@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000599,✓,JCL-NAE19/N2-A.19A126DX.EV-E11-A,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Alarm,Normal","",@p:ubcv:r:2480599d-53ea2f95 Chem North Lab E413 EV-11,✓,✓,"","",@p:ubcv:r:2203b248-8ad86041 Chem North Air Systems,"","",✓,"","","",2020-04-09T09:17:46-07:00 Los_Angeles,"","",8,2018-12-20T12:41:09-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.389-07:00 Los_Angeles,2018-12-07T09:45:31.545-08:00 Los_Angeles,"","","","","","",Exhaust Air Fan Alarm,"",BI3000598,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2480599d-aa77df31 Chem North Lab E413,"","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:258694ff-feac8f01 .+(\.|-| |_)(EF|EV)-.+-A(LM)?,"","",JCL-NAE19/N2-A.19A126DX.EV-E11-A.Trend,Los_Angeles,"","","","","","",2020-04-08T18:55:23.77Z UTC
@p:ubcv:r:238a0dc2-98bbf1cd Lab E415 EF-07 JCL-NAE19/N2-A.19A126DX.EF-E07-F,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000183,✓,JCL-NAE19/N2-A.19A126DX.EF-E07-F,✓,"","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2480598d-2c42289d Lab E415 EF-07,✓,"","",✓,@p:ubcv:r:2203b248-8ad86041 Chem North Air Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51017,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.718-07:00 Los_Angeles,2018-11-25T13:45:23.952-08:00 Los_Angeles,"","","","","","",Exhaust Air Flow,"",AI3000182,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2480598d-eae27103 Lab E415,"","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:24808299-5ddfbef9 .+(\.|-| )E(V|F)-?(E|D)?\d+-F(.+)?,"","",JCL-NAE19/N2-A.19A126DX.EF-E07-F.Trend,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:01.155Z UTC
@p:ubcv:r:238a0dc3-505709b6 Chem North Unsorted Points JCL-NAE19/Event Rate Trend Log,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3005835,✓,JCL-NAE19/Event Rate Trend Log,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2347bb51-be9dbfce Chem North Unsorted Points,"","","","",@p:ubcv:r:2347bb51-3ed5edcb Chem North Unsorted Points,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",27331,2019-07-31T16:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.72-07:00 Los_Angeles,2018-11-25T13:45:23.573-08:00 Los_Angeles,"","","","","","",JCL-NAE19/Event Rate Trend Log,✓,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","",✓,"","",Los_Angeles,_,"","","","","",2020-04-09T19:15:04.381Z UTC
@p:ubcv:r:238a0dc2-3a32869a Chem North Lab E413 EV-11 JCL-NAE19/N2-A.19A126DX.EV-E11-F,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000169,✓,JCL-NAE19/N2-A.19A126DX.EV-E11-F,✓,"","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2480599d-53ea2f95 Chem North Lab E413 EV-11,✓,"","",✓,@p:ubcv:r:2203b248-8ad86041 Chem North Air Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51017,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.722-07:00 Los_Angeles,2018-11-25T13:45:23.954-08:00 Los_Angeles,"","","","","","",Exhaust Air Flow,"",AI3000168,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2480599d-aa77df31 Chem North Lab E413,"","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:24808299-5ddfbef9 .+(\.|-| )E(V|F)-?(E|D)?\d+-F(.+)?,"","",JCL-NAE19/N2-A.19A126DX.EV-E11-F.Trend,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:01.157Z UTC
@p:ubcv:r:22724d83-0e358729 Chem North EF-4 JCL-NAE19/N2-A.19A003DX.EF04-C,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000497,✓,JCL-NAE19/N2-A.19A003DX.EF04-C,"","","","",✓,"","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:248050ae-5c3354c1 Chem North EF-4,✓,✓,"","",@p:ubcv:r:2203b248-8ad86041 Chem North Air Systems,"","",✓,"","","",2020-01-08T08:07:21-08:00 Los_Angeles,"","",19,2017-08-17T07:52:10-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:22:58.347-07:00 Los_Angeles,2018-12-07T09:45:28.825-08:00 Los_Angeles,"","","","","","",Exhaust Fan Run Cmd,"",BO3000496,"","","","","","",✓,"","","","","","","","","","",✓,"","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"","",JCL-NAE19/N2-A.19A003DX.EF04-C.Trend,Los_Angeles,"","","","","","",2020-04-08T18:55:36.464Z UTC
@p:ubcv:r:22724f40-d52c35bd Chem North Cooling Plant JCL-NAE19/N2-A.19A020VN.Trend1,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3003080,✓,JCL-NAE19/N2-A.19A020VN.Trend1,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24806fe2-a36e5302 Chem North Cooling Plant,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",106375,2018-04-23T13:40:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.726-07:00 Los_Angeles,2018-07-30T13:54:04.234-07:00 Los_Angeles,"","","","","","",JCL-NAE19/N2-A.19A020VN.Trend1,✓,278:3000088,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","","",Los_Angeles,_,"","","","","",2020-04-09T19:15:04.382Z UTC
@p:ubcv:r:238a0dc3-7547587d Chem North EF-2 JCL-NAE19/FCB-02.VND-008.DRIVE ALARM,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3009103,✓,JCL-NAE19/FCB-02.VND-008.DRIVE ALARM,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","OK,ALARM","",@p:ubcv:r:24803646-5186507f Chem North EF-2,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-01-08T08:07:21-08:00 Los_Angeles,"","",4,2018-12-20T12:41:09-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.349-07:00 Los_Angeles,2018-11-25T13:45:23.645-08:00 Los_Angeles,"","","","","","",JCL-NAE19/FCB-02.VND-008.DRIVE ALARM,✓,BV3009102,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/FCB-02.VND-008.DRIVE ALARM.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:17.659Z UTC
@p:ubcv:r:238a0dc2-d6ccb69a Chem North AHU-1 SF JCL-NAE19/N2-A.19A007DX.SF-Flow,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000153,✓,JCL-NAE19/N2-A.19A007DX.SF-Flow,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2480379f-70027113 Chem North AHU-1 SF,"","","",✓,@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",25667,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.554-07:00 Los_Angeles,2018-11-25T13:45:23.954-08:00 Los_Angeles,"","","","","","",Discharge Air Flow,"",AO3000152,"","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:24819f23-bb1ebac0 .+(\.|-| )SF-F(low)?,"","",JCL-NAE19/N2-A.19A007DX.SF-Flow.Trend,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:01.161Z UTC
@p:ubcv:r:238a0dc3-69e3df93 Chem North AHU-2 P11 JCL-NAE19/FCB-02.FAC-005.P11-C,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3008986,✓,JCL-NAE19/FCB-02.FAC-005.P11-C,"","","","",✓,"","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","Off,On",P11,@p:ubcv:r:24803646-eb7fbf79 Chem North AHU-2,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T10:55:29-07:00 Los_Angeles,"","",2725,2018-12-20T12:41:09-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.396-07:00 Los_Angeles,2018-12-07T09:45:32.164-08:00 Los_Angeles,"","","","","","",Run Cmd,"",BO3008985,"","","","","","",✓,"","","","","",✓,"","","","",✓,"","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","",JCL-NAE19/FCB-02.FAC-005.P11-C.Trend1,Los_Angeles,"","","","","","",2020-05-12T11:03:27.899Z UTC
@p:ubcv:r:238a0dc3-f53eb04e Lab E415 EV-01 JCL-NAE19/N2-A.19A126DX.EV-E01-A,"",✓,✓,@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000617,✓,JCL-NAE19/N2-A.19A126DX.EV-E01-A,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Alarm,Normal","",@p:ubcv:r:248059b9-baae81fd Lab E415 EV-01,✓,✓,"","",@p:ubcv:r:2203b248-8ad86041 Chem North Air Systems,"","",✓,"","","",2020-04-09T09:17:53-07:00 Los_Angeles,"","",8,2018-12-20T12:41:09-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.398-07:00 Los_Angeles,2018-12-07T09:45:31.684-08:00 Los_Angeles,"","","","","","",Exhaust Air Fan Alarm,"",BI3000616,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2480598d-eae27103 Lab E415,"","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:258694ff-feac8f01 .+(\.|-| |_)(EF|EV)-.+-A(LM)?,"","",JCL-NAE19/N2-A.19A126DX.EV-E01-A.Trend,Los_Angeles,"","","","","","",2020-04-08T18:55:31.377Z UTC
