id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,cmd,co2,connRef,cooling,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,gas,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,lowLim,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4fb95-86648826 Ponderosa West Unsorted Points PON_WEST_FC405_CCV,"","",@p:ubcv:r:23d4f5e4-d574d9c1 PONDW PON_WEST_FC405_CP710139 (710139),"",TL1,✓,PON_WEST_FC405_CCV,"","",✓,✓,"",@p:ubcv:r:23d4f5e4-d574d9c1 PONDW PON_WEST_FC405_CP710139 (710139),✓,"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:54:59-07:00 Los_Angeles,"","",322505,2019-01-18T06:30:50-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:21.918-07:00 Los_Angeles,2019-01-23T16:53:17.143-08:00 Los_Angeles,"","",Cooling Valve Cmd,"",AO5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:23e65d0e-46fa10b2 .+_(\d+)?CCV(_TL)?,"",PON_WEST_FC405_CCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:36.992Z UTC
@p:ubcv:r:23d4f831-964ca116 Ponderosa West Unsorted Points PON_WEST_BLR_VLV_A,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL97,✓,PON_WEST_BLR_VLV_A,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:55:53-07:00 Los_Angeles,"","",641389,2019-01-18T04:40:59-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:21.14-07:00 Los_Angeles,"","","",PON_WEST_BLR_VLV_A,✓,AO1303,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_BLR_VLV_A_POLL_TL,Los_Angeles,%,"","","","","",2020-05-07T12:20:49.63Z UTC
@p:ubcv:r:23d4f831-527fc6f3 Ponderosa West Unsorted Points PON_WEST_HRV3_CHW_DP_AV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL307,✓,PON_WEST_HRV3_CHW_DP_AV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:48:35-07:00 Los_Angeles,"","",65355,2019-01-17T03:44:10-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:21.145-07:00 Los_Angeles,"","","",PON_WEST_HRV3_CHW_DP_AV,✓,AV48,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_HRV3_CHW_DP_TL,Los_Angeles,psi,"","","","","",2020-05-07T12:20:49.637Z UTC
@p:ubcv:r:23d4f831-441faa1d Ponderosa West Unsorted Points PON_WEST_HRV1_CHW_DP_AV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL303,✓,PON_WEST_HRV1_CHW_DP_AV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:48:33-07:00 Los_Angeles,"","",65355,2019-01-17T03:44:10-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:21.151-07:00 Los_Angeles,"","","",PON_WEST_HRV1_CHW_DP_AV,✓,AV44,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_HRV1_CHW_DP_TL,Los_Angeles,psi,"","","","","",2020-05-07T12:20:49.642Z UTC
@p:ubcv:r:23d4f819-695b0f48 Ponderosa West Unsorted Points BTU_W_DHW_TOTAL_LITRES_MUX,"","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"",TL44,✓,BTU_W_DHW_TOTAL_LITRES_MUX,"","","","","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","",46251,2019-01-16T11:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:41.331-07:00 Los_Angeles,"","","",BTU_W_DHW_TOTAL_LITRES_MUX,✓,AV1050,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_Pond-West_WM-W03-Water,Los_Angeles,L,"","","","","",2020-04-09T19:02:36.586Z UTC
@p:ubcv:r:23d4f831-b2cbd188 Ponderosa West Unsorted Points P26 PON_WEST_DHW_TNK_3_4_HWS_P26S,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL129,✓,PON_WEST_DHW_TNK_3_4_HWS_P26S,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $equipName $bmsName,"","","","","","","",P26,@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:28-07:00 Los_Angeles,"","",43114,2019-01-17T22:14:04-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:55:20.304-07:00 Los_Angeles,2019-01-23T16:53:09.146-08:00 Los_Angeles,"","","Run ","",AI3502,"","","","",✓,"","",✓,"","",✓,"",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:23e65d0f-1634db40 .+_P\d+S(_BV)?(_\d+)?(_TL)?,"",PON_WEST_DHW_TNK_3_4_HWS_P26S_POLL_TL,Los_Angeles,A,"","","",✓,"",2020-05-12T11:03:27.273Z UTC
@p:ubcv:r:23d4f819-6040d30f Ponderosa West Unsorted Points BTU_W_HP_HW_KW_MUX,"","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"",TL34,✓,BTU_W_HP_HW_KW_MUX,"","","","","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","",138150,2019-01-17T03:50:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:41.338-07:00 Los_Angeles,"","","",BTU_W_HP_HW_KW_MUX,✓,AV1045,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",BTU_W_HP_HW_KW_MUX_TL,Los_Angeles,kW,"","","","","",2020-04-09T19:02:36.587Z UTC
@p:ubcv:r:23d4f831-9b6569e9 Ponderosa West Unsorted Points PON_WEST_SUPPLY_HW_FLOW_BTU_TL_AV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL602,✓,PON_WEST_SUPPLY_HW_FLOW_BTU_TL_AV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:26-07:00 Los_Angeles,"","",44319,2019-01-14T01:13:14-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.319-07:00 Los_Angeles,"","","",PON_WEST_SUPPLY_HW_FLOW_BTU_TL_AV,✓,AV602,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_PON_WEST_SUPPLY_HW_FLOW_BTU_W05_TL,Los_Angeles,L/s,"","","","","",2020-05-07T12:20:49.659Z UTC
@p:ubcv:r:23d4f831-195e0a1a Ponderosa West Unsorted Points P25 PON_WEST_DHW_TANK_1_2_P25_C,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL38,✓,PON_WEST_DHW_TANK_1_2_P25_C,"","","",✓,"",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $equipName $bmsName,"","","","","","","OFF,ON",P25,@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2018-10-09T11:00:50-07:00 Los_Angeles,"","",3,2018-06-27T07:55:49-07:00 Los_Angeles,ok,"",✓,"",Bool,2020-05-12T15:55:18.126-07:00 Los_Angeles,2019-01-23T16:53:23.226-08:00 Los_Angeles,"","",Run Cmd,"",BO3304,"","","","",✓,"","",✓,"","",✓,"","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:244ba6df-17358a53 .+_PC?H?\d+[A-Z]?_P?C(_\d+)?(_TL)?,"",PON_WEST_DHW_TANK_1_2_P25C_COV_TL,Los_Angeles,"","","","",✓,"",2020-05-12T11:03:27.357Z UTC
@p:ubcv:r:263b76e2-f9ca8fb7 Ponderosa West Gas Main Meter Gas,"","","","","","","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,"",✓,ok,579148m³,"","","",$equipRef $navName,"","","","","","","","",@p:ubcv:r:20a65ccc-83d16121 Ponderosa West Gas Main Meter,"","","","","","",✓,@p:ubcv:r:21697fca-39ce69d0 Ponderosa West Utilities,"","",✓,"",15min,"",2020-05-12T15:45:00-07:00 Los_Angeles,"",consumption,181206,2015-02-03T08:00:00-08:00 Los_Angeles,ok,✓,"","",Number,"","","","",Gas,"","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Ponderosa_West_904.Gas_Volume,✓,"",✓,"","","",10371,"","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,330,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","",Los_Angeles,m³,✓,"",✓,"","",2020-05-04T19:39:55.572Z UTC
@p:ubcv:r:23d4fa3b-8c29a15a Ponderosa West Unsorted Points PON_WEST_FC305_RT_AV,✓,"",@p:ubcv:r:23d4f5e4-43d141ce PONDW PON_WEST_FC305_CP710127 (710127),"",TL5,✓,PON_WEST_FC305_RT_AV,"","","","","",@p:ubcv:r:23d4f5e4-43d141ce PONDW PON_WEST_FC305_CP710127 (710127),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:47:00-07:00 Los_Angeles,"","",322535,2019-01-18T06:24:57-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:48:03.538-07:00 Los_Angeles,2019-01-23T16:52:50.549-08:00 Los_Angeles,"","",Zone Temp,"",AV10,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,PON_WEST_FC305_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:36.917Z UTC
@p:ubcv:r:23d4fc02-232c3c47 Ponderosa West Unsorted Points PON_WEST_FC408_RT_SP,✓,"",@p:ubcv:r:23d4f5e4-feb478ee PONDW PON_WEST_FC408_CP710142 (710142),"",TL6,✓,PON_WEST_FC408_RT_SP,"","","","","",@p:ubcv:r:23d4f5e4-feb478ee PONDW PON_WEST_FC408_CP710142 (710142),"","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:49:02-07:00 Los_Angeles,"","",322493,2019-01-18T06:32:45-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:49:29.895-07:00 Los_Angeles,2019-01-23T16:52:51.742-08:00 Los_Angeles,"","",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,PON_WEST_FC408_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:37.011Z UTC
@p:ubcv:r:23d4f90c-4854a47c Ponderosa West Unsorted Points PON_WEST_FC205_RT_AV,✓,"",@p:ubcv:r:23d4f5e4-5ab5bb26 PONDW PON_WEST_FC205_CP710112 (710112),"",TL5,✓,PON_WEST_FC205_RT_AV,"","","","","",@p:ubcv:r:23d4f5e4-5ab5bb26 PONDW PON_WEST_FC205_CP710112 (710112),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:00-07:00 Los_Angeles,"","",322499,2019-01-18T06:24:47-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:54:22.597-07:00 Los_Angeles,2019-01-23T16:52:55.579-08:00 Los_Angeles,"","",Zone Temp,"",AV10,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,PON_WEST_FC205_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:36.831Z UTC
@p:ubcv:r:23d4f830-b144e098 Ponderosa West Unsorted Points PON_WEST_HP_RESET,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL10008,✓,PON_WEST_HP_RESET,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:26-07:00 Los_Angeles,"","",43114,2019-01-17T22:14:06-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.331-07:00 Los_Angeles,"","","",PON_WEST_HP_RESET,✓,AO2403,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_HP_RESET_POLL_TL,Los_Angeles,%,"","","","","",2020-05-07T12:20:49.708Z UTC
@p:ubcv:r:23d4fa66-6ab7a3b0 Ponderosa West Unsorted Points PON_WEST_FC307_SAT_SP,✓,"",@p:ubcv:r:23d4f5e4-442131de PONDW PON_WEST_FC307_CP710129 (710129),"",TL7,✓,PON_WEST_FC307_SAT_SP,"","","","","",@p:ubcv:r:23d4f5e4-442131de PONDW PON_WEST_FC307_CP710129 (710129),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:47:01-07:00 Los_Angeles,"","",322379,2019-01-18T06:31:14-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:46:53.704-07:00 Los_Angeles,2019-01-23T16:53:16.108-08:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_WEST_FC307_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:36.93Z UTC
@p:ubcv:r:23d4fb72-ae6e0066 Ponderosa West Unsorted Points PON_WEST_FC404_MODE,"","",@p:ubcv:r:23d4f5e4-b3b47fdb PONDW PON_WEST_FC404_CP710138 (710138),"",TL9,✓,PON_WEST_FC404_MODE,"","","","","",@p:ubcv:r:23d4f5e4-b3b47fdb PONDW PON_WEST_FC404_CP710138 (710138),"","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T15:00:01-07:00 Los_Angeles,"","",696,2019-01-14T05:00:00-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:49:39.525-07:00 Los_Angeles,"","","",PON_WEST_FC404_MODE,✓,MSV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_FC404_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:20.733Z UTC
@p:ubcv:r:23d4f831-768cf769 Ponderosa West Unsorted Points P19 PON_WEST_HP2_P19S_BV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL190,✓,PON_WEST_HP2_P19S_BV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $equipName $bmsName,"","","","","","","OFF,ON",P19,@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-09T19:38:35-07:00 Los_Angeles,"","",68,2019-01-22T13:34:56-08:00 Los_Angeles,ok,"",✓,"",Bool,2020-05-12T15:55:18.805-07:00 Los_Angeles,2019-01-23T16:53:21.853-08:00 Los_Angeles,"","","Run ","",BV37,"","","","",✓,"","",✓,"","",✓,"",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:23e65d0f-1634db40 .+_P\d+S(_BV)?(_\d+)?(_TL)?,"",MV_PON_WEST_HP_P19S_BV_COV_TL,Los_Angeles,"","","","",✓,"",2020-05-12T11:03:27.351Z UTC
@p:ubcv:r:23d4f831-d25fc65c Ponderosa West Unsorted Points PON_WEST_SUPPLY_P1_VFD_FB,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL112,✓,PON_WEST_SUPPLY_P1_VFD_FB,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:29-07:00 Los_Angeles,"","",44681,2019-01-13T13:13:07-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.353-07:00 Los_Angeles,"","","",PON_WEST_SUPPLY_P1_VFD_FB,✓,AI2102,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_PON_WEST_SUPPLY_P1_VFD_FB_POLL_TL,Los_Angeles,%,"","","","","",2020-05-07T12:20:49.738Z UTC
@p:ubcv:r:23d4f831-b5bf8f21 Ponderosa West Unsorted Points PON_WEST_DHW_PREHEAT_TANK_SP_AV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL86,✓,PON_WEST_DHW_PREHEAT_TANK_SP_AV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:28-07:00 Los_Angeles,"","",43114,2019-01-17T22:14:02-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:20.366-07:00 Los_Angeles,"","","",PON_WEST_DHW_PREHEAT_TANK_SP_AV,✓,AV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_DHW_PREHEAT_TANK_SP_AV_POLL_TL,Los_Angeles,°C,"","","","","",2020-05-07T12:20:49.75Z UTC
@p:ubcv:r:23d4fc56-dbd8dcac Ponderosa West Unsorted Points PON_WEST_FC411_SAT,✓,"",@p:ubcv:r:23d4f5e4-af731b41 PONDW PON_WEST_FC411_CP710145 (710145),"",TL4,✓,PON_WEST_FC411_SAT,"","","","","",@p:ubcv:r:23d4f5e4-af731b41 PONDW PON_WEST_FC411_CP710145 (710145),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:48:56-07:00 Los_Angeles,"","",322489,2019-01-18T06:36:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:49:31.113-07:00 Los_Angeles,2019-01-23T16:52:48.932-08:00 Los_Angeles,"","",Discharge Air Temp,"",AI3,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,PON_WEST_FC411_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.031Z UTC
@p:ubcv:r:23d4fca5-eaa137db Ponderosa West Unsorted Points PON_WEST_MUA2_SAT_SP,✓,"",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"",TL101,✓,PON_WEST_MUA2_SAT_SP,"","","","","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:55:32-07:00 Los_Angeles,"","",129483,2019-01-17T01:14:47-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:57:25.876-07:00 Los_Angeles,2019-01-23T16:53:07.452-08:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV203,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_WEST_MUA2_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.062Z UTC
@p:ubcv:r:23d4f831-49295e37 Ponderosa West Unsorted Points PON_WEST_EF3_EFC,✓,"",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL8,✓,PON_WEST_EF3_EFC,"","","",✓,"",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,✓,✓,"","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-09T19:39:04-07:00 Los_Angeles,"","",66,2019-01-29T12:59:20-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:18.812-07:00 Los_Angeles,"","","",Exhaust Fan Run Cmd,"",BO2803,"","","","",✓,"","","","","",✓,"","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:245cddb1-fc491e66 .+_EFC(_\d+)?(_TL)?,"",PON_WEST_EF3_EFC_COV_TL,Los_Angeles,"","","","","","",2020-05-07T12:20:49.755Z UTC
@p:ubcv:r:23d4fcac-8418f004 Ponderosa West Unsorted Points PON_WEST_HRV1_EAT,✓,"",@p:ubcv:r:23d4ef8b-d12e04e1 PONDW PON_WEST_HRV1_DC01_CP710300 (710300),"",TL23,✓,PON_WEST_HRV1_EAT,"","","","","",@p:ubcv:r:23d4ef8b-d12e04e1 PONDW PON_WEST_HRV1_DC01_CP710300 (710300),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,✓,"","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:54:23-07:00 Los_Angeles,"","",128135,2019-01-17T01:15:44-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:58:02.493-07:00 Los_Angeles,2019-01-23T16:53:06.341-08:00 Los_Angeles,"","",Exhaust Air Temp,"",AI9,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:23e65d0e-a2f623c9 .+_EAT(_TL)?,✓,PON_WEST_HRV1_EAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.106Z UTC
