id,ahu,ahuMode,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,bypass,capacity,chilled,close,cmd,co,co2,condenser,connRef,cool,cooling,covTest,cur,curConvert,curStatus,curVal,current,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,elecMeterLoad,emergency,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,groupRef,header,heat,heating,heatingMode,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,hvac,inMind,kind,lastSynced,lastTagged,leaving,level,lowLim,max,min,mixed,mode,motion,navName,noTagMatch,objectId,occ,occumancy,opcConnRef,opcCur,opcPoint,open,outside,perimeterHeat,point,pointType,pool,power,pressure,primaryLoop,primarySide,pump,quantityID,return,roomRef,run,runtime,scheduleOcc,secondaryLoop,secondarySide,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,tank,temp,test2019,testUnits,tlName,tz,unit,utilityPoint,uv,valve,vavMode,volt,voltage,volume,water,waterMeterLoad,zone,zones,mod
@p:ubcv:r:24edab6b-384c671d Aquatic Centre AHU-04 AqC_AHU4_CHLORAMINE_PURGE_SCH,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)",SCH3,"",✓,AqC_AHU4_CHLORAMINE_PURGE_SCH,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","",unknown,"","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba74-002dff36 Aquatic Centre AHU-04,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2019-08-21T08:45:00-07:00 Los_Angeles,"","","",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","","","","","",Number,"","","","","","","","","","",Scheduled Occupancy,"","","","","","","","","","",✓,"","","","","","","","","","","","",✓,"","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","","",Los_Angeles,"","","","","","","","","","","","",2020-03-20T12:49:39.155Z UTC
@p:ubcv:r:22174975-54a08396 Aquatic Centre Cooling Plant AqC_CHS_HWS_PUMPS_ACTIVE_BV,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL421,✓,AqC_CHS_HWS_PUMPS_ACTIVE_BV,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:2220ba9a-23eb0eee Aquatic Centre Cooling Plant,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-04-17T10:34:29-07:00 Los_Angeles,"","","",107,2017-07-13T12:34:34-07:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:01:36.719-07:00 Los_Angeles,2018-11-28T16:32:31.874-08:00 Los_Angeles,"","","","","","","","",AqC_CHS_HWS_PUMPS_ACTIVE_BV,✓,BV47,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_CHS_HWS_PUMPS_ACTIVE_BV_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-30T13:07:28.339Z UTC
@p:ubcv:r:22174bde-123bdeb8 Aquatic Centre Unsorted Points AqC_PANEL_62M1_PWR_MTR_PHASE_C_APPARENT_POWER,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL905,✓,AqC_PANEL_62M1_PWR_MTR_PHASE_C_APPARENT_POWER,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","",VA => kW,2020-05-12T11:04:56-07:00 Los_Angeles,"","","",575547,2018-02-14T06:12:38-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:33.389-07:00 Los_Angeles,2019-01-23T16:53:26.182-08:00 Los_Angeles,"","","","","","","","",Power,"",AV896,"","","","","","","","",✓,"","",✓,"","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0f-1a1d5719 .+_POWER(_TL)?,"","","","","",AqC_PANEL_62M1_PWR_MTR_PHASE_C_APPARENT_POWER_POLL_TL,Los_Angeles,kW,"","","","","","","","","","","",2020-04-21T20:27:44.867Z UTC
@p:ubcv:r:26077817-41b5e498 Aquatic Centre Unsorted Points AqC_RHT5_RM140_RHC,"","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL100,"",AqC_RHT5_RM140_RHC,"","","","",✓,"","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","",✓,"","",✓,"","","",2020-05-12T11:00:59-07:00 Los_Angeles,"","","",38503,2020-03-19T23:10:12-07:00 Los_Angeles,ok,"",✓,"","","",Number,2020-05-12T11:01:09.56-07:00 Los_Angeles,"","","","","","","","","",Heating Valve Cmd,"",AO2304,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0e-28a9c425 .+_RHC(_AV)?(_TL)?,"","","","","",AqC_RHT5_RM140_RHC_POLL_TL,Los_Angeles,%,"","",✓,"","","","",✓,"","","",2020-04-09T19:02:42.133Z UTC
@p:ubcv:r:22174975-9a423612 Aquatic Centre AHU-04 AqC_AHU4_SAP_MIN_SP,"","",✓,"","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL360,✓,AqC_AHU4_SAP_MIN_SP,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:2220ba74-002dff36 Aquatic Centre AHU-04,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T11:01:29-07:00 Los_Angeles,"","","",575296,2018-02-14T05:09:19-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:43.545-07:00 Los_Angeles,2019-01-23T16:53:22.086-08:00 Los_Angeles,"","","","","","","","",Discharge Air Min Pressure Sp,"",AV80,"","","","","","","","",✓,"","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"",✓,"","","",@p:ubcv:r:23e65d0e-053e882e .+_SAP_MIN_SP(_TL)?,"","","","","",AqC_AHU4_SAP_MIN_SP_POLL_TL,Los_Angeles,Pa,"","","","","","","","","","","",2020-04-30T13:07:27.979Z UTC
@p:ubcv:r:22174be1-17b14d26 Aquatic Centre AHU-01 AqC_AHU1_CC_BYP_DMP_AV,"","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL199,✓,AqC_AHU1_CC_BYP_DMP_AV,"","","","","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba05-add03185 Aquatic Centre AHU-01,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T11:01:04-07:00 Los_Angeles,"","","",575831,2018-02-14T06:02:36-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:10.156-07:00 Los_Angeles,2018-11-28T16:32:52.927-08:00 Los_Angeles,"","","","","","","","",AqC_AHU1_CC_BYP_DMP_AV,✓,AV22,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_AHU1_CC_BYP_DMP_AV_POLL_TL,Los_Angeles,%,"","","","","","","","","","","",2020-04-09T19:02:42.134Z UTC
@p:ubcv:r:234526d2-0d09b6a6 Aquatic Centre Unsorted Points AqC_VAV5_RM114_OperationMode,"","","","","",@p:ubcv:r:220f903b-ec52ac9f AqC AqC VAV5 RM114 CP770105 (770105),"",TL13,✓,AqC_VAV5_RM114_OperationMode,"","","","","","","","",@p:ubcv:r:220f903b-ec52ac9f AqC AqC VAV5 RM114 CP770105 (770105),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OS,OCCUPIED,NSB HEATING,PURGE,NSB UNOCCUPIED","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T07:00:18-07:00 Los_Angeles,"","","",3071,2018-09-26T22:00:32-07:00 Los_Angeles,ok,"","","","","",Str,2020-05-12T11:04:56.055-07:00 Los_Angeles,2019-01-23T16:53:20.475-08:00 Los_Angeles,"","","","","","",✓,"",Operation Mode,"",MSV3,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"",✓,"","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","","","","",AqC_VAV5_RM114_OperationMode_TL,Los_Angeles,"","","","",✓,"","","","","","","",2020-04-08T18:53:43.279Z UTC
@p:ubcv:r:22174be0-55f64a0d Aquatic Centre Unsorted Points AqC_EF09_MAKE_UP_DMP_POLL_TL,"","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL103,✓,AqC_EF09_MAKE_UP_DMP_POLL_TL,"","","","","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","","","","","","","",ok,"","","","","",Number,2020-05-12T11:01:08.312-07:00 Los_Angeles,2018-11-28T16:32:31.79-08:00 Los_Angeles,"","","","","","","","",AqC_EF09_MAKE_UP_DMP_POLL_TL,✓,AO2803,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","","",Los_Angeles,_,"","","","","","","","","","","",2020-04-09T19:15:27.809Z UTC
@p:ubcv:r:22174975-9e7880a5 Aquatic Centre AHU-01 AqC_AHU1_NATATORIUM_BSP,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL481,✓,AqC_AHU1_NATATORIUM_BSP,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba05-add03185 Aquatic Centre AHU-01,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T11:00:43-07:00 Los_Angeles,"","","",575827,2018-02-14T04:59:43-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:38.323-07:00 Los_Angeles,2018-11-28T16:32:44.778-08:00 Los_Angeles,"","","","","","","","",AqC_AHU1_NATATORIUM_BSP,✓,AI4101,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_AHU1_BSP_POLL_TL,Los_Angeles,Pa,"","","","","","","","","","","",2020-04-30T13:07:27.688Z UTC
@p:ubcv:r:22174975-c8eb11c0 Aquatic Centre Cooling Plant AqC_CHS_HWS_LAG_PUMP_ENAB_FLAG_BV,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL420,✓,AqC_CHS_HWS_LAG_PUMP_ENAB_FLAG_BV,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:2220ba9a-23eb0eee Aquatic Centre Cooling Plant,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-03-20T10:59:19-07:00 Los_Angeles,"","","",389,2018-02-09T12:56:55-08:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:01:36.399-07:00 Los_Angeles,2018-11-28T16:32:31.84-08:00 Los_Angeles,"","","","","","","","",AqC_CHS_HWS_LAG_PUMP_ENAB_FLAG_BV,✓,BV46,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_CHS_HWS_LAG_PUMP_ENAB_FLAG_BV_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-30T13:07:28.333Z UTC
@p:ubcv:r:22174bdb-28f8d55a Aquatic Centre Pool-50M P-2 AqC_50M_PL_PP02_VFD_MOTOR_CURRENT,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL1035,✓,AqC_50M_PL_PP02_VFD_MOTOR_CURRENT,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","",✓,"","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:223ab8e5-415425ff Aquatic Centre Pool-50M P-2,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-05-12T11:04:52-07:00 Los_Angeles,"","","",575902,2018-02-14T06:22:40-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:32.844-07:00 Los_Angeles,2019-01-23T16:53:03.543-08:00 Los_Angeles,"","","","","","","","",Current,"",AV1026,"","","","","","","","",✓,"","","","","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:24412591-54ceff90 .+_MOTOR_CURRENT(_TL)?,"","","","","",AqC_50M_PL_PP02_VFD_MOTOR_CURRENT_POLL_TL,Los_Angeles,A,"","","","","","","","","","","",2020-04-09T19:02:43.215Z UTC
@p:ubcv:r:22174bdc-85b60cc3 Aquatic Centre Cooling Plant AqC_DHW_P5_CV11_12_CHS_LCK_OUT_BV,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL370,✓,AqC_DHW_P5_CV11_12_CHS_LCK_OUT_BV,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:2220ba9a-23eb0eee Aquatic Centre Cooling Plant,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-04-17T10:33:54-07:00 Los_Angeles,"","","",452,2018-02-08T07:10:10-08:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:05:29.157-07:00 Los_Angeles,2018-11-28T16:32:56.368-08:00 Los_Angeles,"","","","","","","","",AqC_DHW_P5_CV11_12_CHS_LCK_OUT_BV,✓,BV12,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_DHW_P5_CV11_12_CHS_LCK_OUT_BV_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-08T18:49:43.041Z UTC
@p:ubcv:r:22174974-43f25ad9 Aquatic Centre Cooling Plant AqC_CHS_HRC_LAG_EVAP_PUMP_SPD_AV,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL259,✓,AqC_CHS_HRC_LAG_EVAP_PUMP_SPD_AV,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba9a-23eb0eee Aquatic Centre Cooling Plant,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-05-12T11:01:27-07:00 Los_Angeles,"","","",576389,2018-02-14T04:59:01-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:42.865-07:00 Los_Angeles,2018-11-28T16:32:50.348-08:00 Los_Angeles,"","","","","","","","",AqC_CHS_HRC_LAG_EVAP_PUMP_SPD_AV,✓,AV158,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_CHS_HRC_LAG_EVAP_PUMP_SPD_AV_POLL_TL,Los_Angeles,%,"","","","","","","","","","","",2020-04-30T13:07:28.091Z UTC
@p:ubcv:r:25bc8791-0db4a8a5 Aquatic Centre Unsorted Points AqC_CHS_HRC1_READY_TO_RUN_FLAG,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL647,"",AqC_CHS_HRC1_READY_TO_RUN_FLAG,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-11T00:01:10-07:00 Los_Angeles,"","","",120,2020-01-21T02:33:34-08:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:01:36.827-07:00 Los_Angeles,"","","","","","","","","",AqC_CHS_HRC1_READY_TO_RUN_FLAG,✓,BV150,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_CHS_HRC1_READY_TO_RUN_FLAG_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-30T13:07:28.291Z UTC
@p:ubcv:r:22174975-7914764c Aquatic Centre Cooling Plant CH-1 AqC_CHS_HRC1_EVAP_EWT,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL41,✓,AqC_CHS_HRC1_EVAP_EWT,"","",✓,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","",✓,"","",@p:ubcv:r:2232e47b-85cc499f Aquatic Centre Cooling Plant CH-1,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-05-12T10:53:09-07:00 Los_Angeles,"","","",78691,2018-02-12T09:42:53-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:37.343-07:00 Los_Angeles,2019-01-23T16:52:49.581-08:00 Los_Angeles,"","","","","","","","",Entering Chilled Water Temp,"",AI2505,"","","","","","","","",✓,"","","","","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0e-38ed0292 .+_HRC\d_EVAP_EWT(_TL)?,"","",✓,"","",AqC_CHS_HRC1_EVAP_EWT_POLL_TL,Los_Angeles,°C,"","","","","","","",✓,"","","",2020-04-30T13:07:27.738Z UTC
@p:ubcv:r:22174be1-4df68d82 Aquatic Centre AHU-01 AqC_AHU1_OPTIMUM_START_COV_TL,"","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL354,✓,AqC_AHU1_OPTIMUM_START_COV_TL,"","","","","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","",✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba05-add03185 Aquatic Centre AHU-01,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-01-06T16:21:55-08:00 Los_Angeles,"","",cov,31,2017-06-17T05:30:01-07:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:07.928-07:00 Los_Angeles,2018-11-28T16:32:58.775-08:00 Los_Angeles,"","","","","","","","",AqC_AHU1_OPTIMUM_START_COV_TL,✓,185:1,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","","",Los_Angeles,_,"","","","","","","","","","","",2020-04-09T19:15:27.821Z UTC
@p:ubcv:r:22174975-2a5de582 Aquatic Centre HP AqC_HP_EWT_MAX_SP,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL309,✓,AqC_HP_EWT_MAX_SP,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba9b-1a8a0faa Aquatic Centre HP,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T11:01:24-07:00 Los_Angeles,"","","",575329,2018-02-14T05:11:12-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:42.88-07:00 Los_Angeles,2018-11-28T16:32:57.368-08:00 Los_Angeles,"","","","","","","","",AqC_HP_EWT_MAX_SP,✓,AV202,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_HP_EWT_MAX_SP_POLL_TL,Los_Angeles,°C,"","","","","","","","","","","",2020-04-30T13:07:28.128Z UTC
@p:ubcv:r:2220c0b8-20c668a2 Aquatic Centre Rm 120S VAV9B AqC_VAV9B_RM120S_RT_AV,"","",✓,"","",@p:ubcv:r:220f903b-dbab108c AqC AqC VAV9B RM120S CP770110 (770110),"",TL1,✓,AqC_VAV9B_RM120S_RT_AV,"","","","","","","","",@p:ubcv:r:220f903b-dbab108c AqC AqC VAV9B RM120S CP770110 (770110),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220dabe-899c3054 Aquatic Centre Rm 120S VAV9B,✓,"","","","","",@p:ubcv:r:220fb223-5e713045 Aquatic Centre Floor 1,"","","","","",✓,"","","",2020-05-12T11:04:55-07:00 Los_Angeles,"","","",116669,2018-02-20T06:37:13-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:11:15.413-07:00 Los_Angeles,2019-01-23T16:53:17.199-08:00 Los_Angeles,"","","","","","","","",Zone Temp,"",AV24,"","","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2220dabd-8aaaf2b2 Aquatic Centre Rm 120S,"","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"","",✓,"","",AqC_VAV9B_RM120S_RT_TL,Los_Angeles,°C,"","","","","","","","","",✓,"",2020-04-09T19:02:42.88Z UTC
@p:ubcv:r:22174bdb-9ff8db4d Aquatic Centre Unsorted Points AqC_TX_BP1_PWR_MTR_TOTAL_POWER_FACTOR,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL1000,✓,AqC_TX_BP1_PWR_MTR_TOTAL_POWER_FACTOR,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-12T11:05:18-07:00 Los_Angeles,"","","",575840,2018-02-14T06:22:53-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:34.356-07:00 Los_Angeles,2018-11-28T16:32:59.23-08:00 Los_Angeles,"","","","","","","","",AqC_TX_BP1_PWR_MTR_TOTAL_POWER_FACTOR,✓,AV1001,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_TX_BP1_PWR_MTR_TOTAL_POWER_FACTOR_POLL_TL,Los_Angeles,pf,"","","","","","","","","","","",2020-04-09T19:02:43.22Z UTC
@p:ubcv:r:22174bde-5ad132b8 Aquatic Centre Pool-50M AqC_50M_PL_MAIN_DRAIN_VLVFB,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL770,✓,AqC_50M_PL_MAIN_DRAIN_VLVFB,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba99-5d679db3 Aquatic Centre Pool-50M,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-05-12T11:04:29-07:00 Los_Angeles,"","","",575126,2018-02-14T05:50:48-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:30.352-07:00 Los_Angeles,2019-01-23T16:53:06.08-08:00 Los_Angeles,"","","","","","","","","Drain Valve ","",AI4604,"","","","","","","","",✓,"","","","","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0e-82dfdde2 .+_MAIN_DRAIN_VLVFB(_TL)?,"","","",✓,"",AqC_50M_PL_MAIN_DRAIN_VLVFB_POLL_TL,Los_Angeles,%,"","",✓,"","","","",✓,"","","",2020-04-09T19:02:43.222Z UTC
