id,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,chilled,cmd,co2,connRef,cooling,coolingTower,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,dupOld,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,gas,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,orchSchedMV,outside,point,pointType,power,preFilter,pressur,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,temp,temporary,tlName,toTag,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:22fe3ff2-81c3d803 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-004.EFFCLG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007332,"",✓,JCL-NAE54/FCB-02.FEC-004.EFFCLG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T13:40:52-07:00 Los_Angeles,"","","",148,2018-08-03T23:00:17-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:24.773-07:00 Los_Angeles,2018-12-07T09:45:29.738-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3005558,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE54/FCB-02.FEC-004.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-210.EFFCLG-SP,✓,2020-04-09T19:02:16.238Z UTC
@p:ubcv:r:238b4bab-29df43a1 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-004.HTG-O,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007336,"",✓,JCL-NAE54/FCB-02.FEC-004.HTG-O,"","",✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,✓,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:46:25.329-07:00 Los_Angeles,2018-12-07T09:45:30.68-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AV3005563,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE54/FCB-02.FEC-004.HTG-O.Trend1,"",Los_Angeles,%,"",✓,"",✓,"","",FC-210.HTG-DMD,"",2020-04-09T19:02:16.239Z UTC
@p:ubcv:r:22fe3ff1-bb5b70bd Orchard Commons Unsorted Points JCL-NAE54/FCB-01.FEC-031.EFFCLG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006950,"",✓,JCL-NAE54/FCB-01.FEC-031.EFFCLG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-11T17:59:49-07:00 Los_Angeles,"","","",12126,2018-08-08T16:48:22-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:25.195-07:00 Los_Angeles,2018-12-07T09:45:30.011-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3005224,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE54/FCB-01.FEC-031.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-301.EFFCLG-SP,✓,2020-04-09T19:02:16.24Z UTC
@p:ubcv:r:22fdf5dc-51ce0087 Orchard Commons Unsorted Points JCL-NAE55/FCB-01.FEC-004.ZN-T,✓,"","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3003532,"",✓,JCL-NAE55/FCB-01.FEC-004.ZN-T,"","","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",30457,2018-08-07T12:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:47:41.708-07:00 Los_Angeles,2018-12-07T09:45:29.315-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3002860,"","","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE55/FCB-01.FEC-004.ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","",FC-111.ZN-T,✓,2020-04-09T19:02:17.166Z UTC
@p:ubcv:r:22fdf5b6-8b632746 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-055.ZN-T,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008191,"",✓,JCL-NAE54/FCB-02.FEC-055.ZN-T,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",60731,2018-08-07T23:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:25.338-07:00 Los_Angeles,2018-12-07T09:45:29.316-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3006297,"","","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE54/FCB-02.FEC-055.ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","",FC-233.ZN-T,✓,2020-04-09T19:02:16.243Z UTC
@p:ubcv:r:22fe3ff2-2f403b66 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-010.EFFCLG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007441,"",✓,JCL-NAE54/FCB-02.FEC-010.EFFCLG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T11:09:59-07:00 Los_Angeles,"","","",10913,2018-08-08T16:48:22-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:25.346-07:00 Los_Angeles,2018-12-07T09:45:29.787-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3005660,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE54/FCB-02.FEC-010.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-218.EFFCLG-SP,✓,2020-04-09T19:02:16.245Z UTC
@p:ubcv:r:238b4bab-b4a3b5d8 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-042.SF-S,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008042,"",✓,JCL-NAE54/FCB-02.FEC-042.SF-S,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","Off,On","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"",✓,"","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T13:40:52-07:00 Los_Angeles,"","","",4924,2018-11-22T17:08:51-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:46:24.775-07:00 Los_Angeles,2018-12-07T09:45:31.16-08:00 Los_Angeles,"","","","","",Discharge Fan Run Status,"",BI3006175,"","","","","","",✓,"","","","","","","","",✓,"",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE54/FCB-02.FEC-042.SF-S.Trend1,"",Los_Angeles,"","","","","","","",FC-413.SF-S,"",2020-04-08T18:50:04.983Z UTC
@p:ubcv:r:238b4bf1-498735f3 Orchard Commons Unsorted Points P11 JCL-NAE53/FCB-01.FEC-020.P11-S,"","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"",TL3004969,"",✓,JCL-NAE53/FCB-01.FEC-020.P11-S,"","","","",@p:ubcv:r:21823829-de63eae1 OCOM (NAE-53),"","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","Off,On",P11,@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T13:50:09-07:00 Los_Angeles,"","","",108,2018-11-27T12:49:47-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:51:07.886-07:00 Los_Angeles,2018-12-07T09:45:30.846-08:00 Los_Angeles,"","","","","",Run Status,"",BI3003852,"","","","","","",✓,"","","","","",✓,"","",✓,"",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",JCL-NAE53/FCB-01.FEC-020.P11-S.Trend1,"",Los_Angeles,"","","","","","","",HP-1.P11-S,"",2020-05-12T11:03:27.778Z UTC
@p:ubcv:r:238b4bab-5ad4209e Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-029.ZN-CO2,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007806,"",✓,JCL-NAE54/FCB-02.FEC-029.ZN-CO2,"","","",✓,@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",76166,2018-11-22T15:50:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:25.351-07:00 Los_Angeles,2018-11-25T13:45:23.835-08:00 Los_Angeles,"","","","","",Zone Co2,"",AI3005975,"","","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:2546362f-380a024c .+(\.|-| )ZN-CO2,"","",JCL-NAE54/FCB-02.FEC-029.ZN-CO2.Trend1,"",Los_Angeles,ppm,"","","","","","",FC-318.ZN-CO2,✓,2020-04-09T19:02:16.246Z UTC
@p:ubcv:r:238b4baa-577a992f Orchard Commons Unsorted Points JCL-NAE54/FCB-01.FEC-008.ZN-CO2,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006591,"",✓,JCL-NAE54/FCB-01.FEC-008.ZN-CO2,"","","",✓,@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",76166,2018-11-22T15:50:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:25.353-07:00 Los_Angeles,2018-11-25T13:45:23.933-08:00 Los_Angeles,"","","","","",Zone Co2,"",AI3004909,"","","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:2546362f-380a024c .+(\.|-| )ZN-CO2,"","",JCL-NAE54/FCB-01.FEC-008.ZN-CO2.Trend1,"",Los_Angeles,ppm,"","","","","","",FC-105.ZN-CO2,✓,2020-04-09T19:02:16.248Z UTC
@p:ubcv:r:25c6d5f1-dee4754f Orchard Commons AHU-03 JCL-NAE54/FCB-01.FEC-017.HTG-C,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006721,"","",JCL-NAE54/FCB-01.FEC-017.HTG-C,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:2332984f-de0a33ac Orchard Commons AHU-03,"","","","","",@p:ubcv:r:2332976f-64c26d05 Orchard Commons Air Systems,"","",✓,"","","",2020-04-14T13:40:52-07:00 Los_Angeles,"","","",6,2020-04-09T03:34:49-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:46:24.778-07:00 Los_Angeles,"","","","","","",JCL-NAE54/FCB-01.FEC-017.HTG-C,✓,BO3005027,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE54/FCB-01.FEC-017.HTG-C.Trend1,"",Los_Angeles,"","","","","","","","","",2020-04-08T18:50:23.85Z UTC
@p:ubcv:r:22fe3ff2-0d44a395 Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-043.EFFHTG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008059,"",✓,JCL-NAE54/FCB-02.FEC-043.EFFHTG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,✓,"",✓,"","","",2020-05-12T11:30:02-07:00 Los_Angeles,"","","",889,2018-09-14T09:03:26-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:25.366-07:00 Los_Angeles,2018-12-07T09:45:29.93-08:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AV3006185,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,✓,"",JCL-NAE54/FCB-02.FEC-043.EFFHTG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-414.EFFHTG-SP,✓,2020-04-09T19:02:16.251Z UTC
@p:ubcv:r:22fdf5dc-68a0becf Orchard Commons Unsorted Points JCL-NAE55/FCB-01.FEC-018.SF-19.SF19-ZN-T,✓,"","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3004366,"",✓,JCL-NAE55/FCB-01.FEC-018.SF-19.SF19-ZN-T,"","","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",30459,2018-08-07T12:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:47:41.714-07:00 Los_Angeles,2018-12-07T09:45:29.325-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3003516,"","","","","","",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE55/FCB-01.FEC-018.SF-19.SF19-ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","",SF-19.SF19-ZN-T,✓,2020-04-09T19:02:17.17Z UTC
@p:ubcv:r:238b4b68-43db98d4 Orchard Commons Unsorted Points JCL-NAE55/FCB-01.VND-036.AO-13,"","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"",TL3004350,"",✓,JCL-NAE55/FCB-01.VND-036.AO-13,"","","","",@p:ubcv:r:21e6bcc5-271b8264 OCOM (NAE-55),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50205,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:47:42.039-07:00 Los_Angeles,2018-11-25T13:45:23.626-08:00 Los_Angeles,"","","","","",JCL-NAE55/FCB-01.VND-036.AO-13,✓,AO3003468,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","","","","",JCL-NAE55/FCB-01.VND-036.AO-13.Trend1,"",Los_Angeles,%,"","","","","","",HRV-2.HOT_WC_SIGNAL_HCS,"",2020-04-09T19:02:17.171Z UTC
@p:ubcv:r:22fe3ff2-eabb2c1c Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-012.EFFCLG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007478,"",✓,JCL-NAE54/FCB-02.FEC-012.EFFCLG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T13:40:52-07:00 Los_Angeles,"","","",115,2018-08-03T23:00:10-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:24.782-07:00 Los_Angeles,2018-12-07T09:45:29.786-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3005692,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE54/FCB-02.FEC-012.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-205.EFFCLG-SP,✓,2020-04-09T19:02:16.253Z UTC
@p:ubcv:r:22fe3ff2-403e8c3d Orchard Commons Unsorted Points JCL-NAE54/FCB-02.FEC-011.EFFCLG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007462,"",✓,JCL-NAE54/FCB-02.FEC-011.EFFCLG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-04-14T13:40:52-07:00 Los_Angeles,"","","",117,2018-08-03T23:00:12-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:24.784-07:00 Los_Angeles,2018-12-07T09:45:29.772-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3005676,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE54/FCB-02.FEC-011.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",FC-222A.EFFCLG-SP,✓,2020-04-09T19:02:16.255Z UTC
@p:ubcv:r:22fe3ff1-ff0286a7 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.VMA-016.EFFCLG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006705,"",✓,JCL-NAE54/FCB-01.VMA-016.EFFCLG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2020-05-12T11:30:04-07:00 Los_Angeles,"","","",966,2018-08-03T23:00:08-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:25.381-07:00 Los_Angeles,2018-12-07T09:45:30.054-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3005014,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE54/FCB-01.VMA-016.EFFCLG-SP.Trend1,"",Los_Angeles,°C,"","","","","","",VAV-106.EFFCLG-SP,✓,2020-04-09T19:02:16.257Z UTC
@p:ubcv:r:22fe3ff1-40b58ec1 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.FEC-035.EFFCLG-SP,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3007032,"",✓,JCL-NAE54/FCB-01.FEC-035.EFFCLG-SP,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),✓,"","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","",@p:ubcv:r:22fe3fc3-ff997264 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22fe3fc3-6cd24fc4 Orchard Commons Unsorted Points,"","",✓,"","","",2019-05-09T14:04:04-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [80] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",2778,2018-08-08T16:47:23-07:00 Los_Angeles,fault,"","","",✓,Number,2020-05-12T01:13:13.273-07:00 Los_Angeles,2018-12-07T09:45:29.908-08:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AV3005294,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"","","",Los_Angeles,°C,"","","","","","","",✓,2020-04-14T16:50:02.23Z UTC
@p:ubcv:r:22ff2d76-62b7e703 Orchard Commons AHU-06 JCL-NAE54/FCB-02.VND-052.AI-7,✓,"","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3008558,"",✓,JCL-NAE54/FCB-02.VND-052.AI-7,"","","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:233299b3-acc74090 Orchard Commons AHU-06,"","","","","",@p:ubcv:r:2332976f-64c26d05 Orchard Commons Air Systems,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",60647,2018-08-08T22:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:46:25.387-07:00 Los_Angeles,2018-12-07T09:45:28.666-08:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI3006453,"","","","",✓,"",✓,"","","","","","","","","","",✓,@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-0debb839 JCL-NAE(54|55).+\.AI-7,✓,"",JCL-NAE54/FCB-02.VND-052.AI-7.Trend1,"",Los_Angeles,°C,"","","","","","",AHU-6.SUP_TMP_ST2,"",2020-04-09T19:02:16.261Z UTC
@p:ubcv:r:238b4baa-10fadbe3 Orchard Commons Unsorted Points JCL-NAE54/FCB-01.FEC-008.HTG-O,"","","",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"",TL3006578,"",✓,JCL-NAE54/FCB-01.FEC-008.HTG-O,"","",✓,"",@p:ubcv:r:21e6bc95-31ecd1f0 OCOM (NAE-54),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22f608c9-18fde0c6 Orchard Commons Unsorted Points,"","","","","",@p:ubcv:r:22f608c9-69b4f31b Orchard Commons Unsorted Points,✓,"",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50529,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:46:25.388-07:00 Los_Angeles,2018-12-07T09:45:31.897-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AV3004903,"","","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:20a65978-07ca6a0a Orchard Commons,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE54/FCB-01.FEC-008.HTG-O.Trend1,"",Los_Angeles,%,"",✓,"",✓,"","",FC-105.HTG-DMD,"",2020-04-09T19:02:16.262Z UTC
