id,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,bridgeName,chilled,chiller,cmd,co2,connRef,cooling,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mixed,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,return,run,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zone,mod
@p:ubcv:r:25a26824-8b752097 Wesbrook Building Unsorted Points WB_CAGEWASH_S,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL12,"",WB_CAGEWASH_S,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-01-08T08:04:00-08:00 Los_Angeles,"","","",1,2020-01-08T08:04:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:06:41.099-07:00 Los_Angeles,"","","",WB_CAGEWASH_S,✓,BI2403,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_CAGEWASH_S_TL,Los_Angeles,"","","","","","","","",2020-05-07T11:09:51.585Z UTC
@p:ubcv:r:21e2d069-eee1bdba Wesbrook Building Heating Plant 864_GHX1_GLS_SRC_VLV,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL80,✓,864_GHX1_GLS_SRC_VLV,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",244553,2018-01-03T22:45:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:50.594-07:00 Los_Angeles,2018-05-09T10:55:46.17-07:00 Los_Angeles,"","",864_GHX1_GLS_SRC_VLV,✓,AO1401,"","","","","",✓,"","","",✓,"","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_GHX1_GLS_SRC_VLV_POLL_TL,Los_Angeles,%,"","","","","","","",2020-04-09T19:02:09.665Z UTC
@p:ubcv:r:25a26824-a1a9cef0 Wesbrook Building Unsorted Points WB_RAD_P2_3W_HCV_PNEUMATIC,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL72,"",WB_RAD_P2_3W_HCV_PNEUMATIC,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:44.35-07:00 Los_Angeles,"","","",WB_RAD_P2_3W_HCV_PNEUMATIC,✓,AO1201,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_RAD_P2_3W_HCV_PNEUMATIC_POLL_TL,Los_Angeles,%,"","","","","","","",2020-05-07T11:09:51.595Z UTC
@p:ubcv:r:25a26824-e6764254 Wesbrook Building Unsorted Points WB_OAT,✓,@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL71,"",WB_OAT,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:44.57-07:00 Los_Angeles,"","","",Outside Air Temp,"",AI2303,"","","","",✓,✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0f-fb64145f .+_OAT(\d)?(_AV)?(_TL)?,✓,WB_OAT_POLL_TL,Los_Angeles,°C,"","","","","","","",2020-05-07T11:09:51.604Z UTC
@p:ubcv:r:25a26824-1369e5c2 Wesbrook Building Unsorted Points WB_AC_01_RM301_RT_SP,✓,@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL108,"",WB_AC_01_RM301_RT_SP,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:44.67-07:00 Los_Angeles,"","","",Zone Temp Effective Sp,"",AV392,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,WB_AC_01_RM301_RT_SP_POLL_TL,Los_Angeles,°C,"","","","","","",✓,2020-05-07T11:09:51.609Z UTC
@p:ubcv:r:25a26b40-d0d0a4d4 Wesbrook Building Heating Plant 864_AHU_01_DX_CLG1_CU2,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL117,"",864_AHU_01_DX_CLG1_CU2,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:50.62-07:00 Los_Angeles,"","","",864_AHU_01_DX_CLG1_CU2,✓,BO2101,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_01_DX_CLG1_CU1_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:14.469Z UTC
@p:ubcv:r:25a26823-6cce441c Wesbrook Building Unsorted Points WB_AC_01_RM301_RT,✓,@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL63,"",WB_AC_01_RM301_RT,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:44.751-07:00 Los_Angeles,"","","",Zone Temp,"",AI1802,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,WB_AC_01_RM301_RT_POLL_TL,Los_Angeles,°C,"","","","","","",✓,2020-05-07T11:09:51.614Z UTC
@p:ubcv:r:25a26b40-4ff5e07b Wesbrook Building Heating Plant 864_AHU_03_RM142_RT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL8,"",864_AHU_03_RM142_RT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T06:41:58-07:00 Los_Angeles,"","","",699,2019-12-31T02:45:06-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:50.623-07:00 Los_Angeles,"","","",Zone Temp,"",AI1704,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,864_AHU_03_RM142_RT_TL,Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:09.668Z UTC
@p:ubcv:r:25a26b40-4a4c87de Wesbrook Building Heating Plant WB_BUILDING_AVG_RT_DEMAND,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL143,"",WB_BUILDING_AVG_RT_DEMAND,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:50.629-07:00 Los_Angeles,"","","",WB_BUILDING_AVG_RT_DEMAND,✓,AV389,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_BUILDING_AVG_RT_DEMAND_TL,Los_Angeles,%,"","","","","","","",2020-04-09T19:02:09.669Z UTC
@p:ubcv:r:25a26824-68a508e5 Wesbrook Building Unsorted Points P2 WB_HWS_RAD_P2_S,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL22,"",WB_HWS_RAD_P2_S,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","OFF,ON",P2,@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-12T00:33:01-07:00 Los_Angeles,"","","",20,2020-01-08T08:04:02-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-13T09:06:41.244-07:00 Los_Angeles,"","","",Run Status,"",BI2102,"","","","","",✓,"","","","",✓,"","",✓,✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:2401fc01-30caa756 .+_PC?H?\d+[A-Z]?_P?S(_\d+)?(_TL)?,"",WB_HWS_RAD_P2_S_COV_TL,Los_Angeles,"","","","",✓,"","","",2020-05-13T11:00:59.158Z UTC
@p:ubcv:r:25a26b40-86c0f111 Wesbrook Building Heating Plant WB_KAM_ENERGY_MUX,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL24,"",WB_KAM_ENERGY_MUX,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:50.635-07:00 Los_Angeles,"","","",WB_KAM_ENERGY_MUX,✓,AV235,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_KAM_ENERGY_MUX_TL,Los_Angeles,MWh,"","","","","","","",2020-04-09T19:02:09.67Z UTC
@p:ubcv:r:25a26b40-9c5ca8ed Wesbrook Building Heating Plant 864_RAD_HE_04_VLV,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL91,"",864_RAD_HE_04_VLV,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,✓,✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:50.643-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO2504,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:24009998-4a630210 .+_HEX?(_\d+[A-Z]?)?((_\d+)+)?_VLV(_TL)?,"",864_RAD_HE_04_VLV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"","","",2020-04-09T19:02:09.671Z UTC
@p:ubcv:r:25a265c3-f14b494a Wesbrook Building Unsorted Points WB_AHU_02_ZONE_DP_SP,"",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"",TL13,"",WB_AHU_02_ZONE_DP_SP,"","","","","",@p:ubcv:r:25a254b0-0406a172 WESB WB_AHU_02_MR400_CP540200 (540200),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:00:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:41.052-07:00 Los_Angeles,"","","",WB_AHU_02_ZONE_DP_SP,✓,AV17,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AHU_02_ZONE_DP_SP_TL,Los_Angeles,Pa,"","","","","","","",2020-05-07T11:08:44.072Z UTC
@p:ubcv:r:25a26b40-c7a359ca Wesbrook Building Heating Plant 864_AHU_04_FZ,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL106,"",864_AHU_04_FZ,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:10:00-07:00 Los_Angeles,"","","",38023,2020-01-01T19:35:00-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:50.651-07:00 Los_Angeles,"","","",864_AHU_04_FZ,✓,BI2501,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_AHU_04_FZ_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-08T18:49:20.482Z UTC
@p:ubcv:r:25a26b40-f638a7af Wesbrook Building Heating Plant 864_AHU_04_RHC_09_HCV,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL180,"",864_AHU_04_RHC_09_HCV,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,✓,✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:50.664-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO3402,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",864_AHU_04_RHC_09_HCV_TL,Los_Angeles,%,"",✓,"",✓,"","","",2020-04-09T19:02:09.673Z UTC
@p:ubcv:r:25a26b40-c529b6c7 Wesbrook Building Heating Plant 864_AHU_04_RM200_RT,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL12,"",864_AHU_04_RM200_RT,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:50.671-07:00 Los_Angeles,"","","",Zone Temp,"",AI1708,"","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,864_AHU_04_RM200_RT_TL,Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:09.674Z UTC
@p:ubcv:r:25a26b40-77d46668 Wesbrook Building Heating Plant 864_AHU_01_HCV,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL2,"",864_AHU_01_HCV,"","","",✓,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,✓,✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-13T09:12:50.679-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO2303,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",864_AHU_01_HCV_TL,Los_Angeles,%,"",✓,"",✓,"","","",2020-04-09T19:02:09.675Z UTC
@p:ubcv:r:25a26823-d48fda54 Wesbrook Building Unsorted Points WB_AC_01_DSP,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL52,"",WB_AC_01_DSP,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:45.028-07:00 Los_Angeles,"","","",WB_AC_01_DSP,✓,AI1201,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AC_01_DSP_POLL_TL,Los_Angeles,Pa,"","","","","","","",2020-05-07T11:09:51.633Z UTC
@p:ubcv:r:25a26824-d54a6300 Wesbrook Building Unsorted Points WB_AC_02_EAD,✓,@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL81,"",WB_AC_02_EAD,"","","",✓,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,✓,"","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12988,2019-12-29T13:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:06:45.12-07:00 Los_Angeles,"","","",Exhaust Air Damper Cmd,"",AO1504,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","",@p:ubcv:r:23e65d0e-a8302b6d .+_EAD(_ES)?(_TL)?,"",WB_AC_02_EAD_POLL_TL,Los_Angeles,%,"","","","","","","",2020-05-07T11:09:51.638Z UTC
@p:ubcv:r:2646a8f8-a20ddb38 Wesbrook Building Unsorted Points WB_AC_02_AVG_RT_CO_TL,"",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"",TL13,"",WB_AC_02_AVG_RT_CO_TL,"","","","","",@p:ubcv:r:25a254b0-5302ded0 WESB WB_ROOF_MR412_CHILLER_OAT_CP540100 (540100),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a265c3-89b7c0d0 Wesbrook Building Unsorted Points,✓,"","","",@p:ubcv:r:25a265c3-5258cf28 Wesbrook Building Unsorted Points,"",✓,"","","","","folio::HisConfigErr: Missing 'kind' tag [@p:ubcv:r:2646a8f8-a20ddb38 ""Wesbrook Building Unsorted Points WB_AC_02_AVG_RT_CO_TL""]","","","","",fault,"","","",2020-05-13T07:50:32.865-07:00 Los_Angeles,"","","",WB_AC_02_AVG_RT_CO_TL,✓,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",WB_AC_02_AVG_RT_CO_TL,Los_Angeles,"","","","","","","","",2020-05-07T11:09:51.643Z UTC
@p:ubcv:r:25a26b40-6681e263 Wesbrook Building HX-1 864_HX1_HWS_P01_VFD_C,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL113,"",864_HX1_HWS_P01_VFD_C,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2634b966-c64cc42e Wesbrook Building HX-1,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-12T17:03:48-07:00 Los_Angeles,"","","",1698,2019-12-29T13:16:02-08:00 Los_Angeles,ok,"","",Bool,2020-05-13T09:12:50.688-07:00 Los_Angeles,"","","",864_HX1_HWS_P01_VFD_C,✓,BO1104,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_HX1_HWS_P01_VFD_C_POLL_TL,Los_Angeles,"","","","","","","","",2020-04-23T20:50:35.608Z UTC
@p:ubcv:r:25a26b40-59ec24e0 Wesbrook Building Heating Plant 864_GHX1_GLS_PRES,"",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL130,"",864_GHX1_GLS_PRES,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-04-09T15:40:21-07:00 Los_Angeles,"","","",92,2020-01-05T16:13:57-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:50.703-07:00 Los_Angeles,"","","",864_GHX1_GLS_PRES,✓,AI1502,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"","","","","","","","",864_GHX1_GLS_PRES_TL,Los_Angeles,psi,"","","","","","","",2020-04-09T19:02:09.677Z UTC
@p:ubcv:r:25a26b40-89ea7326 Wesbrook Building Heating Plant 864_AHU_04_RHC_04_SAT_SP,✓,@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"",TL210,"",864_AHU_04_RHC_04_SAT_SP,"","","","","",@p:ubcv:r:21e2cfe9-9fba4f7e WESB Main Router (540000),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:21dffdae-c28b6c6b Wesbrook Building Heating Plant,✓,"","","",@p:ubcv:r:21dff50a-db7797e9 Wesbrook Building Hydronic Systems,"",✓,"","","",2020-05-13T09:00:00-07:00 Los_Angeles,"","","",12908,2019-12-30T09:15:00-08:00 Los_Angeles,ok,"","",Number,2020-05-13T09:12:50.711-07:00 Los_Angeles,"","","",Discharge Air Temp Sp,"",AV511,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a66b75-7a9616c8 Wesbrook Building,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,864_AHU_04_RHC_04_SAT_SP_TL,Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:09.678Z UTC
