id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,domestic,effective,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,kind,lastSynced,lastTagged,leaving,low,mixed,navName,noTagMatch,objectId,outside,point,power,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,water,zachName,zone,mod
@p:ubcv:r:238b49f8-9be3b9e0 Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC008.RA-T,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000248,✓,JCL-NAE27/FCB.01A-FEC008.RA-T,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.292-07:00 Los_Angeles,2018-12-07T09:45:32.063-08:00 Los_Angeles,"","","",Return Air Temp,"",AI3000247,"",✓,"","","",✓,"","",✓,@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-33dbc1b0 .+(\.|-| )RA-T,✓,JCL-NAE27/FCB.01A-FEC008.RA-T.Trend1,Los_Angeles,°C,"","","",OldAud.AHU4.RA-T,"",2020-04-30T11:05:53.527Z UTC
@p:ubcv:r:238b49f8-26be66fe Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC007.HTG-O,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000219,✓,JCL-NAE27/FCB.01A-FEC007.HTG-O,✓,@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,✓,✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T15:51:08.3-07:00 Los_Angeles,2018-12-07T09:45:32.107-08:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO3000218,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE27/FCB.01A-FEC007.HTG-O.Trend1,Los_Angeles,_,"",✓,✓,OldAud.AHU3.HTG-O,"",2020-04-30T11:05:53.64Z UTC
@p:ubcv:r:24edab69-3da15081 Old Auditorium Unsorted Points JCL-NAE27/Schedule.AHU4 Schedule,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),SCH3000361,"",✓,JCL-NAE27/Schedule.AHU4 Schedule,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","",unknown,"","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2019-08-21T08:45:00-07:00 Los_Angeles,"","","",198,2019-08-19T12:10:00-07:00 Los_Angeles,"","","",✓,Number,"","","","","",Scheduled Occupancy,"","","",✓,"","","","","",✓,"",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:24ede125-239d50ec .+(S|s)chedule(.+)?,"","",Los_Angeles,MWh,"","","","","",2020-04-30T11:05:53.758Z UTC
@p:ubcv:r:238b49f8-fe34fed7 Old Auditorium Unsorted Points JCL-NAE27/FCB.Local Application.F6-S,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000075,✓,JCL-NAE27/FCB.Local Application.F6-S,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-04-30T11:22:32-07:00 Los_Angeles,"","","",767,2018-11-18T21:51:41-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:51:08.01-07:00 Los_Angeles,2018-11-25T13:45:23.28-08:00 Los_Angeles,"","","",JCL-NAE27/FCB.Local Application.F6-S,✓,BI3000073,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/FCB.Local Application.F6-S.Trend1,Los_Angeles,"","","","",OldAud.EF.F6-S,"",2020-04-30T11:05:53.867Z UTC
@p:ubcv:r:238b49f8-db20702d Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC009.SF-C,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000288,✓,JCL-NAE27/FCB.01A-FEC009.SF-C,✓,@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,✓,"","","","","","Off,On","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"",✓,"","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-11T17:00:02-07:00 Los_Angeles,"","","",763,2018-11-19T08:25:02-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:51:08.234-07:00 Los_Angeles,2018-12-07T09:45:36.1-08:00 Los_Angeles,"","","",Discharge Fan Run Cmd,"",BO3000287,"",✓,"","","","",✓,"","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"",JCL-NAE27/FCB.01A-FEC009.SF-C.Trend1,Los_Angeles,"","","","",OldAud.RTU1.SF-C,"",2020-04-30T11:05:53.983Z UTC
@p:ubcv:r:238b49f8-111d6ae1 Old Auditorium Unsorted Points JCL-NAE27/BACnet1.WiFi CAS gateway.Allard Hall.AI-12,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000561,✓,JCL-NAE27/BACnet1.WiFi CAS gateway.Allard Hall.AI-12,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","","","bacnet::ConfirmedServiceErr: [140] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","","","",fault,"","",✓,Number,2020-05-12T15:01:45.387-07:00 Los_Angeles,2018-11-25T13:45:23.723-08:00 Los_Angeles,"","","",JCL-NAE27/BACnet1.WiFi CAS gateway.Allard Hall.AI-12,✓,AI3000548,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","","",Los_Angeles,_,"","","","","",2020-04-30T11:05:54.101Z UTC
@p:ubcv:r:24edab69-e5c55162 Old Auditorium Unsorted Points JCL-NAE27/Schedule.AHU1 Schedule,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),SCH3000358,"",✓,JCL-NAE27/Schedule.AHU1 Schedule,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","",unknown,"","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2019-08-21T08:45:00-07:00 Los_Angeles,"","","",198,2019-08-19T12:10:00-07:00 Los_Angeles,"","","",✓,Number,"","","","","",Scheduled Occupancy,"","","",✓,"","","","","",✓,"",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:24ede125-239d50ec .+(S|s)chedule(.+)?,"","",Los_Angeles,MWh,"","","","","",2020-04-30T11:05:54.21Z UTC
@p:ubcv:r:238b49f8-67bc97f2 Old Auditorium Unsorted Points JCL-NAE27/FCB.Local Application.DHWGV1-O,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000087,✓,JCL-NAE27/FCB.Local Application.DHWGV1-O,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.308-07:00 Los_Angeles,2018-11-25T13:45:23.285-08:00 Los_Angeles,"","","",JCL-NAE27/FCB.Local Application.DHWGV1-O,✓,AO3000086,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/FCB.Local Application.DHWGV1-O.Trend1,Los_Angeles,%,"","","",OldAud.DW.DHWGV1-O,"",2020-04-30T11:05:54.323Z UTC
@p:ubcv:r:238b49f8-ee55eedd Old Auditorium Unsorted Points JCL-NAE27/FCB.Local Application.F6-C,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000024,✓,JCL-NAE27/FCB.Local Application.F6-C,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-11T17:01:36-07:00 Los_Angeles,"","","",1044,2018-11-18T21:51:35-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:51:08.187-07:00 Los_Angeles,2018-11-25T13:45:23.301-08:00 Los_Angeles,"","","",JCL-NAE27/FCB.Local Application.F6-C,✓,BO3000023,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/FCB.Local Application.F6-C.Trend1,Los_Angeles,"","","","",OldAud.EF.F6-C,"",2020-04-30T11:05:54.447Z UTC
@p:ubcv:r:238b49f8-c6ae75f6 Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC008.HTG-O,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000256,✓,JCL-NAE27/FCB.01A-FEC008.HTG-O,✓,@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,✓,✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T15:51:08.317-07:00 Los_Angeles,2018-12-07T09:45:32.067-08:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO3000255,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE27/FCB.01A-FEC008.HTG-O.Trend1,Los_Angeles,_,"",✓,✓,OldAud.AHU4.HTG-O,"",2020-04-30T11:05:54.569Z UTC
@p:ubcv:r:238b49f8-c61ae47f Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC006.RF-C,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000163,✓,JCL-NAE27/FCB.01A-FEC006.RF-C,✓,@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","",✓,"","","Off,On","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"",✓,"","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-11T17:01:33-07:00 Los_Angeles,"","","",1035,2018-11-18T22:01:33-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:51:08.135-07:00 Los_Angeles,2018-12-07T09:45:31.95-08:00 Los_Angeles,"","","",Return Fan Enable Cmd,"",BO3000162,"",✓,"","","",✓,"","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-da30c357 .+(\.|-| )RF(\d?)-C,"",JCL-NAE27/FCB.01A-FEC006.RF-C.Trend1,Los_Angeles,"","","","",OldAud.AHU2.RF-C,"",2020-04-30T11:05:54.689Z UTC
@p:ubcv:r:238b49f8-673d7515 Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC009.SF-S,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000297,✓,JCL-NAE27/FCB.01A-FEC009.SF-S,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,✓,"","","","","","Off,On","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"",✓,"","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-11T17:00:39-07:00 Los_Angeles,"","","",857,2018-11-19T08:25:05-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:51:08.275-07:00 Los_Angeles,2018-12-07T09:45:32.053-08:00 Los_Angeles,"","","",Discharge Fan Run Status,"",BI3000295,"",✓,"","","","",✓,"",✓,@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"",JCL-NAE27/FCB.01A-FEC009.SF-S.Trend1,Los_Angeles,"","","","",OldAud.RTU1.SF-S,"",2020-04-30T11:05:54.807Z UTC
@p:ubcv:r:238b49f8-d194bcc0 Old Auditorium Unsorted Points JCL-NAE27/FCB.Local Application.P3&4-S,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000037,✓,JCL-NAE27/FCB.Local Application.P3&4-S,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-11T21:55:07-07:00 Los_Angeles,"","","",207,2018-12-20T12:39:17-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:51:08.044-07:00 Los_Angeles,2018-11-25T13:45:23.298-08:00 Los_Angeles,"","","",JCL-NAE27/FCB.Local Application.P3&4-S,✓,BI3000035,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/FCB.Local Application.P3&4-S.Trend1,Los_Angeles,"","","","",OldAud.HW.P3&4-S,"",2020-04-30T11:05:54.925Z UTC
@p:ubcv:r:238b49f8-dd671ab9 Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC008.PFILT-A,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000265,✓,JCL-NAE27/FCB.01A-FEC008.PFILT-A,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","Normal,Alarm","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-04-09T04:29:32-07:00 Los_Angeles,"","","",15,2018-12-20T12:39:19-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:51:07.953-07:00 Los_Angeles,2018-12-07T09:45:32.079-08:00 Los_Angeles,"","","",JCL-NAE27/FCB.01A-FEC008.PFILT-A,✓,BI3000263,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/FCB.01A-FEC008.PFILT-A.Trend1,Los_Angeles,"","","","",OldAud.AHU4.PFILT-A,"",2020-04-30T11:05:55.052Z UTC
@p:ubcv:r:238b49f8-edaa991e Old Auditorium Unsorted Points P5 JCL-NAE27/FCB.Local Application.P5-C,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000085,✓,JCL-NAE27/FCB.Local Application.P5-C,✓,@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $equipName $bmsName,"","","","","","","Off,On",P5,@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-04-30T11:22:32-07:00 Los_Angeles,"","","",17,2018-12-20T12:39:17-08:00 Los_Angeles,ok,"",✓,✓,Bool,2020-05-12T15:51:08.016-07:00 Los_Angeles,2018-12-07T09:45:30.7-08:00 Los_Angeles,"","","",Run Cmd,"",BO3000084,"",✓,"",✓,"","",✓,"","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-55a2ccd7 .+(\.|-| )P\d+\w?-(C|E),"",JCL-NAE27/FCB.Local Application.P5-C.Trend1,Los_Angeles,"","","",✓,OldAud.DW.P5-C,"",2020-05-12T11:03:27.744Z UTC
@p:ubcv:r:238b49f8-1e4581f8 Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC006.MAD-O,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000175,✓,JCL-NAE27/FCB.01A-FEC006.MAD-O,✓,@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","",✓,"","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.33-07:00 Los_Angeles,2018-12-07T09:45:31.934-08:00 Los_Angeles,"","",✓,Mixed Air Damper Cmd,"",AO3000174,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-7228537e .+(\.|-| )MAD-O,"",JCL-NAE27/FCB.01A-FEC006.MAD-O.Trend1,Los_Angeles,%,"","","",OldAud.AHU2.MAD-O,"",2020-04-30T11:05:55.295Z UTC
@p:ubcv:r:238b49f8-b77c3f07 Old Auditorium Unsorted Points JCL-NAE27/BACnet1.WiFi CAS gateway.Swings Space.AI-43,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000598,✓,JCL-NAE27/BACnet1.WiFi CAS gateway.Swings Space.AI-43,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","","","bacnet::ConfirmedServiceErr: [141] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","","","",fault,"","",✓,Number,2020-05-12T15:01:45.392-07:00 Los_Angeles,2018-11-25T13:45:23.711-08:00 Los_Angeles,"","","",JCL-NAE27/BACnet1.WiFi CAS gateway.Swings Space.AI-43,✓,AI3000594,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","","",Los_Angeles,_,"","","","","",2020-04-30T11:05:55.408Z UTC
@p:ubcv:r:263d6d8f-14e040cf Old Auditorium Unsorted Points JCL-NAE27/Event Rate Trend Log,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000404,"",JCL-NAE27/Event Rate Trend Log,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","","","folio::HisConfigErr: Missing 'kind' tag [@p:ubcv:r:263d6d8f-14e040cf ""Old Auditorium Unsorted Points JCL-NAE27/Event Rate Trend Log""]","","","","",fault,"","",✓,"",2020-05-12T15:01:45.443-07:00 Los_Angeles,"","","","",JCL-NAE27/Event Rate Trend Log,✓,"","",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/Event Rate Trend Log,Los_Angeles,"","","","","","",2020-04-30T11:05:55.53Z UTC
@p:ubcv:r:238b49f8-58b4dc1c Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC005.RF-S,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000118,✓,JCL-NAE27/FCB.01A-FEC005.RF-S,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"",✓,"","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-11T17:01:33-07:00 Los_Angeles,"","","",1045,2018-11-18T22:01:36-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:51:08.172-07:00 Los_Angeles,2018-12-07T09:45:31.972-08:00 Los_Angeles,"","","",Return Fan Run Status,"",BI3000116,"",✓,"","","",✓,✓,"",✓,@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-f0fa345b .+(\.|-| )RF(\d?)-S,"",JCL-NAE27/FCB.01A-FEC005.RF-S.Trend1,Los_Angeles,"","","","",OldAud.AHU1.RF-S,"",2020-04-30T11:05:55.643Z UTC
@p:ubcv:r:238b49f8-9c4d5a2c Old Auditorium Unsorted Points P6 JCL-NAE27/FCB.01A-FEC008.P6-C,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000262,✓,JCL-NAE27/FCB.01A-FEC008.P6-C,✓,@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $equipName $bmsName,"","","","","","","Off,On",P6,@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-04-09T04:29:32-07:00 Los_Angeles,"","","",204,2018-12-02T02:21:22-08:00 Los_Angeles,ok,"",✓,✓,Bool,2020-05-12T15:51:07.961-07:00 Los_Angeles,2018-12-07T09:45:32.084-08:00 Los_Angeles,"","","",Run Cmd,"",BO3000261,"",✓,"",✓,"","",✓,"","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-55a2ccd7 .+(\.|-| )P\d+\w?-(C|E),"",JCL-NAE27/FCB.01A-FEC008.P6-C.Trend1,Los_Angeles,"","","",✓,OldAud.AHU4.P6-C,"",2020-05-12T11:03:27.652Z UTC
@p:ubcv:r:238b49f8-8ca2953c Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC006.ZN-T,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000203,✓,JCL-NAE27/FCB.01A-FEC006.ZN-T,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.342-07:00 Los_Angeles,2018-12-07T09:45:32.104-08:00 Los_Angeles,"","","",Zone Temp,"",AI3000201,"",✓,"","","","","","",✓,@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE27/FCB.01A-FEC006.ZN-T.Trend1,Los_Angeles,°C,"","","",OldAud.AHU2.ZN-T,✓,2020-04-30T11:05:55.876Z UTC
@p:ubcv:r:2388a048-fd2926a1 Old Auditorium HW Main Meter Water Delta Temp,"","","","","","","","","","","","","","",✓,✓,$equipRef $navName,"","","","","","","","",@p:ubcv:r:2261059e-f0b0b7d2 Old Auditorium HW Main Meter,"","","","",@p:ubcv:r:2261059e-7b27ba16 Old Auditorium Utilities,"",✓,"","","","",deltaTemp,consumption,"","","","","","",Number,"","","","","",Water Delta Temp,"","","",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","",✓,"",Los_Angeles,°C,✓,"",✓,"","",2020-04-28T00:03:35.823Z UTC
@p:ubcv:r:238b49f8-4e4d9746 Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC009.REV1-C,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000286,✓,JCL-NAE27/FCB.01A-FEC009.REV1-C,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-04-20T16:00:03-07:00 Los_Angeles,"","","",133,2018-11-21T08:25:02-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:51:07.997-07:00 Los_Angeles,2018-11-25T13:45:23.999-08:00 Los_Angeles,"","","",JCL-NAE27/FCB.01A-FEC009.REV1-C,✓,BO3000285,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/FCB.01A-FEC009.REV1-C.Trend1,Los_Angeles,"","","","",OldAud.RTU1.REV1-C,"",2020-04-30T11:05:55.987Z UTC
