id,ahu,air,alarm,bacnetConnRef,bacnetCur,bacnetDis,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,bypass,chilled,chiller,cmd,co2,condenser,connRef,cool,cooling,count,covTest,cur,curConvert,curErr,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,filter,flow,freezeStat,groupRef,heat,heatWheel,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,lastTagged,leaving,low,mixed,mixing,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,pressure,pump,quantityID,reheat,reliability,return,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siemens,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,status,tagTableRef,tags,temp,test,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:25cd6b22-5ee487ef ICICS Unsorted Points JCL-NAE01/N2-17.FEC-015.Parameters.ADF10,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3055942,"","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF10,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",9305,2020-02-04T16:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.651-07:00 Los_Angeles,"","","","","","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF10,✓,AO3055912,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF10.Trend1,Los_Angeles,°C,"","","","","","",ECONSWO-SP,"",2020-04-09T19:01:56.966Z UTC
@p:ubcv:r:238a0b4a-3d0b00a5 ICICS Unsorted Points JCL-NAE01/Programming.In-Slab Zones.Perimeter.South level 3 valve position,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3040955,"",✓,JCL-NAE01/Programming.In-Slab Zones.Perimeter.South level 3 valve position,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Close,Open","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:28:48-07:00 Los_Angeles,"","","",3228,2018-11-22T06:23:46-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:48.512-07:00 Los_Angeles,2018-11-25T13:45:23.24-08:00 Los_Angeles,"","","","","",JCL-NAE01/Programming.In-Slab Zones.Perimeter.South level 3 valve position,✓,BV3040935,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/Programming.In-Slab Zones.Perimeter.South level 3 valve position.Trend1,Los_Angeles,"","","","","","","",South level 3 valve position,"",2020-04-08T18:50:45.378Z UTC
@p:ubcv:r:238a0b4c-48fcf80e ICICS Unsorted Points JCL-NAE01/Programming.ICICS.AHU-1.OST-HTG-SP,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3052497,"",✓,JCL-NAE01/Programming.ICICS.AHU-1.OST-HTG-SP,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","",✓,✓,"","","",2020-05-06T10:35:40-07:00 Los_Angeles,"","","",32,2018-12-12T06:50:13-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:50.105-07:00 Los_Angeles,2018-12-07T12:37:22.339-08:00 Los_Angeles,"","","","","",Zone Temp Heating Sp,"",AV3052494,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"",✓,"","","","",@p:ubcv:r:23e65d3e-a892db78 .+(\.|-| )HTG-SP,"",✓,"",JCL-NAE01/Programming.ICICS.AHU-1.OST-HTG-SP.Trend1,Los_Angeles,°C,"","","","","","",OST-HTG-SP,✓,2020-04-09T19:01:56.967Z UTC
@p:ubcv:r:238a0b4b-edda7fcc ICICS Rm 200 FC-02 JCL-NAE01/N2-16.IC16-004.02-FC-03 OHTG-SP,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3049474,"",✓,JCL-NAE01/N2-16.IC16-004.02-FC-03 OHTG-SP,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc38-b548844c ICICS Rm 200 FC-02,"","","","","","",@p:ubcv:r:21978aa2-556858ee ICICS Floor 2,"","",✓,✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",51404,2018-11-21T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.732-07:00 Los_Angeles,2018-12-07T12:37:22.008-08:00 Los_Angeles,"","","","","",Zone Temp Occupied Heating Sp,"",AO3032077,✓,"","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-2b1fe674 ICICS Rm 200,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"",✓,"","","","",@p:ubcv:r:23e65d3e-e4023442 .+(\.|-| )OHTG-SP,"",✓,"",JCL-NAE01/N2-16.IC16-004.02-FC-03 OHTG-SP.Trend1,Los_Angeles,°C,"","","","","","",02-FC-03 OHTG-SP,✓,2020-04-09T19:01:56.968Z UTC
@p:ubcv:r:238a0b2f-cdd9f47b ICICS Unsorted Points JCL-NAE03/FCB.FEC-007.Parameters.LCHWT-SP,"","","",@p:ubcv:r:21e6a661-36fe7a6c ICICS (NAE-03),"","",TL3002376,"",✓,JCL-NAE03/FCB.FEC-007.Parameters.LCHWT-SP,"","","","","","","",@p:ubcv:r:21e6a661-36fe7a6c ICICS (NAE-03),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",46356,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:46:38.667-07:00 Los_Angeles,2018-11-25T13:45:23.319-08:00 Los_Angeles,"","","","","",JCL-NAE03/FCB.FEC-007.Parameters.LCHWT-SP,✓,AV3002368,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE03/FCB.FEC-007.Parameters.LCHWT-SP.Trend1,Los_Angeles,°C,"","","","","","",1660.IS.LCHWT-SP,"",2020-05-08T11:39:27.361Z UTC
@p:ubcv:r:238a0b48-5005d03d ICICS AHU-01 JCL-NAE01/N2-16.IC16-002.SA-T,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3007755,"",✓,JCL-NAE01/N2-16.IC16-002.SA-T,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:2399bc38-8f61f0f3 ICICS AHU-01,"","","","","","",@p:ubcv:r:2203b248-90711536 ICICS Air Systems,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",51249,2018-11-21T17:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.653-07:00 Los_Angeles,2018-12-07T12:37:21.006-08:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI3007754,"","","","","","",✓,"","","","","","","","","","","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,"",JCL-NAE01/N2-16.IC16-002.SA-T.Trend,Los_Angeles,°C,"","","","","","",IC-AHU1.SA-T,"",2020-04-09T19:01:56.969Z UTC
@p:ubcv:r:238a0b4a-a8a23cb9 ICICS Rm 139 FC-CO JCL-NAE01/N2-17.IC17-114.GD-FC-CO FC-C.Trend1.Trend1,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3042019,"",✓,JCL-NAE01/N2-17.IC17-114.GD-FC-CO FC-C.Trend1.Trend1,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc38-44c407d4 ICICS Rm 139 FC-CO,"","","","","","",@p:ubcv:r:21978a98-3cec515f ICICS Floor 1,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",27192,2019-08-01T04:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.655-07:00 Los_Angeles,2018-11-25T13:45:23.957-08:00 Los_Angeles,"","","","","",JCL-NAE01/N2-17.IC17-114.GD-FC-CO FC-C.Trend1.Trend1,✓,"","","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-70be6308 ICICS Rm 139,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","",✓,"","","",Los_Angeles,_,"","","","","","","","",2020-04-09T19:15:02.143Z UTC
@p:ubcv:r:238a0b5b-f5f19e79 ICICS Unsorted Points JCL-NAE02/FCB.Local Application.PHW - SYSTEM-EN,"","","",@p:ubcv:r:21e6a640-8dab48fe ICICS (NAE-02),"","",TL3001077,"",✓,JCL-NAE02/FCB.Local Application.PHW - SYSTEM-EN,"","","","","","","",@p:ubcv:r:21e6a640-8dab48fe ICICS (NAE-02),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","False,True","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-04T22:02:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [245] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",109,2018-12-20T12:37:56-08:00 Los_Angeles,fault,"","","",✓,Bool,2020-05-12T01:13:13.251-07:00 Los_Angeles,2018-11-25T13:45:23.318-08:00 Los_Angeles,"","","","","",JCL-NAE02/FCB.Local Application.PHW - SYSTEM-EN,✓,BV3001024,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE02/FCB.Local Application.PHW - SYSTEM-EN.Trend1,Los_Angeles,"","","","","","","",PHW - SYSTEM-EN,"",2020-05-06T11:01:52.038Z UTC
@p:ubcv:r:238a0b4a-f49460ee ICICS Rm 660 FC-SR JCL-NAE01/N2-17.IC17-023.06-FC-SR CLG-VLV,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3031941,"",✓,JCL-NAE01/N2-17.IC17-023.06-FC-SR CLG-VLV,"","",✓,"",✓,"","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"",✓,"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc37-c38e80aa ICICS Rm 660 FC-SR,"","","","","","",@p:ubcv:r:2399b50a-f5463425 ICICS Floor 6,"","","",✓,"","","",2020-05-08T10:59:18-07:00 Los_Angeles,"","","",1102,2018-11-20T07:45:34-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.568-07:00 Los_Angeles,2018-12-07T12:37:22.19-08:00 Los_Angeles,"","","","","",Cooling Valve Cmd,"",AO3031936,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-d7b5f8ad ICICS Rm 660,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","","",JCL-NAE01/N2-17.IC17-023.06-FC-SR CLG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","",IC-LVL6-FC.06-FC-SR CLG-VLV,"",2020-04-14T16:50:00.055Z UTC
@p:ubcv:r:238a0b48-07be4c06 ICICS Rm 309 Zone JCL-NAE01/N2-16.IC16-046.03-RH-03 ZN-T,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3008620,"",✓,JCL-NAE01/N2-16.IC16-046.03-RH-03 ZN-T,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc39-384019c2 ICICS Rm 309 Zone,"","","","","","",@p:ubcv:r:21978aa2-70b093b5 ICICS Floor 3,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",50966,2018-11-22T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.658-07:00 Los_Angeles,2018-12-07T12:37:23.269-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3008619,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-15b71d14 ICICS Rm 309,"","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,"",JCL-NAE01/N2-16.IC16-046.03-RH-03 ZN-T.Trend,Los_Angeles,°C,"","","","","","",IC-LVL3-RH.03-RH-03 ZN-T,✓,2020-04-09T19:01:56.972Z UTC
@p:ubcv:r:238a0b48-a9a48291 ICICS Unsorted Points JCL-NAE01/N2-16.IC16-028.05-RH-06 ZN-T,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3008304,"",✓,JCL-NAE01/N2-16.IC16-028.05-RH-06 ZN-T,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",50966,2018-11-22T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.659-07:00 Los_Angeles,2018-12-07T12:37:21.062-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3008303,"","","","","","",✓,"","","","","","","","","","","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,"",JCL-NAE01/N2-16.IC16-028.05-RH-06 ZN-T.Trend,Los_Angeles,°C,"","","","","","",IC-LVL5-RH.05-RH-06 ZN-T,✓,2020-04-09T19:01:56.973Z UTC
@p:ubcv:r:24edab6b-2827c054 ICICS Unsorted Points JCL-NAE01/Schedule.ICICS Occupancy Schedule,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),SCH3012902,"","","",✓,JCL-NAE01/Schedule.ICICS Occupancy Schedule,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","",unknown,"","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2019-08-21T08:45:00-07:00 Los_Angeles,Connector slow,"","",182,2019-08-19T12:26:00-07:00 Los_Angeles,fault,"","","",✓,Number,"","","","","","","",Scheduled Occupancy,"","","","","","","","",✓,"","","","","","","","","","","",✓,"","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","","",Los_Angeles,"","","","","","","","","",2020-02-05T12:01:45.703Z UTC
@p:ubcv:r:238a0b4a-25d1aec8 ICICS Unsorted Points JCL-NAE01/Programming.In-Slab Zones.Slab temperature set points.South level G cooling set point,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3042043,"",✓,JCL-NAE01/Programming.In-Slab Zones.Slab temperature set points.South level G cooling set point,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",50966,2018-11-22T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.661-07:00 Los_Angeles,2018-11-25T13:45:23.962-08:00 Los_Angeles,"","","","","",JCL-NAE01/Programming.In-Slab Zones.Slab temperature set points.South level G cooling set point,✓,AV3038752,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/Programming.In-Slab Zones.Slab temperature set points.South level G cooling set point.Trend1,Los_Angeles,°C,"","","","","","",South level G cooling set point,"",2020-04-09T19:01:56.974Z UTC
@p:ubcv:r:238a0b49-36ac4235 ICICS Rm 339 FC-C0 JCL-NAE01/N2-17.IC17-142.03-RH-09 ZN-T,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3011130,"",✓,JCL-NAE01/N2-17.IC17-142.03-RH-09 ZN-T,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc38-2e27f4d0 ICICS Rm 339 FC-C0,"","","","","","",@p:ubcv:r:21978aa2-70b093b5 ICICS Floor 3,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",50966,2018-11-22T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.733-07:00 Los_Angeles,2018-12-07T12:37:22.066-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3011129,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-cee13bc2 ICICS Rm 339,"","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,"",JCL-NAE01/N2-17.IC17-142.03-RH-09 ZN-T.Trend,Los_Angeles,°C,"","","","","","",CS-LVL3-RH.03-RH-09 ZN-T - SR 0000193424,✓,2020-04-09T19:01:56.975Z UTC
@p:ubcv:r:238a0b4b-e03d879f ICICS Rm 100 FC-01 JCL-NAE01/N2-17.IC17-106.02-FC-01 HTG-VLV,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3049468,"",✓,JCL-NAE01/N2-17.IC17-106.02-FC-01 HTG-VLV,"","","","",✓,"","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc38-3ae427f5 ICICS Rm 100 FC-01,"","","","","","",@p:ubcv:r:21978a98-3cec515f ICICS Floor 1,"","",✓,✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",25892,2018-11-19T17:30:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:54:49.72-07:00 Los_Angeles,2018-12-07T12:37:22.148-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3010366,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-3bf1edef ICICS Rm 100,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","","",JCL-NAE01/N2-17.IC17-106.02-FC-01 HTG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","",IC-LVL2-FC.02-FC-01 HTG-VLV,"",2020-04-14T16:49:59.521Z UTC
@p:ubcv:r:238a0b2f-6b55057e ICICS Cooling Plant JCL-NAE03/FCB.Local Application.IC-CW_CHW-BYP-S,"","","",@p:ubcv:r:21e6a661-36fe7a6c ICICS (NAE-03),"","",TL3000459,"",✓,JCL-NAE03/FCB.Local Application.IC-CW_CHW-BYP-S,"","","","","","","",@p:ubcv:r:21e6a661-36fe7a6c ICICS (NAE-03),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Close,Open","",@p:ubcv:r:2399d7c8-53746d7f ICICS Cooling Plant,"","","","","","",@p:ubcv:r:216983e3-ef52cc34 ICICS Hydronic Systems,"","","",✓,"","","",2020-05-12T13:32:49-07:00 Los_Angeles,"","","",18705,2018-11-22T13:28:34-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:46:38.176-07:00 Los_Angeles,2018-12-07T12:37:21.671-08:00 Los_Angeles,"","","","","",JCL-NAE03/FCB.Local Application.IC-CW_CHW-BYP-S,✓,BI3000458,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-e059cc38 .+(\.|-|_)BYP-FB,"","","",JCL-NAE03/FCB.Local Application.IC-CW_CHW-BYP-S.Trend1,Los_Angeles,"","","","","","","",IC-CW.CHW-BYP-S,"",2020-05-08T11:39:27.371Z UTC
@p:ubcv:r:238a0b4b-8eb6cfc6 ICICS AHU-02 JCL-NAE01/N2-17.IC17-010.MINOAD-C,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3043544,"",✓,JCL-NAE01/N2-17.IC17-010.MINOAD-C,"","","","",✓,"","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","Close,Open","",@p:ubcv:r:2399b9d2-f021e0f7 ICICS AHU-02,"","","","","","",@p:ubcv:r:2203b248-90711536 ICICS Air Systems,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",51401,2018-11-21T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:48.663-07:00 Los_Angeles,2018-12-07T12:37:21.86-08:00 Los_Angeles,"","","","","",Outside Air Damper Cmd,"",BO3009157,"","","","",✓,"",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-0102ff14 .+(\.|-| )MINOA(\d)?D?-C,"","","",JCL-NAE01/N2-17.IC17-010.MINOAD-C.Trend1,Los_Angeles,"","","","","","","",IC-AHU2.MINOAD-C,"",2020-04-08T18:50:29.678Z UTC
@p:ubcv:r:21a732ad-eb58cda6 ICICS Rm 301 VAV-11 JCL-NAE01/N2-17.IC17-037.SA-F,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3043555,"",✓,JCL-NAE01/N2-17.IC17-037.SA-F,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:21a732ad-9d6fcb72 ICICS Rm 301 VAV-11,"","","","",✓,"",@p:ubcv:r:21978aa2-70b093b5 ICICS Floor 3,"","","",✓,"","","",2020-05-12T14:44:40-07:00 Los_Angeles,"","","",47005,2017-11-21T11:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.505-07:00 Los_Angeles,2019-04-11T16:04:13.761-07:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AI3009857,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-b4437c5b ICICS Rm 301,"","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","","",JCL-NAE01/N2-17.IC17-037.SA-F.Trend1,Los_Angeles,L/s,"","","","","","",LP-LVL3.VAV-11.SA-F,"",2020-04-09T19:01:56.977Z UTC
@p:ubcv:r:25cd6b21-bad10864 ICICS Unsorted Points JCL-NAE01/N2-17.FEC-015.Parameters.ADF13,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3055939,"","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF13,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",9305,2020-02-04T16:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.664-07:00 Los_Angeles,"","","","","","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF13,✓,AI3055909,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF13.Trend1,Los_Angeles,_,"","","","","","",Effective minimum OA damper position,"",2020-04-09T19:15:02.157Z UTC
