id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,cmd,connRef,cooling,coolingTower,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,filter,flow,groupRef,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,low,lowLim,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,preFilter,preheat,pressure,pump,quantityID,return,run,runtime,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zachName,zone,mod
@p:ubcv:r:25a650df-fede0676 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-028.OUTPUT FREQ,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001748,"",JCL-NAE36/FCB-01.VND-028.OUTPUT FREQ,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11949,2020-01-05T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:02.941-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.VND-028.OUTPUT FREQ,✓,AV3000506,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.VND-028.OUTPUT FREQ.Trend1,Los_Angeles,Hz,"","","","",7320.PHWS\P06-VSD.OUTPUT FREQ,"",2020-04-09T19:02:08.161Z UTC
@p:ubcv:r:25a650e0-a5d48941 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-004.RF-C,✓,"",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001893,"",JCL-NAE36/FCB-01.FAC-004.RF-C,"",✓,@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","",✓,"","","Off,On","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","",✓,"","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17812,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:29:02.951-07:00 Los_Angeles,"","","","","",Return Fan Enable Cmd,"",BO3000614,"","","","","","",✓,"","","","","","","",✓,"","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-da30c357 .+(\.|-| )RF(\d?)-C,"",JCL-NAE36/FCB-01.FAC-004.RF-C.Trend1,Los_Angeles,"","","","","",7320.AHU-01.RF-C,"",2020-04-08T18:55:24.868Z UTC
@p:ubcv:r:25a650de-9209ff8b Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-006.RA2-H,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001784,"",JCL-NAE36/FCB-01.FAC-006.RA2-H,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17812,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:02.969-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-006.RA2-H,✓,AI3000555,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-006.RA2-H.Trend1,Los_Angeles,%RH,"","","","",7320.AHU-03.RA2-H,"",2020-04-09T19:02:08.162Z UTC
@p:ubcv:r:25a650df-85914a83 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-008.RAD_Eff-HWS-SP,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001611,"",JCL-NAE36/FCB-01.FAC-008.RAD_Eff-HWS-SP,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17812,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:29:02.985-07:00 Los_Angeles,✓,"","","","",Leaving Hot Water Temp Sp,"",AV3000206,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"",✓,"","","",@p:ubcv:r:23e65d3d-984fe61b .+(\.|-| )D?HWS\d?-SP,✓,JCL-NAE36/FCB-01.FAC-008.RAD_Eff-HWS-SP.Trend1,Los_Angeles,°C,"","","",✓,7320.SHW.RAD_HWS-EFFSP,"",2020-04-09T19:02:08.163Z UTC
@p:ubcv:r:25a650df-5c842427 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-004.EFFDAT-SP,✓,"",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001867,"",JCL-NAE36/FCB-01.FAC-004.EFFDAT-SP,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,✓,"",✓,"","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17812,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:03.011-07:00 Los_Angeles,"","","","","",Discharge Air Temp Effective Sp,"",AV3000591,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"",✓,"","","",@p:ubcv:r:23e65d3d-79dbc720 .+(\.|-| )EFFDAT-SP,✓,JCL-NAE36/FCB-01.FAC-004.EFFDAT-SP.Trend1,Los_Angeles,°C,"","","","",7320.AHU-01.DAT-EFFSP,"",2020-04-09T19:02:08.164Z UTC
@p:ubcv:r:25547e48-e1d4165f Coal & Mineral Unsorted Points JCL-NAE33/FCB.Local Application.EA-P,✓,"",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"",TL3000062,✓,JCL-NAE33/FCB.Local Application.EA-P,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"",✓,"","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",9164,2019-10-31T12:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.844-07:00 Los_Angeles,"","","","","",Exhaust Air Pressure,"",AI3000061,"","","","","","",✓,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-c2f456e8 .+(\.|-| )EA\d?-P,"",JCL-NAE33/FCB.Local Application.EA-P.Trend1,Los_Angeles,Pa,"","","","","","",2020-04-14T16:50:01.742Z UTC
@p:ubcv:r:25a650df-67b01541 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-007.HEP06-A,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3007600,"",JCL-NAE36/FCB-01.FAC-007.HEP06-A,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","Normal,Alarm","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T04:43:29-07:00 Los_Angeles,"","",435,2020-01-02T20:51:57-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:29:00.417-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-007.HEP06-A,✓,BI3007598,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-007.HEP06-A.Trend1,Los_Angeles,"","","","","",7320.AHU-RH.HEP06-A,"",2020-04-08T18:50:35.524Z UTC
@p:ubcv:r:25a650df-e69c7999 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-016.KWH,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001680,"",JCL-NAE36/FCB-01.VND-016.KWH,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11694,2020-01-06T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:03.042-07:00 Los_Angeles,"","","","","",Energy,"",AV3000323,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-a1543fdf .+(\.|-| )KWH,"",JCL-NAE36/FCB-01.VND-016.KWH.Trend1,Los_Angeles,kWh,"","","","",7320.AHU-3\RF03b-VFD.KWH,"",2020-04-09T19:02:08.166Z UTC
@p:ubcv:r:25a650df-ec0cba76 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-011.POWER,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001651,"",JCL-NAE36/FCB-01.VND-011.POWER,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11694,2020-01-06T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:03.051-07:00 Los_Angeles,"","","","","",Power,"",AV3000245,"","","","","","",✓,"",✓,"","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:2465eb72-f2244747 .+(\.|-| )POWER,"",JCL-NAE36/FCB-01.VND-011.POWER.Trend1,Los_Angeles,kW,"","","","",7320.AHU-1\RF01-VFD.POWER,"",2020-04-09T19:02:08.167Z UTC
@p:ubcv:r:25a64fc5-9d43aa5e Coal & Mineral Unsorted Points JCL-NAE35/FCB.Local Application.HEXV2-O,"","",@p:ubcv:r:25a64f7c-a26d1eba MINL (NAE-35),"",TL3000412,"",JCL-NAE35/FCB.Local Application.HEXV2-O,"","",@p:ubcv:r:25a64f7c-a26d1eba MINL (NAE-35),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6037,2020-01-05T12:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:27.668-07:00 Los_Angeles,"","","","","",JCL-NAE35/FCB.Local Application.HEXV2-O,✓,AO3000411,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE35/FCB.Local Application.HEXV2-O.Trend1,Los_Angeles,_,"","","","",1840.RAD.HEXV2-O,"",2020-04-09T19:15:13.912Z UTC
@p:ubcv:r:25547e48-c43d97ae Coal & Mineral Unsorted Points JCL-NAE33/Event Rate Trend Log,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"",TL3000495,✓,JCL-NAE33/Event Rate Trend Log,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",4227,2020-03-28T17:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.85-07:00 Los_Angeles,"","","","","",JCL-NAE33/Event Rate Trend Log,✓,"","","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","","",Los_Angeles,_,"","","","","","",2020-04-09T19:15:13.887Z UTC
@p:ubcv:r:25a64fc5-4dd26793 Coal & Mineral Unsorted Points JCL-NAE35/FCB.Local Application.Parameters.P01DP-SP,"","",@p:ubcv:r:25a64f7c-a26d1eba MINL (NAE-35),"",TL3000452,"",JCL-NAE35/FCB.Local Application.Parameters.P01DP-SP,"","",@p:ubcv:r:25a64f7c-a26d1eba MINL (NAE-35),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6037,2020-01-05T12:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:27.681-07:00 Los_Angeles,"","","","","",JCL-NAE35/FCB.Local Application.Parameters.P01DP-SP,✓,AV3000451,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE35/FCB.Local Application.Parameters.P01DP-SP.Trend1,Los_Angeles,kPa,"","","","",1840.HCL.P01DP-SP,"",2020-04-09T19:02:07.991Z UTC
@p:ubcv:r:24662664-df32e837 Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-007.ZN-T (NV),"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3002739,✓,JCL-NAE34/FCB-01.FAC-007.ZN-T (NV),"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.627-07:00 Los_Angeles,"","","","","",JCL-NAE34/FCB-01.FAC-007.ZN-T (NV),✓,AV3002738,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE34/FCB-01.FAC-007.ZN-T (NV).Trend1,Los_Angeles,°C,"","","","",1840.HRV-03.ZN-T (NV),"",2020-04-09T19:02:07.871Z UTC
@p:ubcv:r:25a650df-888ea05b Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-029.OUTPUT SPEED,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001755,"",JCL-NAE36/FCB-01.VND-029.OUTPUT SPEED,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"",✓,✓,"","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11949,2020-01-05T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:03.07-07:00 Los_Angeles,"","","","","","Exhaust Fan Speed ","",AV3000523,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","",✓,"","",@p:ubcv:r:2465ec95-c779bb49 .+(\.|-| )OUTPUT SPEED,"",JCL-NAE36/FCB-01.VND-029.OUTPUT SPEED.Trend1,Los_Angeles,rpm,"","","","",7320.PHWS\P07-VSD.OUTPUT SPEED,"",2020-04-09T19:02:08.169Z UTC
@p:ubcv:r:24662664-d04f969a Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-007.DA-T,✓,"",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3002742,✓,JCL-NAE34/FCB-01.FAC-007.DA-T,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.629-07:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI3002741,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,JCL-NAE34/FCB-01.FAC-007.DA-T.Trend1,Los_Angeles,°C,"","","","",1840.HRV-03.DA-T,"",2020-04-09T19:02:07.872Z UTC
@p:ubcv:r:25a650df-6c775fe4 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-028.MWH,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001745,"",JCL-NAE36/FCB-01.VND-028.MWH,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11694,2020-01-06T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:03.088-07:00 Los_Angeles,"","","","","",Energy,"",AV3000498,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:24818e7c-912c7dc9 .+(\.|-| )MWH,"",JCL-NAE36/FCB-01.VND-028.MWH.Trend1,Los_Angeles,MWh,"","","","",7320.PHWS\P06-VSD.MWH,"",2020-04-09T19:02:08.171Z UTC
@p:ubcv:r:25547e48-6e31c207 Coal & Mineral Unsorted Points JCL-NAE33/FCB.Local Application.HTG-O,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"",TL3000050,✓,JCL-NAE33/FCB.Local Application.HTG-O,"",✓,@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"",✓,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",9164,2019-10-31T12:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.864-07:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3000049,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE33/FCB.Local Application.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,"","",2020-04-14T16:50:03.086Z UTC
@p:ubcv:r:24662664-6049e1c7 Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-008.EFb-S,✓,"",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3003012,✓,JCL-NAE34/FCB-01.FAC-008.EFb-S,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"",✓,✓,"","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-04-09T04:31:56-07:00 Los_Angeles,"","",63,2019-05-06T10:31:25-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:27:07.517-07:00 Los_Angeles,"","","","","",Exhaust Fan Run Status,"",BI3003010,"","","","","","",✓,"","","","","","","","",✓,"","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-9d7111b8 .+(\.|-| |_)EF-?(\d+)?\w?-S,"",JCL-NAE34/FCB-01.FAC-008.EFb-S.Trend1,Los_Angeles,"","","","","",1840.LEF-4-101.EFb-S,"",2020-04-08T18:55:50.685Z UTC
@p:ubcv:r:25547e48-89400a8a Coal & Mineral Unsorted Points P3 JCL-NAE33/FCB.33A-FEC005.P3-C,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"",TL3000136,✓,JCL-NAE33/FCB.33A-FEC005.P3-C,"",✓,@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","Off,On",P3,@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T12:56:25-07:00 Los_Angeles,"","",75007,2019-12-13T14:24:58-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.871-07:00 Los_Angeles,"","","","","",Run Cmd,"",BO3000135,"","","","","","",✓,"","","","","",✓,"","",✓,"","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"",JCL-NAE33/FCB.33A-FEC005.P3-C.Trend1,Los_Angeles,"","","","","","","",2020-05-12T11:03:27.507Z UTC
@p:ubcv:r:25a650df-1cea3abd Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VMA-032.CLG-O,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3007084,"",JCL-NAE36/FCB-01.VMA-032.CLG-O,✓,✓,@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),✓,"","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-02-21T12:50:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [1] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",6335,2020-01-05T12:20:00-08:00 Los_Angeles,fault,"","","",✓,Number,2020-05-11T00:30:04.116-07:00 Los_Angeles,"","","","","",Cooling Valve Cmd,"",AV3005244,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"",JCL-NAE36/FCB-01.VMA-032.CLG-O.Trend1,Los_Angeles,%,"",✓,"",✓,7320.RM-2206 - VAV-2206.CLG-O,"",2020-04-14T16:50:00.939Z UTC
@p:ubcv:r:24662664-322c7a31 Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-012.AV-E12-F Min SP,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3003307,✓,JCL-NAE34/FCB-01.FAC-012.AV-E12-F Min SP,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.632-07:00 Los_Angeles,"","","","","",JCL-NAE34/FCB-01.FAC-012.AV-E12-F Min SP,✓,AV3003306,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE34/FCB-01.FAC-012.AV-E12-F Min SP.Trend1,Los_Angeles,L/s,"","","","",1840.LEF-4-101.AV Monitoring.AV-E12-F Min SP,"",2020-04-09T19:02:07.874Z UTC
@p:ubcv:r:25a650df-ef27d8f8 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-007.DHW-MV01B-O,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3007551,"",JCL-NAE36/FCB-01.FAC-007.DHW-MV01B-O,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",5955,2020-01-05T12:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:00.425-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-007.DHW-MV01B-O,✓,AO3007550,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-007.DHW-MV01B-O.Trend1,Los_Angeles,%,"","","","",7320.DHW.DHW-MV01B-O,"",2020-04-09T19:02:08.175Z UTC
