id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,chemC_CPP,chilled,chiller,cmd,co2,condenser,connRef,cool,cooling,coolingTower,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,district,domestic,dump,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,groupRef,heat,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mixing,mode,navName,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,point,pointRef,pointType,power,preFilter,pressure,proj_1830_3W2W,pump,quantityID,reliability,return,roomRef,run,runtime,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sump,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:22bc3c33-b3e7ee79 Chem Centre Lab D419 Zone JCL-NAE21/N2-A.21AVA174.D419-VLV,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3003175,"",✓,JCL-NAE21/N2-A.21AVA174.D419-VLV,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df185-b3efb397 Chem Centre Lab D419 Zone,"","","","",@p:ubcv:r:230df185-0b3dda7c Chem Centre Floor 3,"","",✓,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:07.955-07:00 Los_Angeles,2018-08-09T16:08:04.668-07:00 Los_Angeles,"","","","","","",Heating Valve Cmd,"",AO3003174,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df185-9dced223 Chem Centre Lab D419,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:2489baf9-582e5b31 .+(\.|-| )D\d+\w?-VLV,"",JCL-NAE21/N2-A.21AVA174.D419-VLV.Trend,Los_Angeles,%,"",✓,"",✓,"","",Third Floor Zone Controls.D419-VLV,"",2020-04-09T19:02:02.796Z UTC
@p:ubcv:r:22bc3c6b-527fc974 Chem Centre Unsorted Points JCL-NAE21/N2-A.AC-1and2 Rm D415.AC-2 Status,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3004922,"",✓,JCL-NAE21/N2-A.AC-1and2 Rm D415.AC-2 Status,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Off,On","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",19,2018-06-08T08:03:29-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.424-07:00 Los_Angeles,2018-07-30T13:54:03.637-07:00 Los_Angeles,"","","","","","",JCL-NAE21/N2-A.AC-1and2 Rm D415.AC-2 Status,✓,BI3004915,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.AC-1and2 Rm D415.AC-2 Status.Trend1,Los_Angeles,"","","","","","","",AC-2 Status,"",2020-04-08T18:52:47.432Z UTC
@p:ubcv:r:2590e4f1-a811ebea Chem Centre Rm D219 VAV-125 JCL-NAE21/N2-A.21AVM125.SA-F,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005568,"","",JCL-NAE21/N2-A.21AVM125.SA-F,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","","",@p:ubcv:r:230df185-23eff45b Chem Centre Rm D219 VAV-125,"","","",✓,@p:ubcv:r:230df184-c6d2a3ed Chem Centre Floor 1,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",13720,2019-12-20T18:15:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.597-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow,"",AI3000883,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"",JCL-NAE21/N2-A.21AVM125.SA-F.Trend1,Los_Angeles,L/s,"","","","","","",Meeting Room.SA-F,"",2020-04-09T19:02:02.797Z UTC
@p:ubcv:r:227a56cb-c764f35e Chem Centre AHU-1A P9 JCL-NAE21/N2-A.21ADX010.P9-S,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002096,"",✓,JCL-NAE21/N2-A.21ADX010.P9-S,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","","Off,On",P9,@p:ubcv:r:230df161-81e6989a Chem Centre AHU-1A,"","","","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","","",✓,"","","",2020-05-07T08:35:43-07:00 Los_Angeles,"","","",13720,2018-04-30T03:11:33-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:27:07.919-07:00 Los_Angeles,2018-12-07T09:45:29.565-08:00 Los_Angeles,"","","","","","",Run Status,"",BI3002094,"","","","","","",✓,"","","","","","",✓,"","","","",✓,"","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"",JCL-NAE21/N2-A.21ADX010.P9-S.Trend,Los_Angeles,"","","","","","","",AHU-D1A.P9-S,"",2020-05-12T11:03:27.675Z UTC
@p:ubcv:r:22bc3c33-a9910d00 Chem Centre Lab D428 Zone JCL-NAE21/N2-B.21BDX028.EV-D44-A,"",✓,✓,"",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3000356,"",✓,JCL-NAE21/N2-B.21BDX028.EV-D44-A,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Alarm,Normal","",@p:ubcv:r:230df185-2424042c Chem Centre Lab D428 Zone,✓,✓,"","",@p:ubcv:r:230df185-0b3dda7c Chem Centre Floor 3,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",11,2018-06-08T08:03:29-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.426-07:00 Los_Angeles,2018-12-07T09:45:29.571-08:00 Los_Angeles,"","","","","","",Exhaust Air Fan Alarm,"",BI3000354,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df185-da845c3b Chem Centre Lab D428,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:258694ff-feac8f01 .+(\.|-| |_)(EF|EV)-.+-A(LM)?,"",JCL-NAE21/N2-B.21BDX028.EV-D44-A.Trend,Los_Angeles,"","","","","","","",LAB-D428.EV-D44-A,"",2020-04-08T18:55:33.116Z UTC
@p:ubcv:r:25ba30bb-a00ce137 Chem Centre Rm D234 Zone JCL-NAE21/N2-A.21AVA137.OCC-C,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005760,"","",JCL-NAE21/N2-A.21AVA137.OCC-C,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Unoccupied,Occupied","",@p:ubcv:r:230df184-37d1131a Chem Centre Rm D234 Zone,"","","","",@p:ubcv:r:230df184-c6d2a3ed Chem Centre Floor 1,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",2,2020-01-20T16:39:46-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.428-07:00 Los_Angeles,"","","","","","","",Scheduled Occupancy,"",BO3002780,✓,"","","","","",✓,"","","","","","","","","","","","","",✓,"",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3d-31ff768c .+(\.|-| )OCC-C,"",JCL-NAE21/N2-A.21AVA137.OCC-C.Trend1,Los_Angeles,"","","","","","","",Main Floor Zone Controls.OCC-C,"",2020-04-08T18:50:19.415Z UTC
@p:ubcv:r:25ba30ba-31b4fa09 Chem Centre Rm D313 Zone JCL-NAE21/N2-A.21AVM153.SAF-SP,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005798,"","",JCL-NAE21/N2-A.21AVM153.SAF-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","","",@p:ubcv:r:230df185-2249f8fa Chem Centre Rm D313 Zone,"","","",✓,@p:ubcv:r:230df184-6bbb79c1 Chem Centre Floor 2,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",10713,2020-01-21T02:00:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.599-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow Sp,"",AO3001247,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"",JCL-NAE21/N2-A.21AVM153.SAF-SP.Trend1,Los_Angeles,L/s,"","","","","","",Office.SAF-SP,"",2020-04-09T19:02:02.798Z UTC
@p:ubcv:r:22bc3c33-eacd2920 Chem Centre Unsorted Points JCL-NAE21/N2-A.21AVA129.DXXX-T,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002597,"",✓,JCL-NAE21/N2-A.21AVA129.DXXX-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:07.957-07:00 Los_Angeles,2018-08-09T16:08:04.673-07:00 Los_Angeles,"","","","","","",JCL-NAE21/N2-A.21AVA129.DXXX-T,✓,AI3002595,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21AVA129.DXXX-T.Trend,Los_Angeles,°C,"","","","","","",Main Floor Zone Controls.DXXX-T,"",2020-04-09T19:02:02.799Z UTC
@p:ubcv:r:22bc3c33-ef3c6b57 Chem Centre Unsorted Points JCL-NAE21/N2-B.21BDX014.EV-D30-A,"",✓,✓,"",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3000133,"",✓,JCL-NAE21/N2-B.21BDX014.EV-D30-A,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Alarm,Normal","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,✓,✓,"","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",28,2018-06-08T08:03:29-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.43-07:00 Los_Angeles,2018-12-07T09:45:29.571-08:00 Los_Angeles,"","","","","","",Exhaust Air Fan Alarm,"",BI3000131,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:258694ff-feac8f01 .+(\.|-| |_)(EF|EV)-.+-A(LM)?,"",JCL-NAE21/N2-B.21BDX014.EV-D30-A.Trend,Los_Angeles,"","","","","","","",LAB-D414.EV-D30-A,"",2020-04-08T18:55:41.4Z UTC
@p:ubcv:r:227a56cb-f74fe716 Chem Centre AHU-02 RF JCL-NAE21/N2-A.21ADX008.RF-A,"",✓,✓,"",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3001929,"",✓,JCL-NAE21/N2-A.21ADX008.RF-A,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Normal,Alarm","",@p:ubcv:r:23747aaf-ae8ee9c8 Chem Centre AHU-02 RF,"",✓,"","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","","",✓,"","","",2020-03-19T05:55:23-07:00 Los_Angeles,"","","",38,2017-09-25T22:54:18-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:27:07.851-07:00 Los_Angeles,2018-12-07T09:45:29.566-08:00 Los_Angeles,"","","","","","",Return Fan Alarm,"",BI3001927,"","","","","","",✓,"","","","","","","","","",✓,"","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:258695ef-6eade023 .+(\.|-| |_)RF-A,"",JCL-NAE21/N2-A.21ADX008.RF-A.Trend,Los_Angeles,"","","","","","","",AHU-D2.RF-A,"",2020-04-08T18:55:31.958Z UTC
@p:ubcv:r:22bc3c33-ed09ea5f Chem Centre Rm D138 VAV-120 JCL-NAE21/N2-A.21AVM120.ZNT-SP,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3000764,"",✓,JCL-NAE21/N2-A.21AVM120.ZNT-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","",✓,"","","","","","",@p:ubcv:r:230df184-84bb2606 Chem Centre Rm D138 VAV-120,"","","","",@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:07.959-07:00 Los_Angeles,2018-12-07T09:45:29.568-08:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AO3000763,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df184-f4858953 Chem Centre Rm D138,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3e-1fede0fa .+(\.|-| )ZNT-SP,✓,JCL-NAE21/N2-A.21AVM120.ZNT-SP.Trend,Los_Angeles,°C,"","","","","","",Grid E-20.ZNT-SP,✓,2020-04-09T19:02:02.8Z UTC
@p:ubcv:r:22bc3c33-ffc76d03 Chem Centre Rm D316 Zone JCL-NAE21/N2-A.21AVA156.D318-VLV,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002969,"",✓,JCL-NAE21/N2-A.21AVA156.D318-VLV,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df184-0a50da31 Chem Centre Rm D316 Zone,"","","","",@p:ubcv:r:230df184-6bbb79c1 Chem Centre Floor 2,"","",✓,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:07.96-07:00 Los_Angeles,2018-08-09T16:08:04.679-07:00 Los_Angeles,"","","","","","",Heating Valve Cmd,"",AO3002968,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df184-45f5f60c Chem Centre Rm D316,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:2489baf9-582e5b31 .+(\.|-| )D\d+\w?-VLV,"",JCL-NAE21/N2-A.21AVA156.D318-VLV.Trend,Los_Angeles,%,"",✓,"",✓,"","",Second Floor Zone Controls.D318-VLV,"",2020-04-09T19:02:02.801Z UTC
@p:ubcv:r:22bc3c33-39067d24 Chem Centre Rm D113 VAV-103 JCL-NAE21/N2-A.21AVM103.ZN-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3000441,"",✓,JCL-NAE21/N2-A.21AVM103.ZN-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df184-95a2cef1 Chem Centre Rm D113 VAV-103,"","","","",@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:07.962-07:00 Los_Angeles,2018-12-07T09:45:29.57-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3000439,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df184-7680cec0 Chem Centre Rm D113,"","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE21/N2-A.21AVM103.ZN-T.Trend,Los_Angeles,°C,"","","","","","",Glass Blowing Lab.ZND113-T,✓,2020-04-09T19:02:02.802Z UTC
@p:ubcv:r:227a56cb-5366a3cf Chem Centre CT-1B JCL-NAE21/N2-A.21ADX003.CT1B-A,"","",✓,"",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3001810,"",✓,JCL-NAE21/N2-A.21ADX003.CT1B-A,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","",✓,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Normal,Alarm","",@p:ubcv:r:22baaa74-7ef460e0 Chem Centre CT-1B,"","","","",@p:ubcv:r:21850253-72b2f96b Chem Centre Hydronic Systems,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",20,2017-11-24T14:40:16-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.433-07:00 Los_Angeles,2018-12-07T09:45:29.52-08:00 Los_Angeles,"","","","","","",Cooling Tower Alarm,"",BI3001808,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-738052b5 .+(\.|-| )CT\d?\w?-A,"","",Los_Angeles,"","","","","","","",Cooling Tower.CT1B-A,"",2020-04-08T18:55:26.466Z UTC
@p:ubcv:r:25ba30bb-3ae84bfa Chem Centre Rm D215 Zone JCL-NAE21/N2-A.21AVM127.OCC-S,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005740,"","",JCL-NAE21/N2-A.21AVM127.OCC-S,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Unoccupied,Standby,Occupied","",@p:ubcv:r:230df185-97224bfe Chem Centre Rm D215 Zone,"","","","",@p:ubcv:r:230df184-c6d2a3ed Chem Centre Floor 1,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",2,2020-01-20T16:28:23-08:00 Los_Angeles,ok,"","",✓,"",Str,2020-05-12T14:27:07.435-07:00 Los_Angeles,"","","","","","","",JCL-NAE21/N2-A.21AVM127.OCC-S,✓,MSO3000927,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21AVM127.OCC-S.Trend1,Los_Angeles,"","","","","","","",Seminar Room.OCC-S,"",2020-04-08T18:50:20.068Z UTC
@p:ubcv:r:227a56cb-8082033b Chem Centre Unsorted Points JCL-NAE21/N2-A.21ADX003.NMR ABNML-A,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3001783,"",✓,JCL-NAE21/N2-A.21ADX003.NMR ABNML-A,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Normal,Alarm","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",22,2017-06-08T11:18:37-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.437-07:00 Los_Angeles,2018-12-07T09:45:28.99-08:00 Los_Angeles,"","","","","","",JCL-NAE21/N2-A.21ADX003.NMR ABNML-A,✓,BI3001781,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21ADX003.NMR ABNML-A.Trend,Los_Angeles,"","","","","","","",NMR Compressed Air.NMR ABNML-A,"",2020-04-08T18:55:37.517Z UTC
@p:ubcv:r:22bc3c6b-d5b004a7 Chem Centre Unsorted Points JCL-NAE21/N2-A.21AVN184.ZN-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005358,"",✓,JCL-NAE21/N2-A.21AVN184.ZN-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-05-12T09:51:34-07:00 Los_Angeles,"","","",2872,2018-06-14T16:16:31-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:07.905-07:00 Los_Angeles,2018-12-07T09:45:29.571-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AO3005334,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE21/N2-A.21AVN184.ZN-T.Trend1,Los_Angeles,°C,"","","","","","",ZN-T,✓,2020-04-09T19:02:02.803Z UTC
@p:ubcv:r:22bc3c33-8287d528 Chem Centre Rm D220 Zone JCL-NAE21/N2-A.21AVA131.D222-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002672,"",✓,JCL-NAE21/N2-A.21AVA131.D222-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df184-97d966c0 Chem Centre Rm D220 Zone,"","","","",@p:ubcv:r:230df184-c6d2a3ed Chem Centre Floor 1,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:07.964-07:00 Los_Angeles,2018-12-07T09:45:38.339-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3002670,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df184-5c201940 Chem Centre Rm D220,"","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3e-7700b082 .+(\.|-| )D\d+(\(N\)|\(S\)|[A-Z])?-T,✓,JCL-NAE21/N2-A.21AVA131.D222-T.Trend,Los_Angeles,°C,"","","","","","",Main Floor Zone Controls.D222-T,✓,2020-04-09T19:02:02.804Z UTC
@p:ubcv:r:227a56cb-affee0dc Chem Centre Cooling Plant CH-1 JCL-NAE21/N2-A.21ADX003.CHR-T,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3001720,"",✓,JCL-NAE21/N2-A.21ADX003.CHR-T,"","",✓,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",✓,"","",@p:ubcv:r:22baac6f-8e9d7e6b Chem Centre Cooling Plant CH-1,"","","","",@p:ubcv:r:21850253-72b2f96b Chem Centre Hydronic Systems,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",35627,2018-04-25T16:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:27:07.965-07:00 Los_Angeles,2018-12-07T09:45:29.52-08:00 Los_Angeles,"","","","","","",Entering Chilled Water Temp,"",AI3001719,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-b523edd7 .+(\.|-|_)CH(W2)?R-T,✓,JCL-NAE21/N2-A.21ADX003.CHR-T.Trend,Los_Angeles,°C,"","","",✓,"","",Chilled Water.CHR-T,"",2020-04-09T19:02:02.805Z UTC
@p:ubcv:r:22bc3c6b-729d8ecd Chem Centre Unsorted Points JCL-NAE21/N2-A.VND-021.POWER,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005433,"",✓,JCL-NAE21/N2-A.VND-021.POWER,"",✓,"","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",66464,2018-06-18T03:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.6-07:00 Los_Angeles,2018-08-09T16:08:04.684-07:00 Los_Angeles,"","","","","","",Power,"",AI3005229,"","","","","","",✓,"","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:2465eb72-f2244747 .+(\.|-| )POWER,"",JCL-NAE21/N2-A.VND-021.POWER.Trend1,Los_Angeles,kW,"","","","","","",EF1-VFD.POWER,"",2020-04-09T19:02:02.806Z UTC
