id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,beatyAHU2_VAV_DMP,beatyDSP_MV,beatyFH,beatyRTU1_VAV_DMP,beatyRTU2_VAV_DMP,beatyRTU3_VAV_DMP,beatyRTU4_VAV_DMP,beatyRTU5_VAV_DMP,beaty_MAD_MV,bmsName,bypass,close,cmd,co2,connRef,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,filter,final,flow,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mixed,mixing,mode,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,open,outside,perimeterHeat,point,pointType,power,pressure,proj_1830_3W2W,pump,quantityID,return,roomRef,run,runtime,scheduleOcc,secondarySide,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,vavMode,volume,water,zone,mod
@p:ubcv:r:236baa61-99347e24 Beaty Rm 393 VAV-T23 VAV_T23_NSB,"","","","",@p:ubcv:r:22ff8263-a3e4c0a5 beatyBio VAV_T23_Lab_Support_393 (520115),"",TL10,✓,"","","","","","","","","",VAV_T23_NSB,"","","","",@p:ubcv:r:22ff8263-a3e4c0a5 beatyBio VAV_T23_Lab_Support_393 (520115),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:241993c9-785c8b9c Beaty Rm 393 VAV-T23,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T13:58:04.411-07:00 Los_Angeles,2018-11-28T16:32:49.68-08:00 Los_Angeles,"","","","",VAV_T23_NSB,✓,BV5,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-303e1302 Beaty Rm 393,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_T23_NSB_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.237Z UTC
@p:ubcv:r:236baaba-7cf8a273 Beaty Rm 294 VAV-S25 VAV_S25_NSB,"","","","",@p:ubcv:r:22ff8263-a9091387 beatyBio VAV_S25_Lab_Support_294 (520108),"",TL10,✓,"","","","","","","","","",VAV_S25_NSB,"","","","",@p:ubcv:r:22ff8263-a9091387 beatyBio VAV_S25_Lab_Support_294 (520108),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:24199aea-44a3fb1d Beaty Rm 294 VAV-S25,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2019-11-03T01:00:04-07:00 Los_Angeles,"","","",1,2019-11-03T01:00:04-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:06:58.396-07:00 Los_Angeles,2018-11-28T16:32:49.558-08:00 Los_Angeles,"","","","",VAV_S25_NSB,✓,BV5,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199aea-6bff4603 Beaty Rm 294,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_S25_NSB_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:27.026Z UTC
@p:ubcv:r:236ba221-9d21d5ad Beaty Rm 383 VAV-T16 VAV_T16_RT_SP,"",✓,"","",@p:ubcv:r:236ba157-8ecea263 beatyBio VAV_T16_Lab_Support_383_Dp (520212),"",TL2,✓,"","","","","","","","","",VAV_T16_RT_SP,"","","","",@p:ubcv:r:236ba157-8ecea263 beatyBio VAV_T16_Lab_Support_383_Dp (520212),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:24199475-8f2048b5 Beaty Rm 383 VAV-T16,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-12T13:56:45-07:00 Los_Angeles,"","","",80578,2018-10-29T07:09:14-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:00:14.917-07:00 Los_Angeles,2019-01-23T16:52:54.421-08:00 Los_Angeles,"","","","",Zone Temp Effective Sp,"",AV6,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199475-852d990e Beaty Rm 383,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,VAV_T16_RT_SP_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:01.888Z UTC
@p:ubcv:r:236ba8d9-0f3abe31 Beaty Lab 271 VAV-S13 VAV_S13_FLW_SP,"",✓,"","",@p:ubcv:r:22ff9362-cbd2d0bc beatyBio VAV_S13_Fumehood_Room_271 (520314),"",TL4,✓,"","","","","","","","","",VAV_S13_FLW_SP,"","","","",@p:ubcv:r:22ff9362-cbd2d0bc beatyBio VAV_S13_Fumehood_Room_271 (520314),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:24199a7e-c39040bf Beaty Lab 271 VAV-S13,✓,"","","","",✓,@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T14:00:34-07:00 Los_Angeles,"","","",80555,2018-10-29T07:30:07-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:06:55.855-07:00 Los_Angeles,2019-04-11T16:04:13.977-07:00 Los_Angeles,"","","","",Discharge Air Flow Sp,"",AV5,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199a7e-fc129874 Beaty Lab 271,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","",VAV_S13_FLW_SP_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:02.132Z UTC
@p:ubcv:r:236ba923-7cbe40d3 Beaty Lab 072 VAV-L15 VAV_L15_DP,"",✓,"","",@p:ubcv:r:22ff9362-2aa0ff9a beatyBio VAV_L15_Lab_072 (520308),"",TL5,✓,"","","","","","","","","",VAV_L15_DP,"","","","",@p:ubcv:r:22ff9362-2aa0ff9a beatyBio VAV_L15_Lab_072 (520308),"","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:241985f0-b047239e Beaty Lab 072 VAV-L15,✓,"","","","","",@p:ubcv:r:241985f0-65cf6ecd Beaty Floor 0,"","",✓,"","","",2020-05-12T13:56:30-07:00 Los_Angeles,"","","",80563,2018-10-29T07:36:31-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:02:16.337-07:00 Los_Angeles,2019-04-11T16:04:14.052-07:00 Los_Angeles,"","","","",Discharge Air Differential Pressure,"",AI5,"","","","","","",✓,"","",✓,"","","","",@p:ubcv:r:241985f0-c43b6d60 Beaty Lab 072,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","",VAV_L15_DP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:02.053Z UTC
@p:ubcv:r:22ff987e-682c5fec Beaty RTU-5 RTU5_SAT,"",✓,"","",@p:ubcv:r:22ff94ca-ee11123a beatyBio 314.0 BioD_RTU5 (520500),"",TL1,✓,"","","","","","","","","",RTU5_SAT,"","","","",@p:ubcv:r:22ff94ca-ee11123a beatyBio 314.0 BioD_RTU5 (520500),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:241996d2-ab54322a Beaty RTU-5,✓,"","","","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",153441,2018-08-09T10:54:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:06:54.791-07:00 Los_Angeles,2019-01-23T16:52:58.145-08:00 Los_Angeles,"","","","",Discharge Air Temp,"",AI3,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,"",✓,RTU5_SAT_TL,Los_Angeles,°C,"","","","","","",2020-04-09T19:02:02.421Z UTC
@p:ubcv:r:236ba221-403ef6db Beaty Rm 383 VAV-T16 VAV_T16_RT_AV,"",✓,"","",@p:ubcv:r:236ba157-8ecea263 beatyBio VAV_T16_Lab_Support_383_Dp (520212),"",TL1,✓,"","","","","","","","","",VAV_T16_RT_AV,"","","","",@p:ubcv:r:236ba157-8ecea263 beatyBio VAV_T16_Lab_Support_383_Dp (520212),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:24199475-8f2048b5 Beaty Rm 383 VAV-T16,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-12T13:56:49-07:00 Los_Angeles,"","","",80579,2018-10-29T06:59:14-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:00:15.095-07:00 Los_Angeles,2019-01-23T16:52:48.948-08:00 Los_Angeles,"","","","",Zone Temp,"",AV24,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199475-852d990e Beaty Rm 383,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,VAV_T16_RT_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:01.891Z UTC
@p:ubcv:r:236ba859-ff580ba0 Beaty Lab 054 VAV-L07 VAV_L07_NSB,"","","","",@p:ubcv:r:22ff942a-8dad93df beatyBio VAV_L07_Lab_054 (520405),"",TL10,✓,"","","","","","","","","",VAV_L07_NSB,"","","","",@p:ubcv:r:22ff942a-8dad93df beatyBio VAV_L07_Lab_054 (520405),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:241985f0-1b6cd292 Beaty Lab 054 VAV-L07,✓,"","","","","",@p:ubcv:r:241985f0-65cf6ecd Beaty Floor 0,"","",✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T14:06:57.52-07:00 Los_Angeles,2018-11-28T16:32:30.601-08:00 Los_Angeles,"","","","",VAV_L07_NSB,✓,BV5,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241985f0-ff29785b Beaty Lab 054,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_L07_NSB_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:27.851Z UTC
@p:ubcv:r:236ba8b2-b5fbda06 Beaty Lab 371 VAV-T11 VAV_T11_WS,"","","","",@p:ubcv:r:22ff9362-8e01e71e beatyBio VAV_T11_Fumehood_Room_371_south (520317),"",TL9,✓,"","","","","","","","","",VAV_T11_WS,"","","","",@p:ubcv:r:22ff9362-8e01e71e beatyBio VAV_T11_Fumehood_Room_371_south (520317),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2419926c-383de537 Beaty Lab 371 VAV-T11,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T13:58:05.058-07:00 Los_Angeles,2018-11-28T16:32:34.866-08:00 Los_Angeles,"","","","",VAV_T11_WS,✓,BV1,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419926c-e55031e8 Beaty Lab 371,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_T11_WS_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:27.852Z UTC
@p:ubcv:r:236ba8fe-7e4eba01 Beaty Rm 262 VAV-S10 VAV_S10_WS,"","","","",@p:ubcv:r:22ff9362-f9b81480 beatyBio VAV_S10_Lab_Support_262_Dp (520311),"",TL9,✓,"","","","","","","","","",VAV_S10_WS,"","","","",@p:ubcv:r:22ff9362-f9b81480 beatyBio VAV_S10_Lab_Support_262_Dp (520311),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:24199b29-3f06b0a0 Beaty Rm 262 VAV-S10,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T13:56:34.413-07:00 Los_Angeles,2018-11-28T16:33:00.765-08:00 Los_Angeles,"","","","",VAV_S10_WS,✓,BV1,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199b29-a532b8e4 Beaty Rm 262,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_S10_WS_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:27.03Z UTC
@p:ubcv:r:236ba897-a53db55c Beaty Lab 371 VAV-T13 VAV_T13_NSB,"","","","",@p:ubcv:r:22ff9362-08d983e2 beatyBio VAV_T13_Fumehood_Room_371_East (520319),"",TL10,✓,"","","","","","","","","",VAV_T13_NSB,"","","","",@p:ubcv:r:22ff9362-08d983e2 beatyBio VAV_T13_Fumehood_Room_371_East (520319),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2419926c-17449a8f Beaty Lab 371 VAV-T13,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T13:58:44.423-07:00 Los_Angeles,2018-11-28T16:32:52.13-08:00 Los_Angeles,"","","","",VAV_T13_NSB,✓,BV5,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419926c-e55031e8 Beaty Lab 371,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_T13_NSB_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:25.44Z UTC
@p:ubcv:r:236ba817-97254ebc Beaty Lab 261 VAV-S07 VAV_S07_OperationMode,"","","","",@p:ubcv:r:22ff942a-8efe5ae3 beatyBio VAV_S07_Fumehood_Room_261 (520411),"",TL13,✓,"","","","","","","","","",VAV_S07_OperationMode,"","","","",@p:ubcv:r:22ff942a-8efe5ae3 beatyBio VAV_S07_Fumehood_Room_261 (520411),"","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Standby,Unoccupied","",@p:ubcv:r:24199a7e-96b9f02c Beaty Lab 261 VAV-S07,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","-1 enumNumberToStr(self, false)","","","","","","",ok,"","",Str,2020-05-12T13:58:04.024-07:00 Los_Angeles,2019-01-23T16:53:00.934-08:00 Los_Angeles,"","","",✓,Operation Mode,"",MSV3,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199a7e-11435fcd Beaty Lab 261,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","",VAV_S07_OperationMode_TL,Los_Angeles,"","","",✓,"","","",2020-04-09T19:16:25.444Z UTC
@p:ubcv:r:236ba27d-69f5b6c5 Beaty Lab 181 VAV-G16 VAV_G16_DP,"",✓,"","",@p:ubcv:r:236ba157-cff76d8d beatyBio VAV_G16_Fumehood_Room_181 (520203),"",TL5,✓,"","","","","","","","","",VAV_G16_DP,"","","","",@p:ubcv:r:236ba157-cff76d8d beatyBio VAV_G16_Fumehood_Room_181 (520203),"","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2419929d-0b598d81 Beaty Lab 181 VAV-G16,✓,"","","","","",@p:ubcv:r:241984b8-5376fdd0 Beaty Floor 1,"","",✓,"","","",2020-05-12T13:54:31-07:00 Los_Angeles,"","","",80592,2018-10-29T07:08:40-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:06.911-07:00 Los_Angeles,2019-04-11T16:04:13.444-07:00 Los_Angeles,"","","","",Discharge Air Differential Pressure,"",AI5,"","","","","","",✓,"","",✓,"","","","",@p:ubcv:r:2419929d-b18eda7a Beaty Lab 181,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","",VAV_G16_DP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:01.785Z UTC
@p:ubcv:r:236ba20b-a3c334e2 Beaty Lab 381 VAV-T19 VAV_T19_DMP,"",✓,"","",@p:ubcv:r:236ba157-5d940422 beatyBio VAV_T19_Fumehood_Room_381 (520214),"",TL6,✓,"","","","",✓,"","","","",VAV_T19_DMP,"","",✓,"",@p:ubcv:r:236ba157-5d940422 beatyBio VAV_T19_Fumehood_Room_381 (520214),"","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2419929d-8981fbc9 Beaty Lab 381 VAV-T19,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-12T13:52:17-07:00 Los_Angeles,"","","",80591,2018-10-29T06:58:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:36.268-07:00 Los_Angeles,2019-04-11T16:04:13.805-07:00 Los_Angeles,"","","","",Discharge Air Damper Cmd,"",AV16,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419929d-ac1f7d01 Beaty Lab 381,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","",VAV_T19_DMP_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:01.921Z UTC
@p:ubcv:r:236ba293-7f2b6a92 Beaty HW Submeters Hot Water Meter  BioD_314_EM_1P_MONTH_PEAK_LO,"","","","",@p:ubcv:r:23635473-ce9db8c3 beaetyBio Main Router (520000),"",TL90,✓,"","","","","","","","","",BioD_314_EM_1P_MONTH_PEAK_LO,"","","","",@p:ubcv:r:23635473-ce9db8c3 beaetyBio Main Router (520000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","@p:ubcv:r:2419b17e-d8d33dda Beaty HW Submeters Hot Water Meter ",✓,"","","","","",@p:ubcv:r:21697fca-fd27e8b7 Beaty Utilities,"","",✓,"","","",2020-05-01T00:18:53-07:00 Los_Angeles,"","","",39,2018-11-01T00:00:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:59:53.182-07:00 Los_Angeles,2018-11-28T16:32:45.755-08:00 Los_Angeles,"","","","",BioD_314_EM_1P_MONTH_PEAK_LO,✓,AV1207,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",BioD_314_EM_1P_MONTH_PEAK_LO_TL,Los_Angeles,kW,"","","","","","",2020-04-09T19:02:01.436Z UTC
@p:ubcv:r:22ff9141-1427bb14 Beaty Rm 284 VAV-S22 VAV_S22_RT_SP,"",✓,"","",@p:ubcv:r:22ff8263-dff6e0f2 beatyBio VAV_S22_Lab_Support_284 (520105),"",TL2,✓,"","","","","","","","","",VAV_S22_RT_SP,"","","","",@p:ubcv:r:22ff8263-dff6e0f2 beatyBio VAV_S22_Lab_Support_284 (520105),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:24199aea-d6f3e9a0 Beaty Rm 284 VAV-S22,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T13:47:22-07:00 Los_Angeles,"","","",91423,2018-08-08T07:46:57-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:34.746-07:00 Los_Angeles,2019-01-23T16:52:52.242-08:00 Los_Angeles,"","","","",Zone Temp Effective Sp,"",AV6,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199aea-4380d8e2 Beaty Rm 284,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,VAV_S22_RT_SP_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:01.528Z UTC
@p:ubcv:r:236baac6-8e628aaf Beaty Rm 293 VAV-S24 VAV_S24_WS,"","","","",@p:ubcv:r:22ff8263-6e745dae beatyBio VAV_S24_Lab_Support_293 (520107),"",TL9,✓,"","","","","","","","","",VAV_S24_WS,"","","","",@p:ubcv:r:22ff8263-6e745dae beatyBio VAV_S24_Lab_Support_293 (520107),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:24199aea-11be5350 Beaty Rm 293 VAV-S24,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2019-03-10T03:12:00-07:00 Los_Angeles,"","","",1,2019-03-10T03:12:00-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T13:56:37.313-07:00 Los_Angeles,2018-11-28T16:32:59.402-08:00 Los_Angeles,"","","","",VAV_S24_WS,✓,BV1,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199aea-3d128010 Beaty Rm 293,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_S24_WS_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.248Z UTC
@p:ubcv:r:236ba7e5-1c292da2 Beaty RTU-5 RTU5_DX_STG2,"","","","",@p:ubcv:r:22ff94ca-ee11123a beatyBio 314.0 BioD_RTU5 (520500),"",TL20,✓,"","","","","","","","","",RTU5_DX_STG2,"","","","",@p:ubcv:r:22ff94ca-ee11123a beatyBio 314.0 BioD_RTU5 (520500),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:241996d2-ab54322a Beaty RTU-5,✓,"","","","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-05-11T20:34:25-07:00 Los_Angeles,"","","",3166,2018-10-26T11:10:27-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:06:53.915-07:00 Los_Angeles,2018-11-28T16:32:58.305-08:00 Los_Angeles,"","","","",RTU5_DX_STG2,✓,BO7,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",RTU5_DX2_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:27.034Z UTC
@p:ubcv:r:22ff94bb-fb930f17 Beaty Rm 262 VAV-S10 VAV_S10_RT_SP,"",✓,"","",@p:ubcv:r:22ff9362-f9b81480 beatyBio VAV_S10_Lab_Support_262_Dp (520311),"",TL2,✓,"","","","","","","","","",VAV_S10_RT_SP,"","","","",@p:ubcv:r:22ff9362-f9b81480 beatyBio VAV_S10_Lab_Support_262_Dp (520311),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:24199b29-3f06b0a0 Beaty Rm 262 VAV-S10,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T13:50:28-07:00 Los_Angeles,"","","",91411,2018-08-08T07:57:37-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:35.373-07:00 Los_Angeles,2019-01-23T16:52:54.859-08:00 Los_Angeles,"","","","",Zone Temp Effective Sp,"",AV6,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199b29-a532b8e4 Beaty Rm 262,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,VAV_S10_RT_SP_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:02.093Z UTC
@p:ubcv:r:236bab14-2ae28ba1 Beaty Lab 184 VAV-G19 VAV_G19_WS,"","","","",@p:ubcv:r:22ff8263-8ef34c5e beatyBio VAV_G19_Lab_184 (520101),"",TL9,✓,"","","","","","","","","",VAV_G19_WS,"","","","",@p:ubcv:r:22ff8263-8ef34c5e beatyBio VAV_G19_Lab_184 (520101),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:241984b8-5acfb250 Beaty Lab 184 VAV-G19,✓,"","","","","",@p:ubcv:r:241984b8-5376fdd0 Beaty Floor 1,"","",✓,"","","",2019-03-10T03:12:00-07:00 Los_Angeles,"","","",1,2019-03-10T03:12:00-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T13:58:04.078-07:00 Los_Angeles,2018-11-28T16:32:48.464-08:00 Los_Angeles,"","","","",VAV_G19_WS,✓,BV1,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241984b8-848eca0f Beaty Lab 184,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_G19_WS_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:27.035Z UTC
@p:ubcv:r:236ba27d-74ec12e1 Beaty Lab 181 VAV-G16 VAV_G16_OperationMode,"","","","",@p:ubcv:r:236ba157-cff76d8d beatyBio VAV_G16_Fumehood_Room_181 (520203),"",TL13,✓,"","","","","","","","","",VAV_G16_OperationMode,"","","","",@p:ubcv:r:236ba157-cff76d8d beatyBio VAV_G16_Fumehood_Room_181 (520203),"","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Standby,Unoccupied","",@p:ubcv:r:2419929d-0b598d81 Beaty Lab 181 VAV-G16,✓,"","","","","",@p:ubcv:r:241984b8-5376fdd0 Beaty Floor 1,"","",✓,"","","-1 enumNumberToStr(self, false)",2019-01-21T17:31:08-08:00 Los_Angeles,"","","",1,2019-01-21T17:31:08-08:00 Los_Angeles,ok,"","",Str,2020-05-12T13:56:04.669-07:00 Los_Angeles,2019-01-23T16:52:50.877-08:00 Los_Angeles,"","","",✓,Operation Mode,"",MSV3,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419929d-b18eda7a Beaty Lab 181,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","",VAV_G16_OperationMode_TL,Los_Angeles,"","","",✓,"","","",2020-04-09T19:16:25.446Z UTC
@p:ubcv:r:236ba8bf-e56f1fc5 Beaty Rm 362 VAV-T10 VAV_T10_Dmp_Open,"",✓,"","",@p:ubcv:r:22ff9362-e673a91a beatyBio VAV_T10_Lab_Support_362 (520316),"",TL92,✓,"","","","","","","","","",VAV_T10_Dmp_Open,"","",✓,"",@p:ubcv:r:22ff9362-e673a91a beatyBio VAV_T10_Lab_Support_362 (520316),"","","","",✓,"","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:241993c9-338511d0 Beaty Rm 362 VAV-T10,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-04-09T05:09:41-07:00 Los_Angeles,"","","",2006,2018-11-21T10:18:55-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:00:45.675-07:00 Los_Angeles,2019-01-23T16:53:07.173-08:00 Los_Angeles,"","","","",Discharge Air Damper Open Cmd,"",BO6,"","","",✓,"","",✓,"","","","","","","",@p:ubcv:r:241993c9-c21498ad Beaty Rm 362,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-77e156cc .+_Dmp_Open(_TL.)?,"","",VAV_T10_Dmp_Open_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:27.862Z UTC
