id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bmsName2,bridgeName,bypass,chilled,cmd,co2,connRef,cool,cooling,count,covTest,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,dupOld,dupOld2,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,freq,groupRef,heat,heating,heatingMode,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,max,min,mixed,mode,navName,noTagMatch,objectId,occ,occupancy,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointRef,pointType,power,preFilter,pressure,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,testPts,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,window,zone,mod
@p:ubcv:r:2258235b-793867e7 CIRS Unsorted Points CIRS_MECH_RM_OA_ISO_DMP_AHU2_REQ_BV,"","","","",@p:ubcv:r:2258187b-4cba3548 CIRS CIRS_BSMT_MECH_AHU2_UH6_FF3_CP620200 (620200),"",TL128,"",✓,CIRS_MECH_RM_OA_ISO_DMP_AHU2_REQ_BV,"","","","","","",@p:ubcv:r:2258187b-4cba3548 CIRS CIRS_BSMT_MECH_AHU2_UH6_FF3_CP620200 (620200),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","OFF,ON","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-11T13:00:14-07:00 Los_Angeles,"","","",1467,2018-03-17T07:00:00-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:05:25.055-07:00 Los_Angeles,2018-11-28T16:32:39.487-08:00 Los_Angeles,"","","","","",CIRS_MECH_RM_OA_ISO_DMP_AHU2_REQ_BV,✓,BV17,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_MECH_RM_OA_ISO_DMP_AHU2_REQ_BV_COV_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:49:17.706Z UTC
@p:ubcv:r:24d4e78d-eb79b4eb CIRS Unsorted Points CIRS_BLDG_SIM_SW_WIN_10_S,"","","","",@p:ubcv:r:22582046-64e7345b CIRS Underfloor_girdline_12/A-B_CP621202 (621202),"",TL49,"",✓,CIRS_BLDG_SIM_SW_WIN_10_S,"","","","","","",@p:ubcv:r:22582046-64e7345b CIRS Underfloor_girdline_12/A-B_CP621202 (621202),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Closed,Open","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-03-23T11:30:06-07:00 Los_Angeles,"","","",10,2019-10-18T15:40:08-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:14:37.006-07:00 Los_Angeles,"","","","","","",Window Status,"",BI1,"","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:24d5de60-df6447d0 .+_WIN(S(\d+)?)?_.+(_TL)?,"","","","",CIRS_BLDG_SIM_SW_WIN_10_S_COV_TL,Los_Angeles,"","","","","","","",✓,"",2020-04-08T18:54:04.247Z UTC
@p:ubcv:r:24d4e750-3e7ebda8 CIRS Unsorted Points CIRS_LS2_WIN_CALPWC_S,"","","","",@p:ubcv:r:22581ed3-4e739813 CIRS Lvl_2_Calp_Rm_CP621107_MMok (621107),"",TL57,"",✓,CIRS_LS2_WIN_CALPWC_S,"","","","","","",@p:ubcv:r:22581ed3-4e739813 CIRS Lvl_2_Calp_Rm_CP621107_MMok (621107),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Closed,Open","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-03-12T17:02:58-07:00 Los_Angeles,"","","",114,2019-08-14T13:20:39-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:57.294-07:00 Los_Angeles,"","","","","","",Window Status,"",BI4,"","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:24d5de60-df6447d0 .+_WIN(S(\d+)?)?_.+(_TL)?,"","","","",CIRS_LS2_WIN_CALPWC_S_COV_TL,Los_Angeles,"","","","","","","",✓,"",2020-04-08T18:54:30.363Z UTC
@p:ubcv:r:2258235a-d8c9600f CIRS Rm B1242 UH-07 CIRS_UH07_FAN_S,"",✓,"","",@p:ubcv:r:2257efc0-2c38ebfc CIRS CIRS_BSMT_MECH_AHU1_HRAH_UH7_CP620100 (620100),"",TL35,"",✓,CIRS_UH07_FAN_S,"","","","","","",@p:ubcv:r:2257efc0-2c38ebfc CIRS CIRS_BSMT_MECH_AHU1_HRAH_UH7_CP620100 (620100),"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","OFF,ON","",@p:ubcv:r:225ffb3e-832b40c8 CIRS Rm B1242 UH-07,✓,"",✓,"","","","",@p:ubcv:r:225ffb3d-576eaa97 CIRS Basement,"","","",✓,"","","",2019-10-09T12:41:04-07:00 Los_Angeles,"","","",10,2017-06-01T18:39:40-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:58.247-07:00 Los_Angeles,2019-01-23T16:53:09.964-08:00 Los_Angeles,"","","","","","Discharge Fan Run ","",BI1505,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:225ffb3e-d938a63b CIRS Rm B1242,✓,"","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:23e65d0f-bd592ab1 .+_UH\d+_(UH_)?(FAN_)?S(_TL)?,"","","","",CIRS_UH07_FAN_S_COV_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:54:17.125Z UTC
@p:ubcv:r:22582437-6a2396a6 CIRS Rm 3131 Zone CIRS_L3N_RAD_BLDG_SIM_3_SW_RT_AV,"",✓,"","",@p:ubcv:r:22582046-1b1cb981 CIRS Underfloor_girdline_7/A-B_CP621203 (621203),"",TL45,"",✓,CIRS_L3N_RAD_BLDG_SIM_3_SW_RT_AV,"","","","","","",@p:ubcv:r:22582046-1b1cb981 CIRS Underfloor_girdline_7/A-B_CP621203 (621203),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:24d5d2e9-7cd1e260 CIRS Rm 3131 Zone,✓,"","","","","","",@p:ubcv:r:225ffb3d-60e6d2c7 CIRS Floor 3,"","","",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",73732,2018-04-03T03:30:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:07:20.287-07:00 Los_Angeles,2019-01-23T16:53:23.726-08:00 Los_Angeles,"","","","","",Zone Temp,"",AV10310,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:225ffb40-2d435565 CIRS Rm 3131,"","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"","",CIRS_L3N_RAD_BLDG_SIM_3_SW_RT_TL,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:28.52Z UTC
@p:ubcv:r:24d4e9fc-679e8674 CIRS Unsorted Points Wireless_019376C7_RT_SP_MIN,"","","","",@p:ubcv:r:22582115-494790f5 CIRS Underfloor_girdline_7/F-G_CP621505 (621505),"",TL23,"",✓,Wireless_019376C7_RT_SP_MIN,"","","","","","",@p:ubcv:r:22582115-494790f5 CIRS Underfloor_girdline_7/F-G_CP621505 (621505),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:07-07:00 Los_Angeles,"","","",27473,2019-07-30T03:48:25-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:01:57.566-07:00 Los_Angeles,"","","","","","",Wireless_019376C7_RT_SP_MIN,✓,AV10309,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",Wireless_019376C7_RT_SP_MIN_POLL_TL,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:28.943Z UTC
@p:ubcv:r:24d4e7fa-1c29a952 CIRS Unsorted Points Wireless_01937DC2_RT_OFFICE12,"","","","",@p:ubcv:r:22582074-9437d4a5 CIRS Underfloor_girdline_9/F_CP621302 (621302),"",TL10,"",✓,Wireless_01937DC2_RT_OFFICE12,"","","","","","",@p:ubcv:r:22582074-9437d4a5 CIRS Underfloor_girdline_9/F_CP621302 (621302),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:02-07:00 Los_Angeles,"","","",27720,2019-07-28T17:06:34-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:07:15.911-07:00 Los_Angeles,"","","","","","",Wireless_01937DC2_RT_OFFICE12,✓,AV10101,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",Wireless_01937DC2_RT_POLL_TL,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:28.607Z UTC
@p:ubcv:r:2258235d-256d53c7 CIRS Unsorted Points CIRS_RW_MAKEUP_MTR_CURRENT_DEMAND_L_PER_MIN,"","","","",@p:ubcv:r:22581905-4b2b09fd CIRS CIRS_RM0332_RWH_DHW_SS_SUMP_UH4_CP620700 (620700),"",TL41,"",✓,CIRS_RW_MAKEUP_MTR_CURRENT_DEMAND_L_PER_MIN,"","","","","","",@p:ubcv:r:22581905-4b2b09fd CIRS CIRS_RM0332_RWH_DHW_SS_SUMP_UH4_CP620700 (620700),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:23-07:00 Los_Angeles,"","","",74085,2018-04-01T16:59:48-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:58.922-07:00 Los_Angeles,2018-11-28T16:32:30.317-08:00 Los_Angeles,"","","","","",CIRS_RW_MAKEUP_MTR_CURRENT_DEMAND_L_PER_MIN,✓,AV216,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","","",Los_Angeles,L/min,"","","","","","","","",2020-04-09T19:02:27.906Z UTC
@p:ubcv:r:24d4e63d-ba2f1682 CIRS Unsorted Points CIRS_L2_WIN_ATRWESTS_S,"","","","",@p:ubcv:r:22581fde-38531dbd CIRS Underfloor_Gridline_8/A_CP621005 (621005),"",TL40,"",✓,CIRS_L2_WIN_ATRWESTS_S,"","","","","","",@p:ubcv:r:22581fde-38531dbd CIRS Underfloor_Gridline_8/A_CP621005 (621005),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Closed,Open","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","","","","","","","",ok,"","","",Bool,2020-05-12T11:11:12.31-07:00 Los_Angeles,"","","","","","",Window Status,"",BI4,"","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:24d5de60-df6447d0 .+_WIN(S(\d+)?)?_.+(_TL)?,"","","","",CIRS_L2_WIN_ATRWESTS_S_COV_TL,Los_Angeles,"","","","","","","",✓,"",2020-04-08T18:54:03.393Z UTC
@p:ubcv:r:225824d5-72b658aa CIRS Unsorted Points CIRS_L4N_RA_CO2,"",✓,"","",@p:ubcv:r:225820e9-d1c62397 CIRS Underfloor_gridline_7/A-B_CP15E_CP621404 (621404),"",TL55,"",✓,CIRS_L4N_RA_CO2,"","","","","",✓,@p:ubcv:r:225820e9-d1c62397 CIRS Underfloor_gridline_7/A-B_CP15E_CP621404 (621404),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2018-09-07T12:32:31-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [4] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",15098,2018-04-03T04:32:01-07:00 Los_Angeles,fault,"","","",Number,2020-05-12T10:10:06.481-07:00 Los_Angeles,2019-01-23T16:52:53.701-08:00 Los_Angeles,"","","","","",Zone Co2,"",AI7,"","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","","",Los_Angeles,_,"","","","","","","",✓,2020-04-09T19:15:22.42Z UTC
@p:ubcv:r:2258235a-572d37e4 CIRS AHU-01 CIRS_AHU1_RA_DIFF_PRES_LIMIT,"","","","",@p:ubcv:r:2257efc0-2c38ebfc CIRS CIRS_BSMT_MECH_AHU1_HRAH_UH7_CP620100 (620100),"",TL32,"",✓,CIRS_AHU1_RA_DIFF_PRES_LIMIT,"","","","","","",@p:ubcv:r:2257efc0-2c38ebfc CIRS CIRS_BSMT_MECH_AHU1_HRAH_UH7_CP620100 (620100),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","OFF,ON","",@p:ubcv:r:225fec25-ff07c372 CIRS AHU-01,✓,"","","","","","",@p:ubcv:r:225fec25-18138bcf CIRS Air Systems,"","","",✓,"","","",2020-01-27T08:07:45-08:00 Los_Angeles,"","","",11,2017-06-01T17:31:46-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:58.257-07:00 Los_Angeles,2018-11-28T16:32:57.069-08:00 Los_Angeles,"","","","","",CIRS_AHU1_RA_DIFF_PRES_LIMIT,✓,BI1406,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_AHU1_RA_DIFF_PRES_LIMIT_COV_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:54:09.108Z UTC
@p:ubcv:r:24d4e78d-380cc6db CIRS Unsorted Points CIRS_BLDG_SIM_SW_WIN_9_S,"","","","",@p:ubcv:r:22582046-64e7345b CIRS Underfloor_girdline_12/A-B_CP621202 (621202),"",TL54,"",✓,CIRS_BLDG_SIM_SW_WIN_9_S,"","","","","","",@p:ubcv:r:22582046-64e7345b CIRS Underfloor_girdline_12/A-B_CP621202 (621202),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Closed,Open","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-04-22T16:30:55-07:00 Los_Angeles,"","","",44,2019-06-03T17:49:56-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:15:01.351-07:00 Los_Angeles,"","","","","","",Window Status,"",BI6,"","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:24d5de60-df6447d0 .+_WIN(S(\d+)?)?_.+(_TL)?,"","","","",CIRS_BLDG_SIM_SW_WIN_9_S_COV_TL,Los_Angeles,"","","","","","","",✓,"",2020-04-08T18:54:25.722Z UTC
@p:ubcv:r:22582355-b8abfdbc CIRS Heating Plant Air HP-2 CIRS_HP2_LOAD_CLG_VLV_CTRL~~,"","","","",@p:ubcv:r:225818d1-97f8927d CIRS Basement_Mech_Room_CP620300 (620300),"",TL36,"",✓,CIRS_HP2_LOAD_CLG_VLV_CTRL~~,"","","","","","",@p:ubcv:r:225818d1-97f8927d CIRS Basement_Mech_Room_CP620300 (620300),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Closed,Open","",@p:ubcv:r:225ff67f-3e852555 CIRS Heating Plant Air HP-2,✓,"","","","","","",@p:ubcv:r:225ff10c-3a1bb8cb CIRS Hydronic Systems,"","","",✓,"","","",2020-05-12T08:46:19-07:00 Los_Angeles,"","","",882,2017-10-06T14:20:26-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:58.684-07:00 Los_Angeles,2018-11-28T16:32:27.119-08:00 Los_Angeles,"","","","","",CIRS_HP2_LOAD_CLG_VLV_CTRL~~,✓,BO1301,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_HP2_LOAD_CLG_VLV_CTRL_COV_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:54:16.258Z UTC
@p:ubcv:r:2258249b-a5667daf CIRS Rm 2352 Zone CIRS_L2S_RAD_OFFICE_9_RT_AV,"",✓,"","",@p:ubcv:r:22581ed2-8327b693 CIRS Underfloor_girdline_9/G_CP621104 (621104),"",TL29,"",✓,CIRS_L2S_RAD_OFFICE_9_RT_AV,"","","","","","",@p:ubcv:r:22581ed2-8327b693 CIRS Underfloor_girdline_9/G_CP621104 (621104),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:24d5d2e9-653c2e7e CIRS Rm 2352 Zone,✓,"","","","","","",@p:ubcv:r:225ffb3d-63d70842 CIRS Floor 2,"","","",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",73594,2018-04-03T16:45:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:06:01.933-07:00 Los_Angeles,2019-01-23T16:53:16.227-08:00 Los_Angeles,"","","","","",Zone Temp,"",AV1,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:225ffb3f-6dee63de CIRS Rm 2352,"","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"","","",Los_Angeles,°C,"","","","","","","",✓,2020-04-21T20:27:45.256Z UTC
@p:ubcv:r:25d73892-6b662fed CIRS AHU-01 CIRS_AHU1_SUPPLY_AIR_T,"",✓,"","",@p:ubcv:r:2257efc0-2c38ebfc CIRS CIRS_BSMT_MECH_AHU1_HRAH_UH7_CP620100 (620100),"",TL71,"","",CIRS_AHU1_SUPPLY_AIR_T,"","","","","","",@p:ubcv:r:2257efc0-2c38ebfc CIRS CIRS_BSMT_MECH_AHU1_HRAH_UH7_CP620100 (620100),"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","","",@p:ubcv:r:225fec25-ff07c372 CIRS AHU-01,✓,"","","","","","",@p:ubcv:r:225fec25-18138bcf CIRS Air Systems,"","","",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",8602,2020-02-12T14:30:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:58.521-07:00 Los_Angeles,"","","","","","",Discharge Air Temp,"",AI1402,"","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:24c4f9d7-4ab0db4c .+_SUPPLY_AIR_T(_TL)?,"",✓,"","",CIRS_AHU1_SUPPLY_AIR_T_TL,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:27.349Z UTC
@p:ubcv:r:24d4e940-ef53683d CIRS Unsorted Points Wireless_01937C1B_RT_OFFICE_6B,"","","","",@p:ubcv:r:22582115-277bc97c CIRS Underfloor_girdline_12/F_CP621501 (621501),"",TL25,"",✓,Wireless_01937C1B_RT_OFFICE_6B,"","","","","","",@p:ubcv:r:22582115-277bc97c CIRS Underfloor_girdline_12/F_CP621501 (621501),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:13-07:00 Los_Angeles,"","","",27127,2019-07-30T03:40:47-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:05:27.916-07:00 Los_Angeles,"","","","","","",Wireless_01937C1B_RT_OFFICE_6B,✓,AV10401,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",Wireless_01937C1B_RT_POLL_TL,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:28.832Z UTC
@p:ubcv:r:2258242f-ecd64ede CIRS Unsorted Points CIRS_L2_IN_SLAB_COMMONS_T,"","","","",@p:ubcv:r:22581ed2-ba797346 CIRS Underfloor_girdline_4/F_CP621106 (621106),"",TL2,"",✓,CIRS_L2_IN_SLAB_COMMONS_T,"","","","","","",@p:ubcv:r:22581ed2-ba797346 CIRS Underfloor_girdline_4/F_CP621106 (621106),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:00:53-07:00 Los_Angeles,"","","",73797,2018-04-03T04:09:31-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:11:11.988-07:00 Los_Angeles,2018-11-28T16:32:27.108-08:00 Los_Angeles,"","","","","",CIRS_L2_IN_SLAB_COMMONS_T,✓,AI3,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_L2_IN_SLAB_COMMONS_T_POLL_TL,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:28.424Z UTC
@p:ubcv:r:22582355-5b953921 CIRS Unsorted Points CIRS_BTU_EM03_MODE2_CLG_ENERGY_MUX,"","","","",@p:ubcv:r:225818d1-97f8927d CIRS Basement_Mech_Room_CP620300 (620300),"",TL181,"",✓,CIRS_BTU_EM03_MODE2_CLG_ENERGY_MUX,"","","","","","",@p:ubcv:r:225818d1-97f8927d CIRS Basement_Mech_Room_CP620300 (620300),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",74263,2018-03-30T18:30:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:58.779-07:00 Los_Angeles,2018-11-28T16:32:35.701-08:00 Los_Angeles,"","","","","",CIRS_BTU_EM03_MODE2_CLG_ENERGY_MUX,✓,AV104,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_BTU_EM03_MODE2_ENERGY_MUX_TL,Los_Angeles,kWh,"","","","","","","","",2020-04-09T19:02:27.589Z UTC
@p:ubcv:r:225824df-66e41cea CIRS Unsorted Points CIRS_HRV01_ROOM_H,"","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"",TL51,"",✓,CIRS_HRV01_ROOM_H,"","","","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:19-07:00 Los_Angeles,"","","",74073,2018-04-01T17:53:42-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:58.583-07:00 Los_Angeles,2018-11-28T16:32:56.424-08:00 Los_Angeles,"","","","","",CIRS_HRV01_ROOM_H,✓,AI1301,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_HRV01_ROOM_H_POLL_TL,Los_Angeles,%RH,"","","","","","","","",2020-04-09T19:02:28.048Z UTC
@p:ubcv:r:225823b1-dc1a5f28 CIRS Rm B1261 UH-10 CIRS_UH10_RT_AV,"",✓,"","",@p:ubcv:r:22581d47-fa97354e CIRS SW_Storage_Rm0261_CP620201 (620201),"",TL82,"",✓,CIRS_UH10_RT_AV,"","","","","","",@p:ubcv:r:22581d47-fa97354e CIRS SW_Storage_Rm0261_CP620201 (620201),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:225ffb3e-cad55de6 CIRS Rm B1261 UH-10,✓,"","","","","","",@p:ubcv:r:225ffb3d-576eaa97 CIRS Basement,"","","",✓,"","","",2020-05-12T11:01:00-07:00 Los_Angeles,"","","",73965,2018-04-02T15:20:48-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:10:33.616-07:00 Los_Angeles,2019-01-23T16:52:49.21-08:00 Los_Angeles,"","","","","",Zone Temp,"",AV50,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:225ffb3e-e8434e99 CIRS Rm B1261,"","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"","",CIRS_UH10_T_POLL_TL,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:27.534Z UTC
@p:ubcv:r:22582336-46e00455 CIRS Unsorted Points CIRS_L1_IN_SLAB_HWS_SLAB_T_SOUTH,"","","","",@p:ubcv:r:22581e1f-4f1a4ae6 CIRS 1340_enocean_CP620703 (620703),"",TL19,"",✓,CIRS_L1_IN_SLAB_HWS_SLAB_T_SOUTH,"","","","","","",@p:ubcv:r:22581e1f-4f1a4ae6 CIRS 1340_enocean_CP620703 (620703),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:05-07:00 Los_Angeles,"","","",73803,2018-04-03T02:48:10-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:11:16.519-07:00 Los_Angeles,2018-11-28T16:32:36.566-08:00 Los_Angeles,"","","","","",CIRS_L1_IN_SLAB_HWS_SLAB_T_SOUTH,✓,AI8,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_L1_IN_SLAB_HWS_SLAB_T_SOUTH_POLL_TL,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:28.009Z UTC
