id,air,alarm,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,chanGunnDeepDive,connRef,cur,curStatus,curVal,disMacro,disabled,discharge,elec,energy,enum,equipRef,frank,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,kind,lastSynced,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,pointType,power,quantityID,sensor,shortName,siemens,siemensName,siteRef,sourceID,sqlConnRef,sqlPoint,tags,temp,tlName,tz,unit,utilityPoint,window,mod
@p:ubcv:r:25a29cb2-33f1debf Chan Gunn Unsorted Points SMC.301670_21P2_KWH_USE_H,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1182,"",SMC.301670_21P2_KWH_USE_H,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12526,2020-01-02T16:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:17.373-07:00 Los_Angeles,"",SMC.301670_21P2_KWH_USE_H,✓,AV96,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",MC.301670_21P2_KWH_S_H_TL_15,Los_Angeles,kWh,"","",2020-04-09T19:01:55.97Z UTC
@p:ubcv:r:2426c0f7-95f303d3 Chan Gunn Unsorted Points Mode 1 Energy Total,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL165,✓,SMC_SLAB_HTG_WTR_STPT,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",39311,2019-03-18T16:30:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:09.603-07:00 Los_Angeles,"",Mode 1 Energy Total,✓,AV1,"","","",✓,"","","","","",✓,Mode 1 Energy Total,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_165,Los_Angeles,°C,"","",2020-04-09T19:01:56.4Z UTC
@p:ubcv:r:241431a6-7169abcd Chan Gunn Unsorted Points SMC_ELEC_KWH_WED,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1627,✓,SMC_ELEC_KWH_WED,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:05:00-07:00 Los_Angeles,"","",113578,2019-03-06T15:15:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:17.423-07:00 Los_Angeles,"",SMC_ELEC_KWH_WED,✓,AV64,"","","",✓,"","","","",SMC_ELEC_KWH_WED,✓,SMC_ELEC_KWH_WED,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301500_TrendLog_1627,Los_Angeles,kWh,"","",2020-04-09T19:01:55.971Z UTC
@p:ubcv:r:24194dbe-8ca74a14 Chan Gunn Unsorted Points SMC_ARENA_ENT_WTR_TEMP,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL8,✓,SMC_ARENA_ENT_WTR_TEMP,X,@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","",19876,2019-03-14T15:30:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:07.409-07:00 Los_Angeles,"",SMC_ARENA_ENT_WTR_TEMP,✓,AI5,"","","",✓,✓,"","","","",✓,SMC_ARENA_ENT_WTR_TEMP,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC_ARENA_ENT_WTR_TEMP_TL_30,Los_Angeles,°C,"","",2020-04-09T19:01:56.402Z UTC
@p:ubcv:r:249187a0-557edee9 Chan Gunn Unsorted Points SMC.301528:VALVE_CMD,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL903,✓,SMC.301528:VALVE_CMD,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","CLOSED,OPEN",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-11-26T09:45:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [160] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",15037,2019-06-08T14:15:02-07:00 Los_Angeles,fault,"",Bool,2020-05-10T22:28:02.991-07:00 Los_Angeles,"",SMC.301528:VALVE_CMD,✓,BO1,"","","",✓,"","","","","",✓,SMC.301528:VALVE_CMD,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-12-03T18:23:10.809Z UTC
@p:ubcv:r:2491900d-8a6a6c62 Chan Gunn Unsorted Points A006,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL311,✓,SMC_SLAB_CLG_WTR_STPT,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",31949,2019-06-08T15:15:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:09.663-07:00 Los_Angeles,"",A006,✓,AV6,"","","",✓,"","","","","",✓,A006,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_311,Los_Angeles,°C,"","",2020-04-09T19:01:56.406Z UTC
@p:ubcv:r:2426c2e8-4d034ff5 Chan Gunn Unsorted Points SMC.301600_KWH,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL177,✓,SMC.301600_KWH,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",40550,2019-03-16T15:00:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:08.088-07:00 Los_Angeles,"",SMC.301600_KWH,✓,AV36,"","","",✓,"","","","","",✓,SMC.301600_KWH,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_177,Los_Angeles,kWh,"","",2020-04-09T19:01:56.408Z UTC
@p:ubcv:r:2426d274-5ec35bab Chan Gunn Unsorted Points SMC.301521:CTL TEMP,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL781,✓,SMC.301521:CTL TEMP,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"","",11316,2019-03-20T19:20:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:15.565-07:00 Los_Angeles,"",SMC.301521:CTL TEMP,✓,AO78,"","","",✓,"","","","","",✓,SMC.301521:CTL TEMP,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:00.987Z UTC
@p:ubcv:r:2422cc9f-20309aaf Chan Gunn Unsorted Points SMC.301629:ROOM TEMP_TL_30,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL11,✓,SMC_ARENA_VLV_POS,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","",19953,2019-03-14T20:30:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:09.683-07:00 Los_Angeles,"",SMC.301629:ROOM TEMP_TL_30,✓,"","","","",✓,"","","","","",✓,SMC.301629:ROOM TEMP_TL_30,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC.301629:ROOM TEMP_TL_30,Los_Angeles,%,"","",2020-04-09T19:01:56.411Z UTC
@p:ubcv:r:249187a1-28ca214b Chan Gunn Unsorted Points SMC.301536:VALVE_CMD,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL911,✓,SMC.301536:VALVE_CMD,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","CLOSED,OPEN",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-11-26T09:45:02-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [166] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",15038,2019-06-08T14:15:02-07:00 Los_Angeles,fault,"",Bool,2020-05-10T22:28:03.471-07:00 Los_Angeles,"",SMC.301536:VALVE_CMD,✓,BO1,"","","",✓,"","","","","",✓,SMC.301536:VALVE_CMD,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-12-03T18:23:06.431Z UTC
@p:ubcv:r:2426d2e8-7ac9e940 Chan Gunn Unsorted Points SMC.301523:FAN,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL816,✓,SMC.301523:FAN,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","OFF,ON",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"","",11314,2019-03-20T19:25:01-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:07:15.585-07:00 Los_Angeles,"",SMC.301523:FAN,✓,BO46,"","","",✓,"","","","","",✓,SMC.301523:FAN,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-12-03T18:23:05.042Z UTC
@p:ubcv:r:2426d185-21e35275 Chan Gunn Unsorted Points SMC.301517:FAN STATUS,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL720,✓,SMC.301517:FAN STATUS,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","OFF,ON",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [128] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",11315,2019-03-20T19:15:01-07:00 Los_Angeles,fault,"",Bool,2020-05-10T22:28:01.704-07:00 Los_Angeles,"",SMC.301517:FAN STATUS,✓,BO1011,"","","",✓,"","","","","",✓,SMC.301517:FAN STATUS,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-12-03T18:23:06.761Z UTC
@p:ubcv:r:2426c0f7-ec66e463 Chan Gunn Unsorted Points Mode 1 Volume Total,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL166,✓,SMC_SLAB_HTG_STPT_MIN,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",39311,2019-03-18T16:30:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:09.819-07:00 Los_Angeles,"",Mode 1 Volume Total,✓,AV2,"","","",✓,"","","","","",✓,Mode 1 Volume Total,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_166,Los_Angeles,°C,"","",2020-04-09T19:01:56.417Z UTC
@p:ubcv:r:25a29cb2-1f392515 Chan Gunn Unsorted Points SMC_ELEC_KWH_WEEK_MAX,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1193,"",SMC_ELEC_KWH_WEEK_MAX,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12527,2020-01-02T16:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:17.515-07:00 Los_Angeles,"",SMC_ELEC_KWH_WEEK_MAX,✓,AV74,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC_ELEC_KWH_WEEK_MAX_TL_15,Los_Angeles,kWh,"","",2020-04-09T19:01:55.98Z UTC
@p:ubcv:r:2491879c-32880bb3 Chan Gunn Unsorted Points SMC.301543:VLV_CMD,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL862,✓,SMC.301543:VLV_CMD,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-07-08T12:15:01-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [249] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",2880,2019-06-08T14:15:02-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:02.726-07:00 Los_Angeles,"",SMC.301543:VLV_CMD,✓,AV14,"","","",✓,"","","","","",✓,SMC.301543:VLV_CMD,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:00.991Z UTC
@p:ubcv:r:2426d2af-676686a0 Chan Gunn Unsorted Points SMC.301522:FAN AMPS,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL805,✓,SMC.301522:FAN AMPS,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"","",11325,2019-03-20T19:20:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:15.602-07:00 Los_Angeles,"",SMC.301522:FAN AMPS,✓,AO1012,"","","",✓,"","","","","",✓,SMC.301522:FAN AMPS,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:00.992Z UTC
@p:ubcv:r:2426d1f8-b83cbe7a Chan Gunn Unsorted Points SMC.301519:AOV2,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL742,✓,SMC.301519:AOV2,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"","",11317,2019-03-20T19:20:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:15.616-07:00 Los_Angeles,"",SMC.301519:AOV2,✓,AO33,"","","",✓,"","","","","",✓,SMC.301519:AOV2,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:00.994Z UTC
@p:ubcv:r:24919009-eb77d909 Chan Gunn Unsorted Points VALVE_CMD,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL268,✓,VALVE_CMD,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","OFF,ON",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",31949,2019-06-08T15:15:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:09:09.864-07:00 Los_Angeles,"",VALVE_CMD,✓,BO0,"","","",✓,"","","","","",✓,VALVE_CMD,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-12-03T18:23:07.079Z UTC
@p:ubcv:r:25a29cb2-a9f9e92b Chan Gunn Unsorted Points SMC.HTG.DEG.DAY,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1259,"",SMC.HTG.DEG.DAY,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12527,2020-01-02T16:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:17.593-07:00 Los_Angeles,"",SMC.HTG.DEG.DAY,✓,AV87,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC.HTG.DEG.DAY_TL_15,Los_Angeles,°daysC,"","",2020-04-09T19:01:55.989Z UTC
@p:ubcv:r:24194dcb-0eb078ca Chan Gunn Unsorted Points SMC_ATR_EF-11_SPD,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL94,✓,SMC_ATR_EF-11_SPD,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-04-20T15:38:02-07:00 Los_Angeles,"","",1589,2019-03-16T05:56:40-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:06.278-07:00 Los_Angeles,"",SMC_ATR_EF-11_SPD,✓,AO9,"","","",✓,"","","","","",✓,SMC_ATR_EF-11_SPD,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC_ATR_EF-11_SPD_TL_COV,Los_Angeles,%,"","",2020-04-09T19:01:56.424Z UTC
@p:ubcv:r:25a29cb2-9c161e12 Chan Gunn Unsorted Points SMC.301670_ELEV_PEAK_D,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1155,"",SMC.301670_ELEV_PEAK_D,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12527,2020-01-02T16:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:17.635-07:00 Los_Angeles,"",SMC.301670_ELEV_PEAK_D,✓,AV121,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC.301670_ELEV_PEAK_D_TL_15,Los_Angeles,kW,"","",2020-04-09T19:01:55.991Z UTC
@p:ubcv:r:241431a6-3e362b52 Chan Gunn Unsorted Points SMC_FIRE_ALARM,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1633,✓,SMC_FIRE_ALARM,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-03-13T14:00:44-07:00 Los_Angeles,"","",13715,2019-03-06T15:15:00-08:00 Los_Angeles,ok,"",Bool,2020-05-12T11:07:16.197-07:00 Los_Angeles,"",SMC_FIRE_ALARM,✓,BI1,"","","",✓,"","","","",SMC_FIRE_ALARM,✓,SMC_FIRE_ALARM,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301500_TrendLog_1633,Los_Angeles,"","","",2020-02-12T22:08:02.926Z UTC
@p:ubcv:r:24194e17-3deb947b Chan Gunn Unsorted Points SMC.301621_H/C_PMP_KWH,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL129,✓,SMC.301621_H/C_PMP_KWH,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-11T17:01:48-07:00 Los_Angeles,"","",16400,2019-03-17T17:50:53-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:06.353-07:00 Los_Angeles,"",SMC.301621_H/C_PMP_KWH,✓,AV42,"","","",✓,"","","","","",✓,SMC.301621_H/C_PMP_KWH,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_129,Los_Angeles,kWh,"","",2020-04-09T19:01:56.427Z UTC
@p:ubcv:r:2426d117-74bf4c6d Chan Gunn Unsorted Points SMC.301500:SMC.301518_FAN_KWH,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL368,✓,SMC.301500:SMC.301518_FAN_KWH,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:47-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [63] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",18348,2019-03-21T05:53:46-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:02.37-07:00 Los_Angeles,"",SMC.301500:SMC.301518_FAN_KWH,✓,AV20,"","","",✓,"","","","","",✓,SMC.301500:SMC.301518_FAN_KWH,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:00.998Z UTC
@p:ubcv:r:241431a6-d5078b01 Chan Gunn Unsorted Points SMC_ELEC_KWH_APR,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1599,✓,SMC_ELEC_KWH_APR,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [3] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",12770,2019-03-06T15:15:00-08:00 Los_Angeles,fault,"",Number,2020-05-11T09:50:28.044-07:00 Los_Angeles,"",SMC_ELEC_KWH_APR,✓,AV53,"","","",✓,"","","","",SMC_ELEC_KWH_APR,✓,SMC_ELEC_KWH_APR,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01Z UTC
@p:ubcv:r:2426d149-9792f8e5 Chan Gunn Unsorted Points SMC.301516:AOV2,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL701,✓,SMC.301516:AOV2,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [111] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",11317,2019-03-20T19:15:01-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:01.741-07:00 Los_Angeles,"",SMC.301516:AOV2,✓,AO33,"","","",✓,"","","","","",✓,SMC.301516:AOV2,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.002Z UTC
@p:ubcv:r:2426d274-c3c15a0e Chan Gunn Unsorted Points SMC.301521:LTG.OCC,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL791,✓,SMC.301521:LTG.OCC,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","UNOCC,OCC",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"","",11314,2019-03-20T19:20:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:07:15.702-07:00 Los_Angeles,"",SMC.301521:LTG.OCC,✓,BO1009,"","","",✓,"","","","","",✓,SMC.301521:LTG.OCC,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-12-03T18:23:12.611Z UTC
@p:ubcv:r:25a29cb2-e9234a3f Chan Gunn Unsorted Points SMC.301670_21M1_KW_H,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1266,"",SMC.301670_21M1_KW_H,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12598,2020-01-02T04:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:17.696-07:00 Los_Angeles,"",SMC.301670_21M1_KW_H,✓,AV143,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",SMC.301670_21M1_KW_H_TL_15,Los_Angeles,kWh,"","",2020-04-09T19:01:56.002Z UTC
