id,ahu,air,average,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,chiller,close,cmd,co2,condenser,connRef,cool,cooling,coolingTower,covTest,cur,curConvert,curStatus,curVal,custom,damper,delta,deltaTempPoint,differential,disMacro,disabled,discharge,district,effective,efficiency,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,groupRef,heat,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidifier,humidity,kind,lastSynced,lastTagged,leaving,load,lowLim,max,min,mixed,moaAHU_CMD,moaAHU_SA,moaAHU_SP,moaSteam,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,open,outside,point,pointRef,pointType,power,preFilter,pressure,primaryLoop,ptTest,pump,quantityID,return,roomRef,run,runtime,secondaryLoop,sensor,setpointRef,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,testUnits,tlName,tz,unit,utilityPoint,valve,vavMode,water,zone,mod
@p:ubcv:r:236b7fc0-8b3022c4 MOA Rm 221C VAV-221C VAV221C_FLW,"",✓,"","",@p:ubcv:r:236b774d-6c8422b0 MOA MOA_VAV221C_RM221C (512210),"",TL3,✓,VAV221C_FLW,"","","","","","","","",@p:ubcv:r:236b774d-6c8422b0 MOA MOA_VAV221C_RM221C (512210),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-2331b1ab MOA Rm 221C VAV-221C,✓,"","","","",✓,@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:33:34-07:00 Los_Angeles,"","","",80411,2018-10-29T06:29:29-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:41:26.854-07:00 Los_Angeles,2019-04-11T16:04:14.037-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Flow,"",AV18,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-db14a869 MOA Rm 221C,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-9b79f931 (.+_)?VAV.+_FLW(_TL)?,"","","",VAV221C_FLW_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:01:59.775Z UTC
@p:ubcv:r:236b8090-22d16c28 MOA Rm 211 VAV-211 VAV211_DMP_CLOSE,"",✓,"","",@p:ubcv:r:236b774d-d87a6f59 MOA MOA_VAV211_RM211 (512201),"",TL91,✓,VAV211_DMP_CLOSE,"","","","",✓,✓,"","",@p:ubcv:r:236b774d-d87a6f59 MOA MOA_VAV211_RM211 (512201),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","","","OFF,ON","",@p:ubcv:r:23778c9a-3c316f2f MOA Rm 211 VAV-211,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T14:09:08-07:00 Los_Angeles,"","","",42214,2018-10-29T11:33:31-07:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:40:35.799-07:00 Los_Angeles,2018-11-28T16:32:29.085-08:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Damper Close Cmd,"",BO5,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-534dce6b MOA Rm 211,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-e5404cf7 .+_DMP_CLOSE(_TL)?,"","","",VAV211_Dmp_Close_TL*,Los_Angeles,"","","","","","",2020-05-01T11:06:16.137Z UTC
@p:ubcv:r:236b813f-9a246cba MOA Great Hall EF-47 EF48_SPD,"","","","",@p:ubcv:r:236b6da0-c1c0b380 MOA 570.0 MOA_AHU4 (510400),"",TL10,✓,EF48_SPD,"","","","","","","","",@p:ubcv:r:236b6da0-c1c0b380 MOA 570.0 MOA_AHU4 (510400),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23789013-b665db6f MOA Great Hall EF-47,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:45:11-07:00 Los_Angeles,"","","",592302,2018-10-28T12:51:35-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:13.022-07:00 Los_Angeles,2018-11-28T16:32:32.588-08:00 Los_Angeles,"","","","","","","","","","","",EF48_SPD,✓,AO14,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23789013-f612ca14 MOA Great Hall,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",EF48_SPD_TL,Los_Angeles,%,"","","","","",2020-04-09T19:01:58.779Z UTC
@p:ubcv:r:236b8142-09f7d65b MOA AHU-03 AHU03_CO2_SP,"",✓,"","",@p:ubcv:r:236b6da0-e08e245c MOA 570.0 MOA_AHU3 (510300),"",TL34,✓,AHU03_CO2_SP,"","","","","","",✓,"",@p:ubcv:r:236b6da0-e08e245c MOA 570.0 MOA_AHU3 (510300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc2-206f0665 MOA AHU-03,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",81346,2018-10-25T16:10:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:58.874-07:00 Los_Angeles,2019-01-23T16:52:55.134-08:00 Los_Angeles,"","","","","","","","","","","",Zone CO2 Sp,"",AV28,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0f-1ce11af9 (.+_)?AHU.+_CO2_SP(_TL)?,"","","",AHU03_CO2_SP_TL,Los_Angeles,ppm,"","","","",✓,2020-04-09T19:01:58.743Z UTC
@p:ubcv:r:236b7f22-298d0499 MOA Rm 245D VAV-245D VAV245D_RT_AV,"",✓,"","",@p:ubcv:r:236b774e-d470dcbf MOA MOA_VAV245D_RM245D (512217),"",TL1,✓,VAV245D_RT_AV,"","","","","","","","",@p:ubcv:r:236b774e-d470dcbf MOA MOA_VAV245D_RM245D (512217),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23778c9a-ddc7b961 MOA Rm 245D VAV-245D,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:42:28-07:00 Los_Angeles,"","","",80580,2018-10-29T06:09:02-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:48:07.46-07:00 Los_Angeles,2019-01-23T16:52:59.197-08:00 Los_Angeles,"","","","","","","","","","","",Zone Temp,"",AV24,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-26301cc4 MOA Rm 245D,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",VAV245D_RT_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:59.849Z UTC
@p:ubcv:r:263d6d6e-6ae7aa11 MOA Cooling Plant HRC HRC_M1C2_Disch_Temp_TL,"","","","",@p:ubcv:r:22ad9db8-07a88974 MOA 570.0 MOA RTR CHILLER KAMSTRUP (513400),"",TL14,"",HRC_M1C2_Disch_Temp_TL,"","","","","","","","",@p:ubcv:r:22ad9db8-07a88974 MOA 570.0 MOA RTR CHILLER KAMSTRUP (513400),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237892eb-b9bdf3f9 MOA Cooling Plant HRC,✓,"","","","","",@p:ubcv:r:216983cb-5b526e52 MOA Hydronic Systems,"","","",✓,"","","",2020-05-12T15:42:46-07:00 Los_Angeles,"","","",3997,2020-04-28T18:48:47-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:46:53.387-07:00 Los_Angeles,"","","","","","","","","","","","",HRC_M1C2_Disch_Temp_TL,✓,"","","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",HRC_M1C2_Disch_Temp_TL,Los_Angeles,_,"","","","","",2020-04-30T11:05:22.913Z UTC
@p:ubcv:r:236b7ddc-a90b37d0 MOA Rm 131 VAV-23-08 VAV_23_08_FLW_SP,"",✓,"","",@p:ubcv:r:236b7c27-f12c39cb MOA MOA_VAV_23_08_Artifact_Research_RM131 (512308),"",TL4,✓,VAV_23_08_FLW_SP,"","","","","","","","",@p:ubcv:r:236b7c27-f12c39cb MOA MOA_VAV_23_08_Artifact_Research_RM131 (512308),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-944335ed MOA Rm 131 VAV-23-08,✓,"","","","",✓,@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:43:32-07:00 Los_Angeles,"","","",77557,2018-10-27T20:49:27-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:46:57.808-07:00 Los_Angeles,2019-04-11T16:04:13.666-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Flow Sp,"",AV5,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-09795fa7 MOA Rm 131,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","","",VAV_23_08_FLW_SP_TL,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:00.108Z UTC
@p:ubcv:r:236b7e5e-caebbc61 MOA Rm 230 FC-04 FC04_SFC,"",✓,"","",@p:ubcv:r:236b7bdf-574c80bb MOA MOA_FC04_RM230 (512284),"",TL5,✓,FC04_SFC,"","","","","",✓,"","",@p:ubcv:r:236b7bdf-574c80bb MOA MOA_FC04_RM230 (512284),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","","","OFF,ON","",@p:ubcv:r:2378725b-6b356313 MOA Rm 230 FC-04,✓,"",✓,"","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:47:41-07:00 Los_Angeles,"","","",3387,2018-10-26T16:31:43-07:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:48:04.139-07:00 Los_Angeles,2019-01-23T16:52:50.849-08:00 Los_Angeles,"","","","","","","","","","","",Discharge Fan Run Cmd,"",BO1,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:2378725b-d619c698 MOA Rm 230,✓,"","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0f-ef6babc0 .+_SF(\d)?C(_TL)?,"","","",FC04_SFC_TL,Los_Angeles,"","","","","","",2020-04-08T18:51:38.194Z UTC
@p:ubcv:r:22ad7bbb-7f3bde10 MOA Cooling Plant HRC HRC_ENAB,"","","","",@p:ubcv:r:22ad79dc-291f7880 MOA 570.0 MOA_B1_B2_B3_HRC (511100),"",TL63,✓,HRC_ENAB,"","","","","",✓,"","",@p:ubcv:r:22ad79dc-291f7880 MOA 570.0 MOA_B1_B2_B3_HRC (511100),"","","",✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","",✓,"","","OFF,ON","",@p:ubcv:r:237892eb-b9bdf3f9 MOA Cooling Plant HRC,✓,"","","","","",@p:ubcv:r:216983cb-5b526e52 MOA Hydronic Systems,"","","",✓,"","","",2020-04-28T14:03:20-07:00 Los_Angeles,"","",cov,422,2018-04-23T14:36:46-07:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:45:52.772-07:00 Los_Angeles,2019-01-23T16:52:55.486-08:00 Los_Angeles,"","","","","","","","","","","",Enable Cmd,"",BO7,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-aeb0c3b0 HRC_ENAB(_TL)?,"","","",HRC_ENAB_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:21.58Z UTC
@p:ubcv:r:236b7e3e-9855ff83 MOA Rm 212 VAV-23-01 VAV_23_01_RH_AV,"",✓,"","",@p:ubcv:r:236b7c27-70a9c9c2 MOA MOA_VAV_23_01_Events_RM212 (512301),"",TL11,✓,VAV_23_01_RH_AV,"","","","","","","","",@p:ubcv:r:236b7c27-70a9c9c2 MOA MOA_VAV_23_01_Events_RM212 (512301),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794d9-51ff9ac6 MOA Rm 212 VAV-23-01,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",80668,2018-10-27T21:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:39:02.949-07:00 Los_Angeles,2018-11-28T16:32:54.906-08:00 Los_Angeles,"","","","","","","","","","","",Zone Humidity,"",AV28,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-a21f1429 MOA Rm 212,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:245b9613-45bd52dd .+_RH_AVG?(_TL)?,"","","",VAV_23_01_RH_TL,Los_Angeles,%RH,"","","","",✓,2020-04-09T19:02:00.007Z UTC
@p:ubcv:r:236b810c-944687cb MOA Rm 156 VAV-20-03 VAV_20_03_RT_SP,"",✓,"","",@p:ubcv:r:236b7695-dcfe0da4 MOA MOA_VAV_20_03_RM156 (512003),"",TL2,✓,VAV_20_03_RT_SP,"","","","","","","","",@p:ubcv:r:236b7695-dcfe0da4 MOA MOA_VAV_20_03_RM156 (512003),"","","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","","","",@p:ubcv:r:237794a4-d1e4f644 MOA Rm 156 VAV-20-03,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:42:27-07:00 Los_Angeles,"","","",80971,2018-10-27T21:07:17-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:48:08.629-07:00 Los_Angeles,2019-01-23T16:53:10.821-08:00 Los_Angeles,"","","","","","","","","","","",Zone Temp Effective Sp,"",AV6,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-df995f85 MOA Rm 156,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",VAV_20_03_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:59.441Z UTC
@p:ubcv:r:25c2e012-d9d9c02c MOA Rm 125 VAV-23-05 VAV_23_05_STEAM_INTLK,"","","","",@p:ubcv:r:236b778e-d9b8b858 MOA MOA_VAV_23_05_SEM_RM125 (512305),"",TL5,"",VAV_23_05_STEAM_INTLK,"","","","","","","","",@p:ubcv:r:236b778e-d9b8b858 MOA MOA_VAV_23_05_SEM_RM125 (512305),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","OFF,ON","",@p:ubcv:r:237794d9-73979b80 MOA Rm 125 VAV-23-05,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T01:54:38-07:00 Los_Angeles,"","","",70,2020-01-27T14:39:17-08:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:48:02.334-07:00 Los_Angeles,"","","","","","","","","","","","",VAV_23_05_STEAM_INTLK,✓,BI3,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",VAV_23_05_STEAM_INTLK_TL,Los_Angeles,"","","","","","",2020-04-08T18:51:38.214Z UTC
@p:ubcv:r:236b7fc0-1dee1bbc MOA Rm 221C VAV-221C VAV221C_RT_SP,"",✓,"","",@p:ubcv:r:236b774d-6c8422b0 MOA MOA_VAV221C_RM221C (512210),"",TL2,✓,VAV221C_RT_SP,"","","","","","","","",@p:ubcv:r:236b774d-6c8422b0 MOA MOA_VAV221C_RM221C (512210),"","","","","","","","","","","","","",$equipRef $bmsName,"","","",✓,"","","","","","","","",@p:ubcv:r:23778c9a-2331b1ab MOA Rm 221C VAV-221C,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:33:29-07:00 Los_Angeles,"","","",80411,2018-10-29T06:29:29-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:41:26.12-07:00 Los_Angeles,2019-01-23T16:53:08.151-08:00 Los_Angeles,"","","","","","","","","","","",Zone Temp Effective Sp,"",AV6,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-db14a869 MOA Rm 221C,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",VAV221C_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:59.777Z UTC
@p:ubcv:r:236b8146-e14197fe MOA AHU-02 AHU02_CCV,"","","","",@p:ubcv:r:236b6b91-6388f04f MOA 570.0 MOA_AHU2 (510200),"",TL23,✓,AHU02_CCV,"","",✓,"","",✓,"","",@p:ubcv:r:236b6b91-6388f04f MOA 570.0 MOA_AHU2 (510200),✓,✓,"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:23777bc2-6fa16081 MOA AHU-02,✓,"","","","","",@p:ubcv:r:2203b248-fb62c0af MOA Air Systems,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",81026,2018-10-27T21:30:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:45:56.14-07:00 Los_Angeles,2019-01-23T16:52:53.831-08:00 Los_Angeles,"","","","","","","","","","","",Cooling Valve Cmd,"",AO12,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-46fa10b2 .+_(\d+)?CCV(_TL)?,"","","",AHU02_CCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:58.707Z UTC
@p:ubcv:r:236b80aa-5452e62c MOA Rm 136A VAV-21-04 VAV_21_04_RH_AV,"",✓,"","",@p:ubcv:r:236b7b54-d18bc410 MOA MOA_VAV_21_04_RM136A (512104),"",TL11,✓,VAV_21_04_RH_AV,"","","","","","","","",@p:ubcv:r:236b7b54-d18bc410 MOA MOA_VAV_21_04_RM136A (512104),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794a4-312c7923 MOA Rm 136A VAV-21-04,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",64398,2018-10-25T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:45:19.254-07:00 Los_Angeles,2018-11-28T16:32:48.285-08:00 Los_Angeles,"","","","","","","","","","","",Zone Humidity,"",AV28,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-a4170f36 MOA Rm 136A,"","","",✓,"",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:245b9613-45bd52dd .+_RH_AVG?(_TL)?,"","","",VAV_21_04_RH_TL,Los_Angeles,%RH,"","","","",✓,2020-04-09T19:01:59.61Z UTC
@p:ubcv:r:258f915b-7c4c519b MOA Unsorted Points 5700_WATERMETER_LOW,"","","","",@p:ubcv:r:22ad79dc-291f7880 MOA 570.0 MOA_B1_B2_B3_HRC (511100),"",TL4,"",5700_WATERMETER_LOW,"","","","","","","","",@p:ubcv:r:22ad79dc-291f7880 MOA 570.0 MOA_B1_B2_B3_HRC (511100),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","OFF,ON","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-05-12T15:44:24-07:00 Los_Angeles,"","","",38396,2019-12-19T15:08:06-08:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T15:45:58.432-07:00 Los_Angeles,"","","","","","","","","","","","",5700_WATERMETER_LOW,✓,BI111,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",5700_WATERMETER_LOW TL,Los_Angeles,"","","","","","",2020-04-08T18:51:51.453Z UTC
@p:ubcv:r:236b7e2f-c0f4b919 MOA Rm 214 VAV-23-02 VAV_23_02_RH_RM214_Test_TL,"","","","",@p:ubcv:r:236b7c27-910a0158 MOA MOA_VAV_23_02_Archaeology_Research_RM214 (512302),"",TL17,✓,VAV_23_02_RH_RM214_Test_TL,"","","","","","","","",@p:ubcv:r:236b7c27-910a0158 MOA MOA_VAV_23_02_Archaeology_Research_RM214 (512302),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794d9-a847a37d MOA Rm 214 VAV-23-02,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:29:54-07:00 Los_Angeles,"","","",24560,2018-10-25T16:00:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:42:42.919-07:00 Los_Angeles,2018-11-28T16:32:28.04-08:00 Los_Angeles,"","","","","","","","","","","",VAV_23_02_RH_RM214_Test_TL,✓,"","","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794d9-c2d2a2eb MOA Rm 214,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","","",Los_Angeles,_,"","","","","",2020-04-09T19:15:04.133Z UTC
@p:ubcv:r:226b9e8b-ca0b9ddd MOA Cooling Plant CHW_FLW,"","","","",@p:ubcv:r:2008111d-526fc1d1 MOA Chillers (513000),"",TL21,✓,CHW_FLW,"","","","","","","","",@p:ubcv:r:2008111d-526fc1d1 MOA Chillers (513000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:2378849e-c32da7dd MOA Cooling Plant,✓,"","","","","",@p:ubcv:r:216983cb-5b526e52 MOA Hydronic Systems,"","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",36610,2018-04-10T20:30:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:38:56.785-07:00 Los_Angeles,2018-11-28T16:32:53.871-08:00 Los_Angeles,"","","","","","","","","","","",CHW_FLW,✓,AI9,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",CHW_FLW_Test_TL,Los_Angeles,gal/min,"","","","","",2020-04-09T19:02:00.28Z UTC
@p:ubcv:r:236b7eb6-92b37e2a MOA Rm 245P VAV-245P VAV245P_DMP,"",✓,"","",@p:ubcv:r:236b774e-0b2f86c5 MOA MOA_VAV245P_RM245P (512222),"",TL6,✓,VAV245P_DMP,"","","","","",✓,"","",@p:ubcv:r:236b774e-0b2f86c5 MOA MOA_VAV245P_RM245P (512222),"","","","","","","","","",✓,"","","",$equipRef $bmsName,"",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-3f1076df MOA Rm 245P VAV-245P,✓,"","","","","",@p:ubcv:r:23778c9a-08edf20c MOA Floor 2,"","","",✓,"","","",2020-05-12T15:42:28-07:00 Los_Angeles,"","","",80574,2018-10-29T06:18:45-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:50:43.016-07:00 Los_Angeles,2019-04-11T16:04:13.521-07:00 Los_Angeles,"","","","","","","","","","","",Discharge Air Damper Cmd,"",AV16,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:23778c9a-53d25cb6 MOA Rm 245P,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","","",VAV245P_DMP_TL,Los_Angeles,%,"","","","","",2020-04-09T19:01:59.899Z UTC
@p:ubcv:r:236b80f5-acc34ab6 MOA Rm 137 VAV-20-05 VAV_20_05_RH_RM137_Test_TL,"","","","",@p:ubcv:r:236b7695-95f43b8b MOA MOA_VAV_20_05_RM137 (512005),"",TL17,✓,VAV_20_05_RH_RM137_Test_TL,"","","","","","","","",@p:ubcv:r:236b7695-95f43b8b MOA MOA_VAV_20_05_RM137 (512005),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:237794a4-4479e270 MOA Rm 137 VAV-20-05,✓,"","","","","",@p:ubcv:r:237794a4-65cdf3e9 MOA Floor 1,"","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",47785,2018-10-25T16:30:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:44:37.527-07:00 Los_Angeles,2018-11-28T16:32:44.263-08:00 Los_Angeles,"","","","","","","","","","","",VAV_20_05_RH_RM137_Test_TL,✓,"","","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:237794a4-f4354d5a MOA Rm 137,"","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","","",Los_Angeles,_,"","","","","",2020-04-09T19:15:04.086Z UTC
@p:ubcv:r:236b9a6b-bd922dcb MOA Unsorted Points HEX1_SWT (TO BE DELETED),"","","","",@p:ubcv:r:21c2d23f-8b6d9816 MOA DES HEX (511000),"",TL14,✓,HEX1_SWT (TO BE DELETED),"","","","","","","","",@p:ubcv:r:21c2d23f-8b6d9816 MOA DES HEX (511000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","","",@p:ubcv:r:22ad7d9a-944f05af MOA Unsorted Points,✓,"","","","","",@p:ubcv:r:22ad7d9a-af0c2b15 MOA Unsorted Points,"","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",81023,2018-10-27T21:40:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T15:38:59.503-07:00 Los_Angeles,2019-01-23T16:53:25.778-08:00 Los_Angeles,"","","","","","","","","","","",HEX1_SWT (TO BE DELETED),✓,AI5,"","","","","","",✓,"","","","","","","","","","","","","","","","",@p:ubcv:r:20816d13-3f7b84c8 MOA,"","","","","","","","","","",HEX1_SWT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:01:59.16Z UTC
