id,air,autoSorted,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bacnetWriteLevel,base,bmsName,bridgeName,chilled,chiller,cmd,condenser,connRef,cool,cooling,count,covTest,cur,curConvert,curErr,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,flow,gas,groupRef,heat,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,hrv,kind,lastSynced,lastTagged,leaving,lowLim,mode,navName,navname,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,reliability,return,run,runtime,schedulable,scheduleOcc,scheduleRef,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,temp,testName,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,writable,writeLevel,writeStatus,zone,mod
@p:ubcv:r:236c9280-75848a53 Alumni Centre FCU-07 FC07_RT_COV_TL,✓,"","",@p:ubcv:r:236c8e4c-c9b8f9aa ALUM FC07_RM_104 (670012),"",TL10,✓,"","",FC07_RT_COV_TL,"","","","","",@p:ubcv:r:236c8e4c-c9b8f9aa ALUM FC07_RM_104 (670012),"","","",✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24103b51-461046d2 Alumni Centre FCU-07,✓,"","","","",@p:ubcv:r:24103e1f-a70591c9 Alumni Centre 1st Floor,"","","",✓,"","","",2020-05-10T12:21:15-07:00 Los_Angeles,"","",cov,2596,2018-10-26T11:07:49-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:44.959-07:00 Los_Angeles,2019-01-23T16:53:00.66-08:00 Los_Angeles,"","","",Zone Temp,"","","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:244285d9-c450215a .+_RT(_GV)?(_COV_TL)?,✓,"","","",Los_Angeles,°C,"","","","","","","","","",✓,2020-04-21T20:27:45.338Z UTC
@p:ubcv:r:2410946a-ea791365 Alumni Centre AHU-02 AHU2_HCV_ISO_BV,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL41,✓,"","",AHU2_HCV_ISO_BV,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Closed,Open","",@p:ubcv:r:24c3be0d-d4c7182e Alumni Centre AHU-02,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-03-25T07:49:07-07:00 Los_Angeles,"","","",11843,2019-03-04T16:48:58-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T14:00:43.572-07:00 Los_Angeles,"","","","",AHU2_HCV_ISO_BV,"",✓,BV11,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",AHU2_HCV_ISO_BV_TL,Los_Angeles,"","","","","","","","","","","",2020-04-30T12:06:20.083Z UTC
@p:ubcv:r:236c922b-0618b4e3 Alumni Centre FCU-01 FC01_RT_LL111,✓,"","",@p:ubcv:r:236c8e4c-455e800b ALUM FC01_RM_LL103 (670001),"",TL6,✓,"","",FC01_RT_LL111,"","","","","",@p:ubcv:r:236c8e4c-455e800b ALUM FC01_RM_LL103 (670001),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24103b51-147a3892 Alumni Centre FCU-01,✓,"","","","",@p:ubcv:r:24103ec5-9a094bc6 Alumni Centre Basement,"","","",✓,"","","",2020-05-12T14:02:43-07:00 Los_Angeles,"","","",391978,2018-10-31T03:58:46-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:04:37.508-07:00 Los_Angeles,2018-11-28T16:32:56.799-08:00 Los_Angeles,"","","",Zone Temp,"","",AI201,"","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,"","",FC01_RT_LL111_POLL_TL,Los_Angeles,°C,"","","","","","","","","",✓,2020-04-09T19:02:29.555Z UTC
@p:ubcv:r:236c9237-a4ef130a Alumni Centre FCU-02 FC02_T,✓,"","",@p:ubcv:r:236c8e4c-d15f0471 ALUM FC02_RM_LL112 (670002),"",TL5,✓,"","",FC02_T,"","","","","",@p:ubcv:r:236c8e4c-d15f0471 ALUM FC02_RM_LL112 (670002),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24103b51-5db16484 Alumni Centre FCU-02,✓,"","","","",@p:ubcv:r:24103ec5-9a094bc6 Alumni Centre Basement,"","","",✓,"","","",2020-05-12T13:57:14-07:00 Los_Angeles,"","","",392215,2018-10-31T03:35:26-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:45.784-07:00 Los_Angeles,2018-11-28T16:32:45.773-08:00 Los_Angeles,"","","",Discharge Air Temp,"","",AI2,"","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0e-eee35397 FC\d+_T(_TL)?,✓,"","",FC02_T_POLL_TL,Los_Angeles,°C,"","","","","","","","","","",2020-04-09T19:02:29.561Z UTC
@p:ubcv:r:236c921d-b040b09d Alumni Centre AHU-02 SF AHU2_SFS,✓,"","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL79,✓,"","",AHU2_SFS,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:25d750aa-9156d4ad Alumni Centre AHU-02 SF,✓,"",✓,"","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-05-12T13:58:00-07:00 Los_Angeles,"","","",399775,2018-10-30T18:28:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:50.857-07:00 Los_Angeles,2019-01-23T16:53:22.251-08:00 Los_Angeles,"","","",Discharge Fan Run Status,"","",AI1804,"","","","","",✓,"","","","","","","","",✓,✓,"","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:241ae208-4afc4e5f .+_SF(\d?)S(_BV)?(_TL)?,"","","",AHU2_SFS_TL,Los_Angeles,A,"","","","","","","","","","",2020-04-09T19:02:29.396Z UTC
@p:ubcv:r:236c925f-d7a3b12e Alumni Centre FCU-31 FC31_SAT_SP,✓,"","",@p:ubcv:r:236c8e4c-9811651e ALUM FC31_RM_LL142 (670006),"",TL7,✓,"","",FC31_SAT_SP,"","","","","",@p:ubcv:r:236c8e4c-9811651e ALUM FC31_RM_LL142 (670006),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24103b51-7fdfb345 Alumni Centre FCU-31,✓,"","","","",@p:ubcv:r:24103ec5-9a094bc6 Alumni Centre Basement,"","","",✓,"","","",2020-05-12T13:46:52-07:00 Los_Angeles,"","","",54157,2018-10-26T10:37:04-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:17.409-07:00 Los_Angeles,2019-01-23T16:53:17.956-08:00 Los_Angeles,"","","",Discharge Air Temp Sp,"","",AV3,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,"","",FC31_SAT_SP_POLL_TL,Los_Angeles,%,"","","","","","","","","","",2020-04-09T19:02:29.586Z UTC
@p:ubcv:r:236c932a-754e32c0 Alumni Centre FCU-21 FC21_T,✓,"","",@p:ubcv:r:236c9092-4427caf7 ALUM FC21_RM_303 (670330),"",TL5,✓,"","",FC21_T,"","","","","",@p:ubcv:r:236c9092-4427caf7 ALUM FC21_RM_303 (670330),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24103b51-a9c6fcd5 Alumni Centre FCU-21,✓,"","","","",@p:ubcv:r:24103e40-16f90877 Alumni Centre 3rd Floor,"","","",✓,"","","",2020-05-12T13:46:25-07:00 Los_Angeles,"","","",54152,2018-10-26T10:21:59-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:09.636-07:00 Los_Angeles,2018-11-28T16:32:49.282-08:00 Los_Angeles,"","","",Discharge Air Temp,"","",AI2,"","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0e-eee35397 FC\d+_T(_TL)?,✓,"","",FC21_T_POLL_TL,Los_Angeles,°C,"","","","","","","","","","",2020-04-09T19:02:29.796Z UTC
@p:ubcv:r:236c9266-3b5f61f1 Alumni Centre FCU-32 FC32_RT_SP,✓,"","",@p:ubcv:r:236c8e4c-cecf9669 ALUM FC32_RM_LL143 (670007),"",TL5,✓,"","",FC32_RT_SP,"","","","","",@p:ubcv:r:236c8e4c-cecf9669 ALUM FC32_RM_LL143 (670007),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","",@p:ubcv:r:24103b51-0c2246e5 Alumni Centre FCU-32,✓,"","","","",@p:ubcv:r:24103ec5-9a094bc6 Alumni Centre Basement,"","","",✓,"","","",2020-05-12T13:47:46-07:00 Los_Angeles,"","","",54148,2018-10-26T10:37:49-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:56:12.326-07:00 Los_Angeles,2019-01-23T16:52:58.33-08:00 Los_Angeles,"","","",Zone Temp Effective Sp,"","",AV2,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,"","",FC32_RT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","","","",✓,2020-04-09T19:02:29.591Z UTC
@p:ubcv:r:236c92e3-ce3235c0 Alumni Centre AHU-01 7970_AHU-01_P07-AMPS,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL8,✓,"","",7970_AHU-01_P07-AMPS,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",P7,@p:ubcv:r:24c3be0d-414d0cda Alumni Centre AHU-01,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",77550,2018-10-26T10:50:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:44.528-07:00 Los_Angeles,2019-01-23T16:52:54.547-08:00 Los_Angeles,"","","",7970_AHU-01_P07-AMPS,"",✓,AI1103,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",AHU1_P7_S_TL,Los_Angeles,A,"","","","","","","","","","",2020-04-30T12:06:19.954Z UTC
@p:ubcv:r:226d2e1a-c1bef5ba Alumni Centre Heating Plant HWS_CWS_HWRT_SP,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL54,✓,"","",HWS_CWS_HWRT_SP,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","",✓,"","",@p:ubcv:r:24c3bb2c-3094a993 Alumni Centre Heating Plant,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T13:55:00-07:00 Los_Angeles,"","","",219441,2018-04-11T11:15:00-07:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T13:58:48.915-07:00 Los_Angeles,2019-01-23T16:52:49.987-08:00 Los_Angeles,"","","",Entering Hot Water Temp Sp,"","",AV1,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","","",@p:ubcv:r:24c4eef1-9bacfd67 .+_HWRT_SP(_TL)?,✓,"","",HWS_CWS_HWST_SP_TL,Los_Angeles,°C,"","","",✓,"","","","","","",2020-04-09T19:02:29.398Z UTC
@p:ubcv:r:226d3019-8bcf9048 Alumni Centre Cooling Plant Chiller CHIL_SYS_01_S,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL178,✓,"","",CHIL_SYS_01_S,"","",✓,✓,"",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","OFF,ON","",@p:ubcv:r:24c4c0ac-88aab626 Alumni Centre Cooling Plant Chiller,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T13:44:33-07:00 Los_Angeles,"","","",11825,2018-04-18T12:41:47-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:43.957-07:00 Los_Angeles,2018-11-28T16:32:49.58-08:00 Los_Angeles,"","","",Chiller Run Cmd,"","",BI1301,"","","","","",✓,"","","","","","","","",✓,"","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:24c4eb34-df06ec37 CHIL_SYS_\d+_S(_TL)?,"","","",CHIL_SYS_01_S_TL,Los_Angeles,_,"","","",✓,"","","","","","",2020-04-14T16:50:00.562Z UTC
@p:ubcv:r:236c921d-1d213f39 Alumni Centre Unsorted Points MK_UP_WTR_MTR_TOT_LITRES_LAST_DAY,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL125,✓,"","",MK_UP_WTR_MTR_TOT_LITRES_LAST_DAY,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:227a4505-a944c966 Alumni Centre Unsorted Points,✓,"","","","",@p:ubcv:r:227a4505-b2ce3aaa Alumni Centre Unsorted Points,"","","",✓,"","","",2019-03-23T00:00:00-07:00 Los_Angeles,"","","",6,2018-12-25T00:00:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:47.506-07:00 Los_Angeles,2018-11-28T16:32:30.524-08:00 Los_Angeles,"","","",MK_UP_WTR_MTR_TOT_LITRES_LAST_DAY,"",✓,AV99,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",MK_UP_WTR_MTR_TOT_LITRES_LAST_DAY_TL,Los_Angeles,L,"","","","","","","","","","",2020-04-09T19:02:29.4Z UTC
@p:ubcv:r:236c921d-faa6efc9 Alumni Centre Heating Plant BLR_GAS_TODAY_BASE,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL101,✓,"","",BLR_GAS_TODAY_BASE,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3bb2c-3094a993 Alumni Centre Heating Plant,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T13:57:18-07:00 Los_Angeles,"","","",392814,2018-10-31T03:27:53-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:51.002-07:00 Los_Angeles,2018-11-28T16:32:31.896-08:00 Los_Angeles,"","","",BLR_GAS_TODAY_BASE,"",✓,AV62,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",BLR_GAS_TODAY_BASE_POLL_TL,Los_Angeles,m³,"","","","","","","","","","",2020-04-09T19:02:29.401Z UTC
@p:ubcv:r:236c92e2-70f86c1d Alumni Centre HW Submeters BTU-102 BTU102_RTN_TEMP,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL101,✓,"","",BTU102_RTN_TEMP,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","",✓,"","",@p:ubcv:r:25250410-0cbfd64f Alumni Centre HW Submeters BTU-102,✓,"","","","",@p:ubcv:r:21697fca-7bb972f1 Alumni Centre Utilities,"","","",✓,"","","",2020-05-12T14:00:36-07:00 Los_Angeles,"","","",375466,2018-10-30T17:27:35-07:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T14:00:46.391-07:00 Los_Angeles,2018-11-28T16:32:32.724-08:00 Los_Angeles,"","","",Entering Hot Water Temp,"","",AV1063,"","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:24c4abea-706bbc56 .+_RTN_TEMP(_TL)?,✓,"","",BTU102_RTN_TEMP_POLL_TL,Los_Angeles,°C,"","","",✓,"","","","","","",2020-04-30T12:06:20.038Z UTC
@p:ubcv:r:236c921d-064fd4ce Alumni Centre Heating Plant DES Connection 797_EM_1P_RWT,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL171,✓,"","",797_EM_1P_RWT,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","",✓,"","",@p:ubcv:r:24c4a9e1-e747c39e Alumni Centre Heating Plant DES Connection,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T13:45:00-07:00 Los_Angeles,"","","",51184,2018-10-28T08:00:00-07:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T13:58:47.801-07:00 Los_Angeles,2019-01-23T16:53:27.792-08:00 Los_Angeles,"","","",Entering Hot Water Temp,"","",AV1201,"","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:24119e78-de3698e4 .+_(BTU|EM)_.+_RWT(_TL)?,✓,"","",797_EM_1P_RWT_TL,Los_Angeles,°C,"","","",✓,"","","","","","",2020-04-09T19:02:29.406Z UTC
@p:ubcv:r:226d3019-3632fe7b Alumni Centre HW Submeters BTU-104 BTU104_FLW,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL105,✓,"","",BTU104_FLW,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:252503eb-19dc03ba Alumni Centre HW Submeters BTU-104,✓,"","",✓,"",@p:ubcv:r:21697fca-7bb972f1 Alumni Centre Utilities,"","","",✓,"","","",2020-05-12T14:00:36-07:00 Los_Angeles,"","","",514693,2018-04-19T23:43:20-07:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T14:00:46.547-07:00 Los_Angeles,2018-11-28T16:32:58.548-08:00 Los_Angeles,"","","",Hot Water Flow,"","",AV1067,"","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:24c4ac2a-6f784eb1 (.+_)?BTU\d+_FLW(_TL)?,"","","",BTU104_FLW_POLL_TL,Los_Angeles,L/s,"","","",✓,"","","","","","",2020-04-30T12:06:20.047Z UTC
@p:ubcv:r:236c9313-20bfcf1a Alumni Centre FCU-19 FC19_CV,"","","",@p:ubcv:r:236c9092-53a243bd ALUM FC19_RM_231 (670323),"",TL6,✓,"","",FC19_CV,"","","",✓,"",@p:ubcv:r:236c9092-53a243bd ALUM FC19_RM_231 (670323),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24103b51-48afcf33 Alumni Centre FCU-19,✓,"","","","",@p:ubcv:r:24103e34-f6898d28 Alumni Centre 2nd Floor,"",✓,"",✓,"","","",2020-05-12T13:49:31-07:00 Los_Angeles,"","","",54142,2018-10-26T10:39:47-07:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T13:56:04.997-07:00 Los_Angeles,2018-11-28T16:32:37.455-08:00 Los_Angeles,"","","",Heating Valve Cmd,"","",AO3,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","",@p:ubcv:r:23e65d0e-da0b9d25 .+_CV(_TL)?,"","","",FC19_CV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"","","","","","",2020-04-09T19:02:29.784Z UTC
@p:ubcv:r:236c92e2-a74f20d7 Alumni Centre AHU-01 7970_AHU-01_OCCZNT-SP,✓,"","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL130,✓,"","",7970_AHU-01_OCCZNT-SP,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","",@p:ubcv:r:24c3be0d-414d0cda Alumni Centre AHU-01,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-05-12T14:00:35-07:00 Los_Angeles,"","","",368497,2018-10-31T03:21:36-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:45.761-07:00 Los_Angeles,2019-01-23T16:53:21.731-08:00 Los_Angeles,"","","",Zone Temp Effective Sp,"","",AV1025,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,"","",AHU1_DAY_RT_SP_POLL_TL,Los_Angeles,°C,"","","","","","","","","",✓,2020-04-30T12:06:19.999Z UTC
@p:ubcv:r:236c92e3-f346f7a2 Alumni Centre AHU-02 AHU2_DSP_SP,✓,"","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL152,✓,"","",AHU2_DSP_SP,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24c3be0d-d4c7182e Alumni Centre AHU-02,✓,"","","","",@p:ubcv:r:2203b248-28b6b255 Alumni Centre Air Systems,"","","",✓,"","","",2020-03-31T15:16:04-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [70] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",338406,2018-10-31T04:15:36-07:00 Los_Angeles,fault,"","","",Number,2020-05-11T00:31:14.132-07:00 Los_Angeles,2019-01-23T16:53:24.587-08:00 Los_Angeles,"","","",Discharge Air Pressure Sp,"","",AV31,"","","","","",✓,"","",✓,"","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"",✓,"","","",✓,@p:ubcv:r:23e65d0e-1a43991e (.+_)?AHU_?(\d+)?\w?(_\d+)?_DSP_SP(_AV)?(_TL)?,"","","",AHU2_DSP_SP_POLL_TL,Los_Angeles,Pa,"","","","","","","","","","",2020-04-14T16:50:02.229Z UTC
@p:ubcv:r:236c921d-81c7ebe7 Alumni Centre Heating Plant BLR_RESET,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL73,✓,"","",BLR_RESET,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24c3bb2c-3094a993 Alumni Centre Heating Plant,✓,"","","","",@p:ubcv:r:21cadcbf-9493aff0 Alumni Centre Hydronic Systems,"","","",✓,"","","",2020-05-12T13:55:00-07:00 Los_Angeles,"","","",162438,2018-10-26T11:10:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:48.991-07:00 Los_Angeles,2018-11-28T16:32:57.498-08:00 Los_Angeles,"","","",BLR_RESET,"",✓,AO1304,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",BLR_RESET_TL,Los_Angeles,%,"","","","","","","","","","",2020-04-09T19:02:29.407Z UTC
@p:ubcv:r:236c92e3-b72ceaa1 Alumni Centre HW Submeters BTU-103 BTU103_TOT_ENERGY_MUX,"","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"",TL93,✓,"","",BTU103_TOT_ENERGY_MUX,"","","","","",@p:ubcv:r:226d2efb-ef7180f7 ALUM UBC ALUMNI CP670300 (670300),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:25250410-e88c4a65 Alumni Centre HW Submeters BTU-103,✓,"","","","",@p:ubcv:r:21697fca-7bb972f1 Alumni Centre Utilities,"","","",✓,"","","",2020-05-12T14:00:36-07:00 Los_Angeles,"","","",375471,2018-10-30T18:31:34-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T14:00:46.589-07:00 Los_Angeles,2018-11-28T16:32:58.7-08:00 Los_Angeles,"","","",BTU103_TOT_ENERGY_MUX,"",✓,AV1052,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",BTU103_TOT_ENERGY_MUX_POLL_TL,Los_Angeles,kWh,"","","","","","","","","","",2020-04-30T12:06:20.046Z UTC
@p:ubcv:r:236c921d-b83ed2e6 Alumni Centre Unsorted Points VFD_P1A_POWER_MUX,"","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"",TL130,✓,"","",VFD_P1A_POWER_MUX,"","","","","",@p:ubcv:r:21cadec0-ecd8e79a ALUM Main Router (670000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:227a4505-a944c966 Alumni Centre Unsorted Points,✓,"","","","",@p:ubcv:r:227a4505-b2ce3aaa Alumni Centre Unsorted Points,"","","",✓,"","","",2020-05-12T13:45:00-07:00 Los_Angeles,"","","",54150,2018-10-26T10:15:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T13:58:47.81-07:00 Los_Angeles,2018-11-28T16:32:47.541-08:00 Los_Angeles,"","","",VFD_P1A_POWER_MUX,"",✓,AV103,"","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2094eabc-a7ca801d Alumni Centre,"","","","","","","","","","",VFD_P1A_POWER_MUX_TL,Los_Angeles,kWh,"","","","","","","","","","",2020-04-09T19:02:29.408Z UTC
