id,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,connRef,count,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,elec,energy,entering,enum,equipRef,esc,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,point,pointType,power,quantityID,reliability,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tlName,toTag,tz,unit,unknown,utilityPoint,volume,water,wifi,wifiId,mod
@p:ubcv:r:261f61b2-d0daddb8 Thunderbird Park Unsorted Points BKHXVOL1,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL8,"","",BKHXVOL1,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.904-07:00 Los_Angeles,"",BKHXVOL1,✓,AV7,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BKHXVOL1.TL1,"",Los_Angeles,m³,✓,"","","","","",2020-05-06T18:51:21.306Z UTC
@p:ubcv:r:263b7671-99934536 CEME Elec Main Meter Energy,"","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,"",✓,"",ok,967486.4375kWh,"","",$equipRef $navName,✓,✓,"","",@p:ubcv:r:20966ced-f9f65722 CEME Elec Main Meter,"","",@p:ubcv:r:21697fca-cf4b94ab CEME Utilities,✓,"",15min,2020-05-12T14:15:00-07:00 Los_Angeles,"",consumption,319713,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"",Number,"","",Energy,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_CEME_306.Elec_Energy,✓,✓,"","",10393,"",✓,@p:ubcv:r:20966ced-944d8cc5 CEME,60,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","",Los_Angeles,kWh,"",✓,"","","","",2020-05-04T19:39:54.886Z UTC
@p:ubcv:r:261f61b3-e31b106a Thunderbird Park Unsorted Points UBC_OAT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL167,"","",UBC_OAT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3579,2020-04-05T07:45:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.925-07:00 Los_Angeles,"",UBC_OAT,✓,AV272,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_167,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.406Z UTC
@p:ubcv:r:261f61b3-42a92449 Thunderbird Park Unsorted Points DLA7WFCNT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL214,"","",DLA7WFCNT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T13:43:13-07:00 Los_Angeles,"","",4403,2020-04-05T00:55:17-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.941-07:00 Los_Angeles,"",DLA7WFCNT,✓,AV376,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_214,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.315Z UTC
@p:ubcv:r:261f61b3-2bb28007 Thunderbird Park Unsorted Points AN_RTUWFUOC,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL226,"","",AN_RTUWFUOC,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","OFF,ON",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-06T03:12:58-07:00 Los_Angeles,"","",214,2020-01-20T13:25:08-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:24:19.957-07:00 Los_Angeles,"",AN_RTUWFUOC,✓,BV37,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_226,"",Los_Angeles,"",✓,"","","","","",2020-05-06T18:51:21.412Z UTC
@p:ubcv:r:2645c32a-8681f428 CEME Unsorted Points BACx_CPHX4VS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL262,"","",BACx_CPHX4VS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.049-07:00 Los_Angeles,"",BACx_CPHX4VS,"",AV425,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_CPHX4VS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.224Z UTC
@p:ubcv:r:2645c32a-8a705403 CEME Unsorted Points BACx_BAHXV1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL242,"","",BACx_BAHXV1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.068-07:00 Los_Angeles,"",BACx_BAHXV1S,"",AV405,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_BAHXV1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.202Z UTC
@p:ubcv:r:261f61b3-3d09fd18 Thunderbird Park Unsorted Points DLWF_TIM,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL212,"","",DLWF_TIM,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:23:31-07:00 Los_Angeles,"","",51132,2020-04-07T04:36:49-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.976-07:00 Los_Angeles,"",DLWF_TIM,✓,AV365,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_212,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.321Z UTC
@p:ubcv:r:2645c32a-a64509aa CEME Unsorted Points BACx_LSHX2V6S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL297,"","",BACx_LSHX2V6S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.675-07:00 Los_Angeles,"",BACx_LSHX2V6S,"",AV460,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_LSHX2V6S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.26Z UTC
@p:ubcv:r:261f61b3-3c0526d8 Thunderbird Park Unsorted Points MDMHXHJ,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL68,"","",MDMHXHJ,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3579,2020-04-05T07:45:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.004-07:00 Los_Angeles,"",MDMHXHJ,✓,AV230,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",MDMHXHJ.TL1,"",Los_Angeles,MWh,✓,"","","","","",2020-05-06T18:51:21.391Z UTC
@p:ubcv:r:2645c32a-0d069916 CEME Unsorted Points BACx_CLH1HVS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL249,"","",BACx_CLH1HVS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.081-07:00 Los_Angeles,"",BACx_CLH1HVS,"",AV412,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_CLH1HVS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.217Z UTC
@p:ubcv:r:261f61b3-d37affdb Thunderbird Park Unsorted Points IBWF_AHU6_FLR1,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL124,"","",IBWF_AHU6_FLR1,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:20:27-07:00 Los_Angeles,"","",4498,2020-04-04T18:31:26-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.04-07:00 Los_Angeles,"",IBWF_AHU6_FLR1,✓,AV307,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_124,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.353Z UTC
@p:ubcv:r:261f61b3-b0678d7b Thunderbird Park Unsorted Points IRWF_AH05_LH1,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL139,"","",IRWF_AH05_LH1,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:20:27-07:00 Los_Angeles,"","",2240,2020-04-02T09:46:25-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.021-07:00 Los_Angeles,"",IRWF_AH05_LH1,✓,AV323,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_139,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.372Z UTC
@p:ubcv:r:2645c32a-7e649107 CEME Unsorted Points BACx_CSHX1VS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL265,"","",BACx_CSHX1VS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.094-07:00 Los_Angeles,"",BACx_CSHX1VS,"",AV428,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_CSHX1VS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.225Z UTC
@p:ubcv:r:2645c32a-1edd86c2 CEME Unsorted Points BACx_CBDHV1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL253,"","",BACx_CBDHV1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.107-07:00 Los_Angeles,"",BACx_CBDHV1S,"",AV416,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_CBDHV1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.211Z UTC
@p:ubcv:r:261f61b3-47ee4bd0 Thunderbird Park Unsorted Points PPHXST,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL28,"","",PPHXST,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.054-07:00 Los_Angeles,"",PPHXST,✓,AV15,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",PPHXST.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.404Z UTC
@p:ubcv:r:261f61b2-73a3b21e Thunderbird Park Unsorted Points ANWF_AH16_098,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL96,"","",ANWF_AH16_098,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T13:43:04-07:00 Los_Angeles,"","",628,2020-03-22T23:33:12-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.071-07:00 Los_Angeles,"",ANWF_AH16_098,✓,AV319,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_96,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.189Z UTC
@p:ubcv:r:2645c32a-b1b8d177 CEME Unsorted Points BACx_FXHX1V1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL279,"","",BACx_FXHX1V1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.689-07:00 Los_Angeles,"",BACx_FXHX1V1S,"",AV442,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_FXHX1V1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.232Z UTC
@p:ubcv:r:2645b453-c0f0a00e CEME Labs DES Connection CDHX2VS,@p:ubcv:r:2645b133-f4f4eb21 CEME CLAB01 (300100),"",TL106,"","",CDHX2VS,"",@p:ubcv:r:2645b133-f4f4eb21 CEME CLAB01 (300100),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645c20e-5f2f27b0 CEME Labs DES Connection,✓,"",@p:ubcv:r:2645c20e-1a0bc305 CEME Labs Air Systems,✓,"","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",686,2020-05-05T10:45:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:14:14.255-07:00 Los_Angeles,"",CDHX2VS,"",AI5,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",300100_TrendLog_106,✓,Los_Angeles,%,"","","","","","",2020-05-06T18:46:26.257Z UTC
@p:ubcv:r:261f61b3-a7817fd1 Thunderbird Park Unsorted Points LPHXRT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL24,"","",LPHXRT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.085-07:00 Los_Angeles,"",LPHXRT,✓,AV22,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",LPHXRT.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.381Z UTC
@p:ubcv:r:261f61b3-46c5f5c6 Thunderbird Park Unsorted Points FMHXFL,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL44,"","",FMHXFL,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3579,2020-04-05T07:45:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.116-07:00 Los_Angeles,"",FMHXFL,✓,AV214,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",FMHXFL.TL1,"",Los_Angeles,L/h,✓,"","","","","",2020-05-06T18:51:21.323Z UTC
@p:ubcv:r:261f61b3-ab723b82 Thunderbird Park Unsorted Points IRA4WFCNT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL155,"","",IRA4WFCNT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:20:38-07:00 Los_Angeles,"","",6516,2020-04-05T17:33:44-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.102-07:00 Los_Angeles,"",IRA4WFCNT,✓,AV348,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_155,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.361Z UTC
@p:ubcv:r:2645c32a-3254ea47 CEME Unsorted Points BACx_BKHX2BVS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL331,"","",BACx_BKHX2BVS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.702-07:00 Los_Angeles,"",BACx_BKHX2BVS,"",AV494,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_BKHX2BVS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.21Z UTC
@p:ubcv:r:261f61b3-080281f2 Thunderbird Park Unsorted Points IBWF_SUM,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL73,"","",IBWF_SUM,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3579,2020-04-05T07:45:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.132-07:00 Los_Angeles,"",IBWF_SUM,✓,AV315,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",IBWF_SUM.TL1,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.358Z UTC
@p:ubcv:r:261f61b3-96ad8228 Thunderbird Park Unsorted Points IBWF_AHU7_FLR1,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL98,"","",IBWF_AHU7_FLR1,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:06-07:00 Los_Angeles,"","",2570,2020-04-01T13:39:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.149-07:00 Los_Angeles,"",IBWF_AHU7_FLR1,✓,AV308,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_98,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.354Z UTC
@p:ubcv:r:2645c32a-052360bd CEME Unsorted Points BACx_CEHX1VS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL255,"","",BACx_CEHX1VS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.119-07:00 Los_Angeles,"",BACx_CEHX1VS,"",AV418,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_CEHX1VS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.213Z UTC
@p:ubcv:r:2645c32a-f1867f3b CEME Unsorted Points BACx_CMHX1VS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL248,"","",BACx_CMHX1VS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.132-07:00 Los_Angeles,"",BACx_CMHX1VS,"",AV411,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_CMHX1VS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.219Z UTC
@p:ubcv:r:2645c32a-4d04c5a6 CEME Unsorted Points BACx_LSHX2V4S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL296,"","",BACx_LSHX2V4S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.715-07:00 Los_Angeles,"",BACx_LSHX2V4S,"",AV459,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_LSHX2V4S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.259Z UTC
@p:ubcv:r:261f61b2-5ca945fa Thunderbird Park Unsorted Points CBHXRT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL55,"","",CBHXRT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3579,2020-04-05T07:45:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:20.179-07:00 Los_Angeles,"",CBHXRT,✓,AV240,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",CBHXRT.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.31Z UTC
