id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bacnetWriteLevel,bmsName,bridgeName,cmd,co2,connRef,cooling,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,dxCoilMode,effective,elec,elecMeterLoad,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,filter,flow,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,low,min,mixed,mode,navName,newPoint,noTagMatch,objectId,occ,occupancyIndicator,oldPoint,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,preFilter,pressure,primaryLoop,pump,quantityID,reliability,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,vfd,volume,water,waterMeterLoad,wifi,wifiId,writable,writeLevel,writeStatus,zachName,zone,zones,mod
@p:ubcv:r:2242fc12-55e047b3 AERL Office 4 Zone JCL-NAE12/N2-B.02B017UN.EAST-T,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000730,"",✓,"",JCL-NAE12/N2-B.02B017UN.EAST-T,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:25d48c78-9dad9eb8 AERL Office 4 Zone,"","","","","",@p:ubcv:r:2242ea4c-2f7027d9 AERL Floor 4,"","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",37338,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T13:54:12.668-07:00 Los_Angeles,2018-12-07T09:45:38.211-08:00 Los_Angeles,"","","","","",Zone Temp,"","",AI3000729,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:25d48c78-872605a3 AERL Office 4,"","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3e-9f39c46f .+(\.|-| )EAST-T,✓,JCL-NAE12/N2-B.02B017UN.EAST-T.Trend,Los_Angeles,°C,"","","","","","","","","","","","",✓,"",2020-04-09T19:01:59.306Z UTC
@p:ubcv:r:2242fc11-7fc95e7f AERL FC-2 JCL-NAE12/N2-A.02A008UN.ZN-T,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000099,"",✓,"",JCL-NAE12/N2-A.02A008UN.ZN-T,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2242f080-2e4fdf52 AERL FC-2,"","","","","",@p:ubcv:r:2242e995-27198246 AERL Floor 2,"","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",37339,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T13:54:12.669-07:00 Los_Angeles,2018-12-07T09:45:28.854-08:00 Los_Angeles,"","","","","",Zone Temp,"","",AI3000098,"","",✓,"","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE12/N2-A.02A008UN.ZN-T.Trend,Los_Angeles,°C,"","","","","","","","","","","","",✓,"",2020-04-09T19:01:59.307Z UTC
@p:ubcv:r:2242fc11-71854e94 AERL Lab 4 Zone JCL-NAE12/N2-A.02A005UN.WEST-T,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000039,"",✓,"",JCL-NAE12/N2-A.02A005UN.WEST-T,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:25d48c78-5c73a4e7 AERL Lab 4 Zone,"","","","","",@p:ubcv:r:2242ea4c-2f7027d9 AERL Floor 4,"","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",37346,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T13:54:12.676-07:00 Los_Angeles,2018-12-07T09:45:38.39-08:00 Los_Angeles,"","","","","",Zone Temp,"","",AI3000038,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:25d48c78-8949f561 AERL Lab 4,"","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3e-053e5cc6 .+(\.|-| )WEST-T,✓,JCL-NAE12/N2-A.02A005UN.WEST-T.Trend,Los_Angeles,°C,"","","","","","","","","","","","",✓,"",2020-04-09T19:01:59.308Z UTC
@p:ubcv:r:2242fc11-a5377d31 AERL Heating Plant JCL-NAE12/N2-B.02B001DX.EF4-C,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000202,"",✓,"",JCL-NAE12/N2-B.02B001DX.EF4-C,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On",EF4,@p:ubcv:r:2242f080-587be69b AERL Heating Plant,✓,✓,"","","",@p:ubcv:r:216981ef-9ee8f059 AERL Hydronic Systems,"","",✓,"","","",2020-02-10T15:09:12-08:00 Los_Angeles,"","","",47,2018-01-06T07:02:30-08:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T13:54:12.678-07:00 Los_Angeles,2018-12-07T09:45:28.857-08:00 Los_Angeles,"","","","","",Exhaust Fan Run Cmd,"","",BO3000201,"","",✓,"","","","",✓,"","","","","","","","","",✓,"","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"",JCL-NAE12/N2-B.02B001DX.EF4-C.Trend,Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:55:48.16Z UTC
@p:ubcv:r:247f29f9-4e3652b5 AERL Unsorted Points JCL-NAE13/BACnet1.AERL-EMTR.Differential temperature,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000567,"",✓,"",JCL-NAE13/BACnet1.AERL-EMTR.Differential temperature,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33253,2019-05-27T04:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:00:14.093-07:00 Los_Angeles,"","","","","","",JCL-NAE13/BACnet1.AERL-EMTR.Differential temperature,✓,✓,AI3000540,"","",✓,"","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","",JCL-NAE13/BACnet1.AERL-EMTR.Differential temperature.Trend1,Los_Angeles,K,"","","","","","","","","","","",Differential temperature,"","",2020-04-09T19:02:17.637Z UTC
@p:ubcv:r:224555b2-3e044a2b AERL Heating Plant JCL-NAE13/FCB.Local Application.AL-HX1_P2-C,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000040,"",✓,"",JCL-NAE13/FCB.Local Application.AL-HX1_P2-C,"",✓,"",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:2242f080-587be69b AERL Heating Plant,"","","","","",@p:ubcv:r:216981ef-9ee8f059 AERL Hydronic Systems,"","",✓,"","","",2020-05-11T23:03:24-07:00 Los_Angeles,"","","",343,2017-08-06T08:39:16-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:00:13.582-07:00 Los_Angeles,2018-12-07T09:45:22.564-08:00 Los_Angeles,"","","","","",Pump Run Cmd,"","",BO3000039,"","",✓,"","","","",✓,"","","","","",✓,"","","",✓,"","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"",JCL-NAE13/FCB.Local Application.AL-HX1_P2-C.Trend1,Los_Angeles,"","","","","","","","","","","","",AL-HX1.P2-C,"","",2020-04-08T18:52:37.169Z UTC
@p:ubcv:r:2242fc12-14ebd369 AERL ATRIUM JCL-NAE12/N2-B.02B018UN.DMP-CMD,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3006350,"",✓,"",JCL-NAE12/N2-B.02B018UN.DMP-CMD,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2242f080-643125cb AERL ATRIUM,"","","","","",@p:ubcv:r:22453f95-9220b82c AERL Floor 5,"","",✓,"","","",2020-05-12T13:50:00-07:00 Los_Angeles,"","","",111806,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T13:54:12.679-07:00 Los_Angeles,2018-07-30T13:54:04.445-07:00 Los_Angeles,"","","","","",JCL-NAE12/N2-B.02B018UN.DMP-CMD,"",✓,AO3000767,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","",JCL-NAE12/N2-B.02B018UN.DMP-CMD.Trend2,Los_Angeles,%,"","","","","","","","","","","","","","",2020-04-09T19:01:59.309Z UTC
@p:ubcv:r:2242fc11-c731b2bc AERL Rm 107 VAV4 JCL-NAE12/N2-B.02B010VM.FAN-C,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000563,"",✓,"",JCL-NAE12/N2-B.02B010VM.FAN-C,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:2242f1dd-ddc829e8 AERL Rm 107 VAV4,✓,✓,"","","",@p:ubcv:r:2242ea4c-73a9dfb1 AERL Floor 1,"","",✓,"","","",2020-05-12T07:02:06-07:00 Los_Angeles,"","","",2550,2018-03-18T16:19:18-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T13:54:12.681-07:00 Los_Angeles,2018-12-07T09:45:28.859-08:00 Los_Angeles,"","","","","",Exhaust Fan Run Cmd,"","",BO3000562,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:2242f1dd-2404bc8b AERL Rm 107,✓,"","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-7cb84914 .+(\.|-| )FAN-C,"",JCL-NAE12/N2-B.02B010VM.FAN-C.Trend,Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:55:24.817Z UTC
@p:ubcv:r:20dae994-002c57bb AERL AHU-01 JCL-NAE12/N2-B.02B004UN.DAT-SP,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3002863,"",✓,"",JCL-NAE12/N2-B.02B004UN.DAT-SP,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:20dae5fa-ccb58b9a AERL AHU-01,"","","","","",@p:ubcv:r:2203b248-53158c67 AERL Air Systems,"","",✓,"","","",2019-10-09T07:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [51] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",79152,2017-06-19T01:15:00-07:00 Los_Angeles,fault,"","",✓,✓,Number,2020-05-11T05:22:39.958-07:00 Los_Angeles,2018-12-07T09:45:34.398-08:00 Los_Angeles,"","","","","",Discharge Air Temp Sp,"","",AO3000279,"","",✓,"","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"",✓,"","","",@p:ubcv:r:23e65d3d-3f81ae2b .+(\.|-| )DAT-SP,✓,"",Los_Angeles,°C,"","","","","","","","","","","","","","",2020-04-14T16:50:03.081Z UTC
@p:ubcv:r:2242fc12-3eb4f467 AERL Heating Plant JCL-NAE12/N2-B.02B001DX.BLR-ENA,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3001374,"",✓,"",JCL-NAE12/N2-B.02B001DX.BLR-ENA,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:2242f080-587be69b AERL Heating Plant,"","","","","",@p:ubcv:r:216981ef-9ee8f059 AERL Hydronic Systems,"","",✓,"","","",2020-02-10T15:09:12-08:00 Los_Angeles,"","","",662,2018-03-14T21:00:11-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T13:54:12.682-07:00 Los_Angeles,2018-07-30T13:54:04.452-07:00 Los_Angeles,"","","","","",JCL-NAE12/N2-B.02B001DX.BLR-ENA,"",✓,BO3001373,"","",✓,"","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","",JCL-NAE12/N2-B.02B001DX.BLR-ENA.Trend1,Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:52:37.104Z UTC
@p:ubcv:r:2242fc12-d52c9a70 AERL Lab 4 Zone JCL-NAE12/N2-B.02B016UN.EF12-C,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000719,"",✓,"",JCL-NAE12/N2-B.02B016UN.EF12-C,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On",EF12,@p:ubcv:r:25d48c78-5c73a4e7 AERL Lab 4 Zone,✓,✓,"","","",@p:ubcv:r:2242ea4c-2f7027d9 AERL Floor 4,"","",✓,"","","",2020-02-10T15:09:12-08:00 Los_Angeles,"","","",60,2018-01-06T07:02:28-08:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T13:54:12.684-07:00 Los_Angeles,2018-12-07T09:45:28.861-08:00 Los_Angeles,"","","","","",Exhaust Fan Run Cmd,"","",BO3000718,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:25d48c78-8949f561 AERL Lab 4,✓,"","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"",JCL-NAE12/N2-B.02B016UN.EF12-C.Trend,Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:55:19.866Z UTC
@p:ubcv:r:253ba37e-6a12532c AERL Unsorted Points JCL-NAE13/FCB.FEC-005.SF-A,"",✓,✓,"",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000688,"",✓,"",JCL-NAE13/FCB.FEC-005.SF-A,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","Normal,Alarm","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"",✓,"","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-02-04T11:15:06-08:00 Los_Angeles,"","","",10,2019-10-16T11:13:02-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:00:13.431-07:00 Los_Angeles,"","","","","","",Alarm,"","",BI3000626,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:258694ac-15ddcc51 .+(\.|-| |_)SF\d?-A(LM)?,"",JCL-NAE13/FCB.FEC-005.SF-A.Trend1,Los_Angeles,"","","","","","","","","","","","",3160.AHU-01.SF-A,"","",2020-04-08T18:55:27.663Z UTC
@p:ubcv:r:2242fc12-ee75d7c6 AERL Heating Plant JCL-NAE12/N2-B.02B001DX.EF4-S,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3006911,"",✓,"",JCL-NAE12/N2-B.02B001DX.EF4-S,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On",EF4,@p:ubcv:r:2242f080-587be69b AERL Heating Plant,✓,✓,"","","",@p:ubcv:r:216981ef-9ee8f059 AERL Hydronic Systems,"","",✓,"","","",2020-02-10T15:09:12-08:00 Los_Angeles,"","","",174,2018-01-06T07:02:30-08:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T13:54:12.686-07:00 Los_Angeles,2018-12-07T09:45:28.862-08:00 Los_Angeles,"","","","","",Exhaust Fan Run Feedback,"","",BI3001212,"","",✓,"","","","",✓,"","","","","","","","","",✓,"","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","",JCL-NAE12/N2-B.02B001DX.EF4-S.Trend1,Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:50:16.981Z UTC
@p:ubcv:r:2242fc11-fb94c597 AERL Heating Plant JCL-NAE12/N2-B.02B001DX.HX1HWR-T,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000149,"",✓,"",JCL-NAE12/N2-B.02B001DX.HX1HWR-T,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2242f080-587be69b AERL Heating Plant,"","","","","",@p:ubcv:r:216981ef-9ee8f059 AERL Hydronic Systems,"","",✓,"","","",2019-05-22T09:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [38] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",20375,2018-03-18T16:00:00-07:00 Los_Angeles,fault,"","",✓,"",Number,2020-05-11T05:22:39.92-07:00 Los_Angeles,2018-07-30T13:54:04.432-07:00 Los_Angeles,"","","","","",JCL-NAE12/N2-B.02B001DX.HX1HWR-T,"",✓,AI3000148,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","","",Los_Angeles,_,"","","","","","","","","","","","","","",2020-04-09T19:15:04.057Z UTC
@p:ubcv:r:2242fc12-ec979d6d AERL Unsorted Points JCL-NAE12/Programming.Fire.HOA-S,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3001188,"",✓,"",JCL-NAE12/Programming.Fire.HOA-S,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Auto,Off,On","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-02-10T15:09:12-08:00 Los_Angeles,"","","",24,2017-05-19T14:35:19-07:00 Los_Angeles,ok,"","",✓,"",Str,2020-05-12T13:54:12.688-07:00 Los_Angeles,2018-07-30T13:54:04.44-07:00 Los_Angeles,"","","","","",JCL-NAE12/Programming.Fire.HOA-S,"",✓,MSV3001187,"","",✓,"","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","",JCL-NAE12/Programming.Fire.HOA-S.Trend1,Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:52:48.545Z UTC
@p:ubcv:r:2242fc11-a1d98ecc AERL Rm 128 VAV1 JCL-NAE12/N2-B.02B007VM.SUPFLOW,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000446,"",✓,"",JCL-NAE12/N2-B.02B007VM.SUPFLOW,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2242f1dd-9f57a293 AERL Rm 128 VAV1,"","","","",✓,@p:ubcv:r:2242ea4c-73a9dfb1 AERL Floor 1,"","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",37343,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T13:54:12.69-07:00 Los_Angeles,2019-04-11T16:04:13.503-07:00 Los_Angeles,"","","","","",Discharge Air Flow,"","",AI3000445,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:2242f1dd-531a574f AERL Rm 128,"","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:2573299e-4bf282a5 .+(\.|-| )SUPFLOW,"",JCL-NAE12/N2-B.02B007VM.SUPFLOW.Trend,Los_Angeles,L/s,"","","","","","","","","","","","","","",2020-04-09T19:01:59.314Z UTC
@p:ubcv:r:253ba37e-7d7dd5b6 AERL Unsorted Points JCL-NAE13/FCB.FEC-005.DAPHI-A,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000690,"",✓,"",JCL-NAE13/FCB.FEC-005.DAPHI-A,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Normal,Alarm","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-02-04T11:15:06-08:00 Los_Angeles,"","","",10,2019-10-16T11:13:02-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:00:13.449-07:00 Los_Angeles,"","","","","","",JCL-NAE13/FCB.FEC-005.DAPHI-A,"",✓,BI3000627,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","",JCL-NAE13/FCB.FEC-005.DAPHI-A.Trend1,Los_Angeles,"","","","","","","","","","","","",3160.AHU-01.DAPHI-A,"","",2020-04-08T18:55:27.903Z UTC
@p:ubcv:r:2242fc11-4cfda95b AERL other FC-1 JCL-NAE12/N2-A.02A007UN.ZN-T,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000069,"",✓,"",JCL-NAE12/N2-A.02A007UN.ZN-T,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2242f07f-70368ff9 AERL other FC-1,"","","","","",@p:ubcv:r:2242ea4c-73a9dfb1 AERL Floor 1,"","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",37346,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T13:54:12.693-07:00 Los_Angeles,2018-12-07T09:45:28.86-08:00 Los_Angeles,"","","","","",Zone Temp,"","",AI3000068,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:2242f5aa-09caa776 AERL other,"","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE12/N2-A.02A007UN.ZN-T.Trend,Los_Angeles,°C,"","","","","","","","","","","","",✓,"",2020-04-09T19:01:59.316Z UTC
@p:ubcv:r:2242fc12-e8bcbf4e AERL Office 3 Zone JCL-NAE12/N2-B.02B015UN.EASTCO-L,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000690,"",✓,"",JCL-NAE12/N2-B.02B015UN.EASTCO-L,"","",✓,@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:25d48c78-2e635a68 AERL Office 3 Zone,"","","","","",@p:ubcv:r:2242ea4c-daf9ee33 AERL Floor 3,"","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",37337,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T13:54:12.695-07:00 Los_Angeles,2018-12-07T09:45:38.216-08:00 Los_Angeles,"","","","","",Zone Co2,"","",AI3000689,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:25d48c78-50f4205e AERL Office 3,"","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-73560e39 .+(\.|-| )EASTCO-L,"",JCL-NAE12/N2-B.02B015UN.EASTCO-L.Trend,Los_Angeles,ppm,"","","","","","","","","","","","",✓,"",2020-04-09T19:01:59.317Z UTC
@p:ubcv:r:253ba37e-e66f5ac8 AERL Unsorted Points JCL-NAE13/FCB.FEC-006.Parameters.ZN-T (NV),"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000921,"",✓,"",JCL-NAE13/FCB.FEC-006.Parameters.ZN-T (NV),"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",29542,2019-10-17T07:20:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:00:14.101-07:00 Los_Angeles,"","","","","","",JCL-NAE13/FCB.FEC-006.Parameters.ZN-T (NV),"",✓,AV3000790,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","",JCL-NAE13/FCB.FEC-006.Parameters.ZN-T (NV).Trend1,Los_Angeles,°C,"","","","","","","","","","","",3160.AHU-02.ZN-T (NV),"","",2020-04-09T19:02:17.638Z UTC
@p:ubcv:r:21cabdd6-7725ad2b AERL HW Main Meter Entering Water Temp,"","","","",@p:ubcv:r:21c7245b-dead55ca AERL DES Meter,AI9,"","",✓,"","","","","",@p:ubcv:r:21c7245b-dead55ca AERL DES Meter,"","","",✓,"",ok,75.83000183105469°C,"","","","",$equipRef $navName,"","","","","","",✓,"","",@p:ubcv:r:2093fba4-bfe38380 AERL HW Main Meter,"","","","","",@p:ubcv:r:21697fca-1fbbf610 AERL Utilities,"","",✓,0.5°C,10min,"",2020-05-12T14:01:40-07:00 Los_Angeles,"","",consumption,201018,2017-12-18T14:20:00-08:00 Los_Angeles,ok,"",✓,"","",Number,"","","","","","","",Entering Water Temp,"","","","","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","",✓,"",Los_Angeles,°C,✓,"","","",✓,"","","","","","","","","",2020-04-28T00:03:35.534Z UTC
