id,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,connRef,count,cur,curConvert,curErr,curStatus,curVal,delta,deltaTempPoint,disMacro,disabled,elec,energy,entering,enum,equipRef,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,occupancy,point,pointType,power,quantityID,reliability,sensor,siemens,siteRef,sourceID,sqlConnRef,sqlPoint,sqlSource,temp,tlName,toTag,tz,unit,unknown,utilityPoint,volume,water,wifi,wifiId,zachName,mod
@p:ubcv:r:263d7c6a-605b78ff Hebb Unsorted Points 6560_AHU-03_SHWT-EFFREQ,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL863,"","",6560_AHU-03_SHWT-EFFREQ,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:57-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:41.98-07:00 Los_Angeles,"",6560_AHU-03_SHWT-EFFREQ,✓,AV390,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_AHU-03_SHWT-EFFREQ_POLL_TL,"",Los_Angeles,_,✓,"","","","","","",2020-04-30T12:14:30.415Z UTC
@p:ubcv:r:263d7c6b-54aff035 Hebb Unsorted Points 6560_METER3H_PWR_MTR-PHASE_C_POWER_FACTOR,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1179,"","",6560_METER3H_PWR_MTR-PHASE_C_POWER_FACTOR,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:49-07:00 Los_Angeles,"","","",1389,2020-04-28T03:26:59-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:40.073-07:00 Los_Angeles,"",6560_METER3H_PWR_MTR-PHASE_C_POWER_FACTOR,✓,AV2806,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3H_PWR_MTR-PHASE_C_POWER_FACTOR_POLL_TL,"",Los_Angeles,pf,✓,"","","","","","",2020-04-30T12:14:30.416Z UTC
@p:ubcv:r:263d7c6b-bd202fdf Hebb Unsorted Points 6560_METER2E_PWR_MTR-PHASE_C_APPARENT_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL763,"","",6560_METER2E_PWR_MTR-PHASE_C_APPARENT_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:55-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:42.002-07:00 Los_Angeles,"",6560_METER2E_PWR_MTR-PHASE_C_APPARENT_POWER,✓,AV2033,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2E_PWR_MTR-PHASE_C_APPARENT_POWER_POLL_TL,"",Los_Angeles,VA,✓,"","","","","","",2020-04-30T12:14:30.418Z UTC
@p:ubcv:r:263d7c6a-ceb908c3 Hebb Unsorted Points 6560_METER2A_PWR_MTR-PHASE_A_APPARENT_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL669,"","",6560_METER2A_PWR_MTR-PHASE_A_APPARENT_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:55-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:42.015-07:00 Los_Angeles,"",6560_METER2A_PWR_MTR-PHASE_A_APPARENT_POWER,✓,AV1751,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2A_PWR_MTR-PHASE_A_APPARENT_POWER_POLL_TL,"",Los_Angeles,VA,✓,"","","","","","",2020-04-30T12:14:30.417Z UTC
@p:ubcv:r:263d7c6a-1db2483f Hebb Unsorted Points 6560_METER2D_PWR_MTR-PHASE_A_POWER_FACTOR,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL741,"","",6560_METER2D_PWR_MTR-PHASE_A_POWER_FACTOR,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:58-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:04-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:49.593-07:00 Los_Angeles,"",6560_METER2D_PWR_MTR-PHASE_A_POWER_FACTOR,✓,AV1964,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2D_PWR_MTR-PHASE_A_POWER_FACTOR_POLL_TL,"",Los_Angeles,pf,✓,"","","","","","",2020-04-30T12:14:30.419Z UTC
@p:ubcv:r:263d7c6c-15ef8847 Hebb Unsorted Points 6560_SHW_P10_VFD-MOTOR_CURRENT,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL953,"","",6560_SHW_P10_VFD-MOTOR_CURRENT,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:57-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:49.605-07:00 Los_Angeles,"",6560_SHW_P10_VFD-MOTOR_CURRENT,✓,AV483,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SHW_P10_VFD-MOTOR_CURRENT_POLL_TL,"",Los_Angeles,A,✓,"","","","","","",2020-04-30T12:14:30.42Z UTC
@p:ubcv:r:263d7c6c-c93fc3ab Hebb Unsorted Points 6560_SCHW_P04-ACTIVE,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1277,"","",6560_SCHW_P04-ACTIVE,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","","","","","","","",ok,"","",Bool,2020-05-12T14:40:33.188-07:00 Los_Angeles,"",6560_SCHW_P04-ACTIVE,✓,BV37,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SCHW_P04-ACTIVE_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:30.421Z UTC
@p:ubcv:r:263d7c6b-5bf754c9 Hebb Unsorted Points 6560_METER2D_PWR_MTR-TOTAL_REACTIVE_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL745,"","",6560_METER2D_PWR_MTR-TOTAL_REACTIVE_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:56-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:47.17-07:00 Los_Angeles,"",6560_METER2D_PWR_MTR-TOTAL_REACTIVE_POWER,✓,AV1968,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2D_PWR_MTR-TOTAL_REACTIVE_POWER_POLL_TL,"",Los_Angeles,VAR,✓,"","","","","","",2020-04-30T12:14:30.422Z UTC
@p:ubcv:r:263d7c6a-165f0a69 Hebb Unsorted Points 6560_HOSE_BIBBS_WM-CURRENT_DEMAND_L_PER_MIN,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL989,"","",6560_HOSE_BIBBS_WM-CURRENT_DEMAND_L_PER_MIN,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:46-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:01-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:38.139-07:00 Los_Angeles,"",6560_HOSE_BIBBS_WM-CURRENT_DEMAND_L_PER_MIN,✓,AV577,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_HOSE_BIBBS_WM-CURRENT_DEMAND_L_PER_MIN_POLL_TL,"",Los_Angeles,L/min,✓,"","","","","","",2020-04-30T12:14:30.423Z UTC
@p:ubcv:r:263d7c6c-d1a3c6b2 Hebb Unsorted Points 6560_PHW_P13_VFD-POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL963,"","",6560_PHW_P13_VFD-POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:56-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:49.623-07:00 Los_Angeles,"",6560_PHW_P13_VFD-POWER,✓,AV493,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PHW_P13_VFD-POWER_POLL_TL,"",Los_Angeles,kW,✓,"","","","","","",2020-04-30T12:14:30.424Z UTC
@p:ubcv:r:263d7c6a-ee7c3ca1 Hebb Unsorted Points 6560_METER1A_PWR_MTR-TOTAL_APPARENT_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL585,"","",6560_METER1A_PWR_MTR-TOTAL_APPARENT_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:54-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:42.027-07:00 Los_Angeles,"",6560_METER1A_PWR_MTR-TOTAL_APPARENT_POWER,✓,AV1107,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER1A_PWR_MTR-TOTAL_APPARENT_POWER_POLL_TL,"",Los_Angeles,VA,✓,"","","","","","",2020-04-30T12:14:30.425Z UTC
@p:ubcv:r:263d7c6b-e888e2e5 Hebb Unsorted Points 6560_METER3A_PWR_MTR-PHASE_B_REACTIVE_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1011,"","",6560_METER3A_PWR_MTR-PHASE_B_REACTIVE_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:56-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:47.184-07:00 Los_Angeles,"",6560_METER3A_PWR_MTR-PHASE_B_REACTIVE_POWER,✓,AV2309,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3A_PWR_MTR-PHASE_B_REACTIVE_POWER_POLL_TL,"",Los_Angeles,VAR,✓,"","","","","","",2020-04-30T12:14:30.426Z UTC
@p:ubcv:r:263d7c6a-e25f855d Hebb Unsorted Points 6560_2N2T3_PWR_MTR-TOTAL_REAL_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1111,"","",6560_2N2T3_PWR_MTR-TOTAL_REAL_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:59-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:49.644-07:00 Los_Angeles,"",6560_2N2T3_PWR_MTR-TOTAL_REAL_POWER,✓,AV2597,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_2N2T3_PWR_MTR-TOTAL_REAL_POWER_POLL_TL,"",Los_Angeles,kW,✓,"","","","","","",2020-04-30T12:14:30.427Z UTC
@p:ubcv:r:263d7c6b-c096e72c Hebb Unsorted Points 6560_METER3I_PWR_MTR-PHASE_B_REACTIVE_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1195,"","",6560_METER3I_PWR_MTR-PHASE_B_REACTIVE_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:59-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:56.458-07:00 Los_Angeles,"",6560_METER3I_PWR_MTR-PHASE_B_REACTIVE_POWER,✓,AV2869,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3I_PWR_MTR-PHASE_B_REACTIVE_POWER_POLL_TL,"",Los_Angeles,VAR,✓,"","","","","","",2020-04-30T12:14:30.429Z UTC
@p:ubcv:r:263d7c6b-2dd09e88 Hebb Unsorted Points 6560_METER2H_PWR_MTR-PHASE_B_CURRENT,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL822,"","",6560_METER2H_PWR_MTR-PHASE_B_CURRENT,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:54-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:42.039-07:00 Los_Angeles,"",6560_METER2H_PWR_MTR-PHASE_B_CURRENT,✓,AV2233,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2H_PWR_MTR-PHASE_B_CURRENT_POLL_TL,"",Los_Angeles,A,✓,"","","","","","",2020-04-30T12:14:30.428Z UTC
@p:ubcv:r:263d7c6c-b9169dad Hebb Unsorted Points 6560_WWCH1_8_PWR_MTR-TOTAL_kWh,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL36,"","",6560_WWCH1_8_PWR_MTR-TOTAL_kWh,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:44-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:38.158-07:00 Los_Angeles,"",6560_WWCH1_8_PWR_MTR-TOTAL_kWh,✓,AV1565,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_WWCH1_8_PWR_MTR-TOTAL_kWh_POLL_TL,"",Los_Angeles,kWh,✓,"","","","","","",2020-04-30T12:14:30.431Z UTC
@p:ubcv:r:263d7c6b-f5385032 Hebb Unsorted Points 6560_METER3G_PWR_MTR-PHASE_A_CURRENT,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1142,"","",6560_METER3G_PWR_MTR-PHASE_A_CURRENT,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:49.658-07:00 Los_Angeles,"",6560_METER3G_PWR_MTR-PHASE_A_CURRENT,✓,AV2722,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3G_PWR_MTR-PHASE_A_CURRENT_POLL_TL,"",Los_Angeles,A,✓,"","","","","","",2020-04-30T12:14:30.43Z UTC
@p:ubcv:r:263d7c6c-5c7c9ce3 Hebb Unsorted Points 6560_SHW_LEAD_PUMP-ACTIVE,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1230,"","",6560_SHW_LEAD_PUMP-ACTIVE,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","OFF,ON",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-05T23:09:46-07:00 Los_Angeles,"","","",81,2020-04-28T03:23:09-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:40:32.264-07:00 Los_Angeles,"",6560_SHW_LEAD_PUMP-ACTIVE,✓,BV12,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SHW_LEAD_PUMP-ACTIVE_COV_TL,"",Los_Angeles,"",✓,"","","","","","",2020-04-30T12:14:30.432Z UTC
@p:ubcv:r:263d7c6a-b996c8ad Hebb Unsorted Points 6560_METER2C_PWR_MTR-PHASE_C_REAL_POWER,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL711,"","",6560_METER2C_PWR_MTR-PHASE_C_REAL_POWER,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:55-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:03-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:49.671-07:00 Los_Angeles,"",6560_METER2C_PWR_MTR-PHASE_C_REAL_POWER,✓,AV1887,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2C_PWR_MTR-PHASE_C_REAL_POWER_POLL_TL,"",Los_Angeles,kW,✓,"","","","","","",2020-04-30T12:14:30.433Z UTC
@p:ubcv:r:263d7c6c-641b036c Hebb Unsorted Points 6560_SCHW_DP-MAX_SP,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL333,"","",6560_SCHW_DP-MAX_SP,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:43-07:00 Los_Angeles,"","","",1389,2020-04-28T03:26:57-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:36.968-07:00 Los_Angeles,"",6560_SCHW_DP-MAX_SP,✓,AV72,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SCHW_DP-MAX_SP_POLL_TL,"",Los_Angeles,kPa,✓,"","","","","","",2020-04-30T12:14:30.435Z UTC
@p:ubcv:r:263d7c6b-cd29be2d Hebb Unsorted Points 6560_METER2H_PWR_MTR-PHASE_B_VOLTAGE,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL819,"","",6560_METER2H_PWR_MTR-PHASE_B_VOLTAGE,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:57-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:49.687-07:00 Los_Angeles,"",6560_METER2H_PWR_MTR-PHASE_B_VOLTAGE,✓,AV2230,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER2H_PWR_MTR-PHASE_B_VOLTAGE_POLL_TL,"",Los_Angeles,V,✓,"","","","","","",2020-04-30T12:14:30.434Z UTC
@p:ubcv:r:263d7c6c-c571abe7 Hebb Unsorted Points 6560_SHW_DISTRIBUTION_LAG_PUMP-SPD_CMD,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL297,"","",6560_SHW_DISTRIBUTION_LAG_PUMP-SPD_CMD,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:47-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:38.227-07:00 Los_Angeles,"",6560_SHW_DISTRIBUTION_LAG_PUMP-SPD_CMD,✓,AV4,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SHW_DISTRIBUTION_LAG_PUMP-SPD_CMD_POLL_TL,"",Los_Angeles,%,✓,"","","","","","",2020-04-30T12:14:30.437Z UTC
@p:ubcv:r:263d7c6b-9ab39c51 Hebb Unsorted Points 6560_PHW_DES_PUMP-STG_AV,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL295,"","",6560_PHW_DES_PUMP-STG_AV,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:40.862-07:00 Los_Angeles,"",6560_PHW_DES_PUMP-STG_AV,✓,AV38,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_PHW_DES_PUMP-STG_AV_POLL_TL,"",Los_Angeles,_,✓,"","","","","","",2020-04-30T12:14:30.436Z UTC
@p:ubcv:r:263d7c6b-57dcd426 Hebb Unsorted Points 6560_METER3B_PWR_MTR-PHASE_B_CURRENT,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL1028,"","",6560_METER3B_PWR_MTR-PHASE_B_CURRENT,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:02-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:42.051-07:00 Los_Angeles,"",6560_METER3B_PWR_MTR-PHASE_B_CURRENT,✓,AV2373,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_METER3B_PWR_MTR-PHASE_B_CURRENT_POLL_TL,"",Los_Angeles,A,✓,"","","","","","",2020-04-30T12:14:30.438Z UTC
@p:ubcv:r:263d7c6c-ef683b9f Hebb Unsorted Points 6560_SCHW_CWST-SPres_max,@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"",TL241,"","",6560_SCHW_CWST-SPres_max,"",@p:ubcv:r:24f86612-84a27833 HEBB Mech Rm B128,"","","","","","","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:263d7c69-3b3e8f81 Hebb Unsorted Points,"",@p:ubcv:r:263d7c69-be34f582 Hebb Unsorted Points,✓,"","","",2020-05-12T14:31:52-07:00 Los_Angeles,"","","",1389,2020-04-28T03:27:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:40:42.165-07:00 Los_Angeles,"",6560_SCHW_CWST-SPres_max,✓,AV138,"",✓,"","","","","","",@p:ubcv:r:20a64d9a-3ba75954 Hebb,"","","","","",6560_SCHW_CWST-SPres_max_POLL_TL,"",Los_Angeles,°C,✓,"","","","","","",2020-04-30T12:14:30.439Z UTC
