id,air,ancillaryImport,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,chilled,cmd,connRef,cooling,cur,curConvert,curStatus,curVal,damper,disMacro,discharge,domestic,effective,elec,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,gas,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,power,primaryLoop,pump,quantityID,run,sensor,siteRef,sourceID,sp,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,unknownConn,utilityPoint,valve,water,zone,mod
@p:ubcv:r:247ec11a-4b02a1e1 Doug Mitchell Thunderbird Sports Centre Unsorted Points P3 JCL-NAE60/FC-A.01A-FEC004.P3-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000217,✓,JCL-NAE60/FC-A.01A-FEC004.P3-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $equipName $bmsName,"","","","","","","Off,On",P3,@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:25:12-07:00 Los_Angeles,"",44444,2019-05-25T08:00:55-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.322-07:00 Los_Angeles,"","",Run Status,"",BI3000022,"","","",✓,"","",✓,"",✓,✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"",JCL-NAE60/FC-A.01A-FEC004.P3-S.Trend1,Los_Angeles,"","","","","","",2020-05-12T11:03:27.591Z UTC
@p:ubcv:r:247ec11a-5b743636 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC020.DRYERB-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001561,✓,JCL-NAE60/FC-A.01A-FEC020.DRYERB-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-11T15:39:31-07:00 Los_Angeles,"",5769,2019-05-23T14:14:50-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.316-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC020.DRYERB-S,✓,BI3000933,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC020.DRYERB-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.625Z UTC
@p:ubcv:r:247ec11a-99d5bd35 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC010.ZN-H,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002275,✓,JCL-NAE60/FC-A.01A-FEC010.ZN-H,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",16837,2019-05-24T01:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:28:57.338-07:00 Los_Angeles,"","",Zone Humidity,"",AV3001789,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-0f1acace .+(\.|-| )ZN(LL)?(\d+)?\w?-H,"",JCL-NAE60/FC-A.01A-FEC010.ZN-H.Trend1,Los_Angeles,%RH,"","","","",✓,2020-04-09T19:02:17.667Z UTC
@p:ubcv:r:247ec11a-d272e32b Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC006.RTU-8 ZN-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001394,✓,JCL-NAE60/FC-A.01A-FEC006.RTU-8 ZN-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",16988,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.34-07:00 Los_Angeles,"","",Zone Temp,"",AI3001133,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE60/FC-A.01A-FEC006.RTU-8 ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:17.668Z UTC
@p:ubcv:r:247ec11a-b28fd1c0 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.Heat Pump 10B.ZN-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001400,✓,JCL-NAE60/FC-A.Heat Pump 10B.ZN-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32142,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.342-07:00 Los_Angeles,"","",Zone Temp,"",AI3001079,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE60/FC-A.Heat Pump 10B.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:17.669Z UTC
@p:ubcv:r:247ec11a-97333661 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC004.BLR3S-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000262,✓,JCL-NAE60/FC-A.01A-FEC004.BLR3S-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",33058,2019-05-25T20:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.343-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC004.BLR3S-T,✓,AI3000027,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC004.BLR3S-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.67Z UTC
@p:ubcv:r:247ec11a-fed2b9a4 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.BACnet.AC-2.Analog Values.AV-7,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001569,✓,JCL-NAE60/FC-A.BACnet.AC-2.Analog Values.AV-7,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",16988,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.345-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.BACnet.AC-2.Analog Values.AV-7,✓,AV3001288,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.BACnet.AC-2.Analog Values.AV-7.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.671Z UTC
@p:ubcv:r:247ec11a-2bbe4f49 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC016.CLG2-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001519,✓,JCL-NAE60/FC-A.01A-FEC016.CLG2-C,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-01-14T21:40:35-08:00 Los_Angeles,"",23,2019-05-25T08:01:03-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.153-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC016.CLG2-C,✓,BO3000308,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC016.CLG2-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:47.867Z UTC
@p:ubcv:r:247ec11a-2db2e00b Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC024.SF-C,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001528,✓,JCL-NAE60/FC-A.01A-FEC024.SF-C,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,✓,"","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-03-20T08:05:44-07:00 Los_Angeles,"",14,2019-05-25T08:01:07-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.23-07:00 Los_Angeles,"","",Discharge Fan Run Cmd,"",BO3000999,"","","",✓,"","","","",✓,"",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"",JCL-NAE60/FC-A.01A-FEC024.SF-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:48.025Z UTC
@p:ubcv:r:247ec11a-a18de106 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC030.ZN-H,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002402,✓,JCL-NAE60/FC-A.01A-FEC030.ZN-H,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",8513,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:28:57.296-07:00 Los_Angeles,"","",Zone Humidity,"",AI3002359,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-0f1acace .+(\.|-| )ZN(LL)?(\d+)?\w?-H,"",JCL-NAE60/FC-A.01A-FEC030.ZN-H.Trend1,Los_Angeles,%RH,"","","","",✓,2020-04-09T19:02:17.672Z UTC
@p:ubcv:r:247ec11a-ea450f01 Doug Mitchell Thunderbird Sports Centre Unsorted Points P4 JCL-NAE60/FC-A.01A-FEC004.P4-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000239,✓,JCL-NAE60/FC-A.01A-FEC004.P4-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $equipName $bmsName,"","","","","","","Off,On",P4,@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:26:13-07:00 Los_Angeles,"",44419,2019-05-25T08:00:55-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.323-07:00 Los_Angeles,"","",Run Status,"",BI3000021,"","","",✓,"","",✓,"",✓,✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"",JCL-NAE60/FC-A.01A-FEC004.P4-S.Trend1,Los_Angeles,"","","","","","",2020-05-12T11:03:27.625Z UTC
@p:ubcv:r:247ec11a-c3495f36 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC029.ZN-T,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002399,✓,JCL-NAE60/FC-A.01A-FEC029.ZN-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",8498,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.298-07:00 Los_Angeles,"","",Zone Temp,"",AI3002315,"","","",✓,"","","","","",✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE60/FC-A.01A-FEC029.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:17.673Z UTC
@p:ubcv:r:247ec11a-982eff04 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC005.DHWPHR-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001353,✓,JCL-NAE60/FC-A.01A-FEC005.DHWPHR-T,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"",48924,2019-05-26T08:40:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.346-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC005.DHWPHR-T,✓,AI3000068,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC005.DHWPHR-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:17.674Z UTC
@p:ubcv:r:247ec11a-58a3d5b5 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC030.RH-O,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002406,✓,JCL-NAE60/FC-A.01A-FEC030.RH-O,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,✓,✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"",8497,2019-05-22T09:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.299-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AV3002391,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-e0e662f6 .+(\.|-| )RH-O,"",JCL-NAE60/FC-A.01A-FEC030.RH-O.Trend1,Los_Angeles,%,"","",✓,✓,"",2020-04-09T19:02:17.675Z UTC
@p:ubcv:r:247ec11a-dc3130f5 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC016.SF-S,✓,"",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001516,✓,JCL-NAE60/FC-A.01A-FEC016.SF-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,✓,"","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-01-17T06:55:07-08:00 Los_Angeles,"",230,2019-05-25T08:01:03-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.197-07:00 Los_Angeles,"","",Discharge Fan Run Status,"",BI3000313,"","","",✓,"","","","",✓,✓,@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"",JCL-NAE60/FC-A.01A-FEC016.SF-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:47.914Z UTC
@p:ubcv:r:247ec11a-7c57ed46 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.BACnet.AC-2.Binary Inputs.BI-23,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001571,✓,JCL-NAE60/FC-A.BACnet.AC-2.Binary Inputs.BI-23,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-02-23T23:49:58-08:00 Los_Angeles,"",17,2019-05-25T08:01:02-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.211-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.BACnet.AC-2.Binary Inputs.BI-23,✓,BI3001270,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.BACnet.AC-2.Binary Inputs.BI-23.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:46.912Z UTC
@p:ubcv:r:247ec11a-0ad87274 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC004.PP6-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000251,✓,JCL-NAE60/FC-A.01A-FEC004.PP6-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:49-07:00 Los_Angeles,"",7951,2019-05-22T08:39:18-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.286-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC004.PP6-S,✓,BI3000032,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC004.PP6-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:45.869Z UTC
@p:ubcv:r:247ec11a-442b02d8 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC021.RH-O,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001551,✓,JCL-NAE60/FC-A.01A-FEC021.RH-O,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,✓,✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32138,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.348-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000428,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-e0e662f6 .+(\.|-| )RH-O,"",JCL-NAE60/FC-A.01A-FEC021.RH-O.Trend1,Los_Angeles,%,"","",✓,✓,"",2020-04-09T19:02:17.676Z UTC
@p:ubcv:r:247ec11a-affd3651 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC013.ActOA-H,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3002270,✓,JCL-NAE60/FC-A.01A-FEC013.ActOA-H,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",34086,2019-05-22T08:45:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:57.35-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC013.ActOA-H,✓,AI3001888,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC013.ActOA-H.Trend1,Los_Angeles,%RH,"","","","","",2020-04-09T19:02:17.677Z UTC
@p:ubcv:r:247ec11a-8f4a8e97 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC019.RH-O,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3001537,✓,JCL-NAE60/FC-A.01A-FEC019.RH-O,"",✓,@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,✓,✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"",32133,2019-05-26T20:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.351-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000881,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","",@p:ubcv:r:23e65d3d-e0e662f6 .+(\.|-| )RH-O,"",JCL-NAE60/FC-A.01A-FEC019.RH-O.Trend1,Los_Angeles,%,"","",✓,✓,"",2020-04-09T19:02:17.678Z UTC
@p:ubcv:r:247ec11a-3d732250 Doug Mitchell Thunderbird Sports Centre Unsorted Points JCL-NAE60/FC-A.01A-FEC004.PP5-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),TL3000253,✓,JCL-NAE60/FC-A.01A-FEC004.PP5-S,"","",@p:ubcv:r:247ebfb3-e8894340 THUN (NAE-60),"","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:247ec10e-4a8bdf33 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"","","","",@p:ubcv:r:247ec10e-246ec303 Doug Mitchell Thunderbird Sports Centre Unsorted Points,"",✓,"","","",2020-05-12T14:18:07-07:00 Los_Angeles,"",16098,2019-05-22T08:42:23-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.318-07:00 Los_Angeles,"","",JCL-NAE60/FC-A.01A-FEC004.PP5-S,✓,BI3000033,"","","",✓,"","","","","","",@p:ubcv:r:2124b6ee-463bc771 Doug Mitchell Thunderbird Sports Centre,"","","","","","",JCL-NAE60/FC-A.01A-FEC004.PP5-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:45.801Z UTC
