id,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bacnetWriteLevel,bmsName,cmd,connRef,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,elec,energy,entering,enum,equipRef,exhaust,fan,feedback,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,kind,lastSynced,lastTagged,leaving,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,primaryLoop,pump,quantityID,return,roomRef,run,secondaryLoop,sensor,siteRef,sourceID,sp,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,writable,writeLevel,writeStatus,zone,mod
@p:ubcv:r:238b41b7-3c4b135c Liu Rm132 FC-1 JCL-NAE57/N2-1.LC-DC-3.LC-FC1_MA-DPR,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000247,✓,"",JCL-NAE57/N2-1.LC-DC-3.LC-FC1_MA-DPR,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","",✓,"","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24f08886-b266d2a8 Liu Rm132 FC-1,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.806-07:00 Los_Angeles,2018-11-25T13:45:24.002-08:00 Los_Angeles,"",✓,Mixed Air Damper Cmd,"",AO3000095,"","","","",✓,"","","","","",@p:ubcv:r:24f08886-56c17f75 Liu Rm132,"","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:23e65d3d-c8536712 .+(\.|-| |_)MA-DPR,"",JCL-NAE57/N2-1.LC-DC-3.LC-FC1_MA-DPR.Trend1,Los_Angeles,%,"","","","","","","","",2020-04-14T16:49:59.258Z UTC
@p:ubcv:r:238b41b7-0cff07b2 Liu Unsorted Points JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.Last Hours Consumption,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3001861,✓,"",JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.Last Hours Consumption,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:238b41b4-6b8a3644 Liu Unsorted Points,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-01-11T16:00:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [8] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",9865,2018-11-18T15:00:00-08:00 Los_Angeles,fault,"","",✓,Number,2020-05-11T17:48:52.114-07:00 Los_Angeles,2018-11-25T13:45:23.725-08:00 Los_Angeles,"","",JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.Last Hours Consumption,✓,AV3000602,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.Last Hours Consumption.Trend1,Los_Angeles,MWh,"","","","","","","","",2020-04-09T19:02:17.537Z UTC
@p:ubcv:r:238b41b7-5715e8e0 Liu Heating Plant JCL-NAE57/N2-1.LC-DC-1.LC-HW_SYS-S,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000199,✓,"",JCL-NAE57/N2-1.LC-DC-1.LC-HW_SYS-S,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","Off,On",@p:ubcv:r:21c5a449-a495fb42 Liu Heating Plant,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-08T14:12:31-07:00 Los_Angeles,"","","",113,2018-11-28T12:06:57-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.808-07:00 Los_Angeles,2018-11-25T13:45:23.948-08:00 Los_Angeles,"","",JCL-NAE57/N2-1.LC-DC-1.LC-HW_SYS-S,✓,BI3000060,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/N2-1.LC-DC-1.LC-HW_SYS-S.Trend1,Los_Angeles,"","","","","","","","","",2020-04-08T18:55:39.854Z UTC
@p:ubcv:r:238b41b7-2501d2c6 Liu EF JCL-NAE57/N2-1.LC-DC-11.LC-EF_EF6-C,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000230,✓,"",JCL-NAE57/N2-1.LC-DC-11.LC-EF_EF6-C,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","Off,On",@p:ubcv:r:24f08887-1f5c3886 Liu EF,✓,✓,"","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-04-09T04:29:04-07:00 Los_Angeles,"","","",729,2018-11-19T07:00:04-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.727-07:00 Los_Angeles,2018-11-25T13:45:24.02-08:00 Los_Angeles,"","",Exhaust Fan Run Cmd,"",BO3000081,"","","","",✓,"","","","","","",✓,"","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"",JCL-NAE57/N2-1.LC-DC-11.LC-EF_EF6-C.Trend1,Los_Angeles,"","","","","","","","","",2020-04-08T18:55:46.612Z UTC
@p:ubcv:r:238b41b7-c33273e9 Liu EF JCL-NAE57/N2-1.LC-DC-10.LC-VENT_NORTH-T,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000219,✓,"",JCL-NAE57/N2-1.LC-DC-10.LC-VENT_NORTH-T,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24f08887-1f5c3886 Liu EF,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.809-07:00 Los_Angeles,2018-11-25T13:45:24.026-08:00 Los_Angeles,"","",JCL-NAE57/N2-1.LC-DC-10.LC-VENT_NORTH-T,✓,AI3000073,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/N2-1.LC-DC-10.LC-VENT_NORTH-T.Trend1,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:17.538Z UTC
@p:ubcv:r:263b76bb-16d87d33 Liu Elec Main Meter Power,"","","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,8.956971168518066kW,"","","",$equipRef $navName,"","",✓,"","","",@p:ubcv:r:20a65214-e99407fd Liu Elec Main Meter,"","","","",@p:ubcv:r:21697fca-84383cbb Liu Utilities,"",✓,5kW,15min,2020-05-12T15:30:00-07:00 Los_Angeles,"","","",326877,2011-03-31T17:00:00-07:00 Los_Angeles,ok,"","","",Number,"","","","",Power,"","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_LIU_496.Elec_Power,✓,"",✓,✓,"","",116,"","","","",✓,@p:ubcv:r:20a65214-8c3b2eb9 Liu,108,"",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","",Los_Angeles,kW,✓,"","","","","","","",2020-05-12T08:00:09.849Z UTC
@p:ubcv:r:238b41b7-4a2d90d1 Liu HR-2 JCL-NAE57/N2-1.LC-DC-6.LC-HRU2_HTG-VLV,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000278,✓,"",JCL-NAE57/N2-1.LC-DC-6.LC-HRU2_HTG-VLV,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24f08887-1c9ca78e Liu HR-2,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,✓,✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T15:35:27.811-07:00 Los_Angeles,2018-11-25T13:45:23.996-08:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000123,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE57/N2-1.LC-DC-6.LC-HRU2_HTG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","","","",2020-04-09T19:02:17.539Z UTC
@p:ubcv:r:238b41b7-8ef7c8d9 Liu Heating Plant JCL-NAE57/N2-1.LC-DC-1.LC-MISC_STRM-ALM,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000209,✓,"",JCL-NAE57/N2-1.LC-DC-1.LC-MISC_STRM-ALM,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","Normal,Alarm",@p:ubcv:r:21c5a449-a495fb42 Liu Heating Plant,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-04-09T04:29:04-07:00 Los_Angeles,"","","",14,2018-11-28T12:06:57-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.729-07:00 Los_Angeles,2018-11-25T13:45:24.022-08:00 Los_Angeles,"","",JCL-NAE57/N2-1.LC-DC-1.LC-MISC_STRM-ALM,✓,BI3000067,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/N2-1.LC-DC-1.LC-MISC_STRM-ALM.Trend1,Los_Angeles,"","","","","","","","","",2020-04-08T18:55:46.961Z UTC
@p:ubcv:r:238b41b7-d6318b78 Liu Rm132 FC-2 JCL-NAE57/N2-1.LC-DC-4.LC-FC2_HTG-VLV,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000257,✓,"",JCL-NAE57/N2-1.LC-DC-4.LC-FC2_HTG-VLV,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24f08886-81d8e396 Liu Rm132 FC-2,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,✓,✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T15:35:27.813-07:00 Los_Angeles,2018-11-25T13:45:24.002-08:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000105,"","","","",✓,"","","","","",@p:ubcv:r:24f08886-56c17f75 Liu Rm132,"","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE57/N2-1.LC-DC-4.LC-FC2_HTG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","","","",2020-04-09T19:02:17.54Z UTC
@p:ubcv:r:238b41b7-481c1e3d Liu EF JCL-NAE57/N2-1.LC-DC-11.LC-FC1_FC-C,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000233,✓,"",JCL-NAE57/N2-1.LC-DC-11.LC-FC1_FC-C,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","Off,On",@p:ubcv:r:24f08887-1f5c3886 Liu EF,✓,✓,"","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T15:00:07-07:00 Los_Angeles,"","","",936,2018-11-18T21:15:23-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.814-07:00 Los_Angeles,2018-11-25T13:45:24.019-08:00 Los_Angeles,"","",Exhaust Fan Run Cmd,"",BO3000083,"","","","",✓,"","","","","","",✓,"","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:25d743d3-d887b119 .+(\.|-| |_)FC-C,"",JCL-NAE57/N2-1.LC-DC-11.LC-FC1_FC-C.Trend1,Los_Angeles,"","","","","","","","","",2020-04-08T18:55:46.563Z UTC
@p:ubcv:r:2388a048-a17033f5 Liu HW Main Meter Water Delta Temp,"","","","","","","","","","","","","","",✓,✓,$equipRef $navName,"","","","","","",@p:ubcv:r:20a65214-3e328e52 Liu HW Main Meter,"","","","",@p:ubcv:r:21697fca-84383cbb Liu Utilities,"",✓,"","","","",deltaTemp,consumption,"","","","","","",Number,"","","","",Water Delta Temp,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","",✓,"",Los_Angeles,°C,✓,"","",✓,"","","","",2020-04-28T00:03:35.137Z UTC
@p:ubcv:r:238b41b7-fb7457ac Liu HR-1 JCL-NAE57/N2-1.LC-DC-5.LC-HRU1_RF-DPR,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000269,✓,"",JCL-NAE57/N2-1.LC-DC-5.LC-HRU1_RF-DPR,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","",✓,"","",$equipRef $bmsName,✓,"","","","","Close,Open",@p:ubcv:r:24f08886-adc56916 Liu HR-1,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-04-09T04:29:04-07:00 Los_Angeles,"","","",16,2018-11-28T12:06:57-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.73-07:00 Los_Angeles,2018-11-25T13:45:23.996-08:00 Los_Angeles,"","",Discharge Air Damper Cmd,"",BO3000116,"","","","",✓,"","","","",✓,"","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:2512c667-0f21317f .+(\.|-| |_)RF-DPR,"",JCL-NAE57/N2-1.LC-DC-5.LC-HRU1_RF-DPR.Trend1,Los_Angeles,"","","","","","","","","",2020-04-08T18:55:45.126Z UTC
@p:ubcv:r:21c5a7e6-c4409a76 Liu Heating Plant JCL-NAE57/N2-1.LC-DC-1.LC-HW_HWR-T,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000186,✓,"",JCL-NAE57/N2-1.LC-DC-1.LC-HW_HWR-T,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","",✓,"",@p:ubcv:r:21c5a449-a495fb42 Liu Heating Plant,"","","","",@p:ubcv:r:21c5a420-95882591 Liu Hydronic Systems,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",81104,2017-12-14T01:45:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T15:35:27.816-07:00 Los_Angeles,2018-05-09T10:55:46.683-07:00 Los_Angeles,"","",Entering Hot Water Temp,"",AI3000043,"","","","",✓,"","","","","","","",✓,✓,@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:23e65d3d-5ed87758 .+(\.|-| |_)HWR\d?-T,✓,JCL-NAE57/N2-1.LC-DC-1.LC-HW_HWR-T.Trend1,Los_Angeles,°C,"","","",✓,"","","","",2020-04-09T19:02:17.541Z UTC
@p:ubcv:r:21c5a89f-cad99f9e Liu Heating Plant JCL-NAE57/N2-1.LC-DC-1.LC-HW_HE1-V-FB,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3002409,✓,"",JCL-NAE57/N2-1.LC-DC-1.LC-HW_HE1-V-FB,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:21c5a449-a495fb42 Liu Heating Plant,"","",✓,"",@p:ubcv:r:21c5a420-95882591 Liu Hydronic Systems,✓,✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",76630,2018-01-29T23:45:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T15:35:27.817-07:00 Los_Angeles,2018-05-09T10:55:46.816-07:00 Los_Angeles,"","",Heating Valve Feedback,"",AI3001536,"","","","",✓,"",✓,"","","","","","",✓,@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:23e65d3d-f4376bb0 .+(\.|-| )V-FB,"",JCL-NAE57/N2-1.LC-DC-1.LC-HW_HE1-V-FB.Trend1,Los_Angeles,%,"",✓,"",✓,"","","","",2020-04-14T16:49:59.141Z UTC
@p:ubcv:r:238b41b7-045f9cd7 Liu HR-1 JCL-NAE57/N2-1.LC-DC-5.LC-HRU1_HTG-VLV,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000267,✓,"",JCL-NAE57/N2-1.LC-DC-5.LC-HRU1_HTG-VLV,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24f08886-adc56916 Liu HR-1,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,✓,✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T15:35:27.819-07:00 Los_Angeles,2018-11-25T13:45:24.014-08:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000114,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE57/N2-1.LC-DC-5.LC-HRU1_HTG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","","","",2020-04-09T19:02:17.543Z UTC
@p:ubcv:r:238b41b7-9e919170 Liu EF JCL-NAE57/N2-1.LC-DC-10.LC-VENT_EF2-S,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000217,✓,"",JCL-NAE57/N2-1.LC-DC-10.LC-VENT_EF2-S,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","Off,On",@p:ubcv:r:24f08887-1f5c3886 Liu EF,✓,✓,"","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-11T22:42:29-07:00 Los_Angeles,"","","",100,2018-11-28T12:06:57-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.732-07:00 Los_Angeles,2018-11-25T13:45:24.026-08:00 Los_Angeles,"","",Exhaust Fan Run Status,"",BI3000072,"","","","",✓,"","","","","","",✓,"",✓,@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:23e65d3d-9d7111b8 .+(\.|-| |_)EF-?(\d+)?\w?-S,"",JCL-NAE57/N2-1.LC-DC-10.LC-VENT_EF2-S.Trend1,Los_Angeles,"","","","","","","","","",2020-04-08T18:55:50.472Z UTC
@p:ubcv:r:238b41b7-47df63ef Liu HR-2 JCL-NAE57/N2-1.LC-DC-6.LC-HRU2_RM121-T,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000282,✓,"",JCL-NAE57/N2-1.LC-DC-6.LC-HRU2_RM121-T,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24f08887-1c9ca78e Liu HR-2,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.821-07:00 Los_Angeles,2018-11-25T13:45:24.001-08:00 Los_Angeles,"","",Zone Temp,"",AI3000126,"","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:2538d9da-1aedb8c9 .+(\.|-| |_)RM(\d+\w?)?-Z?T,✓,JCL-NAE57/N2-1.LC-DC-6.LC-HRU2_RM121-T.Trend1,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:17.544Z UTC
@p:ubcv:r:238b41b7-c2f97fd0 Liu Rm 112 Zone JCL-NAE57/N2-1.LC-DC-9.LC-GRND_RM112-V,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000314,✓,"",JCL-NAE57/N2-1.LC-DC-9.LC-GRND_RM112-V,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24f089bf-60c55eea Liu Rm 112 Zone,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.822-07:00 Los_Angeles,2018-11-25T13:45:23.849-08:00 Los_Angeles,"","",JCL-NAE57/N2-1.LC-DC-9.LC-GRND_RM112-V,✓,AO3000155,"","","","",✓,"","","","","",@p:ubcv:r:24f089bf-7b6fa7dc Liu Rm 112,"","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/N2-1.LC-DC-9.LC-GRND_RM112-V.Trend1,Los_Angeles,%,"","","","","","","","",2020-04-09T19:02:17.545Z UTC
@p:ubcv:r:238b41b7-8f30ccc7 Liu Rm 120 Zone JCL-NAE57/N2-1.LC-DC-7.LC-GRND_RM120-T,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000286,✓,"",JCL-NAE57/N2-1.LC-DC-7.LC-GRND_RM120-T,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24f089bf-49046a74 Liu Rm 120 Zone,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.824-07:00 Los_Angeles,2018-11-25T13:45:23.999-08:00 Los_Angeles,"","",Zone Temp,"",AI3000130,"","","","",✓,"","","","","",@p:ubcv:r:24f089bf-44dbac63 Liu Rm 120,"","",✓,@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:2538d9da-1aedb8c9 .+(\.|-| |_)RM(\d+\w?)?-Z?T,✓,JCL-NAE57/N2-1.LC-DC-7.LC-GRND_RM120-T.Trend1,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:17.546Z UTC
@p:ubcv:r:21c5aa03-4256835b Liu Heating Plant JCL-NAE57/N2-1.LC-DC-1.LC-HW_P2-C,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000193,✓,16,JCL-NAE57/N2-1.LC-DC-1.LC-HW_P2-C,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","Off,On",@p:ubcv:r:21c5a449-a495fb42 Liu Heating Plant,"","","","",@p:ubcv:r:21c5a420-95882591 Liu Hydronic Systems,"",✓,"","",2020-05-12T15:00:55-07:00 Los_Angeles,"","","",338,2017-11-10T03:06:32-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.826-07:00 Los_Angeles,2018-12-07T09:45:22.343-08:00 Los_Angeles,"","",Pump Run Cmd,"",BO3000053,"","","","",✓,"","",✓,"","","",✓,✓,"",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"",JCL-NAE57/N2-1.LC-DC-1.LC-HW_P2-C.Trend1,Los_Angeles,"","","","","",✓,17,unbound,"",2020-04-08T18:55:40.008Z UTC
@p:ubcv:r:238b41b7-29175e36 Liu Rm132 FC-1 JCL-NAE57/N2-1.LC-DC-3.LC-FC1_ACT-SAT-SP,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000242,✓,"",JCL-NAE57/N2-1.LC-DC-3.LC-FC1_ACT-SAT-SP,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24f08886-b266d2a8 Liu Rm132 FC-1,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.828-07:00 Los_Angeles,2018-12-07T09:45:34.371-08:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AI3000090,"","","","",✓,"","","","","",@p:ubcv:r:24f08886-56c17f75 Liu Rm132,"","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"",✓,"","",@p:ubcv:r:23e65d3d-b24f6d76 .+(\.|-| |_)SAT-SP,✓,JCL-NAE57/N2-1.LC-DC-3.LC-FC1_ACT-SAT-SP.Trend1,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:17.547Z UTC
@p:ubcv:r:238b41b7-377632bd Liu HR-1 JCL-NAE57/N2-1.LC-DC-5.LC-HRU1_RM124-T,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000271,✓,"",JCL-NAE57/N2-1.LC-DC-5.LC-HRU1_RM124-T,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24f08886-adc56916 Liu HR-1,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.829-07:00 Los_Angeles,2018-11-25T13:45:23.998-08:00 Los_Angeles,"","",Zone Temp,"",AI3000117,"","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:2538d9da-1aedb8c9 .+(\.|-| |_)RM(\d+\w?)?-Z?T,✓,JCL-NAE57/N2-1.LC-DC-5.LC-HRU1_RM124-T.Trend1,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:17.548Z UTC
