id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,discharge,elec,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,kind,lastSynced,leaving,low,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,pump,quantityID,run,scheduled,sensor,siteRef,sourceID,sp,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zachName,zone,mod
@p:ubcv:r:25a64868-319e6a32 FNH Unsorted Points JCL-NAE20/N2-A.20A014UN.SF-HI,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000586,"",JCL-NAE20/N2-A.20A014UN.SF-HI,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","Low,High","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T06:00:04-07:00 Los_Angeles,"","",253,2019-10-07T12:00:02-07:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:33:17.806-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A014UN.SF-HI,✓,BO3000324,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A014UN.SF-HI.Trend1,Los_Angeles,"","","","","",FNH.HVAC1.SF-HI,"",2020-04-08T18:55:24.151Z UTC
@p:ubcv:r:25a64868-b326d7d8 FNH Unsorted Points JCL-NAE20/N2-A.20A015UN.DX2-C,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000343,"",JCL-NAE20/N2-A.20A015UN.DX2-C,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T13:50:53-07:00 Los_Angeles,"","",36,2020-01-08T08:02:32-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:33:17.912-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A015UN.DX2-C,✓,BO3000342,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A015UN.DX2-C.Trend1,Los_Angeles,"","","","","",FNH.HVAC1.DX2-C,"",2020-04-08T18:55:34.208Z UTC
@p:ubcv:r:25a64868-f2577823 FNH Unsorted Points JCL-NAE20/N2-A.20A001UN.RHC-V3,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000041,"",JCL-NAE20/N2-A.20A001UN.RHC-V3,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.772-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A001UN.RHC-V3,✓,AO3000040,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A001UN.RHC-V3.Trend1,Los_Angeles,%,"","","","",FNH.RH1.RHC-V3,"",2020-04-09T19:02:01.39Z UTC
@p:ubcv:r:25a64868-d6cc4013 FNH Unsorted Points JCL-NAE20/N2-A.20A005UN.ZN-SP4,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000268,"",JCL-NAE20/N2-A.20A005UN.ZN-SP4,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.779-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A005UN.ZN-SP4,✓,AO3000267,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A005UN.ZN-SP4.Trend1,Los_Angeles,°C,"","","","",FNH.RH2.ZN-SP4,"",2020-04-09T19:02:01.391Z UTC
@p:ubcv:r:25a64868-cfcb93e9 FNH Unsorted Points JCL-NAE20/N2-A.20A015UN.SA-T,✓,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000334,"",JCL-NAE20/N2-A.20A015UN.SA-T,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.786-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI3000333,"","","","","",✓,"","","","","","",✓,@p:ubcv:r:20a64546-f3ae027f FNH,"","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,JCL-NAE20/N2-A.20A015UN.SA-T.Trend1,Los_Angeles,°C,"","","","",FNH.HVAC1.SA-T,"",2020-04-09T19:02:01.392Z UTC
@p:ubcv:r:25a64868-159cbe61 FNH Unsorted Points JCL-NAE20/N2-A.20A013UN.HWR-T,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000201,"",JCL-NAE20/N2-A.20A013UN.HWR-T,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","",✓,"","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T14:33:24.794-07:00 Los_Angeles,"","",Entering Hot Water Temp,"",AI3000200,"","","","","",✓,"","","","","","",✓,@p:ubcv:r:20a64546-f3ae027f FNH,"","","","",@p:ubcv:r:23e65d3d-5ed87758 .+(\.|-| |_)HWR\d?-T,✓,JCL-NAE20/N2-A.20A013UN.HWR-T.Trend1,Los_Angeles,°C,"","","",✓,FNH.HX1.HWR-T,"",2020-04-09T19:02:01.393Z UTC
@p:ubcv:r:263b7698-42ade8a2 FNH Elec Main Meter Power,"","","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,118.45386505126953kW,"","",$equipRef $navName,"",✓,"","","","",@p:ubcv:r:20a64546-8544b88b FNH Elec Main Meter,"","","",@p:ubcv:r:21697fca-d8ee0da0 FNH Utilities,✓,24.077697675143643kW,15min,2020-05-12T14:40:18-07:00 Los_Angeles,"","",424780,2011-03-31T17:00:00-07:00 Los_Angeles,ok,"","","",Number,"","","",Power,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_FNH_449.Elec_Power,✓,"",✓,✓,"","",116,"","",✓,@p:ubcv:r:20a64546-f3ae027f FNH,62,"",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","",Los_Angeles,kW,✓,"","","","","",2020-05-12T08:00:09.797Z UTC
@p:ubcv:r:25a64868-b2ce323a FNH Unsorted Points JCL-NAE20/N2-A.20A007UN.RHC-D1,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000130,"",JCL-NAE20/N2-A.20A007UN.RHC-D1,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.801-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A007UN.RHC-D1,✓,AO3000129,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A007UN.RHC-D1.Trend1,Los_Angeles,_,"","","","",FNH.DMP2.RHC-D1,"",2020-04-09T19:15:04.417Z UTC
@p:ubcv:r:25a64868-4b830b60 FNH Unsorted Points JCL-NAE20/N2-A.20A008UN.RHC-D4,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000140,"",JCL-NAE20/N2-A.20A008UN.RHC-D4,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.807-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A008UN.RHC-D4,✓,AO3000139,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A008UN.RHC-D4.Trend1,Los_Angeles,_,"","","","",FNH.DMP2.RHC-D4,"",2020-04-09T19:15:04.418Z UTC
@p:ubcv:r:25a64868-98648ec9 FNH Unsorted Points JCL-NAE20/N2-A.20A013UN.CV-HE5-O,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000679,"",JCL-NAE20/N2-A.20A013UN.CV-HE5-O,✓,@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6231,2020-01-03T12:00:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T14:33:24.814-07:00 Los_Angeles,"","",Valve Cmd,"",AO3000678,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A013UN.CV-HE5-O.Trend1,Los_Angeles,%,"",✓,"",✓,FNH.HX1.CV-HE5-O,"",2020-04-09T19:02:01.396Z UTC
@p:ubcv:r:25a64868-78140db8 FNH Unsorted Points JCL-NAE20/N2-A.20A005UN.ZN-T3,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000092,"",JCL-NAE20/N2-A.20A005UN.ZN-T3,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.823-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A005UN.ZN-T3,✓,AI3000090,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A005UN.ZN-T3.Trend1,Los_Angeles,°C,"","","","",FNH.RH2.ZN-T3,"",2020-04-09T19:02:01.397Z UTC
@p:ubcv:r:25a64868-c1df9537 FNH Unsorted Points JCL-NAE20/N2-A.20A005UN.ZN-SP3,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000263,"",JCL-NAE20/N2-A.20A005UN.ZN-SP3,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.831-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A005UN.ZN-SP3,✓,AO3000262,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A005UN.ZN-SP3.Trend1,Los_Angeles,°C,"","","","",FNH.RH2.ZN-SP3,"",2020-04-09T19:02:01.398Z UTC
@p:ubcv:r:25a64868-f80d3034 FNH Unsorted Points P2 JCL-NAE20/N2-A.20A013UN.P2-S,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000205,"",JCL-NAE20/N2-A.20A013UN.P2-S,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $equipName $bmsName,"","","","","Off,On",P2,@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T12:00:00-07:00 Los_Angeles,"","",265,2020-01-01T12:00:00-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T14:33:17.888-07:00 Los_Angeles,"","",Run Status,"",BI3000204,"","","","","",✓,"","",✓,"",✓,"",✓,@p:ubcv:r:20a64546-f3ae027f FNH,"","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"",JCL-NAE20/N2-A.20A013UN.P2-S.Trend1,Los_Angeles,"","","","","",FNH.HX1.P2-S,"",2020-05-12T11:03:27.752Z UTC
@p:ubcv:r:25a64868-fd572701 FNH Unsorted Points JCL-NAE20/N2-A.20A003UN.RHC-D,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000069,"",JCL-NAE20/N2-A.20A003UN.RHC-D,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T12:00:00-07:00 Los_Angeles,"","",282,2019-12-24T00:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:17.894-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A003UN.RHC-D,✓,AO3000068,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A003UN.RHC-D.Trend1,Los_Angeles,_,"","","","",FNH.DMP1.RHC-D,"",2020-04-09T19:15:04.419Z UTC
@p:ubcv:r:263b7699-ccb28973 FNH Water Main Meter Consumption,"","","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,"",ok,105502.703125m³,"","",$equipRef $navName,"","","","","","",@p:ubcv:r:20a64546-2444036c FNH Water Main Meter,"","","",@p:ubcv:r:21697fca-d8ee0da0 FNH Utilities,✓,"",15min,2020-05-12T14:30:00-07:00 Los_Angeles,"",consumption,319749,2011-03-31T17:00:00-07:00 Los_Angeles,ok,✓,"","",Number,"","","",Consumption,"","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_FNH_449.Water_Volume,✓,"",✓,"","","",10394,"","",✓,@p:ubcv:r:20a64546-f3ae027f FNH,62,"",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","",Los_Angeles,m³,✓,"",✓,✓,"","",2020-05-04T19:39:55.078Z UTC
@p:ubcv:r:25a64868-87cbdeb4 FNH Unsorted Points JCL-NAE20/N2-A.20A009UN.ZN-SP4,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000300,"",JCL-NAE20/N2-A.20A009UN.ZN-SP4,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.837-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A009UN.ZN-SP4,✓,AO3000299,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A009UN.ZN-SP4.Trend1,Los_Angeles,°C,"","","","",FNH.RH3.ZN-SP4,"",2020-04-09T19:02:01.4Z UTC
@p:ubcv:r:25a64868-96a5a288 FNH Unsorted Points JCL-NAE20/N2-A.20A004UN.RHC-D,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000083,"",JCL-NAE20/N2-A.20A004UN.RHC-D,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.843-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A004UN.RHC-D,✓,AO3000082,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A004UN.RHC-D.Trend1,Los_Angeles,_,"","","","",FNH.DMP1.RHC-D,"",2020-04-09T19:15:04.42Z UTC
@p:ubcv:r:25a64868-802bc8f7 FNH Unsorted Points JCL-NAE20/N2-A.20A001UN.RHC-V2,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000039,"",JCL-NAE20/N2-A.20A001UN.RHC-V2,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.85-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A001UN.RHC-V2,✓,AO3000038,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A001UN.RHC-V2.Trend1,Los_Angeles,%,"","","","",FNH.RH1.RHC-V2,"",2020-04-09T19:02:01.402Z UTC
@p:ubcv:r:25a64868-82dd067a FNH Unsorted Points JCL-NAE20/N2-A.20A009UN.ZN-SP1,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000284,"",JCL-NAE20/N2-A.20A009UN.ZN-SP1,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.859-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A009UN.ZN-SP1,✓,AO3000283,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A009UN.ZN-SP1.Trend1,Los_Angeles,°C,"","","","",FNH.RH3.ZN-SP1,"",2020-04-09T19:02:01.403Z UTC
@p:ubcv:r:25a64868-dd0198d4 FNH Unsorted Points JCL-NAE20/Programming.Outside Air.OA-T,✓,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000390,"",JCL-NAE20/Programming.Outside Air.OA-T,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.866-07:00 Los_Angeles,"","",Outside Air Temp,"",AV3000389,"","","","",✓,✓,"","","","","","",✓,@p:ubcv:r:20a64546-f3ae027f FNH,"","","","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,✓,JCL-NAE20/Programming.Outside Air.OA-T.Trend1,Los_Angeles,°C,"","","","",OA-T,"",2020-04-09T19:02:01.404Z UTC
@p:ubcv:r:25a64868-ddb9be80 FNH Unsorted Points JCL-NAE20/N2-A.20A001UN.ZN-SP2,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000226,"",JCL-NAE20/N2-A.20A001UN.ZN-SP2,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.873-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A001UN.ZN-SP2,✓,AO3000225,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A001UN.ZN-SP2.Trend1,Los_Angeles,°C,"","","","",FNH.RH1.ZN-SP2,"",2020-04-09T19:02:01.405Z UTC
@p:ubcv:r:25a64868-dbaee5b9 FNH Unsorted Points JCL-NAE20/N2-A.20A005UN.ZN-T2,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000089,"",JCL-NAE20/N2-A.20A005UN.ZN-T2,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.879-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A005UN.ZN-T2,✓,AI3000087,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A005UN.ZN-T2.Trend1,Los_Angeles,°C,"","","","",FNH.RH2.ZN-T2,"",2020-04-09T19:02:01.406Z UTC
@p:ubcv:r:25a64868-3ab2e887 FNH Unsorted Points JCL-NAE20/N2-A.20A005UN.ZN-T1,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000086,"",JCL-NAE20/N2-A.20A005UN.ZN-T1,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.887-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A005UN.ZN-T1,✓,AI3000084,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A005UN.ZN-T1.Trend1,Los_Angeles,°C,"","","","",FNH.RH2.ZN-T1,"",2020-04-09T19:02:01.407Z UTC
@p:ubcv:r:21dffdad-2a46144c FNH HW Main Meter Leaving Water Temp,"","",@p:ubcv:r:21caccc0-e723dab3 FNH DES Meter,AI10,"",✓,"","",@p:ubcv:r:21caccc0-e723dab3 FNH DES Meter,✓,"",ok,71.3499984741211°C,"","",$equipRef $navName,"","","","","","",@p:ubcv:r:20a64546-dcb2ab24 FNH HW Main Meter,"","","",@p:ubcv:r:21697fca-d8ee0da0 FNH Utilities,✓,0.5°C,10min,2020-05-12T14:40:00-07:00 Los_Angeles,"",consumption,306942,2018-01-03T14:10:00-08:00 Los_Angeles,ok,"",✓,"",Number,"",✓,"",Leaving Water Temp,"","","","","","","",✓,"","","","","","",✓,@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","",✓,"",Los_Angeles,°C,✓,"","",✓,"","",2020-04-28T00:03:35.732Z UTC
@p:ubcv:r:25a64868-42c1b45e FNH Unsorted Points JCL-NAE20/N2-A.20A005UN.RHC-V2,"","",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"",TL3000099,"",JCL-NAE20/N2-A.20A005UN.RHC-V2,"",@p:ubcv:r:25a64785-e0f44e2e FNH (NAE-20),"","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:25a64868-2ec1707e FNH Unsorted Points,"","","",@p:ubcv:r:25a64868-ea8dec3e FNH Unsorted Points,✓,"","",2020-05-12T14:30:00-07:00 Los_Angeles,"","",6026,2020-01-05T12:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T14:33:24.893-07:00 Los_Angeles,"","",JCL-NAE20/N2-A.20A005UN.RHC-V2,✓,AO3000098,"","","","","",✓,"","","","","","","",@p:ubcv:r:20a64546-f3ae027f FNH,"","","","","","",JCL-NAE20/N2-A.20A005UN.RHC-V2.Trend1,Los_Angeles,%,"","","","",FNH.RH2.RHC-V2,"",2020-04-09T19:02:01.408Z UTC
