id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,chilled,cmd,connRef,cooling,curStatus,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,gas,groupRef,heating,his,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,low,navName,noTagMatch,objectId,outside,parcHtgEnergy,parc_Meter,perimeterHeat,point,pointType,power,pressure,pump,quantityID,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:245f4ba9-4952b193 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-11.HTG-O,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AO3000122,TL3000541,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-11.HTG-O,"","",✓,@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,✓,✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:53:32.828-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000122,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-11.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:57.843Z UTC
@p:ubcv:r:245f4bac-0a410f8b Parc Library Unsorted Points P03 JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.P03-S,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),BI3000254,TL3000854,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.P03-S,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $equipName $bmsName,"","","","","","","","Off,On",P03,@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-09T11:09:10-07:00 Los_Angeles,"","",4357,2019-05-02T11:18:07-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:53:32.729-07:00 Los_Angeles,"","",Run Status,"",BI3000254,"","","","",✓,"","","",✓,"",✓,"",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.P03-S.Trend1,Los_Angeles,"","","","","","",2020-05-12T11:03:27.624Z UTC
@p:ubcv:r:245f4bac-708e4c78 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.CWP-S,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),BI3000268,TL3000889,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.CWP-S,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-04-22T11:19:33-07:00 Los_Angeles,"","",899,2019-05-01T15:07:30-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:53:32.643-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.CWP-S,✓,BI3000268,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.CWP-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:20.861Z UTC
@p:ubcv:r:245f4bac-0cdda555 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-12.Parameters.EFFCLG-SP,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000595,TL3001041,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-12.Parameters.EFFCLG-SP,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),✓,unknown,$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.83-07:00 Los_Angeles,"","",Zone Temp Effective Cooling Sp,"",AV3000595,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-12.Parameters.EFFCLG-SP.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.844Z UTC
@p:ubcv:r:245f4bac-70529d06 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  VND-35.BI-9,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),BI3002013,TL3004404,✓,JCL-NAE07/FCB-01.JCL-NAE03  VND-35.BI-9,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","Inactive,Active","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T11:28:02-07:00 Los_Angeles,"","",2241,2019-04-30T10:58:50-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:53:32.734-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  VND-35.BI-9,✓,BI3002013,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  VND-35.BI-9.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:50:20.877Z UTC
@p:ubcv:r:24edab6a-2b40b881 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  VND-36.Schedule-1,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),SCH3001354,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  VND-36.Schedule-1,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2019-08-21T08:45:00-07:00 Los_Angeles,"","",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","","","",✓,Number,"","","",Scheduled Occupancy,"","","","","","",✓,"","","","","","",✓,"",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","","",Los_Angeles,"","","","","","",2019-11-07T23:48:39.867Z UTC
@p:ubcv:r:245f4bac-2cd74f76 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  VND-31.Supply Temperature,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000238,TL3000837,✓,JCL-NAE07/FCB-01.JCL-NAE03  VND-31.Supply Temperature,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.832-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  VND-31.Supply Temperature,✓,AI3000238,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  VND-31.Supply Temperature.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.845Z UTC
@p:ubcv:r:245f4bac-0780d78d Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.Parameters.EFF DA-P,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3001011,TL3001069,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.Parameters.EFF DA-P,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.835-07:00 Los_Angeles,"","",Discharge Air Pressure,"",AV3001011,"","","","",✓,"","",✓,"","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-6b746a04 .+(\.|-| )(S|D)A\d?-P,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.Parameters.EFF DA-P.Trend1,Los_Angeles,Pa,"","","","","",2020-04-09T19:01:57.846Z UTC
@p:ubcv:r:245f4bac-464209e7 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.HWR-T,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000318,TL3000986,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.HWR-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","",✓,"","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49766,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:53:32.837-07:00 Los_Angeles,"","",Entering Hot Water Temp,"",AI3000318,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-5ed87758 .+(\.|-| |_)HWR\d?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.HWR-T.Trend1,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:01:57.847Z UTC
@p:ubcv:r:245f4bac-024c68a0 Parc Library Unsorted Points P03 JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.P03-O,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AO3000255,TL3000855,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.P03-O,"","",✓,@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $equipName $bmsName,"","","","","","","","",P03,@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.84-07:00 Los_Angeles,"","",Speed Cmd,"",AO3000255,"","","","",✓,"","","",✓,"","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","",✓,"","","",@p:ubcv:r:23e65d3d-baa94b58 .+(\.|-|_)(C|HE)?P\d+\w?-O,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.P03-O.Trend1,Los_Angeles,%,"","","","","",2020-05-12T11:03:27.71Z UTC
@p:ubcv:r:245f4bac-706ee1a3 Parc Library Unsorted Points JCL-NAE07/FCB-01.AHU-01 integration.AV-72,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3002200,TL3002413,✓,JCL-NAE07/FCB-01.AHU-01 integration.AV-72,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",50584,2019-05-02T12:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.842-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.AHU-01 integration.AV-72,✓,AV3002200,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.AHU-01 integration.AV-72.Trend1,Los_Angeles,%,"","","","","",2020-04-09T19:01:57.849Z UTC
@p:ubcv:r:245f4bac-b29a9a06 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.ZN1-H,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000275,TL3000895,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.ZN1-H,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T15:53:32.845-07:00 Los_Angeles,"","",Zone Humidity,"",AI3000275,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3e-0f1acace .+(\.|-| )ZN(LL)?(\d+)?\w?-H,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.ZN1-H.Trend1,Los_Angeles,%RH,"","","","",✓,2020-04-09T19:01:57.85Z UTC
@p:ubcv:r:245f4bac-8493a765 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.CWL-T,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3001343,TL3004379,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.CWL-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:45:00-07:00 Los_Angeles,"","",34145,2019-05-02T00:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.752-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.CWL-T,✓,AI3001343,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.CWL-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.851Z UTC
@p:ubcv:r:245f4ba7-b73143de Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-05.SF-S,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),BI3000061,TL3000359,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-05.SF-S,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,✓,"","","","","","","Off,On","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"",✓,"",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T11:45:29-07:00 Los_Angeles,"","",606,2019-05-05T18:36:10-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:53:32.712-07:00 Los_Angeles,"","",Discharge Fan Run Status,"",BI3000061,"","","","",✓,"","","","","",✓,"",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-05.SF-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:33.42Z UTC
@p:ubcv:r:245f4ba8-5dd7a5c4 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-07.DA-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000077,TL3000416,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-07.DA-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.847-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI3000077,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-07.DA-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.852Z UTC
@p:ubcv:r:245f4bac-db122a3b Parc Library Unsorted Points JCL-NAE07/Programming.AHU-01.Average zone humidity,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3001318,TL3002405,✓,JCL-NAE07/Programming.AHU-01.Average zone humidity,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",50584,2019-05-02T12:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.849-07:00 Los_Angeles,"","",JCL-NAE07/Programming.AHU-01.Average zone humidity,✓,AV3001318,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/Programming.AHU-01.Average zone humidity.Trend1,Los_Angeles,%RH,"","","","","",2020-04-09T19:01:57.853Z UTC
@p:ubcv:r:245f4ba9-53b8f01f Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-10.SF-S,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),BI3000116,TL3000512,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-10.SF-S,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,✓,"","","","","","","Off,On","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"",✓,"",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:53:30-07:00 Los_Angeles,"","",112112,2019-05-03T06:47:32-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:53:32.757-07:00 Los_Angeles,"","",Discharge Fan Run Status,"",BI3000116,"","","","",✓,"","","","","",✓,"",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-10.SF-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:26.278Z UTC
@p:ubcv:r:245f4bac-d22d203e Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-21.F04-S,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),BI3000297,TL3000963,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-21.F04-S,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-04-22T11:19:33-07:00 Los_Angeles,"","",350,2019-05-01T15:07:31-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:53:32.646-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-21.F04-S,✓,BI3000297,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-21.F04-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:50:07.757Z UTC
@p:ubcv:r:245f4bac-bd453740 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-14.Parameters.EFFHTG-SP,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000656,TL3001044,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-14.Parameters.EFFHTG-SP,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,✓,✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.851-07:00 Los_Angeles,"","",Zone Temp Effective Heating Sp,"",AV3000656,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"",✓,"","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-14.Parameters.EFFHTG-SP.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.854Z UTC
@p:ubcv:r:245f4bac-70e8f017 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-05.Parameters.EFFCLG-SP,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000378,TL3001027,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-05.Parameters.EFFCLG-SP,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),✓,unknown,$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.853-07:00 Los_Angeles,"","",Zone Temp Effective Cooling Sp,"",AV3000378,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-05.Parameters.EFFCLG-SP.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.855Z UTC
@p:ubcv:r:245f4bac-b69c10b9 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  VND-31.Return Temperature,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000237,TL3000836,✓,JCL-NAE07/FCB-01.JCL-NAE03  VND-31.Return Temperature,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:32.855-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  VND-31.Return Temperature,✓,AI3000237,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  VND-31.Return Temperature.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.856Z UTC
