id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,boiler,bridgeName,bypass,chilled,cmd,co2,condenser,connRef,cool,cooling,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,des,differential,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,filter,flow,gas,groupRef,heat,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mode,navName,nestHW,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,pressure,primaryLoop,primarySide,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siteRef,slab,smokeDetector,sourceID,sp,speed,sqlConnRef,sqlPoint,sump,tagTableRef,temp,temporary,temporaryOccupancy,testUnits,tlName,toTag,tz,uh,unit,utilityPoint,valve,volume,warmCoomAdjust,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:22c59c14-4e1fd5c1 AMS Nest Rm 2315 VAV-2-12 JCL-NAE42/FCB-01.VMA-22.ZN2315-Q,"",✓,"","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"",TL3002155,"",✓,JCL-NAE42/FCB-01.VMA-22.ZN2315-Q,"","","","","",✓,"",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c59bf2-58bc2104 AMS Nest Rm 2315 VAV-2-12,"","","","","","",@p:ubcv:r:22c04b19-adb85333 AMS Nest Floor 2,"","","","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",32644,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:43.765-07:00 Los_Angeles,2018-12-07T09:45:34.412-08:00 Los_Angeles,"","","","","",Zone Co2,"","",AI3000700,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22c04b19-d9be7f10 AMS Nest Rm 2315,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-0ca8860f .+(\.|-| )ZN\d+\w\d-Q,"","","","",JCL-NAE42/FCB-01.VMA-22.ZN2315-Q.Trend1,"",Los_Angeles,"",ppm,"","","","","","","","",✓,2020-04-09T19:02:10.846Z UTC
@p:ubcv:r:260ca753-80f2d9f2 AMS Nest Unsorted Points JCL-NAE43/FCB-02.FEC-42.SF-O,"",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3009932,"","",JCL-NAE43/FCB-02.FEC-42.SF-O,"","","","",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"",✓,"","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-03-25T12:15:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [226] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",177,2020-03-23T16:15:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:14.768-07:00 Los_Angeles,"","","","","","",Discharge Fan Speed Cmd,"","",AO3008705,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","",✓,"","","",@p:ubcv:r:23e65d3d-c41cb6bb .+(\.|-| )SF(\d+)?-O(.Trend\d)?,"","","","",JCL-NAE43/FCB-02.FEC-42.SF-O.Trend1,"",Los_Angeles,"",%,"","","","","","","",AHU-09.SF-O,"",2020-04-14T16:49:58.988Z UTC
@p:ubcv:r:22c43bc2-d96932a5 AMS Nest Heating Plant JCL-NAE43/FCB-01.FEC-22.DSHT1-T,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3000878,"",✓,JCL-NAE43/FCB-01.FEC-22.DSHT1-T,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:21cadfbc-d21f9acc AMS Nest Heating Plant,"","","","","","",@p:ubcv:r:216980c6-65c96bd9 AMS Nest Hydronic Systems,"","","","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",32717,2018-06-24T17:00:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:48.512-07:00 Los_Angeles,2018-07-30T13:54:09.405-07:00 Los_Angeles,"","","","","",JCL-NAE43/FCB-01.FEC-22.DSHT1-T,"",✓,AI3000876,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE43/FCB-01.FEC-22.DSHT1-T.Trend1,"",Los_Angeles,"",°C,"","","","","","","",Solar HW System.DSHT1-T,"",2020-04-30T11:09:51.634Z UTC
@p:ubcv:r:22c59bf3-7ec28c07 AMS Nest Unsorted Points JCL-NAE41/FCB-01.FEC-24.ZN2601 FLOW-SP,"","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3002474,"",✓,JCL-NAE41/FCB-01.FEC-24.ZN2601 FLOW-SP,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:23.567-07:00 Los_Angeles,2018-07-30T13:54:07.461-07:00 Los_Angeles,"","","","","",JCL-NAE41/FCB-01.FEC-24.ZN2601 FLOW-SP,"",✓,AV3000705,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE41/FCB-01.FEC-24.ZN2601 FLOW-SP.Trend1,"",Los_Angeles,"",L/s,"","","","","","","","","",2020-04-09T19:02:09.945Z UTC
@p:ubcv:r:22c59c13-20a5f5aa AMS Nest Rm 3518 VAV-3-28 JCL-NAE42/FCB-02.VMA-21.SA-F,"",✓,"","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"",TL3001480,"",✓,JCL-NAE42/FCB-02.VMA-21.SA-F,"","","","","","","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c59c13-de9b9a9c AMS Nest Rm 3518 VAV-3-28,"","","","",✓,"",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,"","","","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",32644,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:43.769-07:00 Los_Angeles,2019-04-11T16:04:13.702-07:00 Los_Angeles,"","","","","",Discharge Air Flow,"","",AV3000282,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22c04b18-6f1f97a6 AMS Nest Rm 3518,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","","","",JCL-NAE42/FCB-02.VMA-21.SA-F.Trend1,"",Los_Angeles,"",L/s,"","","","","","","","","",2020-04-09T19:02:10.849Z UTC
@p:ubcv:r:22c59bc0-4965cf38 AMS Nest VAV-0-06 JCL-NAE40/FCB-01.VMA-14.HTG-O,"","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"",TL3000534,"",✓,JCL-NAE40/FCB-01.VMA-14.HTG-O,"","","","",✓,"","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c59bc0-fdcbc33e AMS Nest VAV-0-06,"","","","","","",@p:ubcv:r:22c04b19-0bbc31f3 AMS Nest Floor 0,✓,"",✓,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",64943,2018-06-26T06:15:00-07:00 Los_Angeles,ok,"",✓,"",✓,"",Number,2020-05-12T14:00:14.221-07:00 Los_Angeles,2018-12-07T09:45:34.611-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"","",AO3000121,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","","","",JCL-NAE40/FCB-01.VMA-14.HTG-O.Trend1,"",Los_Angeles,"",%,"",✓,"","",✓,"","",FVAV-0-06.HTG-O,"",2020-04-09T19:02:09.403Z UTC
@p:ubcv:r:22c59bc0-add67d5f AMS Nest Unsorted Points JCL-NAE40/FCB-01.Sump Panels.SUMP39-A,"","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"",TL3001213,"",✓,JCL-NAE40/FCB-01.Sump Panels.SUMP39-A,"","","","","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Normal,Alarm","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-04-17T07:03:24-07:00 Los_Angeles,"","","",252,2018-06-07T14:42:30-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:00:13.454-07:00 Los_Angeles,2018-12-07T09:45:35.247-08:00 Los_Angeles,"","","","","",JCL-NAE40/FCB-01.Sump Panels.SUMP39-A,"",✓,BI3001200,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE40/FCB-01.Sump Panels.SUMP39-A.Trend1,"",Los_Angeles,"","","","","","","","","","","",2020-04-08T18:50:44.536Z UTC
@p:ubcv:r:22c59bf4-07127a15 AMS Nest Rm 3123 VAV-3-11 JCL-NAE41/FCB-02.VMA-31.ZN3123 WC-ADJ,"","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3003477,"",✓,JCL-NAE41/FCB-02.VMA-31.ZN3123 WC-ADJ,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c59bf3-99cb9308 AMS Nest Rm 3123 VAV-3-11,"","","","","","",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:23.57-07:00 Los_Angeles,2018-12-07T09:45:34.796-08:00 Los_Angeles,"","","","","",JCL-NAE41/FCB-02.VMA-31.ZN3123 WC-ADJ,"",✓,AV3001242,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043e-5dc5c304 AMS Nest Rm 3123,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE41/FCB-02.VMA-31.ZN3123 WC-ADJ.Trend1,"",Los_Angeles,"",°C,"","","",✓,"","","","","",2020-04-09T19:02:09.949Z UTC
@p:ubcv:r:260ca753-2c482de0 AMS Nest Unsorted Points JCL-NAE43/FCB-02.FEC-58.DPR-O,"",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3010200,"","",JCL-NAE43/FCB-02.FEC-58.DPR-O,"","","","",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","",✓,"","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-03-25T12:15:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [85] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",177,2020-03-23T16:15:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:26.384-07:00 Los_Angeles,"","","","","","",Discharge Air Damper Cmd,"","",AO3008863,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","","","",JCL-NAE43/FCB-02.FEC-58.DPR-O.Trend1,"",Los_Angeles,"",%,"","","","","","","",DPR-O,"",2020-04-14T16:50:01.11Z UTC
@p:ubcv:r:22722c10-53c5bbb4 AMS Nest Cooling Plant HP-02 JCL-NAE43/FCB-01.Heat pump 02 - FHP.LWL-T,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3007764,"",✓,JCL-NAE43/FCB-01.Heat pump 02 - FHP.LWL-T,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22722c7a-58bb9445 AMS Nest Cooling Plant HP-02,"","","","","","",@p:ubcv:r:216980c6-65c96bd9 AMS Nest Hydronic Systems,"","","","",✓,"","","",2020-03-23T11:45:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [58] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",66030,2018-04-23T23:15:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:14.495-07:00 Los_Angeles,2018-07-30T13:54:05.068-07:00 Los_Angeles,"","","","","",JCL-NAE43/FCB-01.Heat pump 02 - FHP.LWL-T,"",✓,AI3007742,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE43/FCB-01.Heat pump 02 - FHP.LWL-T.Trend1,"",Los_Angeles,"",_,"","","","","","","","","",2020-04-09T19:15:15.511Z UTC
@p:ubcv:r:22c59bc0-6c0c9034 AMS Nest Unsorted Points JCL-NAE40/FCB-01.FEC-20.ZN1510 FLOW-SP,"","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"",TL3000693,"",✓,JCL-NAE40/FCB-01.FEC-20.ZN1510 FLOW-SP,"","","","","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",64960,2018-06-26T06:15:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:00:14.265-07:00 Los_Angeles,2018-07-30T13:54:09.99-07:00 Los_Angeles,"","","","","",JCL-NAE40/FCB-01.FEC-20.ZN1510 FLOW-SP,"",✓,AV3000206,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE40/FCB-01.FEC-20.ZN1510 FLOW-SP.Trend1,"",Los_Angeles,"",L/s,"","","","","","","",CD-10.ZN1510 FLOW-SP,"",2020-04-09T19:02:09.411Z UTC
@p:ubcv:r:22c59bf4-09d191a4 AMS Nest Rm 3103 VAV-3-35 JCL-NAE41/FCB-02.VMA-33.HTG-O,"","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3003530,"",✓,JCL-NAE41/FCB-02.VMA-33.HTG-O,"","","","",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c59bf4-811d9d53 AMS Nest Rm 3103 VAV-3-35,"","","","","","",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,✓,"",✓,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"",✓,"",✓,"",Number,2020-05-12T14:03:23.576-07:00 Los_Angeles,2018-12-07T09:45:35.677-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"","",AO3001268,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043c-e9f8bcfd AMS Nest Rm 3103,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","","","",JCL-NAE41/FCB-02.VMA-33.HTG-O.Trend1,"",Los_Angeles,"",%,"",✓,"","",✓,"","","","",2020-04-09T19:02:09.953Z UTC
@p:ubcv:r:226b94b2-35d17247 AMS Nest Cooling Plant JCL-NAE43/FCB-01.FEC-18.FC-REQ,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3003846,"",✓,JCL-NAE43/FCB-01.FEC-18.FC-REQ,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","False,True","",@p:ubcv:r:226b8bd0-76b185a9 AMS Nest Cooling Plant,"","","","","","",@p:ubcv:r:216980c6-65c96bd9 AMS Nest Hydronic Systems,"","","","",✓,"","","",2020-04-17T07:00:46-07:00 Los_Angeles,"","","",304,2018-03-08T10:33:41-08:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T13:58:47.905-07:00 Los_Angeles,2018-07-30T13:54:05.105-07:00 Los_Angeles,"","","","","",JCL-NAE43/FCB-01.FEC-18.FC-REQ,"",✓,BV3003845,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE43/FCB-01.FEC-18.FC-REQ.Trend1,"",Los_Angeles,"","","","","","","","","",Fluid Cooler System.FC-REQ,"",2020-04-30T11:09:54.961Z UTC
@p:ubcv:r:22c59bf3-b46e55c3 AMS Nest Rm 3107s VAV-3-07 JCL-NAE41/FCB-02.VMA-10.ZN3208-Q,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3002893,"",✓,JCL-NAE41/FCB-02.VMA-10.ZN3208-Q,"","","","","",✓,"",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c59bf3-8c44a169 AMS Nest Rm 3107s VAV-3-07,"","","","","","",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:23.581-07:00 Los_Angeles,2018-12-07T09:45:34.414-08:00 Los_Angeles,"","","","","",Zone Co2,"","",AI3000958,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043d-3e145700 AMS Nest Rm 3107s,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-0ca8860f .+(\.|-| )ZN\d+\w\d-Q,"","","","",JCL-NAE41/FCB-02.VMA-10.ZN3208-Q.Trend1,"",Los_Angeles,"",ppm,"","","","","","","","",✓,2020-04-09T19:02:09.957Z UTC
@p:ubcv:r:226b94b3-4949f88f AMS Nest Cooling Plant P-1A JCL-NAE43/FCB-01.FEC-18.P01a-KWH,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3003896,"",✓,JCL-NAE43/FCB-01.FEC-18.P01a-KWH,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","",✓,"","","",@p:ubcv:r:22ed0edf-3ea52c39 AMS Nest Cooling Plant P-1A,"","","","","","",@p:ubcv:r:216980c6-65c96bd9 AMS Nest Hydronic Systems,"","","","",✓,"","","",2020-05-12T13:45:00-07:00 Los_Angeles,"","","",71336,2018-04-18T23:15:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:48.829-07:00 Los_Angeles,2018-07-30T13:54:05.104-07:00 Los_Angeles,"","","","","",Energy,"","",AI3003895,"","","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-a1543fdf .+(\.|-| )KWH,"","","","",JCL-NAE43/FCB-01.FEC-18.P01a-KWH.Trend1,"",Los_Angeles,"",kWh,"","","","","","","",Fluid Cooler System.P01a-KWH,"",2020-04-30T11:09:51.603Z UTC
@p:ubcv:r:22c59bc0-2869210e AMS Nest Rm LL302 VAV-0-04 JCL-NAE40/FCB-01.VMA-12.SA-F,"",✓,"","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"",TL3000478,"",✓,JCL-NAE40/FCB-01.VMA-12.SA-F,"","","","","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c59bc0-33a27d85 AMS Nest Rm LL302 VAV-0-04,"","","","",✓,"",@p:ubcv:r:22c04b19-0bbc31f3 AMS Nest Floor 0,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",64850,2018-06-26T06:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:00:14.287-07:00 Los_Angeles,2019-04-11T16:04:13.507-07:00 Los_Angeles,"","","","","",Discharge Air Flow,"","",AV3000089,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043c-29aef478 AMS Nest Rm LL302,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","","","",JCL-NAE40/FCB-01.VMA-12.SA-F.Trend1,"",Los_Angeles,"",L/s,"","","","","","","",FVAV-0-04.SA-F,"",2020-04-09T19:02:09.415Z UTC
@p:ubcv:r:226b94b3-1be8953d AMS Nest Cooling Plant P-1B JCL-NAE43/FCB-01.FEC-18.P01b-C,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3003909,"",✓,JCL-NAE43/FCB-01.FEC-18.P01b-C,"","","","",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On",P01b,@p:ubcv:r:22ed0edf-25283a5e AMS Nest Cooling Plant P-1B,"","","","","","",@p:ubcv:r:216980c6-65c96bd9 AMS Nest Hydronic Systems,"","","","",✓,"","","",2020-05-04T14:21:33-07:00 Los_Angeles,"","","",702,2018-03-08T10:36:29-08:00 Los_Angeles,ok,"",✓,"",✓,✓,Bool,2020-05-12T13:58:48.196-07:00 Los_Angeles,2018-12-07T09:45:35.857-08:00 Los_Angeles,"","","","","",Pump Run Cmd,"","",BV3003908,"","","","","","","",✓,"","","","","",✓,"","","","",✓,"","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-55a2ccd7 .+(\.|-| )P\d+\w?-(C|E),"","","","",JCL-NAE43/FCB-01.FEC-18.P01b-C.Trend1,"",Los_Angeles,"","","","","","",✓,"","",Fluid Cooler System.P01b-C,"",2020-04-30T11:09:54.964Z UTC
@p:ubcv:r:22c59c13-21e68e97 AMS Nest Rm 3563 VAV-3-17 JCL-NAE42/FCB-02.VMA-10.DA-T,"",✓,"","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"",TL3001234,"",✓,JCL-NAE42/FCB-02.VMA-10.DA-T,"","","","","","","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c59bf4-31f98f76 AMS Nest Rm 3563 VAV-3-17,"","","","","","",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,"","","","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",32645,2018-06-25T18:00:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:43.846-07:00 Los_Angeles,2019-04-11T16:04:13.507-07:00 Los_Angeles,"","","","","",Discharge Air Temp,"","",AI3000160,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22c04b18-e954641a AMS Nest Rm 3563,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"","","",JCL-NAE42/FCB-02.VMA-10.DA-T.Trend1,"",Los_Angeles,"",°C,"","","","","","","","","",2020-04-09T19:02:10.868Z UTC
@p:ubcv:r:21cae626-652bcbf2 AMS Nest HW Main Meter Leaving Water Temp,"","","","",@p:ubcv:r:21cad386-88bf8421 AMS Nest DES Meter,AI7,"","",✓,"","","","","","","","",@p:ubcv:r:21cad386-88bf8421 AMS Nest DES Meter,"","","","",✓,"",ok,52.68000030517578°C,"","","","","",$equipRef $navName,"","","","","","","","","","",@p:ubcv:r:21691ecd-2ee101bd AMS Nest HW Main Meter,"","","","","","",@p:ubcv:r:21697fca-ea210447 AMS Nest Utilities,"","","","",✓,0.5°C,10min,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",consumption,247026,2017-12-18T14:20:00-08:00 Los_Angeles,ok,"",✓,"","","",Number,"","",✓,"","","","",Leaving Water Temp,"","","","","","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","",✓,"","","","","",Los_Angeles,"",°C,✓,"","","",✓,"","","","",2020-04-28T00:03:35.838Z UTC
