id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetDesc,bacnetHis,bacnetPoint,bmsName,boiler,chilled,cmd,connRef,cooling,curStatus,damper,delta,differential,disMacro,discharge,effective,enable,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,heating,his,hisConvert,hisEnd,hisErr,hisFunc,hisSize,hisStart,hisStatus,hot,ionaSchedMV,ionaSched_MV,jci,kind,lastSynced,lastTagged,leaving,low,mode,navName,noTagMatch,objectId,occ,outside,point,pointType,pressure,pump,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siteRef,sp,speed,tagTableRef,temp,testUnits,tlName,tz,unit,valve,water,zone,mod
@p:ubcv:r:238b4041-fdea0276 Iona Unsorted Points JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.SHW-SWT,"","","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3003461,✓,JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.SHW-SWT,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:2322dda5-34e7842d Iona Unsorted Points,"","","",@p:ubcv:r:2322dda5-a3e422e9 Iona Unsorted Points,"",✓,°F => °C,2020-05-12T14:45:00-07:00 Los_Angeles,"","",50969,2018-11-22T03:00:00-08:00 Los_Angeles,ok,✓,"","",✓,Number,2020-05-12T14:49:28.729-07:00 Los_Angeles,2018-11-25T13:45:23.461-08:00 Los_Angeles,✓,"","",Leaving Hot Water Temp,"",AI3001927,"","",✓,"","","","","","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-a2bf28c7 .+(\.|-| )SWT,✓,"",JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.SHW-SWT.Trend1,Los_Angeles,°C,"",✓,"",2020-04-21T20:26:46.008Z UTC
@p:ubcv:r:2322fa38-f1e14719 Iona AHU-02 JCL-NAE51/N2-1.AHU2.Analog Inputs.SA-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3003448,✓,JCL-NAE51/N2-1.AHU2.Analog Inputs.SA-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e48e78-1e2f5cd9 Iona AHU-02,"","","",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2018-10-12T13:30:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [33] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",2859,2018-09-04T01:45:00-07:00 Los_Angeles,fault,"",✓,"",✓,Number,2020-05-12T10:09:44.458-07:00 Los_Angeles,2018-12-07T09:45:30.274-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3001824,"","",✓,"","","","","","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"","",Los_Angeles,°C,"","","",2020-04-14T16:49:59.566Z UTC
@p:ubcv:r:238b4041-fe028b2d Iona Rm 201 South VAV-30 JCL-NAE51/N2-2.TU-30.ACLG-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004940,✓,JCL-NAE51/N2-2.TU-30.ACLG-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),✓,"","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e632-f7584339 Iona Rm 201 South VAV-30,"","","",@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.47-07:00 Los_Angeles,2018-12-07T09:45:30.876-08:00 Los_Angeles,"","","",Zone Temp Cooling Sp,"",AI3004135,"","",✓,"","","",@p:ubcv:r:24e5e632-f49ef751 Iona Rm 201 South,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3e-89385aab .+(\.|-| )ACLG-SP,✓,"",JCL-NAE51/N2-2.TU-30.ACLG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.264Z UTC
@p:ubcv:r:238b4076-4f4950e2 Iona Rm 031 FC-031 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-07.CLG-O,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000200,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-07.CLG-O,"",✓,✓,@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),✓,"","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e632-4f56d596 Iona Rm 031 FC-031,"","","",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.518-07:00 Los_Angeles,2018-12-07T09:45:32.116-08:00 Los_Angeles,"","","",Cooling Valve Cmd,"",AO3000199,"","",✓,"","","",@p:ubcv:r:24e5e15f-9a92b910 Iona Rm 031,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-07.CLG-O.Trend1,Los_Angeles,%,✓,✓,"",2020-04-09T19:02:15.584Z UTC
@p:ubcv:r:238b4077-4ff37782 Iona Rm 153 AV-153 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-15.Parameters.EFFCLG-SP,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000656,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-15.Parameters.EFFCLG-SP,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),✓,"","","","",$equipRef $bmsName,"",✓,"","","","",@p:ubcv:r:24e5e15f-c68441f1 Iona Rm 153 AV-153,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.522-07:00 Los_Angeles,2018-12-07T09:45:31.662-08:00 Los_Angeles,"","","",Zone Temp Effective Cooling Sp,"",AV3000655,"","",✓,"","","",@p:ubcv:r:24e5e15f-fc37b3e8 Iona Rm 153,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-15.Parameters.EFFCLG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.586Z UTC
@p:ubcv:r:238b4042-c35c52c3 Iona Unsorted Points JCL-NAE51/N2-2.F700-TO-F707.F701-EN,"","","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005565,✓,JCL-NAE51/N2-2.F700-TO-F707.F701-EN,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:2322dda5-34e7842d Iona Unsorted Points,"","","",@p:ubcv:r:2322dda5-a3e422e9 Iona Unsorted Points,"",✓,"",2020-05-11T09:54:23-07:00 Los_Angeles,"","",138,2018-11-23T01:59:40-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:49:28.396-07:00 Los_Angeles,2018-11-25T13:45:23.746-08:00 Los_Angeles,"","","",JCL-NAE51/N2-2.F700-TO-F707.F701-EN,✓,BO3005548,"","",✓,"","","","","","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","","","","",JCL-NAE51/N2-2.F700-TO-F707.F701-EN.Trend1,Los_Angeles,"","","","",2020-04-08T18:50:25.541Z UTC
@p:ubcv:r:23244f4e-c62ef176 Iona Rm 030 VAV-08 JCL-NAE51/N2-1.TU-08.DA-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004369,✓,JCL-NAE51/N2-1.TU-08.DA-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-57be6296 Iona Rm 030 VAV-08,"","","",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57065,2018-09-06T02:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.73-07:00 Los_Angeles,2018-12-07T09:45:30.286-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3003711,"","",✓,"","","",@p:ubcv:r:24e5e631-97f76e9c Iona Rm 030,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE51/N2-1.TU-08.DA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.265Z UTC
@p:ubcv:r:238b4041-63f3f669 Iona Rm 163 VAV-17 JCL-NAE51/N2-1.TU-17.AHTG-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004618,✓,JCL-NAE51/N2-1.TU-17.AHTG-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-5d850326 Iona Rm 163 VAV-17,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,✓,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.471-07:00 Los_Angeles,2018-12-07T09:45:31.301-08:00 Los_Angeles,"","","",Zone Temp Heating Sp,"",AI3003898,"","",✓,"","","",@p:ubcv:r:24e5e631-db74c771 Iona Rm 163,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,✓,"",JCL-NAE51/N2-1.TU-17.AHTG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.266Z UTC
@p:ubcv:r:238b4042-9bd29c03 Iona AHU-01 SF JCL-NAE51/N2-1.AHU1.SF-S,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005440,✓,JCL-NAE51/N2-1.AHU1.SF-S,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","Off,On","",@p:ubcv:r:24ef2171-83e31bb3 Iona AHU-01 SF,"",✓,"",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2020-05-12T12:01:17-07:00 Los_Angeles,"","",562,2019-01-14T13:48:08-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:49:28.429-07:00 Los_Angeles,2018-12-07T09:45:31.498-08:00 Los_Angeles,"","","",Discharge Fan Run Status,"",BI3005391,"","",✓,"","","","",✓,✓,"","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE51/N2-1.AHU1.SF-S.Trend1,Los_Angeles,"","","","",2020-04-08T18:50:22.89Z UTC
@p:ubcv:r:23244e14-f7fc70ee Iona Rm 216 VAV-27 JCL-NAE51/N2-2.TU-27.Parameters.SUPFLOW,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005183,✓,JCL-NAE51/N2-2.TU-27.Parameters.SUPFLOW,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-ca114906 Iona Rm 216 VAV-27,"","",✓,@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57050,2018-09-06T01:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.731-07:00 Los_Angeles,2018-12-07T09:45:30.292-08:00 Los_Angeles,"","","",Discharge Air Flow,"",AI3004877,"","",✓,"","","",@p:ubcv:r:24e5e631-df4d2f3a Iona Rm 216,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:2573299e-4bf282a5 .+(\.|-| )SUPFLOW,"","",JCL-NAE51/N2-2.TU-27.Parameters.SUPFLOW.Trend1,Los_Angeles,L/s,"","","",2020-04-09T19:02:15.267Z UTC
@p:ubcv:r:238b4041-e04f532d Iona Rm 300 VAV-46 JCL-NAE51/N2-2.TU-46.ZN-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005051,✓,JCL-NAE51/N2-2.TU-46.ZN-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e632-d13a2174 Iona Rm 300 VAV-46,"","","",@p:ubcv:r:24e48a79-95bcaaa8 Iona Floor 3,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50516,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.733-07:00 Los_Angeles,2018-12-07T09:45:32.128-08:00 Los_Angeles,"","","",Zone Temp,"",AI3004213,"","",✓,"","","",@p:ubcv:r:24e5e632-d2469b20 Iona Rm 300,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE51/N2-2.TU-46.ZN-T.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.268Z UTC
@p:ubcv:r:238b4042-e689f1c2 Iona AHU-01 SF JCL-NAE51/N2-1.AHU1.SF-C,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005444,✓,JCL-NAE51/N2-1.AHU1.SF-C,"","",✓,@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","Off,On","",@p:ubcv:r:24ef2171-83e31bb3 Iona AHU-01 SF,"",✓,"",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2020-05-12T12:00:22-07:00 Los_Angeles,"","",544,2019-01-14T13:48:08-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:49:28.43-07:00 Los_Angeles,2018-12-07T09:45:36.117-08:00 Los_Angeles,"","","",Discharge Fan Run Cmd,"",BO3005395,"","",✓,"","","","",✓,"","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"","",JCL-NAE51/N2-1.AHU1.SF-C.Trend1,Los_Angeles,"","","","",2020-04-08T18:50:22.954Z UTC
@p:ubcv:r:238b4042-9efe36f8 Iona AHU-03 JCL-NAE51/N2-2.AHU3.ZN-T,"",✓,"",✓,@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005507,✓,JCL-NAE51/N2-2.AHU3.ZN-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e48eef-651fb37d Iona AHU-03,"","","",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2019-04-16T15:15:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [142] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",13789,2018-11-23T03:00:00-08:00 Los_Angeles,fault,"","","",✓,Number,2020-05-12T10:09:44.439-07:00 Los_Angeles,2020-04-08T11:37:14.56-07:00 Los_Angeles,"","","",Zone Temp,"",AI3005477,"","",✓,"","","","","","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"","",Los_Angeles,°C,"","",✓,2020-04-14T16:50:00.358Z UTC
@p:ubcv:r:238b4077-964e4abc Iona Rm 532 VAV-050 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.SAFLOW-SP,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000800,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.SAFLOW-SP,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e632-1ff5bdd6 Iona Rm 532 VAV-050,"","",✓,@p:ubcv:r:25fc1ec5-0f9afe14 Iona Floor 5,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.526-07:00 Los_Angeles,2018-12-07T09:45:31.482-08:00 Los_Angeles,"","","",Discharge Air Flow Sp,"",AV3000799,"","",✓,"","","",@p:ubcv:r:25fc1ed8-21ca83f4 Iona Rm 532,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-17.SAFLOW-SP.Trend1,Los_Angeles,L/s,"","","",2020-04-09T19:02:15.588Z UTC
@p:ubcv:r:238b4077-8a59e7b6 Iona Rm 532 VAV-049 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-16.DPR-O,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000682,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-16.DPR-O,"","",✓,@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",✓,"","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e632-617b50be Iona Rm 532 VAV-049,"","","",@p:ubcv:r:25fc1ec5-0f9afe14 Iona Floor 5,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.53-07:00 Los_Angeles,2018-12-07T09:45:31.661-08:00 Los_Angeles,"","","",Discharge Air Damper Cmd,"",AO3000681,"","",✓,"","","",@p:ubcv:r:25fc1ed8-21ca83f4 Iona Rm 532,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-16.DPR-O.Trend1,Los_Angeles,%,"","","",2020-04-09T19:02:15.59Z UTC
@p:ubcv:r:238b4042-f76040cc Iona AHU-03 JCL-NAE51/N2-2.AHU3.Parameters.DAT-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005538,✓,JCL-NAE51/N2-2.AHU3.Parameters.DAT-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e48eef-651fb37d Iona AHU-03,"","","",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50516,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.735-07:00 Los_Angeles,2018-12-07T09:45:34.399-08:00 Los_Angeles,"","","",Discharge Air Temp Sp,"",AO3005498,"","",✓,"","","","","","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3d-3f81ae2b .+(\.|-| )DAT-SP,✓,"",JCL-NAE51/N2-2.AHU3.Parameters.DAT-SP.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.27Z UTC
@p:ubcv:r:238b4042-a890b57c Iona Rm 113 VAV-11 JCL-NAE51/N2-1.TU-11.Parameters.SUPFLOSP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005144,✓,JCL-NAE51/N2-1.TU-11.Parameters.SUPFLOSP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-af58586d Iona Rm 113 VAV-11,"","",✓,@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.473-07:00 Los_Angeles,2018-12-07T09:45:31.788-08:00 Los_Angeles,"","","",Discharge Air Flow Sp,"",AO3004498,"","",✓,"","","",@p:ubcv:r:24e5e631-0901f32c Iona Rm 113,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE51/N2-1.TU-11.Parameters.SUPFLOSP.Trend1,Los_Angeles,L/s,"","","",2020-04-09T19:02:15.271Z UTC
@p:ubcv:r:238b4041-c0802a97 Iona Rm 331 VAV-38 JCL-NAE51/N2-2.TU-38.AHTG-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004998,✓,JCL-NAE51/N2-2.TU-38.AHTG-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e632-7ae420cc Iona Rm 331 VAV-38,"","","",@p:ubcv:r:24e48a79-95bcaaa8 Iona Floor 3,✓,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.474-07:00 Los_Angeles,2018-12-07T09:45:30.836-08:00 Los_Angeles,"","","",Zone Temp Heating Sp,"",AI3004178,"","",✓,"","","",@p:ubcv:r:24e5e632-84dbd94f Iona Rm 331,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,✓,"",JCL-NAE51/N2-2.TU-38.AHTG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.272Z UTC
@p:ubcv:r:238b4041-a0eda425 Iona Rm 072 VAV-7.2 JCL-NAE51/N2-1.TU-72.ZN-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004405,✓,JCL-NAE51/N2-1.TU-72.ZN-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-f8e9eb4c Iona Rm 072 VAV-7.2,"","","",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50516,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.736-07:00 Los_Angeles,2018-12-07T09:45:31.448-08:00 Los_Angeles,"","","",Zone Temp,"",AI3003737,"","",✓,"","","",@p:ubcv:r:24e5e631-ddeaedfe Iona Rm 072,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE51/N2-1.TU-72.ZN-T.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.273Z UTC
@p:ubcv:r:23244f4f-9fbb7347 Iona Rm 257 VAV-34 JCL-NAE51/N2-1.TU-34.DA-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004768,✓,JCL-NAE51/N2-1.TU-34.DA-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-a20e247e Iona Rm 257 VAV-34,"","","",@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57042,2018-09-06T02:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.738-07:00 Los_Angeles,2018-12-07T09:45:30.278-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3004005,"","",✓,"","","",@p:ubcv:r:24e5e631-b69ca845 Iona Rm 257,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE51/N2-1.TU-34.DA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.274Z UTC
@p:ubcv:r:238b4041-ae65023a Iona Rm 258 VAV-35 JCL-NAE51/N2-1.TU-35.ACLG-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004788,✓,JCL-NAE51/N2-1.TU-35.ACLG-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),✓,"","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-13cb565c Iona Rm 258 VAV-35,"","","",@p:ubcv:r:24e4acd1-f0e12d6f Iona Floor 2,"",✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.476-07:00 Los_Angeles,2018-12-07T09:45:31-08:00 Los_Angeles,"","","",Zone Temp Cooling Sp,"",AI3004023,"","",✓,"","","",@p:ubcv:r:24e5e631-fdc3339c Iona Rm 258,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3e-89385aab .+(\.|-| )ACLG-SP,✓,"",JCL-NAE51/N2-1.TU-35.ACLG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.275Z UTC
